Date,record,V,CDOM,CO2
1/19/2023 15:30,0,12.96,37.03339,
1/19/2023 15:30,1,12.95,36.98745,
1/19/2023 15:31,2,12.95,36.98745,
1/19/2023 15:31,3,12.95,37.07933,
1/19/2023 15:31,4,12.95,37.12527,
1/19/2023 15:31,5,12.95,37.17122,
1/19/2023 16:00,0,12.94,38.87106,
1/19/2023 17:00,1,12.91,40.80062,
1/19/2023 18:00,2,12.91,41.07695,
1/19/2023 19:00,3,12.91,40.25286,
1/19/2023 20:00,4,12.9,37.04092,
1/19/2023 21:00,5,12.9,36.16816,
1/19/2023 22:00,6,12.9,34.18047,
1/19/2023 23:00,7,12.9,35.02068,
1/20/2023 0:00,8,12.89,37.36634,
1/20/2023 1:00,9,12.9,37.09164,
1/20/2023 2:00,10,12.89,35.11583,
1/20/2023 3:00,11,12.88,37.55157,
1/20/2023 4:00,12,12.88,38.74647,
1/20/2023 5:00,13,12.87,26.34563,
1/20/2023 6:00,14,12.87,37.91923,
1/20/2023 7:00,15,12.86,34.79413,
1/20/2023 8:00,16,12.87,40.81455,
1/20/2023 9:00,17,12.88,41.77979,
1/20/2023 10:00,18,12.88,41.64242,
1/20/2023 11:00,19,12.91,41.458,
1/20/2023 12:00,20,12.89,40.6767,
1/20/2023 13:00,21,12.95,40.53882,
1/20/2023 14:00,22,13.53,40.58155,
1/20/2023 15:00,23,13.12,39.37685,
1/20/2023 16:00,24,13.05,40.01963,
1/20/2023 17:00,25,12.97,37.95507,
1/20/2023 18:00,26,12.92,39.89123,
1/20/2023 19:00,27,12.89,39.48175,
1/20/2023 20:00,28,12.87,37.78136,
1/20/2023 21:00,29,12.85,38.60859,
1/20/2023 22:00,30,12.84,37.60381,
1/20/2023 23:00,31,12.83,38.66642,
1/21/2023 0:00,32,12.82,37.19662,
1/21/2023 1:00,33,12.81,34.20837,
1/21/2023 2:00,34,12.81,36.28281,
1/21/2023 3:00,35,12.8,36.32772,
1/21/2023 4:00,36,12.8,36.87699,
1/21/2023 5:00,37,12.8,38.71606,
1/21/2023 6:00,38,12.79,40.41942,
1/21/2023 7:00,39,12.79,40.37126,
1/21/2023 8:00,40,12.8,42.07279,
1/21/2023 9:00,41,12.82,42.66818,
1/21/2023 10:00,42,12.84,41.9319,
1/21/2023 11:00,43,12.81,42.29965,
1/21/2023 12:00,44,12.81,43.44898,
1/21/2023 13:00,45,12.83,43.12717,
1/21/2023 14:00,46,12.82,42.29965,
1/21/2023 15:00,47,12.83,42.16173,
1/21/2023 16:00,48,12.8,42.16173,
1/21/2023 17:00,49,12.8,41.83992,
1/21/2023 18:00,50,12.79,41.79395,
1/21/2023 19:00,51,12.78,39.86308,
1/21/2023 20:00,52,12.78,40.41475,
1/21/2023 21:00,53,12.78,39.17348,
1/21/2023 22:00,54,12.78,40.23086,
1/21/2023 23:00,55,12.78,41.01241,
1/22/2023 0:00,56,12.78,40.001,
1/22/2023 1:00,57,12.78,39.90905,
1/22/2023 2:00,58,12.78,39.3114,
1/22/2023 3:00,59,12.78,39.44932,
1/22/2023 4:00,60,12.78,40.69024,
1/22/2023 5:00,61,12.78,40.46071,
1/22/2023 6:00,62,12.78,39.49268,
1/22/2023 7:00,63,12.78,41.28469,
1/22/2023 8:00,64,12.79,43.3976,
1/22/2023 9:00,65,12.82,42.93455,
1/22/2023 10:00,66,12.83,43.48012,
1/22/2023 11:00,67,12.87,42.14734,
1/22/2023 12:00,68,12.92,42.00793,
1/22/2023 13:00,69,12.93,41.7279,
1/22/2023 14:00,70,13.14,40.34178,
1/22/2023 15:00,71,12.93,40.11151,
1/22/2023 16:00,72,12.89,40.24934,
1/22/2023 17:00,73,12.86,39.65275,
1/22/2023 18:00,74,12.84,38.87562,
1/22/2023 19:00,75,12.83,38.69554,
1/22/2023 20:00,76,12.83,34.78874,
1/22/2023 21:00,77,12.82,34.34451,
1/22/2023 22:00,78,12.82,37.87216,
1/22/2023 23:00,79,12.81,39.71157,
1/23/2023 0:00,80,12.8,36.58647,
1/23/2023 1:00,81,12.8,37.78136,
1/23/2023 2:00,82,12.79,39.38987,
1/23/2023 3:00,83,12.79,39.80349,
1/23/2023 4:00,84,12.78,38.9764,
1/23/2023 5:00,85,12.77,39.62221,
1/23/2023 6:00,86,12.77,39.4418,
1/23/2023 7:00,87,12.76,38.47728,
1/23/2023 8:00,88,12.76,41.51146,
1/23/2023 9:00,89,12.79,41.47166,
1/23/2023 10:00,90,12.8,41.42615,
1/23/2023 11:00,91,12.83,41.51438,
1/23/2023 12:00,92,12.8,41.0054,
1/23/2023 13:00,93,12.85,40.36128,
1/23/2023 14:00,94,13.39,39.71177,
1/23/2023 15:00,95,13.08,38.51413,
1/23/2023 16:00,96,12.98,39.11347,
1/23/2023 17:00,97,12.92,40.07923,
1/23/2023 18:00,98,12.86,40.67668,
1/23/2023 19:00,99,12.81,41.0018,
1/23/2023 20:00,100,12.79,40.91346,
1/23/2023 21:00,101,12.76,41.47208,
1/23/2023 22:00,102,12.75,40.87529,
1/23/2023 23:00,103,12.74,40.93202,
1/24/2023 0:00,104,12.73,41.4403,
1/24/2023 1:00,105,12.72,41.30161,
1/24/2023 2:00,106,12.71,41.34832,
1/24/2023 3:00,107,12.7,40.65849,
1/24/2023 4:00,108,12.7,40.65856,
1/24/2023 5:00,109,12.7,40.29275,
1/24/2023 6:00,110,12.69,40.06991,
1/24/2023 7:00,111,12.68,40.07428,
1/24/2023 8:00,112,12.69,40.94842,
1/24/2023 9:00,113,12.72,40.99442,
1/24/2023 10:00,114,12.73,41.39578,
1/24/2023 11:00,115,12.8,41.30179,
1/24/2023 12:00,116,12.76,41.6561,
1/24/2023 13:00,117,12.84,41.09617,
1/24/2023 14:00,118,13.34,40.81458,
1/24/2023 15:00,119,13.1,40.8088,
1/24/2023 16:00,120,12.97,40.99238,
1/24/2023 17:00,121,12.91,39.80201,
1/24/2023 18:00,122,12.85,39.61966,
1/24/2023 19:00,123,12.8,39.98732,
1/24/2023 20:00,124,12.78,38.88434,
1/24/2023 21:00,125,12.76,40.81455,
1/24/2023 22:00,126,12.76,39.48558,
1/24/2023 23:00,127,12.75,22.38754,
1/25/2023 0:00,128,12.74,21.55181,
1/25/2023 1:00,129,12.74,22.37292,
1/25/2023 2:00,130,12.74,22.6089,
1/25/2023 3:00,131,12.73,8.01906,
1/25/2023 4:00,132,12.73,8.618516,
1/25/2023 5:00,133,12.73,9.18108,
1/25/2023 6:00,134,12.73,9.420867,
1/25/2023 7:00,135,12.73,9.95495,
1/25/2023 8:00,136,12.75,10.54358,
1/25/2023 9:00,137,12.76,10.99417,
1/25/2023 10:00,138,12.77,11.60258,
1/25/2023 11:00,139,12.82,12.44153,
1/25/2023 12:00,140,12.81,13.87923,
1/25/2023 13:00,141,12.82,15.55504,
1/25/2023 14:00,142,12.85,17.09437,
1/25/2023 15:00,143,12.8,18.984,
1/25/2023 16:00,144,12.82,22.49595,
1/25/2023 17:00,145,12.79,22.7612,
1/25/2023 18:00,146,12.77,12.18127,
1/25/2023 19:00,147,12.76,6.163182,
1/25/2023 20:00,148,12.76,5.831327,
1/25/2023 21:00,149,12.75,4.900183,
1/25/2023 22:00,150,12.75,4.881791,
1/25/2023 23:00,151,12.74,5.066802,
1/26/2023 0:00,152,12.73,9.696406,
1/26/2023 1:00,153,12.73,9.844937,
1/26/2023 2:00,154,12.72,10.1771,
1/26/2023 3:00,155,12.72,10.33388,
1/26/2023 4:00,156,12.71,10.40765,
