Date,FDOM
2023-01-27T16:00:00Z,225.0872
2023-01-27T17:00:00Z,207.4901
2023-01-27T18:00:00Z,207.1248
2023-01-27T19:00:00Z,205.929
2023-01-27T20:00:00Z,207.2538
2023-01-27T21:00:00Z,207.5621
2023-01-27T22:00:00Z,207.5622
2023-01-27T23:00:00Z,207.8998
2023-01-28T00:00:00Z,208.5843
2023-01-28T01:00:00Z,207.1695
2023-01-28T02:00:00Z,182.0233
2023-01-28T03:00:00Z,182.842
2023-01-28T04:00:00Z,183.2093
2023-01-28T05:00:00Z,183.823
2023-01-28T06:00:00Z,184.8435
2023-01-28T07:00:00Z,184.9794
2023-01-28T08:00:00Z,185.4089
2023-01-28T09:00:00Z,185.39
2023-01-28T10:00:00Z,186.8466
2023-01-28T11:00:00Z,185.8236
2023-01-28T12:00:00Z,183.3366
2023-01-28T13:00:00Z,183.776
2023-01-28T14:00:00Z,184.8635
2023-01-28T15:00:00Z,185.9838
2023-01-28T16:00:00Z,185.947
2023-01-28T17:00:00Z,185.341
2023-01-28T18:00:00Z,185.5453
2023-01-28T19:00:00Z,180.9016
2023-01-28T20:00:00Z,181.6357
2023-01-28T21:00:00Z,182.4071
2023-01-28T22:00:00Z,182.0739
2023-01-28T23:00:00Z,182.4817
2023-01-29T00:00:00Z,182.6176
2023-01-29T01:00:00Z,182.9574
2023-01-29T02:00:00Z,182.9574
2023-01-29T03:00:00Z,182.2099
2023-01-29T04:00:00Z,183.2294
2023-01-29T05:00:00Z,183.5012
2023-01-29T06:00:00Z,183.5692
2023-01-29T07:00:00Z,182.9575
2023-01-29T08:00:00Z,168.1415
2023-01-29T09:00:00Z,174.3214
2023-01-29T10:00:00Z,174.9745
2023-01-29T11:00:00Z,175.1506
2023-01-29T12:00:00Z,132.5991
2023-01-29T13:00:00Z,153.8333
2023-01-29T14:00:00Z,153.3508
2023-01-29T15:00:00Z,152.4648
2023-01-29T16:00:00Z,152.7408
2023-01-29T17:00:00Z,152.8754
2023-01-29T18:00:00Z,152.467
2023-01-29T19:00:00Z,153.2825
2023-01-29T20:00:00Z,153.912
2023-01-29T21:00:00Z,154.5329
2023-01-29T22:00:00Z,155.1447
2023-01-29T23:00:00Z,153.5203
2023-01-30T00:00:00Z,155.0337
2023-01-30T01:00:00Z,155.0343
2023-01-30T02:00:00Z,154.8242
2023-01-30T03:00:00Z,212.1056
2023-01-30T04:00:00Z,216.6577
2023-01-30T05:00:00Z,217.609
2023-01-30T06:00:00Z,217.3417
2023-01-30T07:00:00Z,217.6133
2023-01-30T08:00:00Z,217.6133
2023-01-30T09:00:00Z,216.934
2023-01-30T10:00:00Z,217.0388
2023-01-30T11:00:00Z,212.7776
2023-01-30T12:00:00Z,207.5604
2023-01-30T13:00:00Z,206.2512
2023-01-30T14:00:00Z,206.3228
2023-01-30T15:00:00Z,209.0455
2023-01-30T16:00:00Z,208.5026
2023-01-30T17:00:00Z,208.9855
2023-01-30T18:00:00Z,209.1889
2023-01-30T19:00:00Z,210.0597
2023-01-30T20:00:00Z,206.119
2023-01-30T21:00:00Z,210.077
2023-01-30T22:00:00Z,209.9611
2023-01-30T23:00:00Z,211.1326
2023-01-31T00:00:00Z,210.5402
2023-01-31T01:00:00Z,211.2253
2023-01-31T02:00:00Z,210.0013
