"Plot Title: Bradford_13con"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10778435, SEN S/N: 10778435)","Full Range, μS/cm (LGR S/N: 10778435, SEN S/N: 10778435)","Temp, °F (LGR S/N: 10778435, SEN S/N: 10778435)"
1,09/08/23 02:00:00 PM,224.2,227.5,78.08
2,09/08/23 03:00:00 PM,227.4,230.6,78.35
3,09/08/23 04:00:00 PM,230.4,233.4,78.58
4,09/08/23 05:00:00 PM,232.0,235.0,78.49
5,09/08/23 06:00:00 PM,232.8,235.8,78.17
6,09/08/23 07:00:00 PM,233.9,237.1,77.63
7,09/08/23 08:00:00 PM,233.9,237.1,77.22
8,09/08/23 09:00:00 PM,235.1,238.0,76.91
9,09/08/23 10:00:00 PM,235.9,239.2,76.55
10,09/08/23 11:00:00 PM,236.7,239.6,76.21
11,09/09/23 12:00:00 AM,237.1,240.1,75.87
12,09/09/23 01:00:00 AM,237.3,240.5,75.56
13,09/09/23 02:00:00 AM,237.4,240.6,75.29
14,09/09/23 03:00:00 AM,236.6,239.4,75.00
15,09/09/23 04:00:00 AM,235.7,238.7,74.73
16,09/09/23 05:00:00 AM,235.0,237.5,74.46
17,09/09/23 06:00:00 AM,233.4,236.3,74.25
18,09/09/23 07:00:00 AM,231.9,234.8,74.14
19,09/09/23 08:00:00 AM,232.2,235.1,74.35
20,09/09/23 09:00:00 AM,233.9,237.0,75.15
21,09/09/23 10:00:00 AM,236.4,239.3,75.87
22,09/09/23 11:00:00 AM,239.7,242.4,76.57
23,09/09/23 12:00:00 PM,241.8,245.1,76.84
24,09/09/23 01:00:00 PM,245.0,248.6,77.38
25,09/09/23 02:00:00 PM,246.6,250.6,77.41
26,09/09/23 03:00:00 PM,249.0,252.5,77.65
27,09/09/23 04:00:00 PM,252.1,255.7,78.08
28,09/09/23 05:00:00 PM,254.1,258.0,78.08
29,09/09/23 06:00:00 PM,255.0,258.5,77.99
30,09/09/23 07:00:00 PM,252.7,256.1,77.47
31,09/09/23 08:00:00 PM,250.5,253.8,76.91
32,09/09/23 09:00:00 PM,247.4,251.5,76.44
33,09/09/23 10:00:00 PM,156.8,158.5,75.94
34,09/09/23 11:00:00 PM,200.8,202.4,75.60
35,09/10/23 12:00:00 AM,239.3,241.7,75.38
36,09/10/23 01:00:00 AM,255.6,259.7,75.25
37,09/10/23 02:00:00 AM,255.7,259.7,75.07
38,09/10/23 03:00:00 AM,255.3,259.3,74.89
39,09/10/23 04:00:00 AM,254.4,258.2,74.62
40,09/10/23 05:00:00 AM,253.4,257.4,74.43
41,09/10/23 06:00:00 AM,252.1,255.8,74.21
42,09/10/23 07:00:00 AM,251.2,255.1,74.07
43,09/10/23 08:00:00 AM,251.3,255.0,74.46
44,09/10/23 09:00:00 AM,251.9,255.3,75.20
45,09/10/23 10:00:00 AM,253.0,256.8,75.90
46,09/10/23 11:00:00 AM,255.9,259.8,76.95
