"Plot Title: Bradford_14cond"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 21415362, SEN S/N: 21415362)","Temp, °F (LGR S/N: 21415362, SEN S/N: 21415362)"
1,11/15/22 11:00:00 AM,11.3,69.84
2,11/15/22 11:15:00 AM,103.8,64.85
3,11/15/22 11:30:00 AM,103.4,64.94
4,11/15/22 11:45:00 AM,103.4,65.01
5,11/15/22 12:00:00 PM,103.7,65.14
6,11/15/22 12:15:00 PM,103.7,65.23
7,11/15/22 12:30:00 PM,103.7,65.32
8,11/15/22 12:45:00 PM,103.7,65.43
9,11/15/22 01:00:00 PM,104.1,65.57
10,11/15/22 01:15:00 PM,104.5,65.68
11,11/15/22 01:30:00 PM,104.8,65.80
12,11/15/22 01:45:00 PM,104.8,65.97
13,11/15/22 02:00:00 PM,104.8,66.07
14,11/15/22 02:15:00 PM,104.8,66.20
15,11/15/22 02:30:00 PM,105.2,66.29
16,11/15/22 02:45:00 PM,105.2,66.34
17,11/15/22 03:00:00 PM,105.2,66.42
18,11/15/22 03:15:00 PM,105.2,66.49
19,11/15/22 03:30:00 PM,104.8,66.56
20,11/15/22 03:45:00 PM,105.1,66.61
21,11/15/22 04:00:00 PM,105.1,66.67
22,11/15/22 04:15:00 PM,105.1,66.72
23,11/15/22 04:30:00 PM,105.1,66.79
24,11/15/22 04:45:00 PM,105.1,66.81
25,11/15/22 05:00:00 PM,105.1,66.87
26,11/15/22 05:15:00 PM,105.5,66.88
27,11/15/22 05:30:00 PM,105.1,66.90
28,11/15/22 05:45:00 PM,105.5,66.92
29,11/15/22 06:00:00 PM,105.5,66.96
30,11/15/22 06:15:00 PM,105.5,66.96
31,11/15/22 06:30:00 PM,105.5,66.96
32,11/15/22 06:45:00 PM,105.5,66.96
33,11/15/22 07:00:00 PM,105.9,66.96
34,11/15/22 07:15:00 PM,105.9,66.92
35,11/15/22 07:30:00 PM,106.2,66.92
36,11/15/22 07:45:00 PM,106.2,66.90
37,11/15/22 08:00:00 PM,106.2,66.92
38,11/15/22 08:15:00 PM,106.6,66.90
39,11/15/22 08:30:00 PM,106.2,66.90
40,11/15/22 08:45:00 PM,106.2,66.90
41,11/15/22 09:00:00 PM,106.2,66.92
42,11/15/22 09:15:00 PM,106.6,66.92
43,11/15/22 09:30:00 PM,106.2,66.92
44,11/15/22 09:45:00 PM,106.2,66.92
45,11/15/22 10:00:00 PM,106.2,66.92
46,11/15/22 10:15:00 PM,106.2,66.92
47,11/15/22 10:30:00 PM,106.2,66.92
48,11/15/22 10:45:00 PM,106.6,66.92
49,11/15/22 11:00:00 PM,106.6,66.92
50,11/15/22 11:15:00 PM,106.6,66.92
51,11/15/22 11:30:00 PM,106.6,66.92
52,11/15/22 11:45:00 PM,106.6,66.92
53,11/16/22 12:00:00 AM,106.6,66.92
54,11/16/22 12:15:00 AM,107.0,66.96
55,11/16/22 12:30:00 AM,106.6,66.96
56,11/16/22 12:45:00 AM,107.0,66.96
57,11/16/22 01:00:00 AM,107.0,66.96
58,11/16/22 01:15:00 AM,107.0,66.96
59,11/16/22 01:30:00 AM,107.0,66.97
60,11/16/22 01:45:00 AM,107.0,66.97
61,11/16/22 02:00:00 AM,107.0,66.97
62,11/16/22 02:15:00 AM,107.0,66.99
63,11/16/22 02:30:00 AM,107.7,66.99
64,11/16/22 02:45:00 AM,107.3,67.03
65,11/16/22 03:00:00 AM,107.7,67.03
66,11/16/22 03:15:00 AM,107.3,67.05
67,11/16/22 03:30:00 AM,107.7,67.05
68,11/16/22 03:45:00 AM,107.3,67.06
69,11/16/22 04:00:00 AM,107.7,67.08
70,11/16/22 04:15:00 AM,107.7,67.08
71,11/16/22 04:30:00 AM,107.7,67.12
72,11/16/22 04:45:00 AM,107.3,67.14
73,11/16/22 05:00:00 AM,107.7,67.14
74,11/16/22 05:15:00 AM,107.7,67.15
75,11/16/22 05:30:00 AM,107.7,67.19
76,11/16/22 05:45:00 AM,107.7,67.21
77,11/16/22 06:00:00 AM,107.3,67.21
78,11/16/22 06:15:00 AM,107.3,67.23
79,11/16/22 06:30:00 AM,107.7,67.24
80,11/16/22 06:45:00 AM,107.7,67.28
81,11/16/22 07:00:00 AM,107.7,67.30
82,11/16/22 07:15:00 AM,107.7,67.30
83,11/16/22 07:30:00 AM,108.1,67.30
84,11/16/22 07:45:00 AM,107.7,67.32
85,11/16/22 08:00:00 AM,108.1,67.30
86,11/16/22 08:15:00 AM,108.1,67.28
87,11/16/22 08:30:00 AM,108.1,67.24
88,11/16/22 08:45:00 AM,108.1,67.23
89,11/16/22 09:00:00 AM,108.1,67.21
90,11/16/22 09:15:00 AM,107.7,67.19
91,11/16/22 09:30:00 AM,108.1,67.15
92,11/16/22 09:45:00 AM,107.7,67.14
93,11/16/22 10:00:00 AM,107.7,67.08
94,11/16/22 10:15:00 AM,107.7,67.05
95,11/16/22 10:30:00 AM,107.7,67.05
96,11/16/22 10:45:00 AM,107.7,67.03
97,11/16/22 11:00:00 AM,107.7,66.99
98,11/16/22 11:15:00 AM,107.3,66.97
99,11/16/22 11:30:00 AM,107.7,66.97
100,11/16/22 11:45:00 AM,107.3,66.97
101,11/16/22 12:00:00 PM,107.7,66.97
102,11/16/22 12:15:00 PM,107.7,66.99
103,11/16/22 12:30:00 PM,107.7,66.99
104,11/16/22 12:45:00 PM,108.1,66.99
105,11/16/22 01:00:00 PM,108.1,67.03
106,11/16/22 01:15:00 PM,108.1,67.06
107,11/16/22 01:30:00 PM,108.1,67.08
108,11/16/22 01:45:00 PM,108.1,67.12
109,11/16/22 02:00:00 PM,108.1,67.12
