Plot Title: FL_Drain_Baro,,,,,,,,,
#,Date,"Time, GMT-04:00","Time, GMT-04:01","Abs Pres, psi (LGR S/N: 10776670, SEN S/N: 10776670)","Temp, °F (LGR S/N: 10776670, SEN S/N: 10776670)","Coupler Detached (LGR S/N: 10776670, SEN S/N: 10776670)","Coupler Attached (LGR S/N: 10776670, SEN S/N: 10776670)","Stopped (LGR S/N: 10776670, SEN S/N: 10776670)","End Of File (LGR S/N: 10776670, SEN S/N: 10776670)"
1226,4/12/2021,5:39:37,5:45:00,14.6681,64.996,,,,
1227,4/12/2021,5:54:37,6:00:00,14.671,64.996,,,,
1228,4/12/2021,6:09:37,6:15:00,14.6725,64.996,,,,
1229,4/12/2021,6:24:37,6:30:00,14.6739,64.996,,,,
1230,4/12/2021,6:39:37,6:45:00,14.6784,64.996,,,,
1231,4/12/2021,6:54:37,7:00:00,14.6813,64.996,,,,
1232,4/12/2021,7:09:37,7:15:00,14.6813,64.996,,,,
1233,4/12/2021,7:24:37,7:30:00,14.6857,64.996,,,,
1234,4/12/2021,7:39:37,7:45:00,14.69,64.996,,,,
1235,4/12/2021,7:54:37,8:00:00,14.6959,64.996,,,,
1236,4/12/2021,8:09:37,8:15:00,14.6988,64.996,,,,
1237,4/12/2021,8:24:37,8:30:00,14.7047,64.996,,,,
1238,4/12/2021,8:39:37,8:45:00,14.7047,64.996,,,,
1239,4/12/2021,8:54:37,9:00:00,14.7061,64.996,,,,
1240,4/12/2021,9:09:37,9:15:00,14.709,64.996,,,,
1241,4/12/2021,9:24:37,9:30:00,14.712,64.996,,,,
1242,4/12/2021,9:39:37,9:45:00,14.7164,64.996,,,,
1243,4/12/2021,9:54:37,10:00:00,14.7164,64.996,,,,
1244,4/12/2021,10:09:37,10:15:00,14.7208,64.996,,,,
1245,4/12/2021,10:24:37,10:30:00,14.7222,64.996,,,,
1246,4/12/2021,10:39:37,10:45:00,14.7222,64.996,,,,
1247,4/12/2021,10:54:37,11:00:00,14.7222,64.996,,,,
1248,4/12/2021,11:09:37,11:15:00,14.7208,64.996,,,,
1249,4/12/2021,11:24:37,11:30:00,14.7251,64.996,,,,
1250,4/12/2021,11:39:37,11:45:00,14.7222,64.996,,,,
1251,4/12/2021,11:54:37,12:00:00,14.7212,65.167,,,,
1252,4/12/2021,12:09:37,12:15:00,14.7257,65.167,,,,
1253,4/12/2021,12:24:37,12:30:00,14.7257,65.167,,,,
1254,4/12/2021,12:39:37,12:45:00,14.7251,64.996,,,,
1255,4/12/2021,12:54:37,13:00:00,14.7237,64.996,,,,
1256,4/12/2021,13:09:37,13:15:00,14.7237,64.996,,,,
1257,4/12/2021,13:24:37,13:30:00,14.7228,65.167,,,,
1258,4/12/2021,13:39:37,13:45:00,14.7222,64.996,,,,
1259,4/12/2021,13:54:37,14:00:00,14.7208,64.996,,,,
1260,4/12/2021,14:09:37,14:15:00,14.7197,65.167,,,,
1261,4/12/2021,14:24:37,14:30:00,14.7208,64.996,,,,
1262,4/12/2021,14:39:37,14:45:00,14.7168,65.167,,,,
1263,4/12/2021,14:54:37,15:00:00,14.7168,65.167,,,,
1264,4/12/2021,15:09:37,15:15:00,14.7154,65.167,,,,
1265,4/12/2021,15:24:37,15:30:00,14.7096,65.167,,,,
1266,4/12/2021,15:39:37,15:45:00,14.7076,64.996,,,,
1267,4/12/2021,15:54:37,16:00:00,14.7067,65.167,,,,
1268,4/12/2021,16:09:37,16:15:00,14.7052,65.167,,,,
1269,4/12/2021,16:24:37,16:30:00,14.7052,65.167,,,,
1270,4/12/2021,16:39:37,16:45:00,14.7032,64.996,,,,
1271,4/12/2021,16:54:37,17:00:00,14.7022,65.167,,,,
1272,4/12/2021,17:09:37,17:15:00,14.7036,65.167,,,,
1273,4/12/2021,17:24:37,17:30:00,14.7007,65.167,,,,
1274,4/12/2021,17:39:37,17:45:00,14.7067,65.167,,,,
1275,4/12/2021,17:54:37,18:00:00,14.7067,65.167,,,,
1276,4/12/2021,18:09:37,18:15:00,14.7096,65.167,,,,
1277,4/12/2021,18:24:37,18:30:00,14.711,65.167,,,,
1278,4/12/2021,18:39:37,18:45:00,14.711,65.167,,,,
1279,4/12/2021,18:54:37,19:00:00,14.7139,65.167,,,,
1280,4/12/2021,19:09:37,19:15:00,14.7168,65.167,,,,
1281,4/12/2021,19:24:37,19:30:00,14.7197,65.167,,,,
1282,4/12/2021,19:39:37,19:45:00,14.7197,65.167,,,,
1283,4/12/2021,19:54:37,20:00:00,14.7242,65.167,,,,
1284,4/12/2021,20:09:37,20:15:00,14.7271,65.167,,,,
1285,4/12/2021,20:24:37,20:30:00,14.7271,65.167,,,,
1286,4/12/2021,20:39:37,20:45:00,14.7329,65.167,,,,
1287,4/12/2021,20:54:37,21:00:00,14.7344,65.167,,,,
1288,4/12/2021,21:09:37,21:15:00,14.7344,65.167,,,,
1289,4/12/2021,21:24:37,21:30:00,14.7389,65.167,,,,
1290,4/12/2021,21:39:37,21:45:00,14.7418,65.167,,,,
1291,4/12/2021,21:54:37,22:00:00,14.7447,65.167,,,,
1292,4/12/2021,22:09:37,22:15:00,14.7476,65.167,,,,
1293,4/12/2021,22:24:37,22:30:00,14.749,65.167,,,,
1294,4/12/2021,22:39:37,22:45:00,14.7519,65.167,,,,
1295,4/12/2021,22:54:37,23:00:00,14.7534,65.167,,,,
1296,4/12/2021,23:09:37,23:15:00,14.7579,65.167,,,,
1297,4/12/2021,23:24:37,23:30:00,14.7579,65.167,,,,
1298,4/12/2021,23:39:37,23:45:00,14.7579,65.167,,,,
1299,4/12/2021,23:54:37,0:00:00,14.7608,65.167,,,,
1300,4/13/2021,0:09:37,0:15:00,14.7622,65.167,,,,
1301,4/13/2021,0:24:37,0:30:00,14.7608,65.167,,,,
1302,4/13/2021,0:39:37,0:45:00,14.7637,65.167,,,,
1303,4/13/2021,0:54:37,1:00:00,14.7637,65.167,,,,
1304,4/13/2021,1:09:37,1:15:00,14.7622,65.167,,,,
1305,4/13/2021,1:24:37,1:30:00,14.7622,65.167,,,,
1306,4/13/2021,1:39:37,1:45:00,14.7622,65.167,,,,
1307,4/13/2021,1:54:37,2:00:00,14.7608,65.167,,,,
1308,4/13/2021,2:09:37,2:15:00,14.7579,65.167,,,,
1309,4/13/2021,2:24:37,2:30:00,14.7593,65.167,,,,
1310,4/13/2021,2:39:37,2:45:00,14.7534,65.167,,,,
1311,4/13/2021,2:54:37,3:00:00,14.7564,65.167,,,,
1312,4/13/2021,3:09:37,3:15:00,14.7564,65.167,,,,
1313,4/13/2021,3:24:37,3:30:00,14.7579,65.167,,,,
1314,4/13/2021,3:39:37,3:45:00,14.7593,65.167,,,,
1315,4/13/2021,3:54:37,4:00:00,14.7593,65.167,,,,
1316,4/13/2021,4:09:37,4:15:00,14.7564,65.167,,,,
1317,4/13/2021,4:24:37,4:30:00,14.7622,65.167,,,,
1318,4/13/2021,4:39:37,4:45:00,14.7637,65.167,,,,
1319,4/13/2021,4:54:37,5:00:00,14.7666,65.167,,,,
1320,4/13/2021,5:09:37,5:15:00,14.7666,65.167,,,,
1321,4/13/2021,5:24:37,5:30:00,14.7696,65.167,,,,
1322,4/13/2021,5:39:37,5:45:00,14.7725,65.167,,,,
1323,4/13/2021,5:54:37,6:00:00,14.7725,65.167,,,,
1324,4/13/2021,6:09:37,6:15:00,14.7754,65.167,,,,
1325,4/13/2021,6:24:37,6:30:00,14.7754,65.167,,,,
1326,4/13/2021,6:39:37,6:45:00,14.7783,65.167,,,,
1327,4/13/2021,6:54:37,7:00:00,14.7783,65.167,,,,
1328,4/13/2021,7:09:37,7:15:00,14.7783,65.167,,,,
1329,4/13/2021,7:24:37,7:30:00,14.7841,65.167,,,,
1330,4/13/2021,7:39:37,7:45:00,14.7872,65.167,,,,
1331,4/13/2021,7:54:37,8:00:00,14.7886,65.167,,,,
1332,4/13/2021,8:09:37,8:15:00,14.793,65.167,,,,
1333,4/13/2021,8:24:37,8:30:00,14.7959,65.167,,,,
1334,4/13/2021,8:39:37,8:45:00,14.7973,65.167,,,,
1335,4/13/2021,8:54:37,9:00:00,14.7988,65.167,,,,
1336,4/13/2021,9:09:37,9:15:00,14.7988,65.167,,,,
1337,4/13/2021,9:24:37,9:30:00,14.8018,65.167,,,,
1338,4/13/2021,9:39:37,9:45:00,14.8047,65.167,,,,
1339,4/13/2021,9:54:37,10:00:00,14.8062,65.167,,,,
1340,4/13/2021,10:09:37,10:15:00,14.8076,65.167,,,,
1341,4/13/2021,10:24:37,10:30:00,14.8091,65.167,,,,
1342,4/13/2021,10:39:37,10:45:00,14.812,65.167,,,,
1343,4/13/2021,10:54:37,11:00:00,14.812,65.167,,,,
1344,4/13/2021,11:09:37,11:15:00,14.8134,65.167,,,,
1345,4/13/2021,11:24:37,11:30:00,14.812,65.167,,,,
1346,4/13/2021,11:39:37,11:45:00,14.8091,65.167,,,,
1347,4/13/2021,11:54:37,12:00:00,14.8105,65.167,,,,
1348,4/13/2021,12:09:37,12:15:00,14.8091,65.167,,,,
1349,4/13/2021,12:24:37,12:30:00,14.8047,65.167,,,,
1350,4/13/2021,12:39:37,12:45:00,14.8033,65.167,,,,
1351,4/13/2021,12:54:37,13:00:00,14.8033,65.167,,,,
1352,4/13/2021,13:09:37,13:15:00,14.8002,65.167,,,,
1353,4/13/2021,13:24:37,13:30:00,14.8002,65.167,,,,
1354,4/13/2021,13:39:37,13:45:00,14.7988,65.167,,,,
1355,4/13/2021,13:54:37,14:00:00,14.7944,65.167,,,,
1356,4/13/2021,14:09:37,14:15:00,14.793,65.167,,,,
1357,4/13/2021,14:24:37,14:30:00,14.7901,65.167,,,,
1358,4/13/2021,14:39:37,14:45:00,14.7901,65.167,,,,
1359,4/13/2021,14:54:37,15:00:00,14.7872,65.167,,,,
1360,4/13/2021,15:09:37,15:15:00,14.7857,65.167,,,,
1361,4/13/2021,15:24:37,15:30:00,14.7841,65.167,,,,
1362,4/13/2021,15:39:37,15:45:00,14.7812,65.167,,,,
1363,4/13/2021,15:54:37,16:00:00,14.7812,65.167,,,,
1364,4/13/2021,16:09:37,16:15:00,14.7841,65.167,,,,
1365,4/13/2021,16:24:37,16:30:00,14.7812,65.167,,,,
1366,4/13/2021,16:39:37,16:45:00,14.7827,65.167,,,,
1367,4/13/2021,16:54:37,17:00:00,14.7841,65.167,,,,
1368,4/13/2021,17:09:37,17:15:00,14.7812,65.167,,,,
1369,4/13/2021,17:24:37,17:30:00,14.7812,65.167,,,,
1370,4/13/2021,17:39:37,17:45:00,14.7841,65.167,,,,
1371,4/13/2021,17:54:37,18:00:00,14.7872,65.167,,,,
1372,4/13/2021,18:09:37,18:15:00,14.7901,65.167,,,,
1373,4/13/2021,18:24:37,18:30:00,14.7901,65.167,,,,
1374,4/13/2021,18:39:37,18:45:00,14.793,65.167,,,,
1375,4/13/2021,18:54:37,19:00:00,14.793,65.167,,,,
1376,4/13/2021,19:09:37,19:15:00,14.7959,65.167,,,,
1377,4/13/2021,19:24:37,19:30:00,14.7973,65.167,,,,
1378,4/13/2021,19:39:37,19:45:00,14.8002,65.167,,,,
1379,4/13/2021,19:54:37,20:00:00,14.8033,65.167,,,,
1380,4/13/2021,20:09:37,20:15:00,14.8047,65.167,,,,
1381,4/13/2021,20:24:37,20:30:00,14.8062,65.167,,,,
1382,4/13/2021,20:39:37,20:45:00,14.8105,65.167,,,,
1383,4/13/2021,20:54:37,21:00:00,14.8105,65.167,,,,
1384,4/13/2021,21:09:37,21:15:00,14.8105,65.167,,,,
1385,4/13/2021,21:24:37,21:30:00,14.8134,65.167,,,,
1386,4/13/2021,21:39:37,21:45:00,14.8179,65.167,,,,
1387,4/13/2021,21:54:37,22:00:00,14.8223,65.167,,,,
1388,4/13/2021,22:09:37,22:15:00,14.8266,65.167,,,,
1389,4/13/2021,22:24:37,22:30:00,14.8266,65.167,,,,
1390,4/13/2021,22:39:37,22:45:00,14.8266,65.167,,,,
1391,4/13/2021,22:54:37,23:00:00,14.8295,65.167,,,,
1392,4/13/2021,23:09:37,23:15:00,14.831,65.167,,,,
1393,4/13/2021,23:24:37,23:30:00,14.834,65.167,,,,
1394,4/13/2021,23:39:37,23:45:00,14.834,65.167,,,,
1395,4/13/2021,23:54:37,0:00:00,14.8326,65.167,,,,
1396,4/14/2021,0:09:37,0:15:00,14.831,65.167,,,,
1397,4/14/2021,0:24:37,0:30:00,14.831,65.167,,,,
1398,4/14/2021,0:39:37,0:45:00,14.8326,65.167,,,,
1399,4/14/2021,0:54:37,1:00:00,14.8355,65.167,,,,
1400,4/14/2021,1:09:37,1:15:00,14.834,65.167,,,,
1401,4/14/2021,1:24:37,1:30:00,14.834,65.167,,,,
1402,4/14/2021,1:39:37,1:45:00,14.8326,65.167,,,,
1403,4/14/2021,1:54:37,2:00:00,14.8266,65.167,,,,
1404,4/14/2021,2:09:37,2:15:00,14.8266,65.167,,,,
1405,4/14/2021,2:24:37,2:30:00,14.8266,65.167,,,,
1406,4/14/2021,2:39:37,2:45:00,14.8252,65.167,,,,
1407,4/14/2021,2:54:37,3:00:00,14.8252,65.167,,,,
1408,4/14/2021,3:09:37,3:15:00,14.831,65.167,,,,
1409,4/14/2021,3:24:37,3:30:00,14.8326,65.167,,,,
1410,4/14/2021,3:39:37,3:45:00,14.8266,65.167,,,,
1411,4/14/2021,3:54:37,4:00:00,14.8266,65.167,,,,
1412,4/14/2021,4:09:37,4:15:00,14.8237,65.167,,,,
1413,4/14/2021,4:24:37,4:30:00,14.8223,65.167,,,,
1414,4/14/2021,4:39:37,4:45:00,14.8223,65.167,,,,
1415,4/14/2021,4:54:37,5:00:00,14.8237,65.167,,,,
1416,4/14/2021,5:09:37,5:15:00,14.8237,65.167,,,,
1417,4/14/2021,5:24:37,5:30:00,14.8252,65.167,,,,
1418,4/14/2021,5:39:37,5:45:00,14.8266,65.167,,,,
1419,4/14/2021,5:54:37,6:00:00,14.8281,65.167,,,,
1420,4/14/2021,6:09:37,6:15:00,14.8281,65.167,,,,
1421,4/14/2021,6:24:37,6:30:00,14.8326,65.167,,,,
1422,4/14/2021,6:39:37,6:45:00,14.834,65.167,,,,
1423,4/14/2021,6:54:37,7:00:00,14.834,65.167,,,,
1424,4/14/2021,7:09:37,7:15:00,14.8369,65.167,,,,
1425,4/14/2021,7:24:37,7:30:00,14.834,65.167,,,,
1426,4/14/2021,7:39:37,7:45:00,14.8355,65.167,,,,
1427,4/14/2021,7:54:37,8:00:00,14.8326,65.167,,,,
1428,4/14/2021,8:09:37,8:15:00,14.834,65.167,,,,
1429,4/14/2021,8:24:37,8:30:00,14.8355,65.167,,,,
1430,4/14/2021,8:39:37,8:45:00,14.834,65.167,,,,
1431,4/14/2021,8:54:37,9:00:00,14.8326,65.167,,,,
1432,4/14/2021,9:09:37,9:15:00,14.834,65.167,,,,
1433,4/14/2021,9:24:37,9:30:00,14.834,65.167,,,,
1434,4/14/2021,9:39:37,9:45:00,14.831,65.167,,,,
1435,4/14/2021,9:54:37,10:00:00,14.8281,65.167,,,,
1436,4/14/2021,10:09:37,10:15:00,14.8295,65.167,,,,
1437,4/14/2021,10:24:37,10:30:00,14.834,65.167,,,,
1438,4/14/2021,10:39:37,10:45:00,14.8326,65.167,,,,
1439,4/14/2021,10:54:37,11:00:00,14.834,65.167,,,,
1440,4/14/2021,11:09:37,11:15:00,14.8326,65.167,,,,
1441,4/14/2021,11:24:37,11:30:00,14.834,65.167,,,,
1442,4/14/2021,11:39:37,11:45:00,14.831,65.167,,,,
1443,4/14/2021,11:54:37,12:00:00,14.8281,65.167,,,,
1444,4/14/2021,12:09:37,12:15:00,14.8266,65.167,,,,
1445,4/14/2021,12:24:37,12:30:00,14.8266,65.167,,,,
1446,4/14/2021,12:39:37,12:45:00,14.8281,65.167,,,,
1447,4/14/2021,12:54:37,13:00:00,14.8237,65.167,,,,
1448,4/14/2021,13:09:37,13:15:00,14.8223,65.167,,,,
1449,4/14/2021,13:24:37,13:30:00,14.8194,65.167,,,,
1450,4/14/2021,13:39:37,13:45:00,14.8179,65.167,,,,
1451,4/14/2021,13:54:37,14:00:00,14.8149,65.167,,,,
1452,4/14/2021,14:09:37,14:15:00,14.812,65.167,,,,
1453,4/14/2021,14:24:37,14:30:00,14.8047,65.167,,,,
1454,4/14/2021,14:39:37,14:45:00,14.8002,65.167,,,,
1455,4/14/2021,14:54:37,15:00:00,14.8002,65.167,,,,
1456,4/14/2021,15:09:37,15:15:00,14.7944,65.167,,,,
1457,4/14/2021,15:24:37,15:30:00,14.7959,65.167,,,,
1458,4/14/2021,15:39:37,15:45:00,14.793,65.167,,,,
1459,4/14/2021,15:54:37,16:00:00,14.7872,65.167,,,,
1460,4/14/2021,16:09:37,16:15:00,14.7857,65.167,,,,
1461,4/14/2021,16:24:37,16:30:00,14.7827,65.167,,,,
1462,4/14/2021,16:39:37,16:45:00,14.7798,65.167,,,,
1463,4/14/2021,16:54:37,17:00:00,14.7812,65.167,,,,
1464,4/14/2021,17:09:37,17:15:00,14.7798,65.167,,,,
1465,4/14/2021,17:24:37,17:30:00,14.7798,65.167,,,,
1466,4/14/2021,17:39:37,17:45:00,14.7827,65.167,,,,
1467,4/14/2021,17:54:37,18:00:00,14.7827,65.167,,,,
1468,4/14/2021,18:09:37,18:15:00,14.7812,65.167,,,,
1469,4/14/2021,18:24:37,18:30:00,14.7857,65.167,,,,
1470,4/14/2021,18:39:37,18:45:00,14.7827,65.167,,,,
1471,4/14/2021,18:54:37,19:00:00,14.7886,65.167,,,,
1472,4/14/2021,19:09:37,19:15:00,14.7901,65.167,,,,
1473,4/14/2021,19:24:37,19:30:00,14.793,65.167,,,,
1474,4/14/2021,19:39:37,19:45:00,14.7944,65.167,,,,
1475,4/14/2021,19:54:37,20:00:00,14.7944,65.167,,,,
1476,4/14/2021,20:09:37,20:15:00,14.7944,65.167,,,,
1477,4/14/2021,20:24:37,20:30:00,14.7901,65.167,,,,
1478,4/14/2021,20:39:37,20:45:00,14.793,65.167,,,,
1479,4/14/2021,20:54:37,21:00:00,14.793,65.167,,,,
1480,4/14/2021,21:09:37,21:15:00,14.7901,65.167,,,,
1481,4/14/2021,21:24:37,21:30:00,14.7872,65.167,,,,
1482,4/14/2021,21:39:37,21:45:00,14.7841,65.167,,,,
1483,4/14/2021,21:54:37,22:00:00,14.7827,65.167,,,,
1484,4/14/2021,22:09:37,22:15:00,14.7827,65.167,,,,
1485,4/14/2021,22:24:37,22:30:00,14.7812,65.167,,,,
1486,4/14/2021,22:39:37,22:45:00,14.7812,65.167,,,,
1487,4/14/2021,22:54:37,23:00:00,14.7798,65.167,,,,
1488,4/14/2021,23:09:37,23:15:00,14.7798,65.167,,,,
1489,4/14/2021,23:24:37,23:30:00,14.7783,65.167,,,,
1490,4/14/2021,23:39:37,23:45:00,14.7769,65.167,,,,
1491,4/14/2021,23:54:37,0:00:00,14.7754,65.167,,,,
1492,4/15/2021,0:09:37,0:15:00,14.7769,65.167,,,,
1493,4/15/2021,0:24:37,0:30:00,14.7783,65.167,,,,
1494,4/15/2021,0:39:37,0:45:00,14.7783,65.167,,,,
1495,4/15/2021,0:54:37,1:00:00,14.774,65.167,,,,
1496,4/15/2021,1:09:37,1:15:00,14.7696,65.167,,,,
1497,4/15/2021,1:24:37,1:30:00,14.7666,65.167,,,,
1498,4/15/2021,1:39:37,1:45:00,14.7637,65.167,,,,
1499,4/15/2021,1:54:37,2:00:00,14.7622,65.167,,,,
1500,4/15/2021,2:09:37,2:15:00,14.7593,65.167,,,,
1501,4/15/2021,2:24:37,2:30:00,14.7622,65.167,,,,
1502,4/15/2021,2:39:37,2:45:00,14.7579,65.167,,,,
1503,4/15/2021,2:54:37,3:00:00,14.7593,65.167,,,,
1504,4/15/2021,3:09:37,3:15:00,14.7598,65.338,,,,
1505,4/15/2021,3:24:37,3:30:00,14.754,65.338,,,,
1506,4/15/2021,3:39:37,3:45:00,14.7534,65.167,,,,
1507,4/15/2021,3:54:37,4:00:00,14.754,65.338,,,,
1508,4/15/2021,4:09:37,4:15:00,14.7525,65.338,,,,
1509,4/15/2021,4:24:37,4:30:00,14.7511,65.338,,,,
1510,4/15/2021,4:39:37,4:45:00,14.748,65.338,,,,
1511,4/15/2021,4:54:37,5:00:00,14.7511,65.338,,,,
1512,4/15/2021,5:09:37,5:15:00,14.7451,65.338,,,,
1513,4/15/2021,5:24:37,5:30:00,14.7437,65.338,,,,
1514,4/15/2021,5:39:37,5:45:00,14.7437,65.338,,,,
1515,4/15/2021,5:54:37,6:00:00,14.7451,65.338,,,,
1516,4/15/2021,6:09:37,6:15:00,14.7496,65.338,,,,
1517,4/15/2021,6:24:37,6:30:00,14.7496,65.338,,,,
1518,4/15/2021,6:39:37,6:45:00,14.7511,65.338,,,,
1519,4/15/2021,6:54:37,7:00:00,14.7511,65.338,,,,
1520,4/15/2021,7:09:37,7:15:00,14.7525,65.338,,,,
1521,4/15/2021,7:24:37,7:30:00,14.754,65.338,,,,
1522,4/15/2021,7:39:37,7:45:00,14.754,65.338,,,,
1523,4/15/2021,7:54:37,8:00:00,14.7525,65.338,,,,
1524,4/15/2021,8:09:37,8:15:00,14.7525,65.338,,,,
1525,4/15/2021,8:24:37,8:30:00,14.7525,65.338,,,,
1526,4/15/2021,8:39:37,8:45:00,14.7525,65.338,,,,
1527,4/15/2021,8:54:37,9:00:00,14.748,65.338,,,,
1528,4/15/2021,9:09:37,9:15:00,14.7437,65.338,,,,
1529,4/15/2021,9:24:37,9:30:00,14.7393,65.338,,,,
1530,4/15/2021,9:39:37,9:45:00,14.7422,65.338,,,,
1531,4/15/2021,9:54:37,10:00:00,14.7408,65.338,,,,
1532,4/15/2021,10:09:37,10:15:00,14.7379,65.338,,,,
1533,4/15/2021,10:24:37,10:30:00,14.7422,65.338,,,,
1534,4/15/2021,10:39:37,10:45:00,14.7422,65.338,,,,
1535,4/15/2021,10:54:37,11:00:00,14.7422,65.338,,,,
1536,4/15/2021,11:09:37,11:15:00,14.7466,65.338,,,,
1537,4/15/2021,11:24:37,11:30:00,14.7511,65.338,,,,
1538,4/15/2021,11:39:37,11:45:00,14.7511,65.338,,,,
1539,4/15/2021,11:54:37,12:00:00,14.7466,65.338,,,,
1540,4/15/2021,12:09:37,12:15:00,14.748,65.338,,,,
1541,4/15/2021,12:24:37,12:30:00,14.748,65.338,,,,
1542,4/15/2021,12:39:37,12:45:00,14.7466,65.338,,,,
1543,4/15/2021,12:54:37,13:00:00,14.7437,65.338,,,,
1544,4/15/2021,13:09:37,13:15:00,14.7408,65.338,,,,
1545,4/15/2021,13:24:37,13:30:00,14.7408,65.338,,,,
1546,4/15/2021,13:39:37,13:45:00,14.7393,65.338,,,,
1547,4/15/2021,13:54:37,14:00:00,14.735,65.338,,,,
1548,4/15/2021,14:09:37,14:15:00,14.7379,65.338,,,,
1549,4/15/2021,14:24:37,14:30:00,14.7422,65.338,,,,
1550,4/15/2021,14:39:37,14:45:00,14.7422,65.338,,,,
1551,4/15/2021,14:54:37,15:00:00,14.7364,65.338,,,,
1552,4/15/2021,15:09:37,15:15:00,14.7319,65.338,,,,
1553,4/15/2021,15:24:37,15:30:00,14.729,65.338,,,,
1554,4/15/2021,15:39:37,15:45:00,14.7261,65.338,,,,
1555,4/15/2021,15:54:37,16:00:00,14.7261,65.338,,,,
1556,4/15/2021,16:09:37,16:15:00,14.7189,65.338,,,,
1557,4/15/2021,16:24:37,16:30:00,14.71,65.338,,,,
1558,4/15/2021,16:39:37,16:45:00,14.7013,65.338,,,,
1559,4/15/2021,16:54:37,17:00:00,14.6997,65.338,,,,
1560,4/15/2021,17:09:37,17:15:00,14.6925,65.338,,,,
1561,4/15/2021,17:24:37,17:30:00,14.6925,65.338,,,,
1562,4/15/2021,17:39:37,17:45:00,14.6968,65.338,,,,
1563,4/15/2021,17:54:37,18:00:00,14.7013,65.338,,,,
1564,4/15/2021,18:09:37,18:15:00,14.7013,65.338,,,,
1565,4/15/2021,18:24:37,18:30:00,14.6997,65.338,,,,
1566,4/15/2021,18:39:37,18:45:00,14.6925,65.338,,,,
1567,4/15/2021,18:54:37,19:00:00,14.6896,65.338,,,,
1568,4/15/2021,19:09:37,19:15:00,14.6867,65.338,,,,
1569,4/15/2021,19:24:37,19:30:00,14.6867,65.338,,,,
1570,4/15/2021,19:39:37,19:45:00,14.6925,65.338,,,,
1571,4/15/2021,19:54:37,20:00:00,14.6925,65.338,,,,
1572,4/15/2021,20:09:37,20:15:00,14.6939,65.338,,,,
1573,4/15/2021,20:24:37,20:30:00,14.6954,65.338,,,,
1574,4/15/2021,20:39:37,20:45:00,14.6983,65.338,,,,
1575,4/15/2021,20:54:37,21:00:00,14.6983,65.338,,,,
1576,4/15/2021,21:09:37,21:15:00,14.6983,65.338,,,,
1577,4/15/2021,21:24:37,21:30:00,14.6997,65.338,,,,
1578,4/15/2021,21:39:37,21:45:00,14.7042,65.338,,,,
1579,4/15/2021,21:54:37,22:00:00,14.7071,65.338,,,,
1580,4/15/2021,22:09:37,22:15:00,14.7115,65.338,,,,
1581,4/15/2021,22:24:37,22:30:00,14.7144,65.338,,,,
1582,4/15/2021,22:39:37,22:45:00,14.7158,65.338,,,,
1583,4/15/2021,22:54:37,23:00:00,14.7129,65.338,,,,
1584,4/15/2021,23:09:37,23:15:00,14.7144,65.338,,,,
1585,4/15/2021,23:24:37,23:30:00,14.7158,65.338,,,,
1586,4/15/2021,23:39:37,23:45:00,14.7144,65.338,,,,
1587,4/15/2021,23:54:37,0:00:00,14.7158,65.338,,,,
1588,4/16/2021,0:09:37,0:15:00,14.7144,65.338,,,,
1589,4/16/2021,0:24:37,0:30:00,14.7115,65.338,,,,
1590,4/16/2021,0:39:37,0:45:00,14.7158,65.338,,,,
1591,4/16/2021,0:54:37,1:00:00,14.7174,65.338,,,,
1592,4/16/2021,1:09:37,1:15:00,14.7174,65.338,,,,
1593,4/16/2021,1:24:37,1:30:00,14.7174,65.338,,,,
1594,4/16/2021,1:39:37,1:45:00,14.7158,65.338,,,,
1595,4/16/2021,1:54:37,2:00:00,14.7158,65.338,,,,
1596,4/16/2021,2:09:37,2:15:00,14.7144,65.338,,,,
1597,4/16/2021,2:24:37,2:30:00,14.7115,65.338,,,,
1598,4/16/2021,2:39:37,2:45:00,14.71,65.338,,,,
1599,4/16/2021,2:54:37,3:00:00,14.71,65.338,,,,
1600,4/16/2021,3:09:37,3:15:00,14.7086,65.338,,,,
1601,4/16/2021,3:24:37,3:30:00,14.7129,65.338,,,,
1602,4/16/2021,3:39:37,3:45:00,14.7115,65.338,,,,
1603,4/16/2021,3:54:37,4:00:00,14.71,65.338,,,,
1604,4/16/2021,4:09:37,4:15:00,14.71,65.338,,,,
1605,4/16/2021,4:24:37,4:30:00,14.7086,65.338,,,,
1606,4/16/2021,4:39:37,4:45:00,14.7071,65.338,,,,
1607,4/16/2021,4:54:37,5:00:00,14.7071,65.338,,,,
1608,4/16/2021,5:09:37,5:15:00,14.7057,65.338,,,,
1609,4/16/2021,5:24:37,5:30:00,14.7042,65.338,,,,
1610,4/16/2021,5:39:37,5:45:00,14.7057,65.338,,,,
1611,4/16/2021,5:54:37,6:00:00,14.7042,65.338,,,,
1612,4/16/2021,6:09:37,6:15:00,14.7071,65.338,,,,
1613,4/16/2021,6:24:37,6:30:00,14.71,65.338,,,,
1614,4/16/2021,6:39:37,6:45:00,14.7086,65.338,,,,
1615,4/16/2021,6:54:37,7:00:00,14.7115,65.338,,,,
1616,4/16/2021,7:09:37,7:15:00,14.7144,65.338,,,,
1617,4/16/2021,7:24:37,7:30:00,14.7144,65.338,,,,
1618,4/16/2021,7:39:37,7:45:00,14.7203,65.338,,,,
1619,4/16/2021,7:54:37,8:00:00,14.7189,65.338,,,,
