"Plot Title: Bradford_stream5_baro"
"#","Date","Time, GMT-04:00","Abs Pres, psi (LGR S/N: 10776670, SEN S/N: 10776670)","Temp, °F (LGR S/N: 10776670, SEN S/N: 10776670)","Coupler Detached (LGR S/N: 10776670, SEN S/N: 10776670)","Coupler Attached (LGR S/N: 10776670, SEN S/N: 10776670)","Stopped (LGR S/N: 10776670, SEN S/N: 10776670)","End Of File (LGR S/N: 10776670, SEN S/N: 10776670)"
259,04/18/22,07:30:00,14.6958,67.564,,,,
260,04/18/22,07:45:00,14.6933,67.735,,,,
261,04/18/22,08:00:00,14.6962,67.735,,,,
262,04/18/22,08:15:00,14.7016,67.564,,,,
263,04/18/22,08:30:00,14.7016,67.564,,,,
264,04/18/22,08:45:00,14.7002,67.564,,,,
265,04/18/22,09:00:00,14.7061,67.564,,,,
266,04/18/22,09:15:00,14.7047,67.564,,,,
267,04/18/22,09:30:00,14.7002,67.564,,,,
268,04/18/22,09:45:00,14.7016,67.564,,,,
269,04/18/22,10:00:00,14.6973,67.564,,,,
270,04/18/22,10:15:00,14.6973,67.564,,,,
271,04/18/22,10:30:00,14.6944,67.564,,,,
272,04/18/22,10:45:00,14.6958,67.564,,,,
273,04/18/22,11:00:00,14.6973,67.564,,,,
274,04/18/22,11:15:00,14.7016,67.564,,,,
275,04/18/22,11:30:00,14.6973,67.564,,,,
276,04/18/22,11:45:00,14.7007,67.735,,,,
277,04/18/22,12:00:00,14.7031,67.564,,,,
278,04/18/22,12:15:00,14.7061,67.564,,,,
279,04/18/22,12:30:00,14.7022,67.735,,,,
280,04/18/22,12:45:00,14.7022,67.735,,,,
281,04/18/22,13:00:00,14.7007,67.735,,,,
282,04/18/22,13:15:00,14.6993,67.735,,,,
283,04/18/22,13:30:00,14.6948,67.735,,,,
284,04/18/22,13:45:00,14.6904,67.735,,,,
285,04/18/22,14:00:00,14.6919,67.735,,,,
286,04/18/22,14:15:00,14.6923,67.906,,,,
287,04/18/22,14:30:00,14.6923,67.906,,,,
288,04/18/22,14:45:00,14.6894,67.906,,,,
289,04/18/22,15:00:00,14.6870,68.077,,,,
290,04/18/22,15:15:00,14.6855,68.077,,,,
291,04/18/22,15:30:00,14.6826,68.077,,,,
292,04/18/22,15:45:00,14.6787,68.248,,,,
293,04/18/22,16:00:00,14.6772,68.248,,,,
294,04/18/22,16:15:00,14.6758,68.248,,,,
295,04/18/22,16:30:00,14.6729,68.248,,,,
296,04/18/22,16:45:00,14.6675,68.421,,,,
297,04/18/22,17:00:00,14.6661,68.421,,,,
298,04/18/22,17:15:00,14.6646,68.421,,,,
299,04/18/22,17:30:00,14.6680,68.592,,,,
300,04/18/22,17:45:00,14.6694,68.592,,,,
301,04/18/22,18:00:00,14.6709,68.592,,,,
302,04/18/22,18:15:00,14.6723,68.592,,,,
303,04/18/22,18:30:00,14.6754,68.592,,,,
304,04/18/22,18:45:00,14.6738,68.592,,,,
305,04/18/22,19:00:00,14.6783,68.592,,,,
306,04/18/22,19:15:00,14.6783,68.592,,,,
307,04/18/22,19:30:00,14.6812,68.592,,,,
308,04/18/22,19:45:00,14.6841,68.592,,,,
309,04/18/22,20:00:00,14.6870,68.592,,,,
310,04/18/22,20:15:00,14.6915,68.592,,,,
311,04/18/22,20:30:00,14.6944,68.592,,,,
312,04/18/22,20:45:00,14.7002,68.592,,,,
313,04/18/22,21:00:00,14.7045,68.592,,,,
314,04/18/22,21:15:00,14.7090,68.592,,,,
315,04/18/22,21:30:00,14.7105,68.592,,,,
316,04/18/22,21:45:00,14.7134,68.592,,,,
317,04/18/22,22:00:00,14.7192,68.592,,,,
318,04/18/22,22:15:00,14.7192,68.592,,,,
319,04/18/22,22:30:00,14.7216,68.421,,,,
320,04/18/22,22:45:00,14.7231,68.421,,,,
321,04/18/22,23:00:00,14.7231,68.421,,,,
322,04/18/22,23:15:00,14.7245,68.421,,,,
323,04/18/22,23:30:00,14.7261,68.421,,,,
324,04/18/22,23:45:00,14.7261,68.421,,,,
325,04/19/22,00:00:00,14.7276,68.421,,,,
326,04/19/22,00:15:00,14.7270,68.248,,,,
327,04/19/22,00:30:00,14.7299,68.248,,,,
328,04/19/22,00:45:00,14.7284,68.248,,,,
329,04/19/22,01:00:00,14.7315,68.248,,,,
330,04/19/22,01:15:00,14.7315,68.248,,,,
331,04/19/22,01:30:00,14.7324,68.077,,,,
332,04/19/22,01:45:00,14.7324,68.077,,,,
333,04/19/22,02:00:00,14.7354,68.077,,,,
334,04/19/22,02:15:00,14.7383,68.077,,,,
335,04/19/22,02:30:00,14.7368,68.077,,,,
336,04/19/22,02:45:00,14.7383,68.077,,,,
337,04/19/22,03:00:00,14.7383,68.077,,,,
338,04/19/22,03:15:00,14.7422,67.906,,,,
339,04/19/22,03:30:00,14.7437,67.906,,,,
340,04/19/22,03:45:00,14.7466,67.906,,,,
341,04/19/22,04:00:00,14.7480,67.906,,,,
342,04/19/22,04:15:00,14.7509,67.906,,,,
343,04/19/22,04:30:00,14.7583,67.906,,,,
344,04/19/22,04:45:00,14.7608,67.735,,,,
345,04/19/22,05:00:00,14.7622,67.735,,,,
346,04/19/22,05:15:00,14.7637,67.735,,,,
347,04/19/22,05:30:00,14.7661,67.564,,,,
348,04/19/22,05:45:00,14.7719,67.564,,,,
349,04/19/22,06:00:00,14.7748,67.564,,,,
350,04/19/22,06:15:00,14.7808,67.564,,,,
351,04/19/22,06:30:00,14.7788,67.392,,,,
352,04/19/22,06:45:00,14.7862,67.392,,,,
353,04/19/22,07:00:00,14.7876,67.392,,,,
354,04/19/22,07:15:00,14.7930,67.221,,,,
355,04/19/22,07:30:00,14.7973,67.221,,,,
356,04/19/22,07:45:00,14.8012,67.050,,,,
357,04/19/22,08:00:00,14.8041,67.050,,,,
358,04/19/22,08:15:00,14.8066,66.879,,,,
359,04/19/22,08:30:00,14.8095,66.879,,,,
360,04/19/22,08:45:00,14.8105,66.708,,,,
361,04/19/22,09:00:00,14.8134,66.708,,,,
362,04/19/22,09:15:00,14.8159,66.537,,,,
363,04/19/22,09:30:00,14.8173,66.537,,,,
364,04/19/22,09:45:00,14.8169,66.366,,,,
365,04/19/22,10:00:00,14.8213,66.366,,,,
366,04/19/22,10:15:00,14.8208,66.193,,,,
367,04/19/22,10:30:00,14.8208,66.193,,,,
368,04/19/22,10:45:00,14.8223,66.193,,,,
369,04/19/22,11:00:00,14.8237,66.193,,,,
370,04/19/22,11:15:00,14.8223,66.193,,,,
371,04/19/22,11:30:00,14.8198,66.366,,,,
372,04/19/22,11:45:00,14.8184,66.366,,,,
373,04/19/22,12:00:00,14.8169,66.366,,,,
374,04/19/22,12:15:00,14.8139,66.366,,,,
375,04/19/22,12:30:00,14.8124,66.366,,,,
376,04/19/22,12:45:00,14.8095,66.366,,,,
377,04/19/22,13:00:00,14.8066,66.366,,,,
378,04/19/22,13:15:00,14.8037,66.366,,,,
379,04/19/22,13:30:00,14.8023,66.366,,,,
380,04/19/22,13:45:00,14.8023,66.366,,,,
381,04/19/22,14:00:00,14.7978,66.366,,,,
382,04/19/22,14:15:00,14.7978,66.366,,,,
383,04/19/22,14:30:00,14.7940,66.537,,,,
384,04/19/22,14:45:00,14.7924,66.537,,,,
385,04/19/22,15:00:00,14.7895,66.537,,,,
386,04/19/22,15:15:00,14.7856,66.708,,,,
387,04/19/22,15:30:00,14.7870,66.708,,,,
388,04/19/22,15:45:00,14.7876,66.879,,,,
389,04/19/22,16:00:00,14.7847,66.879,,,,
390,04/19/22,16:15:00,14.7847,66.879,,,,
391,04/19/22,16:30:00,14.7831,66.879,,,,
392,04/19/22,16:45:00,14.7831,66.879,,,,
393,04/19/22,17:00:00,14.7802,66.879,,,,
394,04/19/22,17:15:00,14.7847,66.879,,,,
395,04/19/22,17:30:00,14.7802,66.879,,,,
396,04/19/22,17:45:00,14.7831,66.879,,,,
397,04/19/22,18:00:00,14.7831,66.879,,,,
398,04/19/22,18:15:00,14.7847,66.879,,,,
399,04/19/22,18:30:00,14.7876,66.879,,,,
400,04/19/22,18:45:00,14.7862,66.879,,,,
401,04/19/22,19:00:00,14.7891,66.879,,,,
402,04/19/22,19:15:00,14.7920,66.879,,,,
403,04/19/22,19:30:00,14.7963,66.879,,,,
404,04/19/22,19:45:00,14.7963,66.879,,,,
405,04/19/22,20:00:00,14.7978,66.879,,,,
406,04/19/22,20:15:00,14.8023,66.879,,,,
407,04/19/22,20:30:00,14.8052,66.879,,,,
408,04/19/22,20:45:00,14.8076,66.708,,,,
409,04/19/22,21:00:00,14.8120,66.708,,,,
410,04/19/22,21:15:00,14.8178,66.708,,,,
411,04/19/22,21:30:00,14.8223,66.708,,,,
412,04/19/22,21:45:00,14.8237,66.708,,,,
413,04/19/22,22:00:00,14.8247,66.537,,,,
414,04/19/22,22:15:00,14.8276,66.537,,,,
415,04/19/22,22:30:00,14.8301,66.366,,,,
416,04/19/22,22:45:00,14.8355,66.193,,,,
417,04/19/22,23:00:00,14.8349,66.022,,,,
418,04/19/22,23:15:00,14.8363,66.022,,,,
419,04/19/22,23:30:00,14.8374,65.851,,,,
420,04/19/22,23:45:00,14.8398,65.680,,,,
421,04/20/22,00:00:00,14.8413,65.680,,,,
422,04/20/22,00:15:00,14.8408,65.509,,,,
423,04/20/22,00:30:00,14.8417,65.338,,,,
424,04/20/22,00:45:00,14.8403,65.338,,,,
425,04/20/22,01:00:00,14.8398,65.167,,,,
426,04/20/22,01:15:00,14.8456,65.167,,,,
427,04/20/22,01:30:00,14.8437,64.996,,,,
428,04/20/22,01:45:00,14.8417,64.825,,,,
429,04/20/22,02:00:00,14.8413,64.652,,,,
430,04/20/22,02:15:00,14.8413,64.652,,,,
431,04/20/22,02:30:00,14.8452,64.481,,,,
432,04/20/22,02:45:00,14.8403,64.310,,,,
433,04/20/22,03:00:00,14.8433,64.310,,,,
434,04/20/22,03:15:00,14.8427,64.139,,,,
435,04/20/22,03:30:00,14.8452,63.968,,,,
436,04/20/22,03:45:00,14.8466,63.968,,,,
437,04/20/22,04:00:00,14.8433,63.797,,,,
438,04/20/22,04:15:00,14.8427,63.626,,,,
439,04/20/22,04:30:00,14.8472,63.626,,,,
440,04/20/22,04:45:00,14.8466,63.455,,,,
441,04/20/22,05:00:00,14.8511,63.455,,,,
442,04/20/22,05:15:00,14.8520,63.282,,,,
443,04/20/22,05:30:00,14.8551,63.282,,,,
444,04/20/22,05:45:00,14.8545,63.111,,,,
445,04/20/22,06:00:00,14.8530,63.111,,,,
446,04/20/22,06:15:00,14.8540,62.940,,,,
447,04/20/22,06:30:00,14.8555,62.940,,,,
448,04/20/22,06:45:00,14.8565,62.769,,,,
449,04/20/22,07:00:00,14.8580,62.769,,,,
450,04/20/22,07:15:00,14.8619,62.598,,,,
451,04/20/22,07:30:00,14.8648,62.598,,,,
452,04/20/22,07:45:00,14.8720,62.598,,,,
453,04/20/22,08:00:00,14.8716,62.425,,,,
454,04/20/22,08:15:00,14.8759,62.425,,,,
455,04/20/22,08:30:00,14.8759,62.425,,,,
456,04/20/22,08:45:00,14.8759,62.425,,,,
457,04/20/22,09:00:00,14.8774,62.425,,,,
458,04/20/22,09:15:00,14.8759,62.425,,,,
459,04/20/22,09:30:00,14.8759,62.425,,,,
460,04/20/22,09:45:00,14.8759,62.425,,,,
461,04/20/22,10:00:00,14.8730,62.425,,,,
462,04/20/22,10:15:00,14.8736,62.598,,,,
463,04/20/22,10:30:00,14.8720,62.598,,,,
464,04/20/22,10:45:00,14.8741,62.769,,,,
465,04/20/22,11:00:00,14.8726,62.769,,,,
466,04/20/22,11:15:00,14.8745,62.940,,,,
467,04/20/22,11:30:00,14.8751,63.111,,,,
468,04/20/22,11:45:00,14.8712,63.282,,,,
469,04/20/22,12:00:00,14.8701,63.455,,,,
470,04/20/22,12:15:00,14.8706,63.626,,,,
471,04/20/22,12:30:00,14.8677,63.626,,,,
472,04/20/22,12:45:00,14.8696,63.797,,,,
473,04/20/22,13:00:00,14.8672,63.968,,,,
474,04/20/22,13:15:00,14.8642,63.968,,,,
475,04/20/22,13:30:00,14.8633,64.139,,,,
476,04/20/22,13:45:00,14.8603,64.139,,,,
477,04/20/22,14:00:00,14.8623,64.310,,,,
478,04/20/22,14:15:00,14.8609,64.310,,,,
479,04/20/22,14:30:00,14.8584,64.481,,,,
480,04/20/22,14:45:00,14.8588,64.652,,,,
481,04/20/22,15:00:00,14.8564,64.825,,,,
482,04/20/22,15:15:00,14.8584,64.996,,,,
483,04/20/22,15:30:00,14.8540,64.996,,,,
484,04/20/22,15:45:00,14.8559,65.167,,,,
485,04/20/22,16:00:00,14.8516,65.167,,,,
486,04/20/22,16:15:00,14.8491,65.338,,,,
487,04/20/22,16:30:00,14.8477,65.338,,,,
488,04/20/22,16:45:00,14.8506,65.338,,,,
489,04/20/22,17:00:00,14.8520,65.338,,,,
490,04/20/22,17:15:00,14.8510,65.509,,,,
491,04/20/22,17:30:00,14.8555,65.509,,,,
492,04/20/22,17:45:00,14.8569,65.509,,,,
493,04/20/22,18:00:00,14.8569,65.509,,,,
494,04/20/22,18:15:00,14.8540,65.509,,,,
495,04/20/22,18:30:00,14.8540,65.509,,,,
496,04/20/22,18:45:00,14.8574,65.680,,,,
497,04/20/22,19:00:00,14.8545,65.680,,,,
498,04/20/22,19:15:00,14.8559,65.680,,,,
499,04/20/22,19:30:00,14.8588,65.680,,,,
500,04/20/22,19:45:00,14.8632,65.680,,,,
501,04/20/22,20:00:00,14.8648,65.680,,,,
