Plot Title: FL_Drain_Baro,,,,,,,,
#,Date,"Time, GMT-04:01","Abs Pres, psi (LGR S/N: 10776670, SEN S/N: 10776670)","Temp, °F (LGR S/N: 10776670, SEN S/N: 10776670)","Coupler Detached (LGR S/N: 10776670, SEN S/N: 10776670)","Coupler Attached (LGR S/N: 10776670, SEN S/N: 10776670)","Stopped (LGR S/N: 10776670, SEN S/N: 10776670)","End Of File (LGR S/N: 10776670, SEN S/N: 10776670)"
63,1/28/2022,5:45:00,14.7875,57.958,,,,
64,1/28/2022,6:00:00,14.7841,57.785,,,,
65,1/28/2022,6:15:00,14.7885,57.785,,,,
66,1/28/2022,6:30:00,14.7899,57.785,,,,
67,1/28/2022,6:45:00,14.7928,57.785,,,,
68,1/28/2022,7:00:00,14.7943,57.785,,,,
69,1/28/2022,7:15:00,14.7997,57.614,,,,
70,1/28/2022,7:30:00,14.8011,57.614,,,,
71,1/28/2022,7:45:00,14.8056,57.614,,,,
72,1/28/2022,8:00:00,14.807,57.614,,,,
73,1/28/2022,8:15:00,14.8143,57.614,,,,
74,1/28/2022,8:30:00,14.8153,57.441,,,,
75,1/28/2022,8:45:00,14.8182,57.441,,,,
76,1/28/2022,9:00:00,14.8211,57.441,,,,
77,1/28/2022,9:15:00,14.8255,57.441,,,,
78,1/28/2022,9:30:00,14.8294,57.268,,,,
79,1/28/2022,9:45:00,14.8308,57.268,,,,
80,1/28/2022,10:00:00,14.8323,57.268,,,,
81,1/28/2022,10:15:00,14.8294,57.268,,,,
82,1/28/2022,10:30:00,14.8333,57.096,,,,
83,1/28/2022,10:45:00,14.8362,57.096,,,,
84,1/28/2022,11:00:00,14.8407,57.096,,,,
85,1/28/2022,11:15:00,14.8436,57.096,,,,
86,1/28/2022,11:30:00,14.8475,56.923,,,,
87,1/28/2022,11:45:00,14.8461,56.923,,,,
88,1/28/2022,12:00:00,14.849,56.923,,,,
89,1/28/2022,12:15:00,14.849,56.923,,,,
90,1/28/2022,12:30:00,14.8455,56.75,,,,
91,1/28/2022,12:45:00,14.8426,56.75,,,,
92,1/28/2022,13:00:00,14.8411,56.75,,,,
93,1/28/2022,13:15:00,14.8397,56.75,,,,
94,1/28/2022,13:30:00,14.8382,56.75,,,,
95,1/28/2022,13:45:00,14.8363,56.577,,,,
96,1/28/2022,14:00:00,14.8275,56.577,,,,
97,1/28/2022,14:15:00,14.8231,56.577,,,,
98,1/28/2022,14:30:00,14.8202,56.577,,,,
99,1/28/2022,14:45:00,14.8188,56.577,,,,
100,1/28/2022,15:00:00,14.8143,56.577,,,,
101,1/28/2022,15:15:00,14.8143,56.577,,,,
102,1/28/2022,15:30:00,14.8114,56.577,,,,
103,1/28/2022,15:45:00,14.8114,56.577,,,,
104,1/28/2022,16:00:00,14.807,56.577,,,,
105,1/28/2022,16:15:00,14.8085,56.577,,,,
106,1/28/2022,16:30:00,14.807,56.577,,,,
107,1/28/2022,16:45:00,14.8085,56.577,,,,
108,1/28/2022,17:00:00,14.807,56.577,,,,
109,1/28/2022,17:15:00,14.8128,56.577,,,,
110,1/28/2022,17:30:00,14.8105,56.75,,,,
111,1/28/2022,17:45:00,14.812,56.75,,,,
112,1/28/2022,18:00:00,14.8192,56.75,,,,
113,1/28/2022,18:15:00,14.8207,56.75,,,,
114,1/28/2022,18:30:00,14.825,56.75,,,,
115,1/28/2022,18:45:00,14.8236,56.75,,,,
116,1/28/2022,19:00:00,14.8265,56.75,,,,
117,1/28/2022,19:15:00,14.831,56.75,,,,
118,1/28/2022,19:30:00,14.8324,56.75,,,,
119,1/28/2022,19:45:00,14.8368,56.75,,,,
120,1/28/2022,20:00:00,14.8382,56.75,,,,
121,1/28/2022,20:15:00,14.8436,56.577,,,,
122,1/28/2022,20:30:00,14.8465,56.577,,,,
123,1/28/2022,20:45:00,14.8494,56.577,,,,
124,1/28/2022,21:00:00,14.8539,56.577,,,,
125,1/28/2022,21:15:00,14.8582,56.577,,,,
126,1/28/2022,21:30:00,14.8607,56.404,,,,
127,1/28/2022,21:45:00,14.8636,56.404,,,,
128,1/28/2022,22:00:00,14.8636,56.404,,,,
129,1/28/2022,22:15:00,14.8665,56.404,,,,
130,1/28/2022,22:30:00,14.8665,56.404,,,,
131,1/28/2022,22:45:00,14.8704,56.23,,,,
132,1/28/2022,23:00:00,14.8762,56.23,,,,
133,1/28/2022,23:15:00,14.8762,56.23,,,,
134,1/28/2022,23:30:00,14.8762,56.23,,,,
135,1/28/2022,23:45:00,14.8777,56.23,,,,
136,1/28/2022,0:00:00,14.8787,56.057,,,,
137,1/29/2022,0:15:00,14.8801,56.057,,,,
138,1/29/2022,0:30:00,14.8801,56.057,,,,
139,1/29/2022,0:45:00,14.8845,56.057,,,,
140,1/29/2022,1:00:00,14.8816,56.057,,,,
141,1/29/2022,1:15:00,14.8855,55.884,,,,
142,1/29/2022,1:30:00,14.8841,55.884,,,,
143,1/29/2022,1:45:00,14.887,55.884,,,,
144,1/29/2022,2:00:00,14.8841,55.884,,,,
145,1/29/2022,2:15:00,14.8865,55.711,,,,
146,1/29/2022,2:30:00,14.8865,55.711,,,,
147,1/29/2022,2:45:00,14.888,55.711,,,,
148,1/29/2022,3:00:00,14.8836,55.711,,,,
149,1/29/2022,3:15:00,14.8772,55.537,,,,
150,1/29/2022,3:30:00,14.8816,55.537,,,,
151,1/29/2022,3:45:00,14.8832,55.537,,,,
152,1/29/2022,4:00:00,14.8846,55.537,,,,
153,1/29/2022,4:15:00,14.8801,55.537,,,,
154,1/29/2022,4:30:00,14.8812,55.364,,,,
155,1/29/2022,4:45:00,14.8797,55.364,,,,
156,1/29/2022,5:00:00,14.8841,55.364,,,,
157,1/29/2022,5:15:00,14.887,55.364,,,,
158,1/29/2022,5:30:00,14.887,55.364,,,,
159,1/29/2022,5:45:00,14.8851,55.189,,,,
160,1/29/2022,6:00:00,14.8851,55.189,,,,
161,1/29/2022,6:15:00,14.8822,55.189,,,,
162,1/29/2022,6:30:00,14.8822,55.189,,,,
163,1/29/2022,6:45:00,14.8865,55.189,,,,
164,1/29/2022,7:00:00,14.8861,55.017,,,,
165,1/29/2022,7:15:00,14.8875,55.017,,,,
166,1/29/2022,7:30:00,14.8875,55.017,,,,
167,1/29/2022,7:45:00,14.8904,55.017,,,,
168,1/29/2022,8:00:00,14.8973,54.842,,,,
169,1/29/2022,8:15:00,14.9002,54.842,,,,
170,1/29/2022,8:30:00,14.9047,54.842,,,,
171,1/29/2022,8:45:00,14.9061,54.842,,,,
172,1/29/2022,9:00:00,14.9119,54.842,,,,
173,1/29/2022,9:15:00,14.9158,54.669,,,,
174,1/29/2022,9:30:00,14.9158,54.669,,,,
175,1/29/2022,9:45:00,14.9144,54.669,,,,
176,1/29/2022,10:00:00,14.9158,54.669,,,,
177,1/29/2022,10:15:00,14.9158,54.669,,,,
178,1/29/2022,10:30:00,14.9158,54.669,,,,
179,1/29/2022,10:45:00,14.9187,54.669,,,,
180,1/29/2022,11:00:00,14.9183,54.495,,,,
181,1/29/2022,11:15:00,14.9168,54.495,,,,
182,1/29/2022,11:30:00,14.9197,54.495,,,,
183,1/29/2022,11:45:00,14.9154,54.495,,,,
184,1/29/2022,12:00:00,14.9123,54.495,,,,
185,1/29/2022,12:15:00,14.9109,54.495,,,,
186,1/29/2022,12:30:00,14.9065,54.495,,,,
187,1/29/2022,12:45:00,14.9007,54.495,,,,
188,1/29/2022,13:00:00,14.8978,54.495,,,,
189,1/29/2022,13:15:00,14.8904,54.495,,,,
190,1/29/2022,13:30:00,14.8875,54.495,,,,
191,1/29/2022,13:45:00,14.8817,54.495,,,,
192,1/29/2022,14:00:00,14.8759,54.495,,,,
193,1/29/2022,14:15:00,14.8685,54.495,,,,
194,1/29/2022,14:30:00,14.8598,54.495,,,,
195,1/29/2022,14:45:00,14.8559,54.669,,,,
196,1/29/2022,15:00:00,14.8545,54.669,,,,
197,1/29/2022,15:15:00,14.853,54.669,,,,
198,1/29/2022,15:30:00,14.8485,54.669,,,,
199,1/29/2022,15:45:00,14.8456,54.669,,,,
200,1/29/2022,16:00:00,14.8417,54.842,,,,
201,1/29/2022,16:15:00,14.8374,54.842,,,,
202,1/29/2022,16:30:00,14.8359,54.842,,,,
203,1/29/2022,16:45:00,14.833,54.842,,,,
204,1/29/2022,17:00:00,14.8345,54.842,,,,
205,1/29/2022,17:15:00,14.8345,54.842,,,,
206,1/29/2022,17:30:00,14.8363,55.017,,,,
207,1/29/2022,17:45:00,14.8363,55.017,,,,
208,1/29/2022,18:00:00,14.8349,55.017,,,,
209,1/29/2022,18:15:00,14.8378,55.017,,,,
210,1/29/2022,18:30:00,14.8408,55.017,,,,
211,1/29/2022,18:45:00,14.8423,55.017,,,,
212,1/29/2022,19:00:00,14.8456,55.189,,,,
213,1/29/2022,19:15:00,14.8471,55.189,,,,
214,1/29/2022,19:30:00,14.85,55.189,,,,
215,1/29/2022,19:45:00,14.8514,55.189,,,,
216,1/29/2022,20:00:00,14.8559,55.189,,,,
217,1/29/2022,20:15:00,14.8574,55.189,,,,
218,1/29/2022,20:30:00,14.8603,55.189,,,,
219,1/29/2022,20:45:00,14.8588,55.189,,,,
220,1/29/2022,21:00:00,14.8574,55.189,,,,
221,1/29/2022,21:15:00,14.8543,55.189,,,,
222,1/29/2022,21:30:00,14.8578,55.364,,,,
223,1/29/2022,21:45:00,14.8578,55.364,,,,
224,1/29/2022,22:00:00,14.8593,55.364,,,,
225,1/29/2022,22:15:00,14.8578,55.364,,,,
226,1/29/2022,22:30:00,14.8593,55.364,,,,
227,1/29/2022,22:45:00,14.8607,55.364,,,,
228,1/29/2022,23:00:00,14.8622,55.364,,,,
229,1/29/2022,23:15:00,14.8622,55.364,,,,
230,1/29/2022,23:30:00,14.8636,55.364,,,,
231,1/29/2022,23:45:00,14.8636,55.364,,,,
232,1/29/2022,0:00:00,14.8665,55.364,,,,
233,1/30/2022,0:15:00,14.8646,55.189,,,,
234,1/30/2022,0:30:00,14.8646,55.189,,,,
235,1/30/2022,0:45:00,14.8646,55.189,,,,
236,1/30/2022,1:00:00,14.8646,55.189,,,,
237,1/30/2022,1:15:00,14.8661,55.189,,,,
238,1/30/2022,1:30:00,14.8646,55.189,,,,
239,1/30/2022,1:45:00,14.8617,55.189,,,,
240,1/30/2022,2:00:00,14.8617,55.189,,,,
241,1/30/2022,2:15:00,14.8603,55.189,,,,
242,1/30/2022,2:30:00,14.8603,55.189,,,,
243,1/30/2022,2:45:00,14.8603,55.189,,,,
244,1/30/2022,3:00:00,14.8603,55.189,,,,
245,1/30/2022,3:15:00,14.8603,55.189,,,,
246,1/30/2022,3:30:00,14.8588,55.189,,,,
247,1/30/2022,3:45:00,14.8574,55.189,,,,
248,1/30/2022,4:00:00,14.8559,55.189,,,,
249,1/30/2022,4:15:00,14.8539,55.017,,,,
250,1/30/2022,4:30:00,14.851,55.017,,,,
251,1/30/2022,4:45:00,14.851,55.017,,,,
252,1/30/2022,5:00:00,14.8495,55.017,,,,
253,1/30/2022,5:15:00,14.8495,55.017,,,,
254,1/30/2022,5:30:00,14.8481,55.017,,,,
255,1/30/2022,5:45:00,14.8466,55.017,,,,
256,1/30/2022,6:00:00,14.8466,55.017,,,,
257,1/30/2022,6:15:00,14.8466,55.017,,,,
258,1/30/2022,6:30:00,14.8452,55.017,,,,
259,1/30/2022,6:45:00,14.8452,55.017,,,,
260,1/30/2022,7:00:00,14.8491,54.842,,,,
261,1/30/2022,7:15:00,14.8446,54.842,,,,
262,1/30/2022,7:30:00,14.8477,54.842,,,,
263,1/30/2022,7:45:00,14.8477,54.842,,,,
264,1/30/2022,8:00:00,14.8477,54.842,,,,
265,1/30/2022,8:15:00,14.8506,54.842,,,,
266,1/30/2022,8:30:00,14.852,54.842,,,,
267,1/30/2022,8:45:00,14.8549,54.842,,,,
268,1/30/2022,9:00:00,14.8564,54.842,,,,
269,1/30/2022,9:15:00,14.8607,54.842,,,,
270,1/30/2022,9:30:00,14.8636,54.842,,,,
271,1/30/2022,9:45:00,14.8622,54.842,,,,
272,1/30/2022,10:00:00,14.8667,54.842,,,,
273,1/30/2022,10:15:00,14.8681,54.842,,,,
274,1/30/2022,10:30:00,14.8667,54.842,,,,
275,1/30/2022,10:45:00,14.8681,54.842,,,,
276,1/30/2022,11:00:00,14.8681,54.842,,,,
277,1/30/2022,11:15:00,14.8667,54.842,,,,
278,1/30/2022,11:30:00,14.8667,54.842,,,,
279,1/30/2022,11:45:00,14.8622,54.842,,,,
280,1/30/2022,12:00:00,14.8593,54.842,,,,
281,1/30/2022,12:15:00,14.8535,54.842,,,,
282,1/30/2022,12:30:00,14.852,54.842,,,,
283,1/30/2022,12:45:00,14.8462,54.842,,,,
284,1/30/2022,13:00:00,14.8462,54.842,,,,
285,1/30/2022,13:15:00,14.8417,54.842,,,,
286,1/30/2022,13:30:00,14.8384,54.669,,,,
287,1/30/2022,13:45:00,14.834,54.669,,,,
288,1/30/2022,14:00:00,14.8305,54.495,,,,
289,1/30/2022,14:15:00,14.8291,54.495,,,,
290,1/30/2022,14:30:00,14.8237,54.669,,,,
291,1/30/2022,14:45:00,14.8194,54.669,,,,
292,1/30/2022,15:00:00,14.8179,54.669,,,,
293,1/30/2022,15:15:00,14.815,54.669,,,,
294,1/30/2022,15:30:00,14.812,54.669,,,,
295,1/30/2022,15:45:00,14.8105,54.669,,,,
296,1/30/2022,16:00:00,14.8076,54.669,,,,
297,1/30/2022,16:15:00,14.8072,54.495,,,,
298,1/30/2022,16:30:00,14.8072,54.495,,,,
299,1/30/2022,16:45:00,14.8072,54.495,,,,
300,1/30/2022,17:00:00,14.8082,54.322,,,,
301,1/30/2022,17:15:00,14.8068,54.322,,,,
302,1/30/2022,17:30:00,14.8068,54.322,,,,
303,1/30/2022,17:45:00,14.8068,54.322,,,,
304,1/30/2022,18:00:00,14.8097,54.322,,,,
305,1/30/2022,18:15:00,14.8111,54.322,,,,
306,1/30/2022,18:30:00,14.8126,54.322,,,,
307,1/30/2022,18:45:00,14.8175,54.495,,,,
308,1/30/2022,19:00:00,14.8189,54.495,,,,
309,1/30/2022,19:15:00,14.8218,54.495,,,,
310,1/30/2022,19:30:00,14.8233,54.495,,,,
311,1/30/2022,19:45:00,14.8291,54.495,,,,
312,1/30/2022,20:00:00,14.8334,54.495,,,,
313,1/30/2022,20:15:00,14.8355,54.669,,,,
314,1/30/2022,20:30:00,14.8384,54.669,,,,
315,1/30/2022,20:45:00,14.8398,54.669,,,,
316,1/30/2022,21:00:00,14.8427,54.669,,,,
317,1/30/2022,21:15:00,14.8471,54.669,,,,
318,1/30/2022,21:30:00,14.8491,54.842,,,,
319,1/30/2022,21:45:00,14.8506,54.842,,,,
320,1/30/2022,22:00:00,14.8506,54.842,,,,
321,1/30/2022,22:15:00,14.8535,54.842,,,,
322,1/30/2022,22:30:00,14.8535,54.842,,,,
323,1/30/2022,22:45:00,14.8535,54.842,,,,
324,1/30/2022,23:00:00,14.8549,54.842,,,,
325,1/30/2022,23:15:00,14.8549,54.842,,,,
326,1/30/2022,23:30:00,14.8559,54.669,,,,
327,1/30/2022,23:45:00,14.8545,54.669,,,,
328,1/30/2022,0:00:00,14.8588,54.669,,,,
329,1/31/2022,0:15:00,14.8617,54.669,,,,
330,1/31/2022,0:30:00,14.8617,54.669,,,,
331,1/31/2022,0:45:00,14.8603,54.669,,,,
332,1/31/2022,1:00:00,14.8617,54.669,,,,
333,1/31/2022,1:15:00,14.8613,54.495,,,,
334,1/31/2022,1:30:00,14.8598,54.495,,,,
335,1/31/2022,1:45:00,14.8569,54.495,,,,
336,1/31/2022,2:00:00,14.8553,54.495,,,,
337,1/31/2022,2:15:00,14.8569,54.495,,,,
338,1/31/2022,2:30:00,14.8564,54.322,,,,
339,1/31/2022,2:45:00,14.8549,54.322,,,,
340,1/31/2022,3:00:00,14.8549,54.322,,,,
341,1/31/2022,3:15:00,14.8549,54.322,,,,
342,1/31/2022,3:30:00,14.8564,54.322,,,,
343,1/31/2022,3:45:00,14.8549,54.322,,,,
344,1/31/2022,4:00:00,14.8574,54.147,,,,
345,1/31/2022,4:15:00,14.8559,54.147,,,,
346,1/31/2022,4:30:00,14.853,54.147,,,,
347,1/31/2022,4:45:00,14.8545,54.147,,,,
348,1/31/2022,5:00:00,14.853,54.147,,,,
349,1/31/2022,5:15:00,14.854,53.973,,,,
350,1/31/2022,5:30:00,14.8555,53.973,,,,
351,1/31/2022,5:45:00,14.8569,53.973,,,,
352,1/31/2022,6:00:00,14.858,53.798,,,,
353,1/31/2022,6:15:00,14.8549,53.798,,,,
354,1/31/2022,6:30:00,14.858,53.798,,,,
355,1/31/2022,6:45:00,14.8609,53.798,,,,
356,1/31/2022,7:00:00,14.8609,53.798,,,,
357,1/31/2022,7:15:00,14.8633,53.623,,,,
358,1/31/2022,7:30:00,14.8617,53.623,,,,
359,1/31/2022,7:45:00,14.8648,53.623,,,,
360,1/31/2022,8:00:00,14.8648,53.623,,,,
361,1/31/2022,8:15:00,14.8677,53.623,,,,
362,1/31/2022,8:30:00,14.8677,53.623,,,,
363,1/31/2022,8:45:00,14.8677,53.623,,,,
364,1/31/2022,9:00:00,14.8691,53.623,,,,
365,1/31/2022,9:15:00,14.8735,53.623,,,,
366,1/31/2022,9:30:00,14.8764,53.623,,,,
367,1/31/2022,9:45:00,14.8793,53.623,,,,
368,1/31/2022,10:00:00,14.8799,53.798,,,,
369,1/31/2022,10:15:00,14.8813,53.798,,,,
370,1/31/2022,10:30:00,14.8842,53.798,,,,
371,1/31/2022,10:45:00,14.8861,53.973,,,,
372,1/31/2022,11:00:00,14.8846,53.973,,,,
373,1/31/2022,11:15:00,14.8851,54.147,,,,
374,1/31/2022,11:30:00,14.8871,54.322,,,,
375,1/31/2022,11:45:00,14.8886,54.322,,,,
376,1/31/2022,12:00:00,14.8875,54.495,,,,
377,1/31/2022,12:15:00,14.8846,54.495,,,,
378,1/31/2022,12:30:00,14.8851,54.669,,,,
379,1/31/2022,12:45:00,14.8826,54.842,,,,
380,1/31/2022,13:00:00,14.8783,54.842,,,,
381,1/31/2022,13:15:00,14.8739,54.842,,,,
382,1/31/2022,13:30:00,14.87,55.017,,,,
383,1/31/2022,13:45:00,14.8685,55.017,,,,
384,1/31/2022,14:00:00,14.8656,55.017,,,,
385,1/31/2022,14:15:00,14.8627,55.017,,,,
386,1/31/2022,14:30:00,14.8553,55.017,,,,
387,1/31/2022,14:45:00,14.8553,55.017,,,,
388,1/31/2022,15:00:00,14.85,55.189,,,,
389,1/31/2022,15:15:00,14.8485,55.189,,,,
390,1/31/2022,15:30:00,14.8427,55.189,,,,
391,1/31/2022,15:45:00,14.8413,55.189,,,,
392,1/31/2022,16:00:00,14.8384,55.189,,,,
393,1/31/2022,16:15:00,14.8384,55.189,,,,
394,1/31/2022,16:30:00,14.8398,55.189,,,,
395,1/31/2022,16:45:00,14.8374,55.364,,,,
396,1/31/2022,17:00:00,14.8359,55.364,,,,
397,1/31/2022,17:15:00,14.8359,55.364,,,,
398,1/31/2022,17:30:00,14.8359,55.364,,,,
399,1/31/2022,17:45:00,14.8417,55.364,,,,
400,1/31/2022,18:00:00,14.8421,55.537,,,,
401,1/31/2022,18:15:00,14.8421,55.537,,,,
402,1/31/2022,18:30:00,14.8442,55.711,,,,
403,1/31/2022,18:45:00,14.8442,55.711,,,,
404,1/31/2022,19:00:00,14.8514,55.711,,,,
405,1/31/2022,19:15:00,14.85,55.711,,,,
406,1/31/2022,19:30:00,14.8533,55.884,,,,
407,1/31/2022,19:45:00,14.8622,55.884,,,,
408,1/31/2022,20:00:00,14.8622,55.884,,,,
409,1/31/2022,20:15:00,14.8636,55.884,,,,
410,1/31/2022,20:30:00,14.864,56.057,,,,
411,1/31/2022,20:45:00,14.8685,56.057,,,,
412,1/31/2022,21:00:00,14.8685,56.057,,,,
413,1/31/2022,21:15:00,14.87,56.057,,,,
414,1/31/2022,21:30:00,14.8709,55.884,,,,
415,1/31/2022,21:45:00,14.868,55.884,,,,
416,1/31/2022,22:00:00,14.8651,55.884,,,,
417,1/31/2022,22:15:00,14.8651,55.884,,,,
418,1/31/2022,22:30:00,14.8651,55.884,,,,
419,1/31/2022,22:45:00,14.8665,55.884,,,,
420,1/31/2022,23:00:00,14.8665,55.884,,,,
421,1/31/2022,23:15:00,14.8617,55.711,,,,
422,1/31/2022,23:30:00,14.8558,55.711,,,,
423,1/31/2022,23:45:00,14.8514,55.711,,,,
424,1/31/2022,0:00:00,14.8485,55.711,,,,
425,2/1/2022,0:15:00,14.85,55.711,,,,
426,2/1/2022,0:30:00,14.8485,55.711,,,,
427,2/1/2022,0:45:00,14.8485,55.711,,,,
428,2/1/2022,1:00:00,14.85,55.711,,,,
429,2/1/2022,1:15:00,14.8529,55.711,,,,
430,2/1/2022,1:30:00,14.8543,55.711,,,,
431,2/1/2022,1:45:00,14.8558,55.711,,,,
432,2/1/2022,2:00:00,14.8572,55.711,,,,
433,2/1/2022,2:15:00,14.8588,55.711,,,,
434,2/1/2022,2:30:00,14.8588,55.711,,,,
435,2/1/2022,2:45:00,14.8543,55.711,,,,
436,2/1/2022,3:00:00,14.8514,55.711,,,,
437,2/1/2022,3:15:00,14.8485,55.711,,,,
438,2/1/2022,3:30:00,14.8485,55.711,,,,
439,2/1/2022,3:45:00,14.8485,55.711,,,,
440,2/1/2022,4:00:00,14.8456,55.711,,,,
441,2/1/2022,4:15:00,14.8471,55.711,,,,
442,2/1/2022,4:30:00,14.8456,55.711,,,,
443,2/1/2022,4:45:00,14.8442,55.711,,,,
444,2/1/2022,5:00:00,14.8456,55.711,,,,
445,2/1/2022,5:15:00,14.8442,55.711,,,,
446,2/1/2022,5:30:00,14.8427,55.711,,,,
447,2/1/2022,5:45:00,14.8427,55.711,,,,
448,2/1/2022,6:00:00,14.8442,55.711,,,,
449,2/1/2022,6:15:00,14.8413,55.711,,,,
450,2/1/2022,6:30:00,14.8407,55.537,,,,
451,2/1/2022,6:45:00,14.8407,55.537,,,,
452,2/1/2022,7:00:00,14.8421,55.537,,,,
453,2/1/2022,7:15:00,14.8407,55.537,,,,
454,2/1/2022,7:30:00,14.8407,55.537,,,,
455,2/1/2022,7:45:00,14.8452,55.537,,,,
456,2/1/2022,8:00:00,14.8436,55.537,,,,
457,2/1/2022,8:15:00,14.8436,55.537,,,,
458,2/1/2022,8:30:00,14.8495,55.537,,,,
459,2/1/2022,8:45:00,14.8539,55.537,,,,
460,2/1/2022,9:00:00,14.8539,55.537,,,,
461,2/1/2022,9:15:00,14.8553,55.537,,,,
462,2/1/2022,9:30:00,14.8553,55.537,,,,
463,2/1/2022,9:45:00,14.8582,55.537,,,,
464,2/1/2022,10:00:00,14.8603,55.711,,,,
465,2/1/2022,10:15:00,14.8603,55.711,,,,
466,2/1/2022,10:30:00,14.8607,55.884,,,,
467,2/1/2022,10:45:00,14.8636,55.884,,,,
468,2/1/2022,11:00:00,14.8593,55.884,,,,
469,2/1/2022,11:15:00,14.8553,56.057,,,,
470,2/1/2022,11:30:00,14.8524,56.057,,,,
471,2/1/2022,11:45:00,14.851,56.057,,,,
472,2/1/2022,12:00:00,14.8465,56.057,,,,
473,2/1/2022,12:15:00,14.8436,56.057,,,,
474,2/1/2022,12:30:00,14.8456,56.23,,,,
475,2/1/2022,12:45:00,14.8397,56.23,,,,
476,2/1/2022,13:00:00,14.8339,56.23,,,,
477,2/1/2022,13:15:00,14.8281,56.23,,,,
478,2/1/2022,13:30:00,14.8236,56.23,,,,
479,2/1/2022,13:45:00,14.8213,56.404,,,,
480,2/1/2022,14:00:00,14.8168,56.404,,,,
481,2/1/2022,14:15:00,14.8124,56.404,,,,
482,2/1/2022,14:30:00,14.8066,56.404,,,,
483,2/1/2022,14:45:00,14.8066,56.404,,,,
484,2/1/2022,15:00:00,14.8056,56.577,,,,
