Plot Title: FL_Drain_Baro,,,,,,,,,
#,Date,"Time, GMT-04:00","Time, GMT-04:01","Abs Pres, psi (LGR S/N: 10776670, SEN S/N: 10776670)","Temp, °F (LGR S/N: 10776670, SEN S/N: 10776670)","Coupler Detached (LGR S/N: 10776670, SEN S/N: 10776670)","Coupler Attached (LGR S/N: 10776670, SEN S/N: 10776670)","Stopped (LGR S/N: 10776670, SEN S/N: 10776670)","End Of File (LGR S/N: 10776670, SEN S/N: 10776670)"
38,6/16/2021,1:54:37,2:00:00,14.7324,70.651,,,,
39,6/16/2021,2:09:37,2:15:00,14.728,70.651,,,,
40,6/16/2021,2:24:37,2:30:00,14.7251,70.651,,,,
41,6/16/2021,2:39:37,2:45:00,14.7237,70.651,,,,
42,6/16/2021,2:54:37,3:00:00,14.7266,70.651,,,,
43,6/16/2021,3:09:37,3:15:00,14.7208,70.651,,,,
44,6/16/2021,3:24:37,3:30:00,14.7251,70.651,,,,
45,6/16/2021,3:39:37,3:45:00,14.7251,70.651,,,,
46,6/16/2021,3:54:37,4:00:00,14.7251,70.651,,,,
47,6/16/2021,4:09:37,4:15:00,14.7237,70.651,,,,
48,6/16/2021,4:24:37,4:30:00,14.7192,70.651,,,,
49,6/16/2021,4:39:37,4:45:00,14.7192,70.651,,,,
50,6/16/2021,4:54:37,5:00:00,14.7192,70.651,,,,
51,6/16/2021,5:09:37,5:15:00,14.7177,70.651,,,,
52,6/16/2021,5:24:37,5:30:00,14.7192,70.651,,,,
53,6/16/2021,5:39:37,5:45:00,14.7222,70.651,,,,
54,6/16/2021,5:54:37,6:00:00,14.7266,70.651,,,,
55,6/16/2021,6:09:37,6:15:00,14.7251,70.651,,,,
56,6/16/2021,6:24:37,6:30:00,14.7309,70.651,,,,
57,6/16/2021,6:39:37,6:45:00,14.7338,70.651,,,,
58,6/16/2021,6:54:37,7:00:00,14.7324,70.651,,,,
59,6/16/2021,7:09:37,7:15:00,14.7309,70.651,,,,
60,6/16/2021,7:24:37,7:30:00,14.7295,70.651,,,,
61,6/16/2021,7:39:37,7:45:00,14.7295,70.651,,,,
62,6/16/2021,7:54:37,8:00:00,14.7354,70.651,,,,
63,6/16/2021,8:09:37,8:15:00,14.7354,70.651,,,,
64,6/16/2021,8:24:37,8:30:00,14.7368,70.651,,,,
65,6/16/2021,8:39:37,8:45:00,14.7412,70.651,,,,
66,6/16/2021,8:54:37,9:00:00,14.7441,70.651,,,,
67,6/16/2021,9:09:37,9:15:00,14.7485,70.651,,,,
68,6/16/2021,9:24:37,9:30:00,14.7485,70.651,,,,
69,6/16/2021,9:39:37,9:45:00,14.75,70.651,,,,
70,6/16/2021,9:54:37,10:00:00,14.7456,70.651,,,,
71,6/16/2021,10:09:37,10:15:00,14.7485,70.651,,,,
72,6/16/2021,10:24:37,10:30:00,14.747,70.651,,,,
73,6/16/2021,10:39:37,10:45:00,14.747,70.651,,,,
74,6/16/2021,10:54:37,11:00:00,14.7427,70.651,,,,
75,6/16/2021,11:09:37,11:15:00,14.7427,70.651,,,,
76,6/16/2021,11:24:37,11:30:00,14.747,70.651,,,,
77,6/16/2021,11:39:37,11:45:00,14.747,70.651,,,,
78,6/16/2021,11:54:37,12:00:00,14.747,70.651,,,,
79,6/16/2021,12:09:37,12:15:00,14.7427,70.651,,,,
80,6/16/2021,12:24:37,12:30:00,14.7427,70.651,,,,
81,6/16/2021,12:39:37,12:45:00,14.747,70.651,,,,
82,6/16/2021,12:54:37,13:00:00,14.7441,70.651,,,,
83,6/16/2021,13:09:37,13:15:00,14.7456,70.651,,,,
84,6/16/2021,13:24:37,13:30:00,14.7441,70.651,,,,
85,6/16/2021,13:39:37,13:45:00,14.7398,70.651,,,,
86,6/16/2021,13:54:37,14:00:00,14.7368,70.651,,,,
87,6/16/2021,14:09:37,14:15:00,14.7295,70.651,,,,
88,6/16/2021,14:24:37,14:30:00,14.7222,70.651,,,,
89,6/16/2021,14:39:37,14:45:00,14.7208,70.651,,,,
90,6/16/2021,14:54:37,15:00:00,14.7163,70.651,,,,
91,6/16/2021,15:09:37,15:15:00,14.7148,70.651,,,,
92,6/16/2021,15:24:37,15:30:00,14.7148,70.651,,,,
93,6/16/2021,15:39:37,15:45:00,14.7163,70.651,,,,
94,6/16/2021,15:54:37,16:00:00,14.7208,70.651,,,,
95,6/16/2021,16:09:37,16:15:00,14.7163,70.651,,,,
96,6/16/2021,16:24:37,16:30:00,14.7134,70.651,,,,
97,6/16/2021,16:39:37,16:45:00,14.7192,70.651,,,,
98,6/16/2021,16:54:37,17:00:00,14.7148,70.651,,,,
99,6/16/2021,17:09:37,17:15:00,14.7148,70.651,,,,
100,6/16/2021,17:24:37,17:30:00,14.7163,70.651,,,,
101,6/16/2021,17:39:37,17:45:00,14.7177,70.651,,,,
102,6/16/2021,17:54:37,18:00:00,14.7134,70.651,,,,
103,6/16/2021,18:09:37,18:15:00,14.7148,70.651,,,,
104,6/16/2021,18:24:37,18:30:00,14.7148,70.651,,,,
105,6/16/2021,18:39:37,18:45:00,14.7163,70.651,,,,
106,6/16/2021,18:54:37,19:00:00,14.7177,70.651,,,,
107,6/16/2021,19:09:37,19:15:00,14.7192,70.651,,,,
108,6/16/2021,19:24:37,19:30:00,14.7192,70.651,,,,
109,6/16/2021,19:39:37,19:45:00,14.7222,70.651,,,,
110,6/16/2021,19:54:37,20:00:00,14.7251,70.651,,,,
111,6/16/2021,20:09:37,20:15:00,14.7295,70.651,,,,
112,6/16/2021,20:24:37,20:30:00,14.7324,70.651,,,,
113,6/16/2021,20:39:37,20:45:00,14.7368,70.651,,,,
114,6/16/2021,20:54:37,21:00:00,14.7338,70.651,,,,
115,6/16/2021,21:09:37,21:15:00,14.7338,70.651,,,,
116,6/16/2021,21:24:37,21:30:00,14.7338,70.651,,,,
117,6/16/2021,21:39:37,21:45:00,14.7368,70.651,,,,
118,6/16/2021,21:54:37,22:00:00,14.7412,70.651,,,,
119,6/16/2021,22:09:37,22:15:00,14.7441,70.651,,,,
120,6/16/2021,22:24:37,22:30:00,14.7485,70.651,,,,
121,6/16/2021,22:39:37,22:45:00,14.75,70.651,,,,
122,6/16/2021,22:54:37,23:00:00,14.7515,70.651,,,,
123,6/16/2021,23:09:37,23:15:00,14.7515,70.651,,,,
124,6/16/2021,23:24:37,23:30:00,14.7544,70.651,,,,
125,6/16/2021,23:39:37,23:45:00,14.7573,70.651,,,,
126,6/16/2021,23:54:37,0:00:00,14.7529,70.651,,,,
127,6/17/2021,0:09:37,0:15:00,14.7515,70.651,,,,
128,6/17/2021,0:24:37,0:30:00,14.75,70.651,,,,
129,6/17/2021,0:39:37,0:45:00,14.7485,70.651,,,,
130,6/17/2021,0:54:37,1:00:00,14.7485,70.651,,,,
131,6/17/2021,1:09:37,1:15:00,14.7456,70.651,,,,
132,6/17/2021,1:24:37,1:30:00,14.7441,70.651,,,,
133,6/17/2021,1:39:37,1:45:00,14.7398,70.651,,,,
134,6/17/2021,1:54:37,2:00:00,14.7441,70.651,,,,
135,6/17/2021,2:09:37,2:15:00,14.7412,70.651,,,,
136,6/17/2021,2:24:37,2:30:00,14.7398,70.651,,,,
137,6/17/2021,2:39:37,2:45:00,14.7383,70.651,,,,
138,6/17/2021,2:54:37,3:00:00,14.7368,70.651,,,,
139,6/17/2021,3:09:37,3:15:00,14.7338,70.651,,,,
140,6/17/2021,3:24:37,3:30:00,14.7354,70.651,,,,
141,6/17/2021,3:39:37,3:45:00,14.7354,70.651,,,,
142,6/17/2021,3:54:37,4:00:00,14.7338,70.651,,,,
143,6/17/2021,4:09:37,4:15:00,14.7354,70.651,,,,
144,6/17/2021,4:24:37,4:30:00,14.7354,70.651,,,,
145,6/17/2021,4:39:37,4:45:00,14.7324,70.651,,,,
146,6/17/2021,4:54:37,5:00:00,14.7368,70.651,,,,
147,6/17/2021,5:09:37,5:15:00,14.7368,70.651,,,,
148,6/17/2021,5:24:37,5:30:00,14.7412,70.651,,,,
149,6/17/2021,5:39:37,5:45:00,14.7383,70.651,,,,
150,6/17/2021,5:54:37,6:00:00,14.7412,70.651,,,,
151,6/17/2021,6:09:37,6:15:00,14.7412,70.651,,,,
152,6/17/2021,6:24:37,6:30:00,14.7485,70.651,,,,
153,6/17/2021,6:39:37,6:45:00,14.7485,70.651,,,,
154,6/17/2021,6:54:37,7:00:00,14.7485,70.651,,,,
155,6/17/2021,7:09:37,7:15:00,14.75,70.651,,,,
156,6/17/2021,7:24:37,7:30:00,14.75,70.651,,,,
157,6/17/2021,7:39:37,7:45:00,14.7515,70.651,,,,
158,6/17/2021,7:54:37,8:00:00,14.7544,70.651,,,,
159,6/17/2021,8:09:37,8:15:00,14.7573,70.651,,,,
160,6/17/2021,8:24:37,8:30:00,14.7588,70.651,,,,
161,6/17/2021,8:39:37,8:45:00,14.7617,70.651,,,,
162,6/17/2021,8:54:37,9:00:00,14.7631,70.651,,,,
163,6/17/2021,9:09:37,9:15:00,14.7676,70.651,,,,
164,6/17/2021,9:24:37,9:30:00,14.7676,70.651,,,,
165,6/17/2021,9:39:37,9:45:00,14.7705,70.651,,,,
166,6/17/2021,9:54:37,10:00:00,14.769,70.651,,,,
167,6/17/2021,10:09:37,10:15:00,14.7676,70.651,,,,
168,6/17/2021,10:24:37,10:30:00,14.7647,70.651,,,,
169,6/17/2021,10:39:37,10:45:00,14.7676,70.651,,,,
170,6/17/2021,10:54:37,11:00:00,14.7647,70.651,,,,
171,6/17/2021,11:09:37,11:15:00,14.7631,70.651,,,,
172,6/17/2021,11:24:37,11:30:00,14.7647,70.651,,,,
173,6/17/2021,11:39:37,11:45:00,14.7647,70.651,,,,
174,6/17/2021,11:54:37,12:00:00,14.7647,70.651,,,,
175,6/17/2021,12:09:37,12:15:00,14.7631,70.651,,,,
176,6/17/2021,12:24:37,12:30:00,14.7641,70.48,,,,
177,6/17/2021,12:39:37,12:45:00,14.7602,70.651,,,,
178,6/17/2021,12:54:37,13:00:00,14.7602,70.651,,,,
179,6/17/2021,13:09:37,13:15:00,14.7573,70.651,,,,
180,6/17/2021,13:24:37,13:30:00,14.7569,70.48,,,,
181,6/17/2021,13:39:37,13:45:00,14.7544,70.651,,,,
182,6/17/2021,13:54:37,14:00:00,14.7524,70.48,,,,
183,6/17/2021,14:09:37,14:15:00,14.7538,70.48,,,,
184,6/17/2021,14:24:37,14:30:00,14.7509,70.48,,,,
185,6/17/2021,14:39:37,14:45:00,14.748,70.48,,,,
186,6/17/2021,14:54:37,15:00:00,14.7456,70.651,,,,
187,6/17/2021,15:09:37,15:15:00,14.7451,70.48,,,,
188,6/17/2021,15:24:37,15:30:00,14.7437,70.48,,,,
189,6/17/2021,15:39:37,15:45:00,14.7437,70.48,,,,
190,6/17/2021,15:54:37,16:00:00,14.7437,70.48,,,,
191,6/17/2021,16:09:37,16:15:00,14.7451,70.48,,,,
192,6/17/2021,16:24:37,16:30:00,14.7437,70.48,,,,
193,6/17/2021,16:39:37,16:45:00,14.7437,70.48,,,,
194,6/17/2021,16:54:37,17:00:00,14.748,70.48,,,,
195,6/17/2021,17:09:37,17:15:00,14.7451,70.48,,,,
196,6/17/2021,17:24:37,17:30:00,14.7466,70.48,,,,
197,6/17/2021,17:39:37,17:45:00,14.748,70.48,,,,
198,6/17/2021,17:54:37,18:00:00,14.748,70.48,,,,
199,6/17/2021,18:09:37,18:15:00,14.7466,70.48,,,,
200,6/17/2021,18:24:37,18:30:00,14.7437,70.48,,,,
201,6/17/2021,18:39:37,18:45:00,14.7422,70.48,,,,
202,6/17/2021,18:54:37,19:00:00,14.748,70.48,,,,
203,6/17/2021,19:09:37,19:15:00,14.7538,70.48,,,,
204,6/17/2021,19:24:37,19:30:00,14.7554,70.48,,,,
205,6/17/2021,19:39:37,19:45:00,14.7583,70.48,,,,
206,6/17/2021,19:54:37,20:00:00,14.7598,70.48,,,,
207,6/17/2021,20:09:37,20:15:00,14.7627,70.48,,,,
208,6/17/2021,20:24:37,20:30:00,14.7641,70.48,,,,
209,6/17/2021,20:39:37,20:45:00,14.767,70.48,,,,
210,6/17/2021,20:54:37,21:00:00,14.7715,70.48,,,,
211,6/17/2021,21:09:37,21:15:00,14.767,70.48,,,,
212,6/17/2021,21:24:37,21:30:00,14.7701,70.48,,,,
213,6/17/2021,21:39:37,21:45:00,14.7759,70.48,,,,
214,6/17/2021,21:54:37,22:00:00,14.7802,70.48,,,,
215,6/17/2021,22:09:37,22:15:00,14.7802,70.48,,,,
216,6/17/2021,22:24:37,22:30:00,14.7817,70.48,,,,
217,6/17/2021,22:39:37,22:45:00,14.7833,70.48,,,,
218,6/17/2021,22:54:37,23:00:00,14.7862,70.48,,,,
219,6/17/2021,23:09:37,23:15:00,14.7891,70.48,,,,
220,6/17/2021,23:24:37,23:30:00,14.7891,70.48,,,,
221,6/17/2021,23:39:37,23:45:00,14.7891,70.48,,,,
222,6/17/2021,23:54:37,0:00:00,14.7905,70.48,,,,
223,6/18/2021,0:09:37,0:15:00,14.7891,70.48,,,,
224,6/18/2021,0:24:37,0:30:00,14.7891,70.48,,,,
225,6/18/2021,0:39:37,0:45:00,14.7862,70.48,,,,
226,6/18/2021,0:54:37,1:00:00,14.7891,70.48,,,,
227,6/18/2021,1:09:37,1:15:00,14.792,70.48,,,,
228,6/18/2021,1:24:37,1:30:00,14.792,70.48,,,,
229,6/18/2021,1:39:37,1:45:00,14.792,70.48,,,,
230,6/18/2021,1:54:37,2:00:00,14.7905,70.48,,,,
231,6/18/2021,2:09:37,2:15:00,14.7876,70.48,,,,
232,6/18/2021,2:24:37,2:30:00,14.7905,70.48,,,,
233,6/18/2021,2:39:37,2:45:00,14.7891,70.48,,,,
234,6/18/2021,2:54:37,3:00:00,14.7876,70.48,,,,
235,6/18/2021,3:09:37,3:15:00,14.7862,70.48,,,,
236,6/18/2021,3:24:37,3:30:00,14.7833,70.48,,,,
237,6/18/2021,3:39:37,3:45:00,14.7833,70.48,,,,
238,6/18/2021,3:54:37,4:00:00,14.7833,70.48,,,,
239,6/18/2021,4:09:37,4:15:00,14.7847,70.48,,,,
240,6/18/2021,4:24:37,4:30:00,14.7862,70.48,,,,
241,6/18/2021,4:39:37,4:45:00,14.7862,70.48,,,,
242,6/18/2021,4:54:37,5:00:00,14.7847,70.48,,,,
243,6/18/2021,5:09:37,5:15:00,14.7862,70.48,,,,
244,6/18/2021,5:24:37,5:30:00,14.7862,70.48,,,,
245,6/18/2021,5:39:37,5:45:00,14.7876,70.48,,,,
246,6/18/2021,5:54:37,6:00:00,14.7862,70.48,,,,
247,6/18/2021,6:09:37,6:15:00,14.7862,70.48,,,,
248,6/18/2021,6:24:37,6:30:00,14.792,70.48,,,,
249,6/18/2021,6:39:37,6:45:00,14.792,70.48,,,,
250,6/18/2021,6:54:37,7:00:00,14.792,70.48,,,,
251,6/18/2021,7:09:37,7:15:00,14.792,70.48,,,,
252,6/18/2021,7:24:37,7:30:00,14.7979,70.48,,,,
253,6/18/2021,7:39:37,7:45:00,14.7994,70.48,,,,
254,6/18/2021,7:54:37,8:00:00,14.8008,70.48,,,,
255,6/18/2021,8:09:37,8:15:00,14.8023,70.48,,,,
256,6/18/2021,8:24:37,8:30:00,14.8037,70.48,,,,
257,6/18/2021,8:39:37,8:45:00,14.8037,70.48,,,,
258,6/18/2021,8:54:37,9:00:00,14.7994,70.48,,,,
259,6/18/2021,9:09:37,9:15:00,14.8008,70.48,,,,
260,6/18/2021,9:24:37,9:30:00,14.8052,70.48,,,,
261,6/18/2021,9:39:37,9:45:00,14.8081,70.48,,,,
262,6/18/2021,9:54:37,10:00:00,14.8066,70.48,,,,
263,6/18/2021,10:09:37,10:15:00,14.8081,70.48,,,,
264,6/18/2021,10:24:37,10:30:00,14.8081,70.48,,,,
265,6/18/2021,10:39:37,10:45:00,14.8081,70.48,,,,
266,6/18/2021,10:54:37,11:00:00,14.8081,70.48,,,,
267,6/18/2021,11:09:37,11:15:00,14.8095,70.48,,,,
268,6/18/2021,11:24:37,11:30:00,14.8066,70.48,,,,
269,6/18/2021,11:39:37,11:45:00,14.8081,70.48,,,,
270,6/18/2021,11:54:37,12:00:00,14.8066,70.48,,,,
271,6/18/2021,12:09:37,12:15:00,14.8052,70.48,,,,
272,6/18/2021,12:24:37,12:30:00,14.8037,70.48,,,,
273,6/18/2021,12:39:37,12:45:00,14.8023,70.48,,,,
274,6/18/2021,12:54:37,13:00:00,14.7994,70.48,,,,
275,6/18/2021,13:09:37,13:15:00,14.7963,70.48,,,,
276,6/18/2021,13:24:37,13:30:00,14.7949,70.48,,,,
277,6/18/2021,13:39:37,13:45:00,14.792,70.48,,,,
278,6/18/2021,13:54:37,14:00:00,14.7905,70.48,,,,
279,6/18/2021,14:09:37,14:15:00,14.7891,70.48,,,,
280,6/18/2021,14:24:37,14:30:00,14.7833,70.48,,,,
281,6/18/2021,14:39:37,14:45:00,14.7817,70.48,,,,
282,6/18/2021,14:54:37,15:00:00,14.7817,70.48,,,,
283,6/18/2021,15:09:37,15:15:00,14.7833,70.48,,,,
284,6/18/2021,15:24:37,15:30:00,14.7905,70.48,,,,
285,6/18/2021,15:39:37,15:45:00,14.7891,70.48,,,,
286,6/18/2021,15:54:37,16:00:00,14.7891,70.48,,,,
287,6/18/2021,16:09:37,16:15:00,14.7905,70.48,,,,
288,6/18/2021,16:24:37,16:30:00,14.7905,70.48,,,,
289,6/18/2021,16:39:37,16:45:00,14.7862,70.48,,,,
290,6/18/2021,16:54:37,17:00:00,14.7847,70.48,,,,
291,6/18/2021,17:09:37,17:15:00,14.7788,70.48,,,,
292,6/18/2021,17:24:37,17:30:00,14.7773,70.48,,,,
293,6/18/2021,17:39:37,17:45:00,14.7802,70.48,,,,
294,6/18/2021,17:54:37,18:00:00,14.7788,70.48,,,,
295,6/18/2021,18:09:37,18:15:00,14.7788,70.48,,,,
296,6/18/2021,18:24:37,18:30:00,14.7773,70.48,,,,
297,6/18/2021,18:39:37,18:45:00,14.7802,70.48,,,,
298,6/18/2021,18:54:37,19:00:00,14.7847,70.48,,,,
299,6/18/2021,19:09:37,19:15:00,14.7876,70.48,,,,
300,6/18/2021,19:24:37,19:30:00,14.792,70.48,,,,
301,6/18/2021,19:39:37,19:45:00,14.7934,70.48,,,,
302,6/18/2021,19:54:37,20:00:00,14.7963,70.48,,,,
303,6/18/2021,20:09:37,20:15:00,14.7979,70.48,,,,
304,6/18/2021,20:24:37,20:30:00,14.7963,70.48,,,,
305,6/18/2021,20:39:37,20:45:00,14.7963,70.48,,,,
306,6/18/2021,20:54:37,21:00:00,14.7979,70.48,,,,
307,6/18/2021,21:09:37,21:15:00,14.7949,70.48,,,,
308,6/18/2021,21:24:37,21:30:00,14.7979,70.48,,,,
309,6/18/2021,21:39:37,21:45:00,14.7994,70.48,,,,
310,6/18/2021,21:54:37,22:00:00,14.7994,70.48,,,,
311,6/18/2021,22:09:37,22:15:00,14.8023,70.48,,,,
312,6/18/2021,22:24:37,22:30:00,14.8008,70.48,,,,
313,6/18/2021,22:39:37,22:45:00,14.8037,70.48,,,,
314,6/18/2021,22:54:37,23:00:00,14.8052,70.48,,,,
315,6/18/2021,23:09:37,23:15:00,14.8081,70.48,,,,
316,6/18/2021,23:24:37,23:30:00,14.8066,70.48,,,,
317,6/18/2021,23:39:37,23:45:00,14.8066,70.48,,,,
318,6/18/2021,23:54:37,0:00:00,14.8052,70.48,,,,
319,6/19/2021,0:09:37,0:15:00,14.8052,70.48,,,,
320,6/19/2021,0:24:37,0:30:00,14.8052,70.48,,,,
321,6/19/2021,0:39:37,0:45:00,14.8008,70.48,,,,
322,6/19/2021,0:54:37,1:00:00,14.7949,70.48,,,,
323,6/19/2021,1:09:37,1:15:00,14.7949,70.48,,,,
324,6/19/2021,1:24:37,1:30:00,14.792,70.48,,,,
325,6/19/2021,1:39:37,1:45:00,14.7891,70.48,,,,
326,6/19/2021,1:54:37,2:00:00,14.7876,70.48,,,,
327,6/19/2021,2:09:37,2:15:00,14.7833,70.48,,,,
328,6/19/2021,2:24:37,2:30:00,14.7817,70.48,,,,
329,6/19/2021,2:39:37,2:45:00,14.7817,70.48,,,,
330,6/19/2021,2:54:37,3:00:00,14.7833,70.48,,,,
331,6/19/2021,3:09:37,3:15:00,14.7847,70.48,,,,
332,6/19/2021,3:24:37,3:30:00,14.7817,70.48,,,,
333,6/19/2021,3:39:37,3:45:00,14.7862,70.48,,,,
334,6/19/2021,3:54:37,4:00:00,14.7817,70.48,,,,
335,6/19/2021,4:09:37,4:15:00,14.7802,70.48,,,,
336,6/19/2021,4:24:37,4:30:00,14.7773,70.48,,,,
337,6/19/2021,4:39:37,4:45:00,14.7817,70.48,,,,
338,6/19/2021,4:54:37,5:00:00,14.7817,70.48,,,,
339,6/19/2021,5:09:37,5:15:00,14.7833,70.48,,,,
340,6/19/2021,5:24:37,5:30:00,14.7817,70.48,,,,
341,6/19/2021,5:39:37,5:45:00,14.7833,70.48,,,,
342,6/19/2021,5:54:37,6:00:00,14.7833,70.48,,,,
343,6/19/2021,6:09:37,6:15:00,14.7847,70.48,,,,
344,6/19/2021,6:24:37,6:30:00,14.7847,70.48,,,,
345,6/19/2021,6:39:37,6:45:00,14.7862,70.48,,,,
346,6/19/2021,6:54:37,7:00:00,14.792,70.48,,,,
347,6/19/2021,7:09:37,7:15:00,14.7891,70.48,,,,
348,6/19/2021,7:24:37,7:30:00,14.792,70.48,,,,
349,6/19/2021,7:39:37,7:45:00,14.792,70.48,,,,
350,6/19/2021,7:54:37,8:00:00,14.792,70.48,,,,
351,6/19/2021,8:09:37,8:15:00,14.7963,70.48,,,,
352,6/19/2021,8:24:37,8:30:00,14.7994,70.48,,,,
353,6/19/2021,8:39:37,8:45:00,14.7979,70.48,,,,
354,6/19/2021,8:54:37,9:00:00,14.7994,70.48,,,,
355,6/19/2021,9:09:37,9:15:00,14.7994,70.48,,,,
356,6/19/2021,9:24:37,9:30:00,14.7994,70.48,,,,
357,6/19/2021,9:39:37,9:45:00,14.8023,70.48,,,,
358,6/19/2021,9:54:37,10:00:00,14.7979,70.48,,,,
359,6/19/2021,10:09:37,10:15:00,14.8023,70.48,,,,
360,6/19/2021,10:24:37,10:30:00,14.8023,70.48,,,,
361,6/19/2021,10:39:37,10:45:00,14.8066,70.48,,,,
362,6/19/2021,10:54:37,11:00:00,14.811,70.48,,,,
363,6/19/2021,11:09:37,11:15:00,14.8126,70.48,,,,
364,6/19/2021,11:24:37,11:30:00,14.811,70.48,,,,
365,6/19/2021,11:39:37,11:45:00,14.8155,70.48,,,,
366,6/19/2021,11:54:37,12:00:00,14.811,70.48,,,,
367,6/19/2021,12:09:37,12:15:00,14.8052,70.48,,,,
368,6/19/2021,12:24:37,12:30:00,14.8008,70.48,,,,
369,6/19/2021,12:39:37,12:45:00,14.7979,70.48,,,,
370,6/19/2021,12:54:37,13:00:00,14.7963,70.48,,,,
371,6/19/2021,13:09:37,13:15:00,14.792,70.48,,,,
372,6/19/2021,13:24:37,13:30:00,14.7905,70.48,,,,
373,6/19/2021,13:39:37,13:45:00,14.7866,70.651,,,,
374,6/19/2021,13:54:37,14:00:00,14.7817,70.48,,,,
375,6/19/2021,14:09:37,14:15:00,14.7802,70.48,,,,
376,6/19/2021,14:24:37,14:30:00,14.7773,70.48,,,,
377,6/19/2021,14:39:37,14:45:00,14.7808,70.651,,,,
378,6/19/2021,14:54:37,15:00:00,14.7788,70.48,,,,
379,6/19/2021,15:09:37,15:15:00,14.7763,70.651,,,,
380,6/19/2021,15:24:37,15:30:00,14.7748,70.651,,,,
381,6/19/2021,15:39:37,15:45:00,14.769,70.651,,,,
382,6/19/2021,15:54:37,16:00:00,14.7676,70.651,,,,
383,6/19/2021,16:09:37,16:15:00,14.7631,70.651,,,,
384,6/19/2021,16:24:37,16:30:00,14.7588,70.651,,,,
385,6/19/2021,16:39:37,16:45:00,14.7588,70.651,,,,
386,6/19/2021,16:54:37,17:00:00,14.7544,70.651,,,,
387,6/19/2021,17:09:37,17:15:00,14.7544,70.651,,,,
388,6/19/2021,17:24:37,17:30:00,14.7515,70.651,,,,
389,6/19/2021,17:39:37,17:45:00,14.7529,70.651,,,,
390,6/19/2021,17:54:37,18:00:00,14.7544,70.651,,,,
391,6/19/2021,18:09:37,18:15:00,14.7515,70.651,,,,
392,6/19/2021,18:24:37,18:30:00,14.7529,70.651,,,,
393,6/19/2021,18:39:37,18:45:00,14.7544,70.651,,,,
394,6/19/2021,18:54:37,19:00:00,14.7558,70.651,,,,
395,6/19/2021,19:09:37,19:15:00,14.7529,70.651,,,,
396,6/19/2021,19:24:37,19:30:00,14.7588,70.651,,,,
397,6/19/2021,19:39:37,19:45:00,14.7588,70.651,,,,
398,6/19/2021,19:54:37,20:00:00,14.7588,70.651,,,,
