"TOA5","15_Bradford_LB","CR800","31023","CR800.Std.27","CPU:15_1hr_02082024.CR8","46304","Test"
"TIMESTAMP","RECORD","BattV_Min","cDOM","CO2"
"TS","RN","Volts","ppbQ","ppm"
"","","Min","Smp","Smp"
"2024-02-08 12:00:00",0,13.35,5.854808,114.3715
"2024-02-08 13:00:00",1,13.36,5.845223,857.7264
"2024-02-08 14:00:00",2,13.35,5.799374,969.2309
"2024-02-08 15:00:00",3,13.35,5.808544,1052.144
"2024-02-08 16:00:00",4,13.34,5.753525,1075.017
"2024-02-08 17:00:00",5,13.32,5.771864,1117.903
"2024-02-08 18:00:00",6,13.32,5.771864,1160.79
"2024-02-08 19:00:00",7,13.31,5.762694,1169.367
"2024-02-08 20:00:00",8,13.32,5.75359,1189.381
"2024-02-08 21:00:00",9,13.31,5.588868,1215.317
"2024-02-08 22:00:00",10,13.3,5.589456,1246.974
"2024-02-08 23:00:00",11,13.31,5.608695,1304.188
"2024-02-09 00:00:00",12,13.3,5.627096,1349.949
"2024-02-09 01:00:00",13,13.3,5.572063,1444.331
"2024-02-09 02:00:00",14,13.29,5.65462,1507.252
"2024-02-09 03:00:00",15,13.28,5.627101,1550.153
"2024-02-09 04:00:00",16,13.28,5.636274,1595.914
"2024-02-09 05:00:00",17,13.28,5.737177,1647.395
"2024-02-09 06:00:00",18,13.27,5.718831,1721.757
"2024-02-09 07:00:00",19,13.27,5.617928,1761.877
"2024-02-09 08:00:00",20,13.27,5.56289,1784.842
"2024-02-09 09:00:00",21,13.28,5.608755,1790.411
"2024-02-09 10:00:00",22,13.29,5.53518,1733.198
"2024-02-09 11:00:00",23,13.3,5.496855,1724.406
"2024-02-09 12:00:00",24,13.3,5.496768,1724.031
"2024-02-09 13:00:00",25,13.32,5.441749,1681.144
"2024-02-09 14:00:00",26,13.32,5.175823,1669.708
"2024-02-09 15:00:00",27,13.31,5.313371,1629.68
"2024-02-09 16:00:00",28,13.31,5.267522,1583.935
"2024-02-09 17:00:00",29,13.31,5.213194,1558.203
"2024-02-09 18:00:00",30,13.3,5.286352,1509.599
"2024-02-09 19:00:00",31,13.29,5.29583,1529.612
"2024-02-09 20:00:00",32,13.29,5.323346,1532.471
"2024-02-09 21:00:00",33,13.29,5.31478,1555.631
"2024-02-09 22:00:00",34,13.28,5.33347,1564.45
"2024-02-09 23:00:00",35,13.28,5.278528,1573.034
"2024-02-10 00:00:00",36,13.28,5.351912,1601.634
"2024-02-10 01:00:00",37,13.27,5.397777,1607.354
"2024-02-10 02:00:00",38,13.27,5.388604,1644.535
"2024-02-10 03:00:00",39,13.27,5.397777,1635.955
"2024-02-10 04:00:00",40,13.27,5.40695,1667.416
"2024-02-10 05:00:00",41,13.27,5.195971,1658.835
"2024-02-10 06:00:00",42,13.27,5.186798,1658.835
"2024-02-10 07:00:00",43,13.27,5.241836,1684.576
"2024-02-10 08:00:00",44,13.26,4.673111,1716.036
"2024-02-10 09:00:00",45,13.27,4.636419,1721.757
"2024-02-10 10:00:00",46,13.28,4.488948,1670.276
"2024-02-10 11:00:00",47,13.29,4.689823,1641.131
"2024-02-10 12:00:00",48,13.3,4.68065,1629.68
"2024-02-10 13:00:00",49,13.32,4.717578,1629.68
"2024-02-10 14:00:00",50,13.32,4.681295,1572.499
"2024-02-10 15:00:00",51,13.32,4.699805,1566.78
"2024-02-10 16:00:00",52,13.3,4.700211,1543.908
"2024-02-10 17:00:00",53,13.29,4.700208,1495.303
"2024-02-10 18:00:00",54,13.29,4.728112,1466.712
"2024-02-10 19:00:00",55,13.29,4.746388,1455.276
"2024-02-10 20:00:00",56,13.28,4.774014,1475.29
"2024-02-10 21:00:00",57,13.28,4.54469,1472.506
"2024-02-10 22:00:00",58,13.28,4.553863,1498.66
"2024-02-10 23:00:00",59,13.27,4.590554,1510.112
"2024-02-11 00:00:00",60,13.27,4.54469,1530.133
"2024-02-11 01:00:00",61,13.27,4.526343,1538.713
"2024-02-11 02:00:00",62,13.27,4.425441,1544.433
"2024-02-11 03:00:00",63,13.27,4.141078,1573.034
"2024-02-11 04:00:00",64,13.26,4.214462,1613.074
"2024-02-11 05:00:00",65,13.26,4.251154,1607.354
"2024-02-11 06:00:00",66,13.26,4.278673,1618.794
"2024-02-11 07:00:00",67,13.26,4.278673,1601.634
"2024-02-11 08:00:00",68,13.26,4.379576,1604.494
"2024-02-11 09:00:00",69,13.27,4.324538,1595.914
"2024-02-11 10:00:00",70,13.28,4.278524,1541.531
"2024-02-11 11:00:00",71,13.29,4.360206,1566.789
"2024-02-11 12:00:00",72,13.3,4.268585,1595.371
"2024-02-11 13:00:00",73,13.31,4.278177,1563.921
"2024-02-11 14:00:00",74,13.32,4.278672,1543.908
"2024-02-11 15:00:00",75,13.31,4.2695,1526.753
"2024-02-11 16:00:00",76,13.3,4.260327,1486.726
"2024-02-11 17:00:00",77,13.3,4.2695,1446.699
"2024-02-11 18:00:00",78,13.3,4.260327,1415.249
"2024-02-11 19:00:00",79,13.28,4.278673,1418.108
"2024-02-11 20:00:00",80,13.28,4.251154,1398.099
"2024-02-11 21:00:00",81,13.28,4.251154,1412.511
"2024-02-11 22:00:00",82,13.28,4.306192,1395.639
"2024-02-11 23:00:00",83,13.27,4.2695,1381.408
"2024-02-12 00:00:00",84,13.27,4.241981,1381.409
"2024-02-12 01:00:00",85,13.27,4.287846,1298.468
"2024-02-12 02:00:00",86,13.27,4.315365,1252.707
"2024-02-12 03:00:00",87,13.27,4.315365,1244.126
"2024-02-12 04:00:00",88,13.27,4.159424,1212.666
"2024-02-12 05:00:00",89,13.27,4.205289,1212.666
"2024-02-12 06:00:00",90,13.27,4.214462,1218.386
"2024-02-12 07:00:00",91,13.27,4.241981,1224.106
"2024-02-12 08:00:00",92,13.26,4.214462,1232.686
"2024-02-12 09:00:00",93,13.27,4.297019,1189.785
"2024-02-12 10:00:00",94,13.28,4.287846,1186.533
"2024-02-12 11:00:00",95,13.29,4.287846,1197.958
