Date,DO,Temp,SpC,pH,FDOM,CO2,Day,Mon,Year,Stage,Q,Site
2022-10-25T00:00:00Z,0.53,62.67,81.4,NA,NA,NA,25,10,2022,0.2780898325433017,9.655288504784345,5a
2022-10-25T01:00:00Z,0.19,62.42,80.3,NA,NA,NA,25,10,2022,0.2780898325433017,9.655288504784345,5a
2022-10-25T02:00:00Z,NA,62.17,79.9,NA,NA,NA,25,10,2022,0.2780898325433017,9.655288504784345,5a
2022-10-25T03:00:00Z,NA,61.92,80.3,NA,NA,NA,25,10,2022,0.2780898325433017,9.655288504784345,5a
2022-10-25T04:00:00Z,NA,61.56,80,NA,NA,NA,25,10,2022,0.2780898325433017,9.655288504784345,5a
2022-10-25T05:00:00Z,NA,61.3,79.6,NA,NA,NA,25,10,2022,0.2780898325433017,9.655288504784345,5a
2022-10-25T06:00:00Z,NA,60.98,79.6,NA,NA,NA,25,10,2022,0.2780898325433017,9.655288504784345,5a
2022-10-25T07:00:00Z,NA,60.69,78.9,NA,NA,NA,25,10,2022,0.2780898325433017,9.655288504784345,5a
2022-10-25T08:00:00Z,NA,60.4,78.5,NA,NA,NA,25,10,2022,0.2780898325433017,9.655288504784345,5a
2022-10-25T09:00:00Z,NA,60.33,78.5,NA,NA,NA,25,10,2022,0.2780898325433017,9.655288504784345,5a
2022-10-25T10:00:00Z,NA,60.69,79.2,NA,NA,NA,25,10,2022,0.2780898325433017,9.655288504784345,5a
2022-10-25T11:00:00Z,NA,61.2,80,NA,NA,NA,25,10,2022,0.2780898325433017,9.655288504784345,5a
2022-10-25T12:00:00Z,NA,61.99,80,NA,NA,NA,25,10,2022,0.2780898325433017,9.655288504784345,5a
2022-10-25T13:00:00Z,NA,62.46,81.1,NA,NA,NA,25,10,2022,0.2780898325433017,9.655288504784345,5a
2022-10-25T14:00:00Z,NA,63.14,81.5,NA,NA,NA,25,10,2022,0.2780898325433017,9.655288504784345,5a
2022-10-25T15:00:00Z,NA,63.57,81.4,NA,NA,NA,25,10,2022,0.2780898325433017,9.655288504784345,5a
2022-10-25T16:00:00Z,NA,63.93,81.8,NA,NA,NA,25,10,2022,0.2780898325433017,9.655288504784345,5a
2022-10-25T17:00:00Z,NA,64.29,81.8,NA,NA,NA,25,10,2022,0.2780898325433017,9.655288504784345,5a
2022-10-25T18:00:00Z,NA,64.4,81.4,NA,NA,NA,25,10,2022,0.2780898325433017,9.655288504784345,5a
