Date,DO,Temp,SpC,pH,FDOM,CO2,Day,Mon,Year,Stage,Q,Site
2022-10-25T00:00:00Z,NA,55.44,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T01:00:00Z,NA,54.5,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T02:00:00Z,NA,53.35,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T03:00:00Z,NA,52.45,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T04:00:00Z,NA,51.4,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T05:00:00Z,NA,50.65,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T06:00:00Z,NA,49.82,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T07:00:00Z,NA,49.24,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T08:00:00Z,NA,48.85,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T09:00:00Z,NA,51.94,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T10:00:00Z,NA,59.83,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T11:00:00Z,NA,66.24,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T12:00:00Z,NA,76.57,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T13:00:00Z,NA,87.3,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T14:00:00Z,NA,83.55,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T15:00:00Z,NA,81.43,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T16:00:00Z,NA,82.11,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T17:00:00Z,NA,78.3,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T18:00:00Z,NA,73.8,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T19:00:00Z,NA,69.15,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T20:00:00Z,NA,65.37,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T21:00:00Z,NA,65.05,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T22:00:00Z,NA,65.05,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-25T23:00:00Z,NA,64.22,NA,NA,NA,NA,25,10,2022,-0.28051341739047103,0,6a
2022-10-26T00:00:00Z,NA,62.56,NA,NA,NA,NA,26,10,2022,-0.29791572492235957,0,6a
2022-10-26T01:00:00Z,NA,60.84,NA,NA,NA,NA,26,10,2022,-0.29791572492235957,0,6a
2022-10-26T02:00:00Z,NA,59.58,NA,NA,NA,NA,26,10,2022,-0.29791572492235957,0,6a
2022-10-26T03:00:00Z,NA,58.82,NA,NA,NA,NA,26,10,2022,-0.29791572492235957,0,6a
2022-10-26T04:00:00Z,NA,59.14,NA,NA,NA,NA,26,10,2022,-0.29791572492235957,0,6a
2022-10-26T05:00:00Z,NA,58.86,NA,NA,NA,NA,26,10,2022,-0.29791572492235957,0,6a
2022-10-26T06:00:00Z,NA,59.18,NA,NA,NA,NA,26,10,2022,-0.29791572492235957,0,6a
2022-10-26T07:00:00Z,NA,60.12,NA,NA,NA,NA,26,10,2022,-0.29791572492235957,0,6a
2022-10-26T08:00:00Z,NA,60.69,NA,NA,NA,NA,26,10,2022,-0.29791572492235957,0,6a
2022-10-26T09:00:00Z,NA,64.54,NA,NA,NA,NA,26,10,2022,-0.29791572492235957,0,6a
2022-10-26T10:00:00Z,NA,68.47,NA,NA,NA,NA,26,10,2022,-0.29791572492235957,0,6a
2022-10-26T11:00:00Z,NA,76.32,NA,NA,NA,NA,26,10,2022,-0.29791572492235957,0,6a
