Date,DO,Temp,SpC,pH,FDOM,CO2,Day,Mon,Year,Stage,Q,Site
2022-10-25T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T01:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T02:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T03:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T04:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T05:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T06:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T07:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T10:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T11:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T12:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T13:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T14:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T15:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T16:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T17:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T18:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T19:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T20:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T21:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T22:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-25T23:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T01:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T02:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T03:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T04:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T05:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T06:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T07:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T10:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T11:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T12:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T13:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T14:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T15:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T16:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T17:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T18:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T19:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T20:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T21:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T22:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-26T23:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-27T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-27T01:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-27T02:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-27T03:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-27T04:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-27T05:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-27T06:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-27T07:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
