Date,DO,Temp,SpC,pH,FDOM,CO2,Day,Mon,Year,Stage,Q,Site
2022-10-25T00:00:00Z,NA,61.59,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T01:00:00Z,NA,60.01,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T02:00:00Z,NA,58.46,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T03:00:00Z,NA,57.13,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T04:00:00Z,NA,56.08,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T05:00:00Z,NA,55.15,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T06:00:00Z,NA,53.96,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T07:00:00Z,NA,53.38,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T08:00:00Z,NA,53.1,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T09:00:00Z,NA,55.4,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T10:00:00Z,NA,64.15,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T11:00:00Z,NA,72,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T12:00:00Z,NA,77.58,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T13:00:00Z,NA,79.95,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T14:00:00Z,NA,79.27,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T15:00:00Z,NA,79.02,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T16:00:00Z,NA,78.01,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T17:00:00Z,NA,74.84,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T18:00:00Z,NA,72.82,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T19:00:00Z,NA,70.34,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T20:00:00Z,NA,68.29,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T21:00:00Z,NA,67.21,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T22:00:00Z,NA,66.67,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-25T23:00:00Z,NA,66.34,NA,NA,NA,NA,25,10,2022,NA,NA,15
2022-10-26T00:00:00Z,NA,65.3,NA,NA,NA,NA,26,10,2022,NA,NA,15
2022-10-26T01:00:00Z,NA,63.57,NA,NA,NA,NA,26,10,2022,NA,NA,15
