Date,ID,Conc.,Conc_Raw,Species,Q_daily,depth_daily,Q_ID
2023-07-07,3,53.303030303030305,17.59,DOC,177.0491323170585,0.24023446849923996,low
2023-07-04,5a,30.27878787878788,9.992,DOC,288.72055182788955,0.45285560828697424,low
2023-07-07,7,53.45454545454545,17.64,DOC,72.52165605801525,0.1444451176781142,low
2023-07-07,9,59.57575757575758,19.66,DOC,NA,0.03659756412315845,NA
2023-06-01,5,6.015151515151516,1.985,DOC,0.003784246905449105,0.03655419280535529,high
2023-07-04,5,10.56969696969697,3.488,DOC,0.10846647076141651,0.08874056611749581,high
2023-08-04,3,56.186672,28.093336,DOC,476.5292330342993,0.7094861645783898,low
2023-08-04,5a,50.392472,25.196236,DOC,330.6065644684007,0.5025085485019452,low
2023-08-04,6,46.194896,23.097448,DOC,249.14049857752272,0.5483314874205492,low
2023-08-04,6a,51.087776,25.543888,DOC,99.16238724495769,0.37595302175452844,low
2023-08-04,7,47.224976,23.612488,DOC,306.2782879510451,0.38166604666542664,low
2023-08-04,9,63.388648,31.694324,DOC,NA,0.14524199305974367,NA
2023-09-08,3,74.161568,37.080784,DOC,299.9963563635722,0.427679161570444,low
2023-09-08,6,41.65396,20.82698,DOC,17.75445957229268,0.18807906237024596,high
2023-09-08,7,37.96284,18.98142,DOC,116.27335589306361,0.19865999883514884,low
2023-09-08,9,78.09304,39.04652,DOC,NA,0.08754547615155853,NA
2023-09-08,13,10.545544,5.272772,DOC,3.499378924800811,0.058295668258003364,low
2023-09-08,14,33.19872,16.59936,DOC,590.133782476442,0.48086135551058995,low
2023-09-08,15,35.81684,17.90842,DOC,0.9579380867565873,0.18308331783330234,low
2023-09-28,3,67.285784,33.642892,DOC,369.7786219704926,0.537600214745884,low
2023-09-28,5,38.203192,19.101596,DOC,7.758816208028422,0.3634610019220039,low
2023-09-28,5a,44.907296,22.453648,DOC,298.0782603815276,0.46420761962736046,low
2023-09-28,6a,29.327336,14.663668,DOC,59.40435054606865,0.3173875637145213,low
2023-09-28,9,35.550736,17.775368,DOC,NA,0.18881821657582706,NA
2023-09-28,13,-Inf,-0.6926788,DOC,1.8342525750791983,0.044143083134650866,high
2023-09-28,14,48.589832,24.294916,DOC,4821.28632651461,0.8651329573871268,low
2023-09-28,15,40.289104,20.144552,DOC,18.8960854383742,0.39762958025916023,low
2023-11-01,3,90.28232,45.14116,DOC,231.88294521057676,0.32268700082854707,low
2023-11-01,5,61.817776,30.908888,DOC,0.07543653447897404,0.09026708432204746,low
2023-11-01,5a,23.035264,11.517632,DOC,217.39815029874694,0.3632695389633203,low
2023-11-01,6,39.181768,19.590884,DOC,2.3909016422329965,0.08334804345498022,high
2023-11-01,6a,66.238536,33.119268,DOC,0.03379456005823869,0.005431826166682521,high
2023-11-01,7,45.1734,22.5867,DOC,62.59721175870397,0.13086204126953713,low
2023-11-01,9,96.54864,48.27432,DOC,NA,0.10230866855673092,NA
2023-11-01,13,1.395,0.6975,DOC,1.192904765813054,0.03674142065455827,high
2023-11-01,14,23.558888,11.779444,DOC,492.25050505953016,0.45710344814629006,low
2023-11-01,15,46.984624,23.492312,DOC,9.237963032222441e-4,0.024595500857668342,high
2023-12-07,3,62.392904,31.196452,DOC,242.75251055270763,0.3392660312593353,low
2023-12-07,6,19.739008,9.869504,DOC,1.378933746838185,0.0668865651367674,high
2023-12-07,9,36.271792,18.135896,DOC,NA,0.09031375820327406,NA
2023-12-07,13,-0.5767448,-0.2883724,DOC,2.185952756435148,0.04762471888580133,high
2023-12-07,14,9.609888,4.804944,DOC,906.035676887331,0.5424071172384768,low
2023-11-05,3,62.358568,31.179284,DOC,188.34494559286256,0.2570424766607109,low
2023-11-05,5,16.657352,8.328676,DOC,0.04521498305614977,0.07752065731404167,low
2023-11-05,6,34.52924,17.26462,DOC,1.0841282272166162,0.06048399551344587,high
2023-11-05,6a,38.074432,19.037216,DOC,NA,-0.06611555601899066,NA
2023-11-05,7,35.98852,17.99426,DOC,47.3370276255714,0.1083677527961116,low
2023-11-05,9,93.0292,46.5146,DOC,NA,0.08675286092996436,NA
