"TOA5","14_Bradford_LB","CR800","31051","CR800.Std.32.05","CPU:5_hourly_07272023.CR8","15813","Test"
"TIMESTAMP","RECORD","BattV_Min","CO2","cDOM"
"TS","RN","Volts","ppm","ppbQ"
"","","Min","Smp","Smp"
"2023-12-06 14:00:00",2342,12.72,28.74743,14.75724
"2023-12-06 15:00:00",2343,12.7,10983.57,14.95971
"2023-12-06 16:00:00",2344,12.71,10997.95,14.72042
"2023-12-06 17:00:00",2345,12.72,10997.95,14.40752
"2023-12-06 18:00:00",2346,12.7,11102.67,11.5469
"2023-12-06 19:00:00",2347,12.7,10995.89,15.27113
"2023-12-06 20:00:00",2348,12.7,10888.2,14.80409
"2023-12-06 21:00:00",2349,12.69,10725.5,11.3708
"2023-12-06 22:00:00",2350,12.67,10623.2,11.69344
"2023-12-06 23:00:00",2351,12.66,10514.38,15.34101
"2023-12-07 00:00:00",2352,12.65,10469.18,15.34101
"2023-12-07 01:00:00",2353,12.63,10469.18,14.92651
"2023-12-07 02:00:00",2354,12.63,10485.62,14.54886
"2023-12-07 03:00:00",2355,12.62,10436.3,15.54365
"2023-12-07 04:00:00",2356,12.61,10391.1,15.60813
"2023-12-07 05:00:00",2357,12.61,10391.1,14.56728
"2023-12-07 06:00:00",2358,12.6,10345.89,15.13837
"2023-12-07 07:00:00",2359,12.6,10284.25,13.96857
"2023-12-07 08:00:00",2360,12.57,10284.25,15.72866
"2023-12-07 09:00:00",2361,12.56,10300.69,14.70548
"2023-12-07 10:00:00",2362,12.58,10315.07,14.7675
"2023-12-07 11:00:00",2363,12.29,10272.65,14.99305
"2023-12-07 12:00:00",2364,12.54,10285.58,15.33099
"2023-12-07 13:00:00",2365,12.31,10269,15.86172
"2023-12-07 14:00:00",2366,12.49,10269,16.04568
"2023-12-07 15:00:00",2367,12.29,10271.05,15.93525
"2023-12-07 16:00:00",2368,12.12,10285.42,15.86162
"2023-12-07 17:00:00",2369,12.18,10318.28,15.95365
"2023-12-07 18:00:00",2370,12.07,10318.28,15.79817
"2023-12-07 19:00:00",2371,12.21,10361.4,15.31664
"2023-12-07 20:00:00",2372,11.86,10373.72,15.24366
"2023-12-07 21:00:00",2373,12.11,10371.67,15.35427
"2023-12-07 22:00:00",2374,12.08,10406.46,15.66723
"2023-12-07 23:00:00",2375,12.04,10438.11,15.82376
"2023-12-08 00:00:00",2376,12.37,10426.29,15.8698
"2023-12-08 01:00:00",2377,12.04,10454.33,15.33574
"2023-12-08 02:00:00",2378,11.91,10499.5,14.09268
"2023-12-08 03:00:00",2379,11.88,10502,15.74089
"2023-12-08 04:00:00",2380,11.9,10500,15.59144
"2023-12-08 05:00:00",2381,12,10499.34,15.81035
"2023-12-08 06:00:00",2382,11.99,10542.78,14.20756
"2023-12-08 07:00:00",2383,11.96,10542.71,15.93055
"2023-12-08 08:00:00",2384,11.89,10572.91,15.11275
"2023-12-08 09:00:00",2385,11.86,10621.05,15.72668
"2023-12-08 10:00:00",2386,11.99,10618.23,15.77016
"2023-12-08 11:00:00",2387,12.06,10634.5,15.60393
"2023-12-08 12:00:00",2388,12.18,10710.92,15.30863
"2023-12-08 13:00:00",2389,12.07,10756.08,14.79818
