"TOA5","7_Bradford_LB","CR800","31021","CR800.Std.32.05","CPU:5_hourly_08022023.CR8","28982","Test"
"TIMESTAMP","RECORD","BattV_Min","CO2High","CO2Low","cDOM"
"TS","RN","Volts","ppm","ppm","ppbQ"
"","","Min","Smp","Smp","Smp"
"2024-02-08 15:00:00",3994,13.23,100.7505,29.60831,6.090585
"2024-02-08 16:00:00",3995,13.21,7475.905,849.8664,6.090756
"2024-02-08 17:00:00",3996,13.21,7301.778,625.4966,6.054476
"2024-02-08 18:00:00",3997,13.2,6741.877,521.0417,6.063919
"2024-02-08 19:00:00",3998,13.2,7051.912,488.5937,6.055308
"2024-02-08 20:00:00",3999,13.19,7501.531,482.5498,6.055546
"2024-02-08 21:00:00",4000,13.19,7517.379,470.2091,6.083636
"2024-02-08 22:00:00",4001,13.18,7284.125,457.8676,6.149274
"2024-02-08 23:00:00",4002,13.18,7341.719,471.0318,6.130742
"2024-02-09 00:00:00",4003,13.17,7204.935,446.7603,6.158542
"2024-02-09 01:00:00",4004,13.18,7373.396,439.3555,6.204875
"2024-02-09 02:00:00",4005,13.16,7544.736,481.7278,6.187379
"2024-02-09 03:00:00",4006,13.17,7553.375,468.9749,6.19769
"2024-02-09 04:00:00",4007,13.15,7348.918,453.7538,6.234642
"2024-02-09 05:00:00",4008,13.16,7213.372,441.8996,6.225471
"2024-02-09 06:00:00",4009,13.15,7235.765,417.2581,6.234808
"2024-02-09 07:00:00",4010,13.15,7282.141,406.9868,6.244033
"2024-02-09 08:00:00",4011,13.14,7063.111,392.578,6.262671
"2024-02-09 09:00:00",4012,13.16,7105.689,385.47,6.253378
"2024-02-09 10:00:00",4013,13.21,7246.695,387.933,6.279368
"2024-02-09 11:00:00",4014,13.22,7183.342,376.8257,6.250299
"2024-02-09 12:00:00",4015,13.26,7351.78,342.6129,6.240069
"2024-02-09 13:00:00",4016,13.22,7411.175,412.4745,6.249021
"2024-02-09 14:00:00",4017,13.2,6213.641,360.6581,6.211766
"2024-02-09 15:00:00",4018,13.21,6062.51,353.667,6.184174
"2024-02-09 16:00:00",4019,13.2,6029.405,342.1523,6.165642
"2024-02-09 17:00:00",4020,13.2,6220.838,324.8802,6.138175
"2024-02-09 18:00:00",4021,13.19,6107.13,301.4394,6.138778
"2024-02-09 19:00:00",4022,13.19,5958.877,301.4394,6.092607
"2024-02-09 20:00:00",4023,13.17,5934.917,277.6786,6.111137
"2024-02-09 21:00:00",4024,13.18,5956.494,274.3867,6.121393
"2024-02-09 22:00:00",4025,13.16,6120.739,290.4353,6.112208
"2024-02-09 23:00:00",4026,13.17,6125.059,278.0939,6.121475
"2024-02-10 00:00:00",4027,13.15,6138.017,269.0435,6.093675
"2024-02-10 01:00:00",4028,13.16,6256.083,267.398,6.17708
"2024-02-10 02:00:00",4029,13.14,6220.087,262.8728,6.20543
"2024-02-10 03:00:00",4030,13.15,6027.149,261.6386,6.224247
"2024-02-10 04:00:00",4031,13.14,6021.39,274.3915,6.206116
