"TOA5","Bradford_13_","CR800","31039","CR800.Std.32.05","CPU:13_hourly_05302024_10sec.CR8","3110","Test"
"TIMESTAMP","RECORD","BattV_Min","CO2","Eosense"
"2024-06-21 18:00:00",265,12.71,7422.118,4106.458
"2024-06-21 20:00:00",266,12.73,7401.926,4108.519
"2024-06-21 22:00:00",267,12.71,7370.195,4106.458
"2024-06-22 00:00:00",268,12.68,7373.08,4106.458
"2024-06-22 02:00:00",269,12.68,7341.693,4108.71
"2024-06-22 04:00:00",270,12.68,7327.232,4108.69
"2024-06-22 06:00:00",271,12.64,7321.606,4108.771
"2024-06-22 08:00:00",272,12.65,7318.327,4108.549
"2024-06-22 10:00:00",273,12.65,7364.632,4100.392
"2024-06-22 12:00:00",274,12.65,7384.624,4100.279
"2024-06-22 14:00:00",275,12.68,7413.677,4096.273
"2024-06-22 16:00:00",276,12.66,7450.964,4100.277
"2024-06-22 18:00:00",277,12.7,7407.668,4100.262
"2024-06-22 20:00:00",278,12.68,7309.993,4107.107
"2024-06-22 22:00:00",279,12.64,7289.423,4108.517
"2024-06-23 00:00:00",280,12.64,7277.895,4108.522
"2024-06-23 02:00:00",281,12.6,7269.364,4108.592
"2024-06-23 04:00:00",282,12.6,7281.407,4108.876
"2024-06-23 06:00:00",283,12.59,7232.27,4110.883
"2024-06-23 08:00:00",284,12.6,7277.915,4106.473
"2024-06-23 10:00:00",285,12.52,7327.196,4100.428
"2024-06-23 12:00:00",286,9.98,46.15441,4081.781
"2024-06-23 14:00:00",287,9.97,46.15386,4075.551
"2024-06-23 16:00:00",288,10,46.15386,4081.733
"2024-06-23 18:00:00",289,9.89,46.15404,4100.292
"2024-06-23 20:00:00",290,9.85,46.15386,4100.277
"2024-06-23 22:00:00",291,9.88,46.15386,4098.216
"2024-06-24 00:00:00",292,9.89,46.15517,4098.332
"2024-06-24 02:00:00",293,9.87,46.15417,4098.244
"2024-06-24 04:00:00",294,9.92,46.15523,4098.337
"2024-06-24 06:00:00",295,9.87,46.15528,4100.402
"2024-06-24 08:00:00",296,9.88,46.15404,4098.231
"2024-06-24 10:00:00",297,9.92,46.15412,4089.997
"2024-06-24 12:00:00",298,9.96,46.15484,4081.819
"2024-06-24 14:00:00",299,9.98,46.15419,4081.761
"2024-06-24 16:00:00",300,9.99,46.15385,4081.731
"2024-06-24 18:00:00",301,9.97,46.15386,4087.914
"2024-06-24 20:00:00",302,9.95,46.15386,4098.216
"2024-06-24 22:00:00",303,9.9,43.25439,4102.988
"2024-06-25 00:00:00",304,9.9,46.13802,4100.928
"2024-06-25 02:00:00",305,9.88,46.15385,4100.275
"2024-06-25 04:00:00",306,9.89,46.15385,4098.214
"2024-06-25 06:00:00",307,9.87,46.15385,4098.214
"2024-06-25 08:00:00",308,9.84,46.15386,4096.156
"2024-06-25 10:00:00",309,9.83,46.15452,4090.032
"2024-06-25 12:00:00",310,9.85,46.15545,4085.994
"2024-06-25 14:00:00",311,9.86,46.15386,4085.854
"2024-06-25 16:00:00",312,9.87,46.15386,4089.974
"2024-06-25 18:00:00",313,9.9,46.15386,4092.035
"2024-06-25 20:00:00",314,9.87,46.15386,4092.035
"2024-06-25 22:00:00",315,9.85,46.15386,4096.156
"2024-06-26 00:00:00",316,9.83,46.15386,4098.216
"2024-06-26 02:00:00",317,9.85,46.15409,4100.296
"2024-06-26 04:00:00",318,9.81,46.1576,4098.547
"2024-06-26 06:00:00",319,9.82,46.15505,4100.382
"2024-06-26 08:00:00",320,9.88,46.15395,4096.163
"2024-06-26 10:00:00",321,9.92,46.15494,4090.069
"2024-06-26 12:00:00",322,9.88,46.15392,4081.738
"2024-06-26 14:00:00",323,9.9,46.15386,4089.974
"2024-06-26 16:00:00",324,9.89,46.15386,4085.854
"2024-06-26 18:00:00",325,9.89,46.15386,4089.974
"2024-06-26 20:00:00",326,9.9,46.15386,4092.035
"2024-06-26 22:00:00",327,9.88,46.15386,4096.156
"2024-06-27 00:00:00",328,9.87,46.15386,4098.216
"2024-06-27 02:00:00",329,9.87,46.15386,4098.216
"2024-06-27 04:00:00",330,9.86,46.15454,4098.276
"2024-06-27 06:00:00",331,9.86,46.15761,4100.61
"2024-06-27 08:00:00",332,9.89,46.15386,4098.216
"2024-06-27 10:00:00",333,9.89,46.15643,4090.202
"2024-06-27 12:00:00",334,9.88,46.15386,4089.974
"2024-06-27 14:00:00",335,9.89,46.1552,4081.851
"2024-06-27 16:00:00",336,9.91,46.15386,4087.914
"2024-06-27 18:00:00",337,9.89,46.15386,4089.974
"2024-06-27 20:00:00",338,9.89,46.15386,4094.095
"2024-06-27 22:00:00",339,9.87,46.15386,4098.216
"2024-06-28 00:00:00",340,9.86,46.15386,4098.216
"2024-06-28 02:00:00",341,9.86,46.15404,4098.231
"2024-06-28 04:00:00",342,9.86,46.15665,4100.524
"2024-06-28 06:00:00",343,9.87,46.15734,4098.524
"2024-06-28 08:00:00",344,9.87,46.15386,4094.095
"2024-06-28 10:00:00",345,9.89,46.1562,4090.182
"2024-06-28 12:00:00",346,9.88,46.1553,4090.101
"2024-06-28 14:00:00",347,9.86,46.15386,4098.216
"2024-06-28 16:00:00",348,9.85,46.15596,4096.342
"2024-06-28 18:00:00",349,9.85,46.15781,4098.566
"2024-06-28 20:00:00",350,9.84,46.15731,4098.522
"2024-06-28 22:00:00",351,9.83,46.15833,4098.613
"2024-06-29 00:00:00",352,9.83,46.15837,4098.616
"2024-06-29 02:00:00",353,9.83,46.15559,4098.37
"2024-06-29 04:00:00",354,9.82,43.2743,4098.694
"2024-06-29 06:00:00",355,9.82,46.15835,4102.736
"2024-06-29 08:00:00",356,9.82,46.15728,4100.58
"2024-06-29 10:00:00",357,9.84,46.15387,4096.156
"2024-06-29 12:00:00",358,9.83,46.15594,4094.279
"2024-06-29 14:00:00",359,9.8,46.15445,4098.269
"2024-06-29 16:00:00",360,9.81,46.15386,4094.095
"2024-06-29 18:00:00",361,9.8,46.15544,4098.355
"2024-06-29 20:00:00",362,9.79,46.15769,4098.556
"2024-06-29 22:00:00",363,9.79,46.15665,4100.524
"2024-06-30 00:00:00",364,9.78,46.15736,4100.587
"2024-06-30 02:00:00",365,9.79,46.15648,4100.508
"2024-06-30 04:00:00",366,9.78,46.15574,4100.443
"2024-06-30 06:00:00",367,9.78,46.15878,4098.652
"2024-06-30 08:00:00",368,9.8,46.15386,4098.216
"2024-06-30 10:00:00",369,9.81,46.15388,4092.036
"2024-06-30 12:00:00",370,9.81,46.15452,4090.032
"2024-06-30 14:00:00",371,9.81,46.15386,4083.793
"2024-06-30 16:00:00",372,9.81,46.15385,4083.791
"2024-06-30 18:00:00",373,9.79,46.15386,4094.095
"2024-06-30 20:00:00",374,9.79,46.15386,4098.216
"2024-06-30 22:00:00",375,9.77,46.15386,4100.277
"2024-07-01 00:00:00",376,9.77,46.15589,4098.396
"2024-07-01 02:00:00",377,9.77,43.27107,4100.449
"2024-07-01 04:00:00",378,9.75,46.1564,4100.502
"2024-07-01 06:00:00",379,9.75,43.27049,4098.334
"2024-07-01 08:00:00",380,9.75,46.15752,4096.48
"2024-07-01 10:00:00",381,9.77,46.15438,4090.02
"2024-07-01 12:00:00",382,9.77,46.15408,4085.873
"2024-07-01 14:00:00",383,9.76,46.1542,4087.943
"2024-07-01 16:00:00",384,9.78,46.15393,4081.738
"2024-07-01 18:00:00",385,9.77,46.15386,4089.974
"2024-07-01 20:00:00",386,9.76,46.15386,4096.156
"2024-07-01 22:00:00",387,9.74,46.15386,4098.216
"2024-07-02 00:00:00",388,9.73,46.15725,4096.456
"2024-07-02 02:00:00",389,9.73,46.15723,4096.455
"2024-07-02 04:00:00",390,9.7,46.15404,4100.292
"2024-07-02 06:00:00",391,9.72,46.1544,4098.264
"2024-07-02 08:00:00",392,9.73,46.15386,4098.216
"2024-07-02 10:00:00",393,9.74,46.15389,4087.917
"2024-07-02 12:00:00",394,9.74,46.15386,4085.854
"2024-07-02 14:00:00",395,9.75,46.15386,4085.854
"2024-07-02 16:00:00",396,9.76,46.15532,4085.982
"2024-07-02 18:00:00",397,9.74,46.15386,4098.216
"2024-07-02 20:00:00",398,9.73,46.15502,4098.319
"2024-07-02 22:00:00",399,9.72,46.15531,4096.284
"2024-07-03 00:00:00",400,9.72,46.15544,4098.356
"2024-07-03 02:00:00",401,9.72,46.15591,4096.338
"2024-07-03 04:00:00",402,9.71,46.15553,4098.364
"2024-07-03 06:00:00",403,9.71,43.27016,4096.242
"2024-07-03 08:00:00",404,9.71,43.26925,4098.216
"2024-07-03 10:00:00",405,9.73,46.15386,4089.974
"2024-07-03 12:00:00",406,11.71,46.15386,4085.854
"2024-07-03 14:00:00",407,11.7,46.1539,4081.736
"2024-07-03 16:00:00",408,11.69,46.15385,4081.731
"2024-07-03 18:00:00",409,11.69,46.15481,4087.997
"2024-07-03 20:00:00",410,11.67,46.15386,4096.156
"2024-07-03 22:00:00",411,11.66,40.38523,4098.277
"2024-07-04 00:00:00",412,11.64,40.38638,4096.333
"2024-07-04 02:00:00",413,11.63,40.38475,4098.229
"2024-07-04 04:00:00",414,11.61,40.38463,4098.216
"2024-07-04 06:00:00",415,11.59,46.15386,4098.216
"2024-07-04 08:00:00",416,11.57,43.26925,4096.156
"2024-07-04 10:00:00",417,11.3,46.15386,4089.974
"2024-07-04 12:00:00",418,11.51,46.15386,4083.793
"2024-07-04 14:00:00",419,11.52,46.15441,4083.841
"2024-07-04 16:00:00",420,11.47,46.15688,4090.242
"2024-07-04 18:00:00",421,11.52,46.15432,4090.015
"2024-07-04 20:00:00",422,11.47,46.15585,4090.151
"2024-07-04 22:00:00",423,11.47,40.38916,4094.555
"2024-07-05 00:00:00",424,11.41,43.27045,4096.27
"2024-07-05 02:00:00",425,11.16,43.26925,4098.216
"2024-07-05 04:00:00",426,11.39,46.15386,4098.216
"2024-07-05 06:00:00",427,11.42,43.26925,4098.216
"2024-07-05 08:00:00",428,11.46,46.15386,4098.216
"2024-07-05 10:00:00",429,11.46,46.15386,4089.974
"2024-07-05 12:00:00",430,11.46,46.15386,4085.854
"2024-07-05 14:00:00",431,11.46,46.15386,4081.733
"2024-07-05 16:00:00",432,11.47,46.15505,4081.838
"2024-07-05 18:00:00",433,11.47,46.15475,4090.053
"2024-07-05 20:00:00",434,11.47,46.15562,4092.191
"2024-07-05 22:00:00",435,11.45,46.15386,4096.156
"2024-07-06 00:00:00",436,11.45,43.26929,4098.22
"2024-07-06 02:00:00",437,11.45,46.15386,4098.216
"2024-07-06 04:00:00",438,11.45,43.26925,4098.216
"2024-07-06 06:00:00",439,11.45,46.15386,4098.216
"2024-07-06 08:00:00",440,11.43,46.15386,4098.216
"2024-07-06 10:00:00",441,11.42,46.15386,4089.974
"2024-07-06 12:00:00",442,11.45,46.15386,4087.914
"2024-07-06 14:00:00",443,11.44,46.15517,4088.03
"2024-07-06 16:00:00",444,11.43,46.15436,4085.897
"2024-07-06 18:00:00",445,11.45,46.1557,4088.077
"2024-07-06 20:00:00",446,11.43,46.15563,4090.131
"2024-07-06 22:00:00",447,11.42,46.15386,4092.035
"2024-07-07 00:00:00",448,11.44,46.15467,4096.227
"2024-07-07 02:00:00",449,11.43,43.26925,4098.216
"2024-07-07 04:00:00",450,11.43,46.15386,4098.216
"2024-07-07 06:00:00",451,11.43,43.26925,4098.216
"2024-07-07 08:00:00",452,11.43,46.15386,4098.216
"2024-07-07 10:00:00",453,11.43,46.15386,4087.914
"2024-07-07 12:00:00",454,11.43,46.15386,4085.854
"2024-07-07 14:00:00",455,11.42,46.15386,4081.733
"2024-07-07 16:00:00",456,11.4,46.15431,4090.014
"2024-07-07 18:00:00",457,11.39,46.15386,4089.974
"2024-07-07 20:00:00",458,11.37,46.15386,4092.035
