"TOA5","Bradford_13_","CR800","31039","CR800.Std.32.05","CPU:13_5sec_11222024.CR8","14700","Test"
"TIMESTAMP","RECORD","BattV_Min","CO2","cDOM"
"TS","RN","Volts","ppm","ppbQ"
"","","Min","Smp","Smp"
"2024-11-22 16:00:00",0,12.98,4280.124,48.30125
"2024-11-22 18:00:00",1,12.96,4269.017,53.76469
"2024-11-22 20:00:00",2,12.94,4246.829,58.82772
"2024-11-22 22:00:00",3,12.6,4243.211,61.85709
"2024-11-23 00:00:00",4,12.79,4200,63.24609
"2024-11-23 02:00:00",5,12.88,4187.628,65.10893
"2024-11-23 04:00:00",6,12.88,4206.185,66.78197
"2024-11-23 06:00:00",7,12.78,4204.123,67.80643
"2024-11-23 08:00:00",8,12.77,4196.104,68.17693
"2024-11-23 10:00:00",9,12.86,4212.228,62.59714
"2024-11-23 12:00:00",10,12.5,4207.419,57.76
"2024-11-23 14:00:00",11,13,4216.337,54.13482
"2024-11-23 16:00:00",12,12.86,4217.642,53.52416
"2024-11-23 18:00:00",13,12.86,4208.72,57.2345
"2024-11-23 20:00:00",14,12.73,4209.478,61.83594
"2024-11-23 22:00:00",15,12.85,4210.801,64.58202
"2024-11-24 00:00:00",16,12.83,4212.371,66.20905
"2024-11-24 02:00:00",17,12.83,4212.371,67.69053
"2024-11-24 04:00:00",18,12.88,4212.371,68.72072
"2024-11-24 06:00:00",19,12.86,4212.371,69.65141
"2024-11-24 08:00:00",20,12.78,4212.371,70.39991
"2024-11-24 10:00:00",21,12.81,4228.104,65.14124
"2024-11-24 12:00:00",22,12.84,4231.415,57.32716
"2024-11-24 14:00:00",23,12.91,4225.828,52.64522
"2024-11-24 16:00:00",24,12.74,4223.063,51.53394
"2024-11-24 18:00:00",25,12.78,4218.329,56.44655
"2024-11-24 20:00:00",26,12.85,4211.539,61.2326
"2024-11-24 22:00:00",27,12.91,4210.887,64.14997
"2024-11-25 00:00:00",28,12.82,4212.195,66.20886
"2024-11-25 02:00:00",29,12.91,4210.309,67.69053
"2024-11-25 04:00:00",30,12.9,4204.123,68.61646
"2024-11-25 06:00:00",31,12.81,4204.123,69.46169
"2024-11-25 08:00:00",32,12.83,4204.123,70.20459
"2024-11-25 10:00:00",33,12.93,4213.179,64.75835
"2024-11-25 12:00:00",34,12.89,4218.443,57.09576
"2024-11-25 14:00:00",35,12.83,4214.918,52.92283
"2024-11-25 16:00:00",36,12.79,4216.885,51.80906
"2024-11-25 18:00:00",37,12.82,4216.259,56.71662
"2024-11-25 20:00:00",38,12.82,4209.477,60.71225
"2024-11-25 22:00:00",39,12.91,4209.539,63.64088
"2024-11-26 00:00:00",40,12.81,4210.915,65.63094
"2024-11-26 02:00:00",41,12.9,4203.251,67.04062
"2024-11-26 04:00:00",42,12.83,4204.123,67.87572
"2024-11-26 06:00:00",43,12.81,4195.875,68.52386
"2024-11-26 08:00:00",44,12.9,4191.752,68.75535
"2024-11-26 10:00:00",45,12.91,4205.684,63.82639
"2024-11-26 12:00:00",46,12.89,4216.129,55.97513
"2024-11-26 14:00:00",47,12.83,4212.767,52.03722
"2024-11-26 16:00:00",48,12.94,4212.766,51.247
"2024-11-26 18:00:00",49,12.93,4204.766,55.14315
