"TOA5","Bradford_6_","CR800","31037","CR800.Std.32.05","CPU:5a_1hr_07292024.CR8","37234","Test"
"TIMESTAMP","RECORD","BattV_Min","cDOM","CO2"
"TS","RN","Volts","ppbQ","ppm"
"","","Min","Smp","Smp"
"2024-07-29 14:00:00",0,13.23,9.704314,-872.6915
"2024-07-29 16:00:00",1,13.19,9.988539,1573.128
"2024-07-29 18:00:00",2,13.16,9.796,2336.731
"2024-07-29 20:00:00",3,13.13,10.02521,2781.779
"2024-07-29 22:00:00",4,13.13,10.63951,2988.516
"2024-07-30 00:00:00",5,13.13,10.55699,3014.354
"2024-07-30 02:00:00",6,13.13,10.77703,2862.2
"2024-07-30 04:00:00",7,13.13,10.74036,2804.784
"2024-07-30 06:00:00",8,13.12,10.97002,2684.21
"2024-07-30 08:00:00",9,13.12,10.97874,2247.846
"2024-07-30 10:00:00",10,13.13,10.9054,2084.182
"2024-07-30 12:00:00",11,13.14,10.78621,2333.921
"2024-07-30 14:00:00",12,13.15,10.83205,2488.799
"2024-07-30 16:00:00",13,13.14,10.68535,2672.658
"2024-07-30 18:00:00",14,13.14,10.70369,2821.954
"2024-07-30 20:00:00",15,13.13,10.76787,2905.262
"2024-07-30 22:00:00",16,13.13,11.12544,2925.358
"2024-07-31 00:00:00",17,13.12,11.14378,2913.875
"2024-07-31 02:00:00",18,13.12,11.44634,2936.842
"2024-07-31 04:00:00",19,13.12,10.32778,2919.617
"2024-07-31 06:00:00",20,13.12,11.86809,2925.358
"2024-07-31 08:00:00",21,13.13,11.8956,2899.521
"2024-07-31 10:00:00",22,13.13,11.90477,2824.658
"2024-07-31 12:00:00",23,13.14,11.76724,2908.075
"2024-07-31 14:00:00",24,13.15,7.10045,3005.714
"2024-07-31 16:00:00",25,13.14,11.52886,3155.017
"2024-07-31 18:00:00",26,13.13,11.60221,3229.664
"2024-07-31 20:00:00",27,13.13,11.53803,3246.889
"2024-07-31 22:00:00",28,13.12,11.60221,3117.703
"2024-08-01 00:00:00",29,13.12,11.49218,3249.76
"2024-08-01 02:00:00",30,13.12,11.35465,3241.148
"2024-08-01 04:00:00",31,13.12,11.43717,3198.085
"2024-08-01 06:00:00",32,13.12,11.39133,3175.119
"2024-08-01 08:00:00",33,13.12,11.58387,3186.602
"2024-08-01 10:00:00",34,13.13,11.11627,3175.061
"2024-08-01 12:00:00",35,13.14,11.53803,3284.106
"2024-08-01 14:00:00",36,13.14,11.23546,3324.266
"2024-08-01 16:00:00",37,13.14,10.92373,3381.632
"2024-08-01 18:00:00",38,13.13,11.03376,3370.28
"2024-08-01 20:00:00",39,13.13,10.9329,3459.323
"2024-08-01 22:00:00",40,13.12,10.99708,3473.684
"2024-08-02 00:00:00",41,13.12,7.256315,3499.521
"2024-08-02 02:00:00",42,13.12,11.63888,3505.262
"2024-08-02 04:00:00",43,13.12,6.669528,3459.33
"2024-08-02 06:00:00",44,13.12,11.70306,3465.071
"2024-08-02 08:00:00",45,13.11,11.75807,3410.526
"2024-08-02 10:00:00",46,13.12,11.62971,3422.009
"2024-08-02 12:00:00",47,13.13,11.50135,3390.137
"2024-08-02 14:00:00",48,13.12,9.520947,1831.578
"2024-08-02 16:00:00",49,13.11,12.14347,2566.507
"2024-08-02 18:00:00",50,13.11,12.00562,3011.483
"2024-08-02 20:00:00",51,13.11,11.94144,3226.794
"2024-08-02 22:00:00",52,13.11,12.0423,3367.464
"2024-08-03 00:00:00",53,13.12,12.10647,3456.459
"2024-08-03 02:00:00",54,13.11,11.85894,3496.65
"2024-08-03 04:00:00",55,13.11,11.59304,3447.846
"2024-08-03 06:00:00",56,13.11,11.73996,3459.33
"2024-08-03 08:00:00",57,13.11,11.32733,3462.2
"2024-08-03 10:00:00",58,13.11,11.36382,3542.523
"2024-08-03 12:00:00",59,13.12,11.23546,3752.022
"2024-08-03 14:00:00",60,13.13,11.07043,3927.068
"2024-08-03 16:00:00",61,13.12,11.1071,4119.617
"2024-08-03 18:00:00",62,13.11,11.2538,4093.779
"2024-08-03 20:00:00",63,13.1,11.06126,4050.717
"2024-08-03 22:00:00",64,13.08,11.16212,4027.75
"2024-08-04 00:00:00",65,13.08,10.09856,3947.368
"2024-08-04 02:00:00",66,13.08,10.86872,3907.176
"2024-08-04 04:00:00",67,13.07,10.77704,3895.693
"2024-08-04 06:00:00",68,13.07,10.7587,3858.373
"2024-08-04 08:00:00",69,13.07,10.67618,3844.019
"2024-08-04 10:00:00",70,13.07,10.52032,3832.535
"2024-08-04 12:00:00",71,13.08,10.34612,3849.747
"2024-08-04 14:00:00",72,13.07,10.47447,3668.866
"2024-08-04 16:00:00",73,13.06,10.22692,3321.531
"2024-08-04 18:00:00",74,13.05,10.52032,3579.904
"2024-08-04 20:00:00",75,13.06,10.47447,3519.617
"2024-08-04 22:00:00",76,13.05,10.15358,3252.631
"2024-08-05 00:00:00",77,13.04,10.67618,3137.799
"2024-08-05 02:00:00",78,13.04,10.13524,2865.071
"2024-08-05 04:00:00",79,13.04,10.73119,2356.938
"2024-08-05 06:00:00",80,13.03,11.15295,1797.129
"2024-08-05 08:00:00",81,13.03,11.51052,1484.21
"2024-08-05 10:00:00",82,13.03,10.91456,1243.062
"2024-08-05 12:00:00",83,13.03,10.2636,1472.727
"2024-08-05 14:00:00",84,13.02,10.9054,1656.459
"2024-08-05 16:00:00",85,13.01,8.805799,1688.038
"2024-08-05 18:00:00",86,13.01,8.649935,1802.87
"2024-08-05 20:00:00",87,13.01,7.962293,1960.765
"2024-08-05 22:00:00",88,13,8.4849,2112.918
"2024-08-06 00:00:00",89,12.99,7.256315,2242.105
"2024-08-06 02:00:00",90,12.99,7.054607,2147.368
"2024-08-06 04:00:00",91,12.99,6.706203,2345.454
"2024-08-06 06:00:00",92,12.99,5.101708,2448.803
"2024-08-06 08:00:00",93,12.98,6.119416,2445.933
"2024-08-06 10:00:00",94,12.98,6.999596,2405.741
"2024-08-06 12:00:00",95,12.98,5.321753,2451.674
"2024-08-06 14:00:00",96,12.98,7.173799,2936.842
"2024-08-06 16:00:00",97,12.98,7.338832,2799.033
"2024-08-06 18:00:00",98,12.97,7.393844,3025.83
"2024-08-06 20:00:00",99,12.97,5.440944,2730.143
"2024-08-06 22:00:00",100,12.97,5.431776,2540.669
"2024-08-07 00:00:00",101,12.97,5.376764,2586.602
"2024-08-07 02:00:00",102,12.96,5.862697,2623.923
"2024-08-07 04:00:00",103,12.96,5.881034,2661.244
"2024-08-07 06:00:00",104,12.96,5.826023,2684.21
"2024-08-07 08:00:00",105,12.96,5.835191,2684.21
"2024-08-07 10:00:00",106,12.96,5.97272,2641.148
"2024-08-07 12:00:00",107,12.95,6.073574,2879.3
"2024-08-07 14:00:00",108,12.96,5.743506,3045.875
"2024-08-07 16:00:00",109,12.96,5.560135,2962.629
"2024-08-07 18:00:00",110,12.94,5.642652,2968.331
"2024-08-07 20:00:00",111,12.93,5.596809,2890.909
