"TOA5","Bradford_7_","CR800","31021","CR800.Std.32.05","CPU:5_hourly_08022023.CR8","28982","Test"
"TIMESTAMP","RECORD","BattV_Min","CO2High","CO2Low","cDOM"
"TS","RN","Volts","ppm","ppm","ppbQ"
"","","Min","Smp","Smp","Smp"
"2023-08-02 14:00:00",0,13.3,148.0013,265.2118,1.13693
"2023-08-02 15:00:00",1,13.18,13989.47,4285.188,1.136787
"2023-08-02 16:00:00",2,13.14,14467.95,4300.377,1.128575
"2023-08-02 17:00:00",3,13.05,14641.81,4309.82,1.125819
"2023-08-02 18:00:00",4,13.02,14746.7,4308.588,1.121251
"2023-08-02 19:00:00",5,13,14939.24,4309.41,1.12765
"2023-08-02 20:00:00",6,12.95,15095.86,4322.136,1.104746
"2023-08-02 21:00:00",7,12.92,15110.23,4309.82,1.086423
"2023-08-02 22:00:00",8,12.87,15131.79,4283.135,1.094686
"2023-08-02 23:00:00",9,12.84,15150.95,4283.682,1.104786
"2023-08-03 00:00:00",10,12.82,15131.17,4285.42,1.028839
"2023-08-03 01:00:00",11,12.81,15049.43,4274.793,0.9226429
"2023-08-03 02:00:00",12,12.8,15031.69,4257.401,0.9180613
"2023-08-03 03:00:00",13,12.8,15051.54,4244.589,0.8951994
"2023-08-03 04:00:00",14,12.78,15079.83,4236.249,0.9025222
"2023-08-03 05:00:00",15,12.78,15138.02,4229.464,0.9098567
"2023-08-03 06:00:00",16,12.78,15154.21,4211.499,0.8832911
"2023-08-03 07:00:00",17,12.86,15154.83,4187.468,0.8905839
"2023-08-03 08:00:00",18,13.44,15166.28,4194.462,0.849498
"2023-08-03 09:00:00",19,13.57,15286.65,4208.771,0.8500232
"2023-08-03 10:00:00",20,13.32,15352.44,4221.397,0.8721173
"2023-08-03 11:00:00",21,13.26,15436.31,4221.529,0.8734586
"2023-08-03 12:00:00",22,13.2,15539.85,4251.522,0.8684741
"2023-08-03 13:00:00",23,13.26,15697.91,4271.639,0.8591524
"2023-08-03 14:00:00",24,13.14,15774.07,4273.281,0.8833709
"2023-08-03 15:00:00",25,13.07,15884.71,4290.934,0.8904781
"2023-08-03 16:00:00",26,13.12,16042.76,4307.766,0.8869996
"2023-08-03 17:00:00",27,13.02,16101.93,4320.152,0.8980725
"2023-08-03 18:00:00",28,12.96,16120.8,4315.686,0.8832864
"2023-08-03 19:00:00",29,12.92,16162.95,4328.54,0.8860143
"2023-08-03 20:00:00",30,12.87,16120.48,4331.199,0.8939865
"2023-08-03 21:00:00",31,12.84,16094.85,4300.472,0.8997111
"2023-08-03 22:00:00",32,12.82,16071.41,4290.063,0.8932965
"2023-08-03 23:00:00",33,12.81,16091.2,4292.028,0.8648633
"2023-08-04 00:00:00",34,12.8,16028.05,4289.994,0.8977752
"2023-08-04 01:00:00",35,12.8,16038.4,4277.754,0.8795872
"2023-08-04 02:00:00",36,12.78,16019.55,4262.492,0.8768437
"2023-08-04 03:00:00",37,12.78,15998.43,4250.318,0.856702
