"TOA5","Bradford_5_","CR800","34503","CR800.Std.32.05","CPU:5_1hr_02082024.CR8","11368","Test"
"TIMESTAMP","RECORD","BattV_Min","CO2High","CO2Low","cDOM","CO2"
"TS","RN","Volts","ppm","ppm","ppbQ","ppm"
"","","Min","Smp","Smp","Smp","Smp"
"2024-10-04 10:00:00",5708,13.27,8379.938,4152.495,1.53462,-140.4779
"2024-10-04 11:00:00",5709,13.27,7831.88,4189.35,1.552073,-137.6782
"2024-10-04 12:00:00",5710,13.54,7542.505,4213.725,1.56387,-126.1864
"2024-10-04 13:00:00",5711,13.98,7431.483,4235.909,1.573828,-114.7276
"2024-10-04 14:00:00",5712,14.06,7365.527,4265.827,1.519511,-108.9914
"2024-10-04 15:00:00",5713,13.15,7322.672,4278.236,1.566662,-103.2776
"2024-10-04 16:00:00",5714,13.36,7169.26,4261.884,1.590935,-114.7541
"2024-10-04 17:00:00",5715,12.94,7024.383,4257.786,1.621694,-120.4918
"2024-10-04 18:00:00",5716,12.91,7015.777,4255.737,1.58067,-120.4918
"2024-10-04 19:00:00",5717,12.88,7008.604,4251.638,1.572795,-114.7541
"2024-10-04 20:00:00",5718,12.89,6951.228,4245.081,1.597294,-109.0164
"2024-10-04 21:00:00",5719,12.87,6833.604,4224.179,1.56789,-114.7541
"2024-10-04 22:00:00",5720,12.83,6790.572,4217.212,1.610304,-117.6229
"2024-10-04 23:00:00",5721,12.84,6718.851,4203.278,1.592674,-126.2295
"2024-10-05 00:00:00",5722,12.81,6728.892,4207.786,1.574284,-126.2295
"2024-10-05 01:00:00",5723,12.81,6609.834,4176.638,1.589485,-126.2295
"2024-10-05 02:00:00",5724,12.79,6558.195,4179.917,1.648367,-126.2295
"2024-10-05 03:00:00",5725,12.77,6543.851,4157.376,1.62878,-131.9672
"2024-10-05 04:00:00",5726,12.76,6591.187,4172.95,1.583465,-137.7049
"2024-10-05 05:00:00",5727,12.73,6500.818,4160.245,1.639611,-137.7049
"2024-10-05 06:00:00",5728,12.73,6518.031,4145.081,1.542713,-143.4426
"2024-10-05 07:00:00",5729,12.73,6518.031,4161.884,1.620594,-143.4426
"2024-10-05 08:00:00",5730,12.8,6454.916,4141.802,1.665861,-143.4426
"2024-10-05 09:00:00",5731,13.15,6543.851,4168.032,1.551352,-195.0819
"2024-10-05 10:00:00",5732,13.41,6539.324,4177.315,1.598274,-157.7814
"2024-10-05 11:00:00",5733,14.09,6534.943,4177.579,1.54486,-134.8002
"2024-10-05 12:00:00",5734,13.65,6541.883,4206.111,1.59103,-146.2674
"2024-10-05 13:00:00",5735,14.01,6607.376,4236.228,1.570208,-129.0783
"2024-10-05 14:00:00",5736,13.26,6552.447,4245.484,1.594126,-129.0981
"2024-10-05 15:00:00",5737,13.16,6480.736,4223.77,1.526917,-149.1803
"2024-10-05 16:00:00",5738,13.41,6538.113,4254.097,1.550026,-157.7868
"2024-10-05 17:00:00",5739,12.96,6419.056,4234.015,1.535414,-163.5246
"2024-10-05 18:00:00",5740,12.88,6404.711,4228.688,1.669796,-175
"2024-10-05 19:00:00",5741,12.88,6305.736,4220.081,1.634479,-152.0491
"2024-10-05 20:00:00",5742,12.85,6239.752,4204.917,1.578021,-154.918
"2024-10-05 21:00:00",5743,12.85,6188.113,4186.064,1.529448,-149.1803
"2024-10-05 22:00:00",5744,12.84,6195.285,4172.13,1.556424,-149.1803
"2024-10-05 23:00:00",5745,12.8,6213.933,4181.146,1.539092,-149.1803
"2024-10-06 00:00:00",5746,12.81,6173.769,4179.917,1.592521,-154.918
"2024-10-06 01:00:00",5747,12.79,6132.17,4159.015,1.605133,-154.918
"2024-10-06 02:00:00",5748,12.79,6165.162,4161.884,1.588693,-160.6557
"2024-10-06 03:00:00",5749,12.77,6142.211,4159.835,1.59316,-160.6557
"2024-10-06 04:00:00",5750,12.74,6104.917,4140.573,1.588612,-160.6557
"2024-10-06 05:00:00",5751,12.73,6073.359,4152.868,1.619391,-166.3934
"2024-10-06 06:00:00",5752,12.7,6047.539,4131.556,1.509833,-160.6557
"2024-10-06 07:00:00",5753,12.71,6010.244,4131.556,1.529753,-160.6557
"2024-10-06 08:00:00",5754,12.71,5964.343,4121.311,1.591322,-166.3934
"2024-10-06 09:00:00",5755,12.79,5909.834,4094.671,1.611011,-169.2623
"2024-10-06 10:00:00",5756,12.84,5879.711,4091.392,1.540334,-177.8688
"2024-10-06 11:00:00",5757,13.13,5932.785,4115.573,1.579261,-183.6065
"2024-10-06 12:00:00",5758,13.27,6011.679,4134.425,1.541239,-215.1639
"2024-10-06 13:00:00",5759,13.52,6020.285,4127.458,1.562966,-186.4754
"2024-10-06 14:00:00",5760,13.18,6120.682,4158.597,1.533092,-203.688
"2024-10-06 15:00:00",5761,12.93,5967.211,4122.95,1.55521,-258.1967
"2024-10-06 16:00:00",5762,12.89,6005.941,4140.573,1.574406,-266.8032
"2024-10-06 17:00:00",5763,12.85,6023.154,4111.064,1.545189,-266.8032
"2024-10-06 18:00:00",5764,12.82,6023.154,4119.671,1.569592,-255.3278
"2024-10-06 19:00:00",5765,12.77,6093.441,4115.982,1.530658,-252.459
"2024-10-06 20:00:00",5766,12.74,6133.605,4093.852,1.561391,-258.1967
"2024-10-06 21:00:00",5767,12.68,6183.81,4086.064,1.612875,-266.8032
"2024-10-06 22:00:00",5768,12.69,6170.9,4077.458,1.584724,-272.5409
"2024-10-06 23:00:00",5769,12.69,6195.285,4072.54,1.572958,-281.1475
"2024-10-07 00:00:00",5770,12.67,6279.917,4089.343,1.560333,-284.0163
"2024-10-07 01:00:00",5771,12.69,6251.228,4074.589,1.639954,-292.6229
