"TOA5","15_Bradford_LB","CR800","31023","CR800.Std.27","CPU:15_hour_01202023.CR8","18162","Test"
"TIMESTAMP","RECORD","BattV_Min","cDOM"
"2023-03-30 13:00:00",1655,11.34,6.785278
"2023-03-30 14:00:00",1656,11.33,6.345337
"2023-03-30 15:00:00",1657,11.33,6.596732
"2023-03-30 16:00:00",1658,11.31,5.842548
"2023-03-30 17:00:00",1659,11.3,6.486747
"2023-03-30 18:00:00",1660,11.29,7.486468
"2023-03-30 19:00:00",1661,11.28,8.587237
"2023-03-30 20:00:00",1662,11.26,9.459563
"2023-03-30 21:00:00",1663,11.25,10.54406
"2023-03-30 22:00:00",1664,11.23,10.74838
"2023-03-30 23:00:00",1665,11.23,11.9429
"2023-03-31 00:00:00",1666,11.22,10.69504
"2023-03-31 01:00:00",1667,11.21,11.45901
"2023-03-31 02:00:00",1668,11.2,17.44987
"2023-03-31 03:00:00",1669,11.2,19.94195
"2023-03-31 04:00:00",1670,11.2,19.79259
"2023-03-31 05:00:00",1671,11.19,19.85548
"2023-03-31 06:00:00",1672,11.19,19.60392
"2023-03-31 07:00:00",1673,11.19,18.88067
"2023-03-31 08:00:00",1674,11.22,19.22657
"2023-03-31 09:00:00",1675,11.25,20.56032
"2023-03-31 10:00:00",1676,11.28,19.50303
"2023-03-31 11:00:00",1677,11.29,19.63106
"2023-03-31 12:00:00",1678,11.3,20.65125
"2023-03-31 13:00:00",1679,11.32,21.57827
"2023-03-31 14:00:00",1680,11.31,18.36514
"2023-03-31 15:00:00",1681,11.32,7.712295
"2023-03-31 16:00:00",1682,11.31,3.407165
"2023-03-31 17:00:00",1683,11.29,1.555271
"2023-03-31 18:00:00",1684,11.28,1.259588
"2023-03-31 19:00:00",1685,11.26,1.148109
"2023-03-31 20:00:00",1686,11.25,1.158912
"2023-03-31 21:00:00",1687,11.24,1.09155
"2023-03-31 22:00:00",1688,11.23,1.06547
"2023-03-31 23:00:00",1689,11.22,1.080317
"2023-04-01 00:00:00",1690,11.21,1.074906
"2023-04-01 01:00:00",1691,11.2,1.046985
"2023-04-01 02:00:00",1692,11.2,1.091086
"2023-04-01 03:00:00",1693,11.19,1.084116
"2023-04-01 04:00:00",1694,11.18,1.08489
"2023-04-01 05:00:00",1695,11.18,1.075599
"2023-04-01 06:00:00",1696,11.17,1.112812
"2023-04-01 07:00:00",1697,11.17,1.170172
"2023-04-01 08:00:00",1698,11.2,1.097384
"2023-04-01 09:00:00",1699,11.23,1.149152
"2023-04-01 10:00:00",1700,11.26,1.128291
"2023-04-01 11:00:00",1701,11.26,1.112464
"2023-04-01 12:00:00",1702,11.27,1.055991
"2023-04-01 13:00:00",1703,11.28,1.049049
"2023-04-01 14:00:00",1704,11.28,1.05756
"2023-04-01 15:00:00",1705,11.29,1.098587
"2023-04-01 16:00:00",1706,11.27,1.443809
"2023-04-01 17:00:00",1707,11.25,1.032019
"2023-04-01 18:00:00",1708,11.24,1.097039
"2023-04-01 19:00:00",1709,11.22,1.012667
"2023-04-01 20:00:00",1710,11.2,1.031976
"2023-04-01 21:00:00",1711,11.2,1.033495
"2023-04-01 22:00:00",1712,11.19,1.047424
"2023-04-01 23:00:00",1713,11.18,0.9963816
"2023-04-02 00:00:00",1714,11.17,1.019637
"2023-04-02 01:00:00",1715,11.17,1.067
"2023-04-02 02:00:00",1716,11.16,1.070955
"2023-04-02 03:00:00",1717,11.16,1.037644
"2023-04-02 04:00:00",1718,11.15,1.056283
"2023-04-02 05:00:00",1719,11.15,1.078738
"2023-04-02 06:00:00",1720,11.14,1.036966
"2023-04-02 07:00:00",1721,11.15,0.9998041
"2023-04-02 08:00:00",1722,11.16,1.036147
"2023-04-02 09:00:00",1723,11.19,1.053224
"2023-04-02 10:00:00",1724,11.22,0.9974117
"2023-04-02 11:00:00",1725,11.24,1.038917
"2023-04-02 12:00:00",1726,11.26,1.081558
"2023-04-02 13:00:00",1727,11.26,1.056804
"2023-04-02 14:00:00",1728,11.26,1.065304
"2023-04-02 15:00:00",1729,11.26,1.001059
"2023-04-02 16:00:00",1730,11.25,1.021958
"2023-04-02 17:00:00",1731,11.24,1.045179
"2023-04-02 18:00:00",1732,11.23,1.02659
"2023-04-02 19:00:00",1733,11.21,1.035853
"2023-04-02 20:00:00",1734,11.19,1.051299
"2023-04-02 21:00:00",1735,11.18,1.081671
"2023-04-02 22:00:00",1736,11.17,1.039277
"2023-04-02 23:00:00",1737,11.16,1.054001
"2023-04-03 00:00:00",1738,11.15,1.049338
"2023-04-03 01:00:00",1739,11.14,1.053149
"2023-04-03 02:00:00",1740,11.13,1.051599
"2023-04-03 03:00:00",1741,11.13,1.064776
"2023-04-03 04:00:00",1742,11.12,1.218195
"2023-04-03 05:00:00",1743,11.12,1.144688
"2023-04-03 06:00:00",1744,11.11,1.133853
"2023-04-03 07:00:00",1745,11.11,1.092057
"2023-04-03 08:00:00",1746,11.12,1.134658
"2023-04-03 09:00:00",1747,11.15,1.076435
"2023-04-03 10:00:00",1748,11.18,1.07872
"2023-04-03 11:00:00",1749,11.2,1.076353
"2023-04-03 12:00:00",1750,11.21,1.058265
"2023-04-03 13:00:00",1751,11.22,1.07535
"2023-04-03 14:00:00",1752,11.23,1.067625
"2023-04-03 15:00:00",1753,11.24,1.753425
"2023-04-03 16:00:00",1754,11.21,2.52438
"2023-04-03 17:00:00",1755,11.2,2.407496
"2023-04-03 18:00:00",1756,11.18,3.831391
"2023-04-03 19:00:00",1757,11.17,3.227325
"2023-04-03 20:00:00",1758,11.16,2.640434
"2023-04-03 21:00:00",1759,11.14,2.506491
"2023-04-03 22:00:00",1760,11.13,2.418061
"2023-04-03 23:00:00",1761,11.11,2.415732
"2023-04-04 00:00:00",1762,11.11,2.351473
"2023-04-04 01:00:00",1763,11.1,2.338311
"2023-04-04 02:00:00",1764,11.1,2.296504
"2023-04-04 03:00:00",1765,11.09,2.225469
"2023-04-04 04:00:00",1766,11.09,2.245767
"2023-04-04 05:00:00",1767,11.08,2.262085
"2023-04-04 06:00:00",1768,11.07,2.288454
"2023-04-04 07:00:00",1769,11.07,2.252787
"2023-04-04 08:00:00",1770,11.12,2.235684
"2023-04-04 09:00:00",1771,11.13,2.243096
"2023-04-04 10:00:00",1772,11.17,2.143358
"2023-04-04 11:00:00",1773,11.17,2.200826
"2023-04-04 12:00:00",1774,11.19,2.147317
"2023-04-04 13:00:00",1775,11.19,2.380396
"2023-04-04 14:00:00",1776,11.2,2.296801
"2023-04-04 15:00:00",1777,11.2,2.330845
"2023-04-04 16:00:00",1778,11.18,2.307637
"2023-04-04 17:00:00",1779,11.16,2.417578
"2023-04-04 18:00:00",1780,11.15,2.442321
"2023-04-04 19:00:00",1781,11.13,2.47018
"2023-04-04 20:00:00",1782,11.12,2.455485
"2023-04-04 21:00:00",1783,11.1,2.293601
"2023-04-04 22:00:00",1784,11.09,2.377134
"2023-04-04 23:00:00",1785,11.08,2.338064
"2023-04-05 00:00:00",1786,11.07,2.327584
"2023-04-05 01:00:00",1787,11.07,2.325318
"2023-04-05 02:00:00",1788,11.06,2.297445
"2023-04-05 03:00:00",1789,11.06,2.301316
"2023-04-05 04:00:00",1790,11.05,2.243255
"2023-04-05 05:00:00",1791,11.05,2.207633
"2023-04-05 06:00:00",1792,11.04,2.170469
"2023-04-05 07:00:00",1793,11.03,2.13408
"2023-04-05 08:00:00",1794,11.05,2.065171
"2023-04-05 09:00:00",1795,11.09,1.879994
"2023-04-05 10:00:00",1796,11.12,1.868641
"2023-04-05 11:00:00",1797,11.14,2.309924
"2023-04-05 12:00:00",1798,11.15,1.763557
"2023-04-05 13:00:00",1799,11.16,1.799221
"2023-04-05 14:00:00",1800,11.15,1.78761
"2023-04-05 15:00:00",1801,11.14,1.743474
"2023-04-05 16:00:00",1802,11.12,1.700891
"2023-04-05 17:00:00",1803,11.11,1.724856
"2023-04-05 18:00:00",1804,11.1,1.761239
"2023-04-05 19:00:00",1805,11.08,1.715495
"2023-04-05 20:00:00",1806,11.07,1.767357
"2023-04-05 21:00:00",1807,11.05,1.796771
"2023-04-05 22:00:00",1808,11.04,1.836193
"2023-04-05 23:00:00",1809,11.03,2.063729
"2023-04-06 00:00:00",1810,11.02,1.920801
"2023-04-06 01:00:00",1811,11.02,1.804745
"2023-04-06 02:00:00",1812,11.02,1.774726
"2023-04-06 03:00:00",1813,11.01,1.811989
"2023-04-06 04:00:00",1814,11,1.78799
"2023-04-06 05:00:00",1815,11,1.828267
"2023-04-06 06:00:00",1816,10.99,1.84838
"2023-04-06 07:00:00",1817,10.99,1.80115
"2023-04-06 08:00:00",1818,11.01,1.786439
"2023-04-06 09:00:00",1819,11.04,1.849917
"2023-04-06 10:00:00",1820,11.09,1.711575
"2023-04-06 11:00:00",1821,11.1,1.771133
"2023-04-06 12:00:00",1822,11.11,1.933
"2023-04-06 13:00:00",1823,11.12,1.963328
"2023-04-06 14:00:00",1824,11.11,2.036864
"2023-04-06 15:00:00",1825,11.12,2.056974
"2023-04-06 16:00:00",1826,11.1,2.059315
"2023-04-06 17:00:00",1827,11.08,1.951703
"2023-04-06 18:00:00",1828,11.07,1.911333
"2023-04-06 19:00:00",1829,11.04,1.874175
"2023-04-06 20:00:00",1830,11.03,1.884996
"2023-04-06 21:00:00",1831,11.02,1.883452
"2023-04-06 22:00:00",1832,11,1.845554
"2023-04-06 23:00:00",1833,10.99,1.933894
"2023-04-07 00:00:00",1834,10.98,1.886199
"2023-04-07 01:00:00",1835,10.98,1.849885
"2023-04-07 02:00:00",1836,10.97,1.835218
"2023-04-07 03:00:00",1837,10.96,1.840637
"2023-04-07 04:00:00",1838,10.96,1.889414
"2023-04-07 05:00:00",1839,10.95,1.842958
"2023-04-07 06:00:00",1840,10.95,1.877787
"2023-04-07 07:00:00",1841,10.93,1.893946
"2023-04-07 08:00:00",1842,10.97,1.877676
"2023-04-07 09:00:00",1843,11,1.853021
"2023-04-07 10:00:00",1844,11.03,1.784609
"2023-04-07 11:00:00",1845,11.05,1.826874
"2023-04-07 12:00:00",1846,11.07,1.959319
"2023-04-07 13:00:00",1847,11.08,2.058398
"2023-04-07 14:00:00",1848,11.08,2.096345
"2023-04-07 15:00:00",1849,11.08,2.173809
"2023-04-07 16:00:00",1850,11.06,2.179289
"2023-04-07 17:00:00",1851,11.04,2.154472
"2023-04-07 18:00:00",1852,11.02,2.066145
"2023-04-07 19:00:00",1853,11,2.004989
"2023-04-07 20:00:00",1854,10.99,2.1613
"2023-04-07 21:00:00",1855,10.97,2.114339
"2023-04-07 22:00:00",1856,10.96,2.171083
"2023-04-07 23:00:00",1857,10.95,2.097645
"2023-04-08 00:00:00",1858,10.93,2.128658
"2023-04-08 01:00:00",1859,10.93,2.139489
"2023-04-08 02:00:00",1860,10.92,2.135625
"2023-04-08 03:00:00",1861,10.91,2.05278
"2023-04-08 04:00:00",1862,10.9,2.064394
"2023-04-08 05:00:00",1863,10.9,2.031875
"2023-04-08 06:00:00",1864,10.89,2.055876
"2023-04-08 07:00:00",1865,10.88,2.062067
"2023-04-08 08:00:00",1866,10.89,2.059715
"2023-04-08 09:00:00",1867,10.92,2.003229
"2023-04-08 10:00:00",1868,10.93,1.998587
"2023-04-08 11:00:00",1869,10.96,1.94552
"2023-04-08 12:00:00",1870,10.95,1.977818
"2023-04-08 13:00:00",1871,10.94,1.962283
"2023-04-08 14:00:00",1872,10.93,1.990193
"2023-04-08 15:00:00",1873,10.92,1.987899
"2023-04-08 16:00:00",1874,10.91,1.930616
"2023-04-08 17:00:00",1875,10.89,2.000245
"2023-04-08 18:00:00",1876,10.87,1.982503
"2023-04-08 19:00:00",1877,10.86,1.985862
"2023-04-08 20:00:00",1878,10.85,2.312902
"2023-04-08 21:00:00",1879,10.83,2.204534
"2023-04-08 22:00:00",1880,10.83,2.077556
"2023-04-08 23:00:00",1881,10.82,1.880108
"2023-04-09 00:00:00",1882,10.81,1.871477
"2023-04-09 01:00:00",1883,10.8,1.797923
"2023-04-09 02:00:00",1884,10.8,1.796413
"2023-04-09 03:00:00",1885,10.78,1.757167
"2023-04-09 04:00:00",1886,10.77,1.742749
"2023-04-09 05:00:00",1887,10.76,1.71027
"2023-04-09 06:00:00",1888,10.76,1.711819
"2023-04-09 07:00:00",1889,10.75,1.728689
"2023-04-09 08:00:00",1890,10.74,1.652876
"2023-04-09 09:00:00",1891,10.74,1.703502
"2023-04-09 10:00:00",1892,10.75,1.796515
"2023-04-09 11:00:00",1893,10.77,1.860461
"2023-04-09 12:00:00",1894,10.77,1.841789
"2023-04-09 13:00:00",1895,10.8,1.910054
"2023-04-09 14:00:00",1896,10.8,1.86281
"2023-04-09 15:00:00",1897,10.77,1.852768
"2023-04-09 16:00:00",1898,10.74,1.882148
"2023-04-09 17:00:00",1899,10.71,1.836477
"2023-04-09 18:00:00",1900,10.69,1.93715
"2023-04-09 19:00:00",1901,10.68,1.941774
"2023-04-09 20:00:00",1902,10.66,1.911539
"2023-04-09 21:00:00",1903,10.65,1.977337
"2023-04-09 22:00:00",1904,10.64,1.937883
"2023-04-09 23:00:00",1905,10.62,1.939464
"2023-04-10 00:00:00",1906,10.6,1.938638
"2023-04-10 01:00:00",1907,10.58,1.906918
"2023-04-10 02:00:00",1908,10.56,1.927828
"2023-04-10 03:00:00",1909,10.54,1.940989
"2023-04-10 04:00:00",1910,10.52,1.921647
"2023-04-10 05:00:00",1911,10.49,1.927087
"2023-04-10 06:00:00",1912,10.46,1.937155
"2023-04-10 07:00:00",1913,10.43,1.926325
"2023-04-10 08:00:00",1914,10.4,1.924004
"2023-04-10 09:00:00",1915,10.37,1.927078
"2023-04-10 10:00:00",1916,10.36,1.885239
"2023-04-10 11:00:00",1917,10.36,1.896838
"2023-04-10 12:00:00",1918,10.29,1.955449
"2023-04-10 13:00:00",1919,10.28,1.894256
"2023-04-10 14:00:00",1920,10.27,1.844664
"2023-04-10 15:00:00",1921,10.19,1.838297
"2023-04-10 16:00:00",1922,10.12,1.896333
"2023-04-10 17:00:00",1923,10.01,1.890203
"2023-04-10 18:00:00",1924,9.9,1.925968
"2023-04-10 19:00:00",1925,9.78,1.927567
"2023-04-10 20:00:00",1926,9.66,1.944716
"2023-04-10 21:00:00",1927,9.55,1.946399
"2023-04-10 22:00:00",1928,9.42,1.968083
"2023-04-10 23:00:00",1929,9.28,2.045486
"2023-04-11 00:00:00",1930,9.14,2.036294
"2023-04-11 01:00:00",1931,9.01,2.009201
"2023-04-11 02:00:00",1932,8.88,2.070392
"2023-04-11 11:00:00",1933,8.89,1.767578
"2023-04-11 12:00:00",1934,9,1.732198
"2023-04-11 13:00:00",1935,9.11,1.620698
"2023-04-11 14:00:00",1936,9.08,1.618426
"2023-04-11 15:00:00",1937,9.14,1.634686
"2023-04-11 16:00:00",1938,9.04,1.871589
"2023-04-11 17:00:00",1939,8.9,1.926481
"2023-05-02 13:00:00",1940,12.41,2.355162
"2023-05-02 14:00:00",1941,12.44,2.250362
"2023-05-02 15:00:00",1942,12.4,2.217849
"2023-05-02 16:00:00",1943,12.38,2.183791
"2023-05-02 17:00:00",1944,12.37,2.168312
"2023-05-02 18:00:00",1945,12.36,2.131393
"2023-05-02 19:00:00",1946,12.35,2.137793
"2023-05-02 20:00:00",1947,12.34,2.128652
"2023-05-02 21:00:00",1948,12.34,2.137949
"2023-05-02 22:00:00",1949,12.33,2.043487
"2023-05-02 23:00:00",1950,12.33,2.058144
"2023-05-03 00:00:00",1951,12.32,2.030965
"2023-05-03 01:00:00",1952,12.31,2.066569
"2023-05-03 02:00:00",1953,12.31,1.998466
"2023-05-03 03:00:00",1954,12.3,2.029492
"2023-05-03 04:00:00",1955,12.3,1.994891
"2023-05-03 05:00:00",1956,12.3,2.073093
"2023-05-03 06:00:00",1957,12.29,2.110324
"2023-05-03 07:00:00",1958,12.3,2.019128
"2023-05-03 08:00:00",1959,12.31,2.063349
"2023-05-03 09:00:00",1960,12.33,2.16689
"2023-05-03 10:00:00",1961,12.37,2.086723
"2023-05-03 11:00:00",1962,12.4,1.824301
"2023-05-03 12:00:00",1963,12.44,1.78102
"2023-05-03 13:00:00",1964,12.4,1.805023
"2023-05-03 14:00:00",1965,12.43,1.774019
"2023-05-03 15:00:00",1966,12.39,1.823274
"2023-05-03 16:00:00",1967,12.35,1.759673
"2023-05-03 17:00:00",1968,12.33,1.728681
"2023-05-03 18:00:00",1969,12.31,1.711801
"2023-05-03 19:00:00",1970,12.3,1.719845
"2023-05-03 20:00:00",1971,12.3,1.790342
"2023-05-03 21:00:00",1972,12.29,1.750823
"2023-05-03 22:00:00",1973,12.29,1.911865
"2023-05-03 23:00:00",1974,12.28,1.943475
"2023-05-04 00:00:00",1975,12.28,1.928897
"2023-05-04 01:00:00",1976,12.27,1.950944
"2023-05-04 02:00:00",1977,12.27,1.999891
"2023-05-04 03:00:00",1978,12.26,2.088963
"2023-05-04 04:00:00",1979,12.26,2.095867
"2023-05-04 05:00:00",1980,12.25,2.115976
"2023-05-04 06:00:00",1981,12.25,2.07881
"2023-05-04 07:00:00",1982,12.26,2.067981
"2023-05-04 08:00:00",1983,12.27,2.086538
"2023-05-04 09:00:00",1984,12.29,2.043268
"2023-05-04 10:00:00",1985,12.35,1.815249
"2023-05-04 11:00:00",1986,12.37,1.705889
"2023-05-04 12:00:00",1987,12.42,1.71521
"2023-05-04 13:00:00",1988,12.37,1.654806
"2023-05-04 14:00:00",1989,12.39,1.666877
"2023-05-04 15:00:00",1990,12.37,1.694622
"2023-05-04 16:00:00",1991,12.33,1.663661
"2023-05-04 17:00:00",1992,12.31,1.694605
"2023-05-04 18:00:00",1993,12.3,1.673061
"2023-05-04 19:00:00",1994,12.28,1.657861
"2023-05-04 20:00:00",1995,12.27,1.677269
"2023-05-04 21:00:00",1996,12.27,1.709013
"2023-05-04 22:00:00",1997,12.26,1.696579
"2023-05-04 23:00:00",1998,12.26,1.714311
"2023-05-05 00:00:00",1999,12.25,1.739336
"2023-05-05 01:00:00",2000,12.25,1.7248
"2023-05-05 02:00:00",2001,12.24,1.735822
"2023-05-05 03:00:00",2002,12.24,1.679292
"2023-05-05 04:00:00",2003,12.24,1.748207
"2023-05-05 05:00:00",2004,12.23,1.856628
"2023-05-05 06:00:00",2005,12.23,1.927041
"2023-05-05 07:00:00",2006,12.23,1.978907
"2023-05-05 08:00:00",2007,12.24,1.890678
"2023-05-05 09:00:00",2008,12.27,1.959527
"2023-05-05 10:00:00",2009,12.31,1.690355
"2023-05-05 11:00:00",2010,12.33,1.678819
"2023-05-05 12:00:00",2011,12.39,1.651613
"2023-05-05 13:00:00",2012,12.36,1.59865
"2023-05-05 14:00:00",2013,12.36,1.705441
"2023-05-05 15:00:00",2014,12.33,1.739514
"2023-05-05 16:00:00",2015,12.31,1.679157
"2023-05-05 17:00:00",2016,12.3,1.659132
"2023-05-05 18:00:00",2017,12.28,1.671623
"2023-05-05 19:00:00",2018,12.27,1.691131
"2023-05-05 20:00:00",2019,12.26,1.661051
"2023-05-05 21:00:00",2020,12.26,1.719087
"2023-05-05 22:00:00",2021,12.25,1.743855
"2023-05-05 23:00:00",2022,12.25,1.798825
"2023-05-06 00:00:00",2023,12.24,1.858442
"2023-05-06 01:00:00",2024,12.24,1.891721
"2023-05-06 02:00:00",2025,12.24,1.912606
"2023-05-06 03:00:00",2026,12.24,1.917976
"2023-05-06 04:00:00",2027,12.24,1.91407
"2023-05-06 05:00:00",2028,12.23,1.901692
"2023-05-06 06:00:00",2029,12.23,1.928005
"2023-05-06 07:00:00",2030,12.23,1.931868
"2023-05-06 08:00:00",2031,12.23,1.934219
"2023-05-06 09:00:00",2032,12.24,1.901796
"2023-05-06 10:00:00",2033,12.24,1.952127
"2023-05-06 11:00:00",2034,12.26,2.020262
"2023-05-06 12:00:00",2035,12.27,2.05433
"2023-05-06 13:00:00",2036,12.28,1.979206
"2023-05-06 14:00:00",2037,12.27,1.969067
"2023-05-06 15:00:00",2038,12.3,1.979156
"2023-05-06 16:00:00",2039,12.27,1.907095
"2023-05-06 17:00:00",2040,12.26,1.944478
"2023-05-06 18:00:00",2041,12.25,1.937454
"2023-05-06 19:00:00",2042,12.24,1.986198
"2023-05-06 20:00:00",2043,12.23,2.026454
"2023-05-06 21:00:00",2044,12.23,2.013292
"2023-05-06 22:00:00",2045,12.23,2.267245
"2023-05-06 23:00:00",2046,12.22,2.314358
"2023-05-07 00:00:00",2047,12.22,2.301944
"2023-05-07 01:00:00",2048,12.21,2.361656
"2023-05-07 02:00:00",2049,12.21,2.344084
"2023-05-07 03:00:00",2050,12.21,2.382896
"2023-05-07 04:00:00",2051,12.21,2.376775
"2023-05-07 05:00:00",2052,12.21,2.369978
"2023-05-07 06:00:00",2053,12.2,2.40414
"2023-05-07 07:00:00",2054,12.21,2.314346
"2023-05-07 08:00:00",2055,12.22,2.364683
"2023-05-07 09:00:00",2056,12.24,2.432086
"2023-05-07 10:00:00",2057,12.28,2.001679
"2023-05-07 11:00:00",2058,12.28,1.782561
"2023-05-07 12:00:00",2059,12.32,1.796991
"2023-05-07 13:00:00",2060,12.29,1.758099
"2023-05-07 14:00:00",2061,12.28,1.72866
"2023-05-07 15:00:00",2062,12.28,1.753423
"2023-05-07 16:00:00",2063,12.28,1.756558
"2023-05-07 17:00:00",2064,12.26,1.740367
"2023-05-07 18:00:00",2065,12.25,1.736472
"2023-05-07 19:00:00",2066,12.23,1.778487
"2023-05-07 20:00:00",2067,12.23,1.764062
"2023-05-07 21:00:00",2068,12.23,1.767868
"2023-05-07 22:00:00",2069,12.22,1.765532
"2023-05-07 23:00:00",2070,12.22,1.772501
"2023-05-08 00:00:00",2071,12.21,1.766306
"2023-05-08 01:00:00",2072,12.21,1.832104
"2023-05-08 02:00:00",2073,12.21,1.794081
"2023-05-08 03:00:00",2074,12.2,1.873814
"2023-05-08 04:00:00",2075,12.2,1.927407
"2023-05-08 05:00:00",2076,12.19,1.977903
"2023-05-08 06:00:00",2077,12.19,2.041692
"2023-05-08 07:00:00",2078,12.2,2.004558
"2023-05-08 08:00:00",2079,12.21,1.992926
"2023-05-08 09:00:00",2080,12.23,1.962953
"2023-05-08 10:00:00",2081,12.26,1.782565
"2023-05-08 11:00:00",2082,12.27,1.78728
"2023-05-08 12:00:00",2083,12.31,1.754313
"2023-05-08 13:00:00",2084,12.29,1.69073
"2023-05-08 14:00:00",2085,12.3,1.645837
"2023-05-08 15:00:00",2086,12.28,1.669879
"2023-05-08 16:00:00",2087,12.26,1.674517
"2023-05-08 17:00:00",2088,12.25,1.717897
"2023-05-08 18:00:00",2089,12.23,1.673939
"2023-05-08 19:00:00",2090,12.22,1.673986
"2023-05-08 20:00:00",2091,12.22,1.744627
"2023-05-08 21:00:00",2092,12.22,1.761785
"2023-05-08 22:00:00",2093,12.21,1.72226
"2023-05-08 23:00:00",2094,12.21,1.716788
"2023-05-09 00:00:00",2095,12.21,1.866186
"2023-05-09 01:00:00",2096,12.2,1.918059
"2023-05-09 02:00:00",2097,12.2,1.910316
"2023-05-09 03:00:00",2098,12.2,1.957546
"2023-05-09 04:00:00",2099,12.19,1.954449
"2023-05-09 05:00:00",2100,12.19,2.000896
"2023-05-09 06:00:00",2101,12.19,1.8096
"2023-05-09 07:00:00",2102,12.19,1.849884
"2023-05-09 08:00:00",2103,12.19,1.864629
"2023-05-09 09:00:00",2104,12.2,1.845277
"2023-05-09 10:00:00",2105,12.24,1.876251
"2023-05-09 11:00:00",2106,12.23,1.855391
"2023-05-09 12:00:00",2107,12.26,1.85156
"2023-05-09 13:00:00",2108,12.26,1.787742
"2023-05-09 14:00:00",2109,12.27,1.817753
"2023-05-09 15:00:00",2110,12.25,1.795284
"2023-05-09 16:00:00",2111,12.25,1.812519
"2023-05-09 17:00:00",2112,12.24,1.853579
"2023-05-09 18:00:00",2113,12.22,1.811038
"2023-05-09 19:00:00",2114,12.21,1.825166
"2023-05-09 20:00:00",2115,12.21,2.18297
"2023-05-09 21:00:00",2116,12.2,2.052915
"2023-05-09 22:00:00",2117,12.2,2.104799
"2023-05-09 23:00:00",2118,12.2,2.104005
"2023-05-10 00:00:00",2119,12.19,2.139578
"2023-05-10 01:00:00",2120,12.19,2.376415
"2023-05-10 02:00:00",2121,12.19,2.371767
"2023-05-10 03:00:00",2122,12.18,2.333829
"2023-05-10 04:00:00",2123,12.18,2.364025
"2023-05-10 05:00:00",2124,12.18,2.373316
"2023-05-10 06:00:00",2125,12.18,2.32144
"2023-05-10 07:00:00",2126,12.18,2.32144
"2023-05-10 08:00:00",2127,12.19,2.387251
"2023-05-10 09:00:00",2128,12.21,2.418248
"2023-05-10 10:00:00",2129,12.22,2.40755
"2023-05-10 11:00:00",2130,12.24,2.123718
"2023-05-10 12:00:00",2131,12.28,1.689293
"2023-05-10 13:00:00",2132,12.25,1.666178
"2023-05-10 14:00:00",2133,12.23,1.705833
"2023-05-10 15:00:00",2134,12.22,1.742459
"2023-05-10 16:00:00",2135,12.22,1.757153
"2023-05-10 17:00:00",2136,12.22,1.740104
"2023-05-10 18:00:00",2137,12.2,1.726941
"2023-05-10 19:00:00",2138,12.19,1.747848
"2023-05-10 20:00:00",2139,12.19,1.73158
"2023-05-10 21:00:00",2140,12.18,1.776445
"2023-05-10 22:00:00",2141,12.18,1.817463
"2023-05-10 23:00:00",2142,12.18,1.817417
"2023-05-11 00:00:00",2143,12.18,1.787985
"2023-05-11 01:00:00",2144,12.18,1.809664
"2023-05-11 02:00:00",2145,12.17,1.827471
"2023-05-11 03:00:00",2146,12.17,1.897153
"2023-05-11 04:00:00",2147,12.16,1.976126
"2023-05-11 05:00:00",2148,12.16,2.003225
"2023-05-11 06:00:00",2149,12.16,2.010193
"2023-05-11 07:00:00",2150,12.16,1.944382
"2023-05-11 08:00:00",2151,12.17,1.969158
"2023-05-11 09:00:00",2152,12.18,2.020258
"2023-05-11 10:00:00",2153,12.21,2.056719
"2023-05-11 11:00:00",2154,12.23,2.051367
"2023-05-11 12:00:00",2155,12.24,1.903324
"2023-05-11 13:00:00",2156,12.24,1.881624
"2023-05-11 14:00:00",2157,12.23,1.901928
"2023-05-11 15:00:00",2158,12.21,1.859429
"2023-05-11 16:00:00",2159,12.2,1.873361
"2023-05-11 17:00:00",2160,12.19,1.977819
"2023-05-11 18:00:00",2161,12.18,1.963878
"2023-05-11 19:00:00",2162,12.18,2.83465
"2023-05-11 20:00:00",2163,12.17,2.461607
"2023-05-11 21:00:00",2164,12.16,2.29899
"2023-05-11 22:00:00",2165,12.16,2.252575
"2023-05-11 23:00:00",2166,12.16,2.194465
"2023-05-12 00:00:00",2167,12.16,2.144912
"2023-05-12 01:00:00",2168,12.15,2.077552
"2023-05-12 02:00:00",2169,12.15,2.057421
"2023-05-12 03:00:00",2170,12.15,2.060518
"2023-05-12 04:00:00",2171,12.15,2.076051
"2023-05-12 05:00:00",2172,12.14,2.071463
"2023-05-12 06:00:00",2173,12.14,2.087
"2023-05-12 07:00:00",2174,12.14,2.032797
"2023-05-12 08:00:00",2175,12.15,2.031825
"2023-05-12 09:00:00",2176,12.18,2.073681
"2023-05-12 10:00:00",2177,12.2,2.492571
"2023-05-12 11:00:00",2178,12.22,2.873945
"2023-05-12 12:00:00",2179,12.23,2.377306
"2023-05-12 13:00:00",2180,12.23,2.221519
"2023-05-12 14:00:00",2181,12.23,2.210902
"2023-05-12 15:00:00",2182,12.24,2.203276
"2023-05-12 16:00:00",2183,12.21,2.218777
"2023-05-12 17:00:00",2184,12.2,2.248977
"2023-05-12 18:00:00",2185,12.19,2.25512
"2023-05-12 19:00:00",2186,12.18,2.35878
"2023-05-12 20:00:00",2187,12.17,2.385097
"2023-05-12 21:00:00",2188,12.16,68.87991
"2023-05-12 22:00:00",2189,12.15,1.932017
