"TOA5","13_Bradford_LB","CR800","31039","CR800.Std.32.05","CPU:5_hourly_08022023.CR8","28982","Test"
"TIMESTAMP","RECORD","BattV_Min","CO2High","CO2Low","cDOM"
"TS","RN","Volts","ppm","ppm","ppbQ"
"","","Min","Smp","Smp","Smp"
"2023-08-04 10:00:00",0,13.1,70.57574,298.3522,2.343925
"2023-08-04 11:00:00",1,13.03,4695.205,4368.475,2.499954
"2023-08-04 12:00:00",2,13.01,4705.456,4381.389,2.33456
"2023-08-04 13:00:00",3,12.98,4709.714,4404.787,3.008921
"2023-08-04 14:00:00",4,12.97,3370.369,4378.188,3.182024
"2023-08-04 15:00:00",5,12.98,6106.994,4394.649,3.608377
"2023-08-04 16:00:00",6,12.97,6276.953,4348.559,3.876316
"2023-08-04 17:00:00",7,12.97,6939.504,4353.085,3.395874
"2023-08-04 18:00:00",8,12.95,7390.327,4373.25,3.22225
"2023-08-04 19:00:00",9,12.95,7581.891,4383.95,3.161889
"2023-08-04 20:00:00",10,12.93,7694.237,4385.596,3.16482
"2023-08-04 21:00:00",11,12.94,7776.335,4383.538,3.235196
"2023-08-04 22:00:00",12,12.92,7802.261,4376.542,3.371371
"2023-08-04 23:00:00",13,12.93,7786.417,4367.489,3.519427
"2023-08-05 00:00:00",14,12.92,7805.142,4359.258,3.663812
"2023-08-05 01:00:00",15,12.92,7813.784,4357.612,3.69153
"2023-08-05 02:00:00",16,12.9,7803.702,4359.67,3.70077
"2023-08-05 03:00:00",17,12.91,7744.648,4348.559,3.746966
"2023-08-05 04:00:00",18,12.9,7655.348,4319.752,3.737762
"2023-08-05 05:00:00",19,12.9,7692.796,4325.102,3.820883
"2023-08-05 06:00:00",20,12.89,7571.809,4308.229,3.793165
"2023-08-05 07:00:00",21,12.88,7620.78,4304.114,3.60838
"2023-08-05 08:00:00",22,12.88,7531.479,4292.18,3.98719
"2023-08-05 09:00:00",23,12.88,7648.146,4312.345,4.033386
"2023-08-05 10:00:00",24,12.89,7790.739,4292.18,3.968704
"2023-08-05 11:00:00",25,12.92,7844.031,4325.102,4.014309
"2023-08-05 12:00:00",26,12.98,7868.379,4325.85,3.977247
"2023-08-05 13:00:00",27,13.03,7826.668,4377.321,3.857157
"2023-08-05 14:00:00",28,12.99,7653.89,4396.285,3.931058
"2023-08-05 15:00:00",29,12.97,7610.612,4425.053,3.88487
"2023-08-05 16:00:00",30,12.94,7581.759,4458.769,3.866394
"2023-08-05 17:00:00",31,12.9,7619.339,4472.427,3.903345
"2023-08-05 18:00:00",32,12.9,7541.562,4478.188,3.829443
"2023-08-05 19:00:00",33,12.89,7646.706,4485.596,3.949534
"2023-08-05 20:00:00",34,12.9,7616.459,4482.715,3.949789
"2023-08-05 21:00:00",35,12.88,7619.339,4459.258,3.977884
"2023-08-05 22:00:00",36,12.88,7603.496,4458.023,4.014897
"2023-08-05 23:00:00",37,12.87,7590.533,4435.39,4.088819
