Date,LowSpC,FullSpC,time
2021-09-20T11:33:05Z,41.8,37.8,11:33:05
2021-09-20T11:33:10Z,41.9,37.4,11:33:10
2021-09-20T11:33:15Z,25.8,24.6,11:33:15
2021-09-20T11:33:20Z,38.1,29.1,11:33:20
2021-09-20T11:33:25Z,42,37.8,11:33:25
2021-09-20T11:33:30Z,42,38.2,11:33:30
2021-09-20T11:33:35Z,34.7,37.4,11:33:35
2021-09-20T11:33:40Z,41.7,37.8,11:33:40
2021-09-20T11:33:45Z,42,37.8,11:33:45
2021-09-20T11:33:50Z,40.5,37.8,11:33:50
2021-09-20T11:33:55Z,41.7,37.4,11:33:55
2021-09-20T11:34:00Z,31,32.9,11:34:00
2021-09-20T11:34:05Z,42,37.8,11:34:05
2021-09-20T11:34:10Z,39.7,32.5,11:34:10
2021-09-20T11:34:15Z,30.6,32.1,11:34:15
2021-09-20T11:34:20Z,36.3,34.8,11:34:20
2021-09-20T11:34:25Z,40.4,39.7,11:34:25
2021-09-20T11:34:30Z,112.9,111.2,11:34:30
2021-09-20T11:34:35Z,285.1,267.5,11:34:35
2021-09-20T11:34:40Z,251.7,255.6,11:34:40
2021-09-20T11:34:45Z,212.8,214.7,11:34:45
2021-09-20T11:34:50Z,180.6,182.7,11:34:50
2021-09-20T11:34:55Z,105.7,120.3,11:34:55
2021-09-20T11:35:00Z,145.9,145,11:35:00
2021-09-20T11:35:05Z,62.1,62.3,11:35:05
2021-09-20T11:35:10Z,84.9,93,11:35:10
2021-09-20T11:35:15Z,95.5,93.8,11:35:15
2021-09-20T11:35:20Z,87.5,73.7,11:35:20
2021-09-20T11:35:25Z,91.2,86.9,11:35:25
2021-09-20T11:35:30Z,59.3,48.4,11:35:30
2021-09-20T11:35:35Z,60.8,57.1,11:35:35
2021-09-20T11:35:40Z,56.9,54,11:35:40
2021-09-20T11:35:45Z,57.9,54,11:35:45
2021-09-20T11:35:50Z,68.8,65.4,11:35:50
2021-09-20T11:35:55Z,66,60.1,11:35:55
2021-09-20T11:36:00Z,49.8,45.7,11:36:00
2021-09-20T11:36:05Z,46.5,37,11:36:05
2021-09-20T11:36:10Z,51.8,47.6,11:36:10
2021-09-20T11:36:15Z,39.8,37.8,11:36:15
2021-09-20T11:36:20Z,48.8,44.2,11:36:20
2021-09-20T11:36:25Z,44.6,43.1,11:36:25
2021-09-20T11:36:30Z,43.7,38.2,11:36:30
2021-09-20T11:36:35Z,46.5,42.3,11:36:35
2021-09-20T11:36:40Z,45.2,41.2,11:36:40
2021-09-20T11:36:45Z,43.8,37.8,11:36:45
2021-09-20T11:36:50Z,39.2,34.4,11:36:50
2021-09-20T11:36:55Z,39.7,38.5,11:36:55
2021-09-20T11:37:00Z,43.7,39.3,11:37:00
2021-09-20T11:37:05Z,42.7,38.2,11:37:05
2021-09-20T11:37:10Z,37.9,36.3,11:37:10
2021-09-20T11:37:15Z,33,29.1,11:37:15
2021-09-20T11:37:20Z,33.7,34.4,11:37:20
2021-09-20T11:37:25Z,43,38.2,11:37:25
2021-09-20T11:37:30Z,38.7,34.8,11:37:30
2021-09-20T11:37:35Z,42.6,37.8,11:37:35
2021-09-20T11:37:40Z,42.7,38.5,11:37:40
2021-09-20T11:37:45Z,41.9,37.8,11:37:45
2021-09-20T11:37:50Z,41.2,36.7,11:37:50
2021-09-20T11:37:55Z,35,32.9,11:37:55
