Date,LowSpC,FullSpC,time
2022-01-28T11:10:05Z,62.9,59.7,11:10:05
2022-01-28T11:10:10Z,62.8,59.3,11:10:10
2022-01-28T11:10:15Z,62.8,59.3,11:10:15
2022-01-28T11:10:20Z,62.8,59.3,11:10:20
2022-01-28T11:10:25Z,62.9,59.3,11:10:25
2022-01-28T11:10:30Z,62.9,59.7,11:10:30
2022-01-28T11:10:35Z,62.8,59.3,11:10:35
2022-01-28T11:10:40Z,62.7,59.3,11:10:40
2022-01-28T11:10:45Z,62.7,59.3,11:10:45
2022-01-28T11:10:50Z,62.8,59.3,11:10:50
2022-01-28T11:10:55Z,62.8,59.3,11:10:55
2022-01-28T11:11:00Z,62.8,59.3,11:11:00
2022-01-28T11:11:05Z,62.8,59.3,11:11:05
2022-01-28T11:11:10Z,62.8,59.3,11:11:10
2022-01-28T11:11:15Z,62.7,59.3,11:11:15
2022-01-28T11:11:20Z,62.6,59.3,11:11:20
2022-01-28T11:11:25Z,62.6,59.3,11:11:25
2022-01-28T11:11:30Z,62.6,59.3,11:11:30
2022-01-28T11:11:35Z,62.6,59.3,11:11:35
2022-01-28T11:11:40Z,62.6,59.3,11:11:40
2022-01-28T11:11:45Z,62.6,59.3,11:11:45
2022-01-28T11:11:50Z,62.7,59.3,11:11:50
2022-01-28T11:11:55Z,62.7,59.3,11:11:55
2022-01-28T11:12:00Z,62.7,59.3,11:12:00
2022-01-28T11:12:05Z,62.8,59.3,11:12:05
2022-01-28T11:12:10Z,62.8,59.3,11:12:10
2022-01-28T11:12:15Z,62.8,59.3,11:12:15
2022-01-28T11:12:20Z,62.8,59.3,11:12:20
2022-01-28T11:12:25Z,62.7,59.3,11:12:25
2022-01-28T11:12:30Z,62.7,59.3,11:12:30
2022-01-28T11:12:35Z,62.7,59.3,11:12:35
2022-01-28T11:12:40Z,62.8,59.3,11:12:40
2022-01-28T11:12:45Z,62.7,59.3,11:12:45
2022-01-28T11:12:50Z,62.7,59.3,11:12:50
2022-01-28T11:12:55Z,62.7,59.3,11:12:55
2022-01-28T11:13:00Z,62.7,59.3,11:13:00
2022-01-28T11:13:05Z,63,59.3,11:13:05
2022-01-28T11:13:10Z,62.9,59.3,11:13:10
2022-01-28T11:13:15Z,63,59.3,11:13:15
2022-01-28T11:13:20Z,63,59.7,11:13:20
2022-01-28T11:13:25Z,63.9,60.5,11:13:25
2022-01-28T11:13:30Z,65.3,62,11:13:30
2022-01-28T11:13:35Z,67.2,64.4,11:13:35
2022-01-28T11:13:40Z,68.8,65.5,11:13:40
2022-01-28T11:13:45Z,71,68.2,11:13:45
2022-01-28T11:13:50Z,72.5,69.8,11:13:50
2022-01-28T11:13:55Z,73.9,71.3,11:13:55
2022-01-28T11:14:00Z,74.5,71.7,11:14:00
2022-01-28T11:14:05Z,74.9,71.7,11:14:05
2022-01-28T11:14:10Z,75.3,72.5,11:14:10
2022-01-28T11:14:15Z,75.6,73.3,11:14:15
2022-01-28T11:14:20Z,76.4,73.7,11:14:20
2022-01-28T11:14:25Z,76.5,73.7,11:14:25
2022-01-28T11:14:30Z,76.4,73.7,11:14:30
2022-01-28T11:14:35Z,76.4,73.7,11:14:35
2022-01-28T11:14:40Z,76.4,73.7,11:14:40
2022-01-28T11:14:45Z,76.4,74.1,11:14:45
2022-01-28T11:14:50Z,76.4,73.7,11:14:50
2022-01-28T11:14:55Z,76.4,73.7,11:14:55
2022-01-28T11:15:00Z,76.2,73.7,11:15:00
2022-01-28T11:15:05Z,75.9,73.3,11:15:05
2022-01-28T11:15:10Z,75.8,73.3,11:15:10
2022-01-28T11:15:15Z,75.6,72.9,11:15:15
2022-01-28T11:15:20Z,75.3,72.5,11:15:20
2022-01-28T11:15:25Z,76.6,74.1,11:15:25
2022-01-28T11:15:30Z,77.3,74.8,11:15:30
2022-01-28T11:15:35Z,78.3,75.6,11:15:35
2022-01-28T11:15:40Z,79.1,76.4,11:15:40
2022-01-28T11:15:45Z,79.5,76.8,11:15:45
2022-01-28T11:15:50Z,79.3,76.8,11:15:50
2022-01-28T11:15:55Z,79.6,76.8,11:15:55
2022-01-28T11:16:00Z,79.9,77.2,11:16:00
2022-01-28T11:16:05Z,80.2,77.6,11:16:05
2022-01-28T11:16:10Z,80.2,77.9,11:16:10
2022-01-28T11:16:15Z,80,77.6,11:16:15
2022-01-28T11:16:20Z,80.1,77.2,11:16:20
2022-01-28T11:16:25Z,80.1,77.6,11:16:25
2022-01-28T11:16:30Z,80,77.2,11:16:30
2022-01-28T11:16:35Z,80,77.2,11:16:35
2022-01-28T11:16:40Z,80,77.2,11:16:40
2022-01-28T11:16:45Z,80,77.2,11:16:45
2022-01-28T11:16:50Z,79.6,77.2,11:16:50
2022-01-28T11:16:55Z,79.6,76.8,11:16:55
2022-01-28T11:17:00Z,79.5,76.8,11:17:00
2022-01-28T11:17:05Z,79.6,76.8,11:17:05
2022-01-28T11:17:10Z,79.5,76.8,11:17:10
2022-01-28T11:17:15Z,79.4,76.8,11:17:15
2022-01-28T11:17:20Z,79.3,76.8,11:17:20
2022-01-28T11:17:25Z,79.2,76.4,11:17:25
2022-01-28T11:17:30Z,79.2,76.4,11:17:30
2022-01-28T11:17:35Z,78.6,76,11:17:35
2022-01-28T11:17:40Z,78.2,75.2,11:17:40
