Date,LowSpC,FullSpC,time
2021-11-17T15:59:04Z,63.3,59.9,15:59:04
2021-11-17T15:59:09Z,63.3,59.9,15:59:09
2021-11-17T15:59:14Z,63.3,59.9,15:59:14
2021-11-17T15:59:19Z,63.4,59.9,15:59:19
2021-11-17T15:59:24Z,63.4,59.9,15:59:24
2021-11-17T15:59:29Z,63.3,59.9,15:59:29
2021-11-17T15:59:34Z,63.3,59.9,15:59:34
2021-11-17T15:59:39Z,63.3,59.9,15:59:39
2021-11-17T15:59:44Z,63.4,59.9,15:59:44
2021-11-17T15:59:49Z,63.4,59.9,15:59:49
2021-11-17T15:59:54Z,63.4,59.9,15:59:54
2021-11-17T15:59:59Z,63.4,59.9,15:59:59
2021-11-17T16:00:04Z,63.4,59.9,16:00:04
2021-11-17T16:00:09Z,63.5,60.3,16:00:09
2021-11-17T16:00:14Z,63.5,59.9,16:00:14
2021-11-17T16:00:19Z,63.5,60.3,16:00:19
2021-11-17T16:00:24Z,63.5,60.3,16:00:24
2021-11-17T16:00:29Z,63.6,60.3,16:00:29
2021-11-17T16:00:34Z,63.7,60.3,16:00:34
2021-11-17T16:00:39Z,63.6,60.3,16:00:39
2021-11-17T16:00:44Z,63.7,60.3,16:00:44
2021-11-17T16:00:49Z,63.6,59.9,16:00:49
2021-11-17T16:00:54Z,63.7,60.3,16:00:54
2021-11-17T16:00:59Z,64.8,61.5,16:00:59
2021-11-17T16:01:04Z,67.4,64.2,16:01:04
2021-11-17T16:01:09Z,73,70.4,16:01:09
2021-11-17T16:01:14Z,81.7,79.3,16:01:14
2021-11-17T16:01:19Z,99.2,98.3,16:01:19
2021-11-17T16:01:24Z,111.7,110.7,16:01:24
2021-11-17T16:01:29Z,125.5,125.1,16:01:29
2021-11-17T16:01:34Z,140,139.1,16:01:34
2021-11-17T16:01:39Z,154.4,154.4,16:01:39
2021-11-17T16:01:44Z,167.1,168,16:01:44
2021-11-17T16:01:49Z,176.9,177.8,16:01:49
2021-11-17T16:01:54Z,180,181.3,16:01:54
2021-11-17T16:01:59Z,187.3,188.8,16:01:59
2021-11-17T16:02:04Z,189.8,191.5,16:02:04
2021-11-17T16:02:09Z,189.1,190.3,16:02:09
2021-11-17T16:02:14Z,186.2,187.2,16:02:14
2021-11-17T16:02:19Z,183.7,184.9,16:02:19
2021-11-17T16:02:24Z,179.6,180.2,16:02:24
2021-11-17T16:02:29Z,175.2,176.2,16:02:29
2021-11-17T16:02:34Z,170.9,171.9,16:02:34
