"Plot Title: Brad_14LL"
"#","Date Time, GMT-04:00","Abs Pres, psi (LGR S/N: 20474165, SEN S/N: 20474165)","Temp, °F (LGR S/N: 20474165, SEN S/N: 20474165)","Coupler Detached (LGR S/N: 20474165, SEN S/N: 20474165)","Coupler Attached (LGR S/N: 20474165, SEN S/N: 20474165)","Host Connected (LGR S/N: 20474165, SEN S/N: 20474165)","Stopped (LGR S/N: 20474165, SEN S/N: 20474165)","End Of File (LGR S/N: 20474165, SEN S/N: 20474165)"
1,09/14/22 04:00:00 PM,16.1356,81.442,Logged,,,,
2,09/14/22 04:15:00 PM,16.1420,75.484,,,,,
3,09/14/22 04:30:00 PM,16.1397,75.312,,,,,
4,09/14/22 04:45:00 PM,16.1397,75.312,,,,,
5,09/14/22 05:00:00 PM,16.1379,75.312,,,,,
6,09/14/22 05:15:00 PM,16.1379,75.312,,,,,
7,09/14/22 05:30:00 PM,16.1397,75.312,,,,,
8,09/14/22 05:45:00 PM,16.1415,75.312,,,,,
9,09/14/22 06:00:00 PM,16.1379,75.312,,,,,
10,09/14/22 06:15:00 PM,16.1360,75.312,,,,,
11,09/14/22 06:30:00 PM,16.1343,75.312,,,,,
12,09/14/22 06:45:00 PM,16.1360,75.312,,,,,
13,09/14/22 07:00:00 PM,16.1343,75.312,,,,,
14,09/14/22 07:15:00 PM,16.1343,75.312,,,,,
15,09/14/22 07:30:00 PM,16.1379,75.312,,,,,
16,09/14/22 07:45:00 PM,16.1343,75.312,,,,,
17,09/14/22 08:00:00 PM,16.1379,75.312,,,,,
18,09/14/22 08:15:00 PM,16.1415,75.312,,,,,
19,09/14/22 08:30:00 PM,16.1469,75.312,,,,,
20,09/14/22 08:45:00 PM,16.1505,75.312,,,,,
21,09/14/22 09:00:00 PM,16.1543,75.312,,,,,
22,09/14/22 09:15:00 PM,16.1524,75.312,,,,,
23,09/14/22 09:30:00 PM,16.1543,75.312,,,,,
24,09/14/22 09:45:00 PM,16.1560,75.312,,,,,
25,09/14/22 10:00:00 PM,16.1560,75.312,,,,,
26,09/14/22 10:15:00 PM,16.1597,75.312,,,,,
27,09/14/22 10:30:00 PM,16.1597,75.312,,,,,
28,09/14/22 10:45:00 PM,16.1560,75.312,,,,,
29,09/14/22 11:00:00 PM,16.1560,75.312,,,,,
30,09/14/22 11:15:00 PM,16.1579,75.312,,,,,
31,09/14/22 11:30:00 PM,16.1579,75.312,,,,,
32,09/14/22 11:45:00 PM,16.1560,75.312,,,,,
33,09/15/22 12:00:00 AM,16.1616,75.312,,,,,
34,09/15/22 12:15:00 AM,16.1616,75.312,,,,,
35,09/15/22 12:30:00 AM,16.1597,75.312,,,,,
36,09/15/22 12:45:00 AM,16.1597,75.312,,,,,
37,09/15/22 01:00:00 AM,16.1579,75.312,,,,,
38,09/15/22 01:15:00 AM,16.1579,75.312,,,,,
39,09/15/22 01:30:00 AM,16.1543,75.312,,,,,
40,09/15/22 01:45:00 AM,16.1488,75.312,,,,,
41,09/15/22 02:00:00 AM,16.1469,75.312,,,,,
42,09/15/22 02:15:00 AM,16.1452,75.312,,,,,
43,09/15/22 02:30:00 AM,16.1469,75.312,,,,,
44,09/15/22 02:45:00 AM,16.1469,75.312,,,,,
45,09/15/22 03:00:00 AM,16.1452,75.312,,,,,
46,09/15/22 03:15:00 AM,16.1433,75.312,,,,,
47,09/15/22 03:30:00 AM,16.1452,75.312,,,,,
48,09/15/22 03:45:00 AM,16.1433,75.312,,,,,
49,09/15/22 04:00:00 AM,16.1397,75.312,,,,,
50,09/15/22 04:15:00 AM,16.1415,75.312,,,,,
51,09/15/22 04:30:00 AM,16.1415,75.312,,,,,
52,09/15/22 04:45:00 AM,16.1433,75.312,,,,,
53,09/15/22 05:00:00 AM,16.1433,75.312,,,,,
54,09/15/22 05:15:00 AM,16.1433,75.312,,,,,
55,09/15/22 05:30:00 AM,16.1452,75.312,,,,,
56,09/15/22 05:45:00 AM,16.1469,75.312,,,,,
57,09/15/22 06:00:00 AM,16.1469,75.312,,,,,
58,09/15/22 06:15:00 AM,16.1488,75.312,,,,,
59,09/15/22 06:30:00 AM,16.1488,75.312,,,,,
60,09/15/22 06:45:00 AM,16.1469,75.312,,,,,
61,09/15/22 07:00:00 AM,16.1524,75.312,,,,,
62,09/15/22 07:15:00 AM,16.1543,75.312,,,,,
63,09/15/22 07:30:00 AM,16.1505,75.312,,,,,
64,09/15/22 07:45:00 AM,16.1579,75.312,,,,,
65,09/15/22 08:00:00 AM,16.1597,75.312,,,,,
66,09/15/22 08:15:00 AM,16.1616,75.312,,,,,
67,09/15/22 08:30:00 AM,16.1610,75.139,,,,,
68,09/15/22 08:45:00 AM,16.1610,75.139,,,,,
