"Plot Title: Bradford_5_cond"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20342071, SEN S/N: 20342071)","Full Range, μS/cm (LGR S/N: 20342071, SEN S/N: 20342071)","Temp, °F (LGR S/N: 20342071, SEN S/N: 20342071)","Coupler Detached (LGR S/N: 20342071, SEN S/N: 20342071)","Coupler Attached (LGR S/N: 20342071, SEN S/N: 20342071)","Stopped (LGR S/N: 20342071, SEN S/N: 20342071)","End Of File (LGR S/N: 20342071, SEN S/N: 20342071)"
1,07/11/24 10:00:00 AM,101.0,98.0,77.47,Logged,,,
2,07/11/24 11:00:00 AM,101.2,98.4,77.72,,,,
3,07/11/24 12:00:00 PM,101.3,98.3,78.13,,,,
4,07/11/24 01:00:00 PM,101.4,98.3,78.46,,,,
5,07/11/24 02:00:00 PM,101.4,98.3,78.78,,,,
6,07/11/24 03:00:00 PM,101.5,98.3,79.09,,,,
7,07/11/24 04:00:00 PM,101.5,98.3,79.18,,,,
8,07/11/24 05:00:00 PM,101.5,98.3,79.25,,,,
9,07/11/24 06:00:00 PM,101.3,98.3,79.20,,,,
10,07/11/24 07:00:00 PM,101.2,98.3,79.18,,,,
11,07/11/24 08:00:00 PM,100.9,97.5,79.05,,,,
12,07/11/24 09:00:00 PM,100.6,97.6,78.87,,,,
13,07/11/24 10:00:00 PM,100.3,97.2,78.64,,,,
14,07/11/24 11:00:00 PM,99.9,96.8,78.35,,,,
15,07/12/24 12:00:00 AM,99.5,96.9,78.06,,,,
16,07/12/24 01:00:00 AM,99.1,96.1,77.76,,,,
17,07/12/24 02:00:00 AM,98.6,95.8,77.43,,,,
18,07/12/24 03:00:00 AM,98.1,95.1,77.16,,,,
19,07/12/24 04:00:00 AM,97.7,94.7,76.87,,,,
20,07/12/24 05:00:00 AM,97.4,94.4,76.59,,,,
21,07/12/24 06:00:00 AM,96.8,93.7,76.30,,,,
22,07/12/24 07:00:00 AM,96.4,93.3,76.14,,,,
23,07/12/24 08:00:00 AM,96.4,92.9,76.21,,,,
24,07/12/24 09:00:00 AM,96.4,92.9,76.44,,,,
25,07/12/24 10:00:00 AM,96.7,93.6,76.78,,,,
26,07/12/24 11:00:00 AM,96.9,93.6,77.27,,,,
27,07/12/24 12:00:00 PM,97.4,93.9,77.90,,,,
28,07/12/24 01:00:00 PM,97.7,94.6,78.73,,,,
29,07/12/24 02:00:00 PM,97.8,95.0,79.14,,,,
30,07/12/24 03:00:00 PM,97.9,94.9,79.38,,,,
31,07/12/24 04:00:00 PM,97.7,94.9,79.45,,,,
32,07/12/24 05:00:00 PM,97.2,94.2,79.39,,,,
33,07/12/24 06:00:00 PM,97.0,93.8,79.32,,,,
34,07/12/24 07:00:00 PM,96.8,93.5,79.23,,,,
35,07/12/24 08:00:00 PM,96.6,93.5,79.11,,,,
36,07/12/24 09:00:00 PM,96.2,92.8,78.93,,,,
37,07/12/24 10:00:00 PM,96.1,92.8,78.75,,,,
38,07/12/24 11:00:00 PM,95.7,92.4,78.49,,,,
39,07/13/24 12:00:00 AM,95.2,91.7,78.26,,,,
40,07/13/24 01:00:00 AM,94.9,91.7,77.99,,,,
41,07/13/24 02:00:00 AM,94.5,91.4,77.70,,,,
42,07/13/24 03:00:00 AM,93.9,90.3,77.41,,,,
43,07/13/24 04:00:00 AM,93.5,90.3,77.11,,,,
44,07/13/24 05:00:00 AM,93.1,89.9,76.84,,,,
45,07/13/24 06:00:00 AM,92.5,89.2,76.57,,,,
46,07/13/24 07:00:00 AM,92.4,89.2,76.41,,,,
47,07/13/24 08:00:00 AM,92.1,88.8,76.50,,,,
48,07/13/24 09:00:00 AM,92.4,89.2,76.82,,,,
49,07/13/24 10:00:00 AM,92.4,89.2,77.18,,,,
50,07/13/24 11:00:00 AM,92.7,89.1,77.72,,,,
51,07/13/24 12:00:00 PM,93.2,89.8,78.35,,,,
52,07/13/24 01:00:00 PM,93.7,90.2,79.36,,,,
53,07/13/24 02:00:00 PM,94.1,90.5,80.10,,,,
54,07/13/24 03:00:00 PM,94.5,91.2,80.29,,,,
55,07/13/24 04:00:00 PM,94.4,91.2,80.53,,,,
56,07/13/24 05:00:00 PM,94.3,91.2,80.53,,,,
57,07/13/24 06:00:00 PM,93.8,90.1,80.47,,,,
58,07/13/24 07:00:00 PM,93.8,90.5,80.31,,,,
59,07/13/24 08:00:00 PM,93.2,89.8,80.10,,,,
60,07/13/24 09:00:00 PM,92.7,89.0,79.88,,,,
61,07/13/24 10:00:00 PM,92.2,88.7,79.63,,,,
62,07/13/24 11:00:00 PM,91.9,88.3,79.36,,,,
63,07/14/24 12:00:00 AM,91.5,88.0,79.07,,,,
64,07/14/24 01:00:00 AM,91.4,88.0,78.82,,,,
65,07/14/24 02:00:00 AM,90.8,87.6,78.58,,,,
66,07/14/24 03:00:00 AM,90.7,86.9,78.35,,,,
67,07/14/24 04:00:00 AM,90.4,86.9,78.19,,,,
68,07/14/24 05:00:00 AM,90.2,86.9,78.04,,,,
69,07/14/24 06:00:00 AM,90.1,86.6,77.88,,,,
70,07/14/24 07:00:00 AM,90.0,86.6,77.77,,,,
71,07/14/24 08:00:00 AM,89.9,86.2,77.94,,,,
72,07/14/24 09:00:00 AM,89.9,86.5,78.22,,,,
73,07/14/24 10:00:00 AM,90.1,86.9,78.48,,,,
74,07/14/24 11:00:00 AM,90.4,86.9,79.00,,,,
75,07/14/24 12:00:00 PM,90.7,86.8,79.57,,,,
76,07/14/24 01:00:00 PM,91.2,87.9,80.46,,,,
77,07/14/24 02:00:00 PM,92.0,88.6,81.61,,,,
78,07/14/24 03:00:00 PM,92.0,88.6,81.68,,,,
79,07/14/24 04:00:00 PM,91.7,88.2,81.75,,,,
80,07/14/24 05:00:00 PM,91.5,87.8,81.48,,,,
81,07/14/24 06:00:00 PM,90.9,87.5,81.05,,,,
82,07/14/24 07:00:00 PM,90.3,86.8,80.65,,,,
83,07/14/24 08:00:00 PM,89.9,86.4,80.35,,,,
84,07/14/24 09:00:00 PM,89.1,85.7,79.95,,,,
85,07/14/24 10:00:00 PM,88.7,85.0,79.65,,,,
86,07/14/24 11:00:00 PM,88.3,84.6,79.38,,,,
87,07/15/24 12:00:00 AM,87.9,84.3,79.14,,,,
88,07/15/24 01:00:00 AM,87.3,83.9,78.85,,,,
89,07/15/24 02:00:00 AM,86.9,83.2,78.57,,,,
90,07/15/24 03:00:00 AM,86.6,83.2,78.22,,,,
91,07/15/24 04:00:00 AM,86.3,82.5,77.92,,,,
92,07/15/24 05:00:00 AM,86.1,82.9,77.63,,,,
93,07/15/24 06:00:00 AM,85.9,82.5,77.36,,,,
94,07/15/24 07:00:00 AM,85.8,82.5,77.25,,,,
95,07/15/24 08:00:00 AM,85.7,82.2,77.41,,,,
96,07/15/24 09:00:00 AM,86.1,82.5,77.74,,,,
97,07/15/24 10:00:00 AM,86.5,82.9,78.15,,,,
98,07/15/24 11:00:00 AM,86.8,83.2,78.78,,,,
99,07/15/24 12:00:00 PM,87.2,83.5,79.36,,,,
100,07/15/24 01:00:00 PM,87.2,83.5,79.29,,,,
101,07/15/24 02:00:00 PM,86.6,83.2,78.80,,,,
102,07/15/24 03:00:00 PM,86.2,82.8,78.46,,,,
103,07/15/24 04:00:00 PM,85.8,82.5,78.28,,,,
104,07/15/24 05:00:00 PM,85.4,82.1,78.19,,,,
105,07/15/24 06:00:00 PM,85.1,81.4,78.08,,,,
106,07/15/24 07:00:00 PM,84.7,81.0,77.97,,,,
107,07/15/24 08:00:00 PM,84.3,80.7,77.85,,,,
108,07/15/24 09:00:00 PM,84.0,80.7,77.72,,,,
109,07/15/24 10:00:00 PM,83.8,80.3,77.59,,,,
110,07/15/24 11:00:00 PM,83.6,80.0,77.43,,,,
111,07/16/24 12:00:00 AM,83.5,80.0,77.29,,,,
112,07/16/24 01:00:00 AM,83.2,79.6,77.13,,,,
113,07/16/24 02:00:00 AM,82.8,79.2,76.93,,,,
114,07/16/24 03:00:00 AM,82.7,79.2,76.71,,,,
115,07/16/24 04:00:00 AM,82.3,78.9,76.50,,,,
116,07/16/24 05:00:00 AM,82.2,78.5,76.32,,,,
