"Plot Title: Bradford_5_DO_2022-10-11_Q"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 20190789, SEN S/N: 20190789)","Temp, °F (LGR S/N: 20190789, SEN S/N: 20190789)"
1,10/12/22 08:00:00 AM,8.45,78.30
2,10/12/22 08:15:00 AM,8.45,78.26
3,10/12/22 08:30:00 AM,8.46,78.26
4,10/12/22 08:45:00 AM,8.45,78.26
5,10/12/22 09:00:00 AM,8.44,78.22
6,10/12/22 09:15:00 AM,8.45,77.97
7,10/12/22 09:30:00 AM,8.46,77.61
8,10/12/22 09:45:00 AM,8.43,77.29
9,10/12/22 10:00:00 AM,8.45,77.40
10,10/12/22 10:15:00 AM,8.44,77.65
11,10/12/22 10:30:00 AM,8.45,78.04
12,10/12/22 10:45:00 AM,8.42,78.48
13,10/12/22 11:00:00 AM,8.38,78.98
14,10/12/22 11:15:00 AM,8.35,79.74
15,10/12/22 11:30:00 AM,8.26,80.49
16,10/12/22 11:45:00 AM,8.22,81.03
17,10/12/22 12:00:00 PM,8.16,81.64
18,10/12/22 12:15:00 PM,8.13,82.33
19,10/12/22 12:30:00 PM,8.06,82.94
20,10/12/22 12:45:00 PM,8.03,83.30
21,10/12/22 01:00:00 PM,1.04,78.69
22,10/12/22 01:15:00 PM,8.69,74.48
23,10/12/22 01:30:00 PM,8.20,78.98
24,10/12/22 01:45:00 PM,8.05,81.61
25,10/12/22 02:00:00 PM,7.90,83.44
26,10/12/22 02:15:00 PM,7.87,84.20
27,10/12/22 02:30:00 PM,7.88,85.03
28,10/12/22 02:45:00 PM,7.80,85.71
29,10/12/22 03:00:00 PM,4.13,83.80
30,10/12/22 03:15:00 PM,4.20,81.07
31,10/12/22 03:30:00 PM,4.24,79.70
32,10/12/22 03:45:00 PM,4.30,79.20
33,10/12/22 04:00:00 PM,4.21,79.95
34,10/12/22 04:15:00 PM,4.20,80.46
35,10/12/22 04:30:00 PM,4.20,79.70
36,10/12/22 04:45:00 PM,4.26,78.66
37,10/12/22 05:00:00 PM,4.41,77.86
38,10/12/22 05:15:00 PM,4.35,77.32
39,10/12/22 05:30:00 PM,4.30,77.14
40,10/12/22 05:45:00 PM,4.32,77.04
41,10/12/22 06:00:00 PM,4.36,76.96
42,10/12/22 06:15:00 PM,4.25,76.71
43,10/12/22 06:30:00 PM,4.29,76.28
44,10/12/22 06:45:00 PM,4.25,75.92
45,10/12/22 07:00:00 PM,4.44,75.56
46,10/12/22 07:15:00 PM,4.33,75.20
47,10/12/22 07:30:00 PM,4.18,74.98
48,10/12/22 07:45:00 PM,4.30,74.84
49,10/12/22 08:00:00 PM,4.26,74.70
50,10/12/22 08:15:00 PM,4.38,74.62
51,10/12/22 08:30:00 PM,4.26,74.62
52,10/12/22 08:45:00 PM,4.15,74.77
53,10/12/22 09:00:00 PM,4.13,74.70
54,10/12/22 09:15:00 PM,4.16,74.44
55,10/12/22 09:30:00 PM,4.19,74.23
56,10/12/22 09:45:00 PM,4.19,74.01
57,10/12/22 10:00:00 PM,4.22,73.76
58,10/12/22 10:15:00 PM,4.28,73.62
59,10/12/22 10:30:00 PM,4.21,73.65
60,10/12/22 10:45:00 PM,4.20,73.76
61,10/12/22 11:00:00 PM,4.68,73.62
62,10/12/22 11:15:00 PM,4.61,72.72
63,10/12/22 11:30:00 PM,4.76,72.10
64,10/12/22 11:45:00 PM,4.81,71.78
65,10/13/22 12:00:00 AM,4.91,71.42
66,10/13/22 12:15:00 AM,4.80,71.46
67,10/13/22 12:30:00 AM,4.80,71.38
68,10/13/22 12:45:00 AM,4.73,71.42
69,10/13/22 01:00:00 AM,4.73,71.42
70,10/13/22 01:15:00 AM,4.77,71.46
71,10/13/22 01:30:00 AM,4.83,71.42
72,10/13/22 01:45:00 AM,4.86,71.31
73,10/13/22 02:00:00 AM,4.87,71.31
74,10/13/22 02:15:00 AM,4.89,71.35
75,10/13/22 02:30:00 AM,4.90,71.46
76,10/13/22 02:45:00 AM,4.91,71.46
77,10/13/22 03:00:00 AM,4.95,71.49
78,10/13/22 03:15:00 AM,5.20,71.60
79,10/13/22 03:30:00 AM,5.31,71.67
80,10/13/22 03:45:00 AM,5.10,71.74
81,10/13/22 04:00:00 AM,5.00,71.78
82,10/13/22 04:15:00 AM,5.10,70.81
83,10/13/22 04:30:00 AM,5.16,69.91
84,10/13/22 04:45:00 AM,5.23,69.37
85,10/13/22 05:00:00 AM,5.27,69.08
86,10/13/22 05:15:00 AM,5.29,69.15
87,10/13/22 05:30:00 AM,5.29,69.01
88,10/13/22 05:45:00 AM,5.30,68.79
89,10/13/22 06:00:00 AM,5.30,68.68
90,10/13/22 06:15:00 AM,5.31,68.50
91,10/13/22 06:30:00 AM,5.33,68.18
92,10/13/22 06:45:00 AM,5.29,68.07
93,10/13/22 07:00:00 AM,5.26,68.22
94,10/13/22 07:15:00 AM,5.30,67.93
95,10/13/22 07:30:00 AM,5.30,67.96
96,10/13/22 07:45:00 AM,5.27,68.25
97,10/13/22 08:00:00 AM,5.27,68.29
98,10/13/22 08:15:00 AM,5.23,68.86
99,10/13/22 08:30:00 AM,5.22,69.15
100,10/13/22 08:45:00 AM,5.20,69.40
101,10/13/22 09:00:00 AM,5.21,69.48
102,10/13/22 09:15:00 AM,5.14,70.20
103,10/13/22 09:30:00 AM,5.10,70.74
104,10/13/22 09:45:00 AM,4.97,72.28
105,10/13/22 10:00:00 AM,4.81,73.90
106,10/13/22 10:15:00 AM,4.89,73.04
107,10/13/22 10:30:00 AM,4.90,73.00
108,10/13/22 10:45:00 AM,4.90,72.72
109,10/13/22 11:00:00 AM,4.91,72.64
110,10/13/22 11:15:00 AM,4.91,72.61
111,10/13/22 11:30:00 AM,4.90,72.72
112,10/13/22 11:45:00 AM,4.88,73.00
113,10/13/22 12:00:00 PM,4.86,73.18
114,10/13/22 12:15:00 PM,4.82,73.76
115,10/13/22 12:30:00 PM,4.71,75.09
116,10/13/22 12:45:00 PM,4.68,75.60
117,10/13/22 01:00:00 PM,4.58,77.00
118,10/13/22 01:15:00 PM,4.37,79.45
119,10/13/22 01:30:00 PM,4.36,79.56
120,10/13/22 01:45:00 PM,4.44,78.80
121,10/13/22 02:00:00 PM,4.48,78.44
122,10/13/22 02:15:00 PM,4.47,78.44
123,10/13/22 02:30:00 PM,4.43,79.05
124,10/13/22 02:45:00 PM,4.45,78.51
125,10/13/22 03:00:00 PM,4.45,78.30
126,10/13/22 03:15:00 PM,4.43,78.62
127,10/13/22 03:30:00 PM,4.35,79.23
128,10/13/22 03:45:00 PM,4.32,79.56
129,10/13/22 04:00:00 PM,4.31,79.56
130,10/13/22 04:15:00 PM,4.30,79.52
131,10/13/22 04:30:00 PM,4.31,79.20
132,10/13/22 04:45:00 PM,4.35,78.55
133,10/13/22 05:00:00 PM,4.32,78.37
134,10/13/22 05:15:00 PM,4.34,77.94
135,10/13/22 05:30:00 PM,4.36,77.36
136,10/13/22 05:45:00 PM,4.35,77.25
137,10/13/22 06:00:00 PM,4.35,76.89
138,10/13/22 06:15:00 PM,4.36,76.60
139,10/13/22 06:30:00 PM,4.37,76.28
140,10/13/22 06:45:00 PM,4.37,75.88
141,10/13/22 07:00:00 PM,4.38,75.52
142,10/13/22 07:15:00 PM,4.41,75.20
143,10/13/22 07:30:00 PM,4.42,74.88
144,10/13/22 07:45:00 PM,4.43,74.62
145,10/13/22 08:00:00 PM,4.44,74.41
146,10/13/22 08:15:00 PM,4.45,74.19
147,10/13/22 08:30:00 PM,4.46,74.01
148,10/13/22 08:45:00 PM,4.47,73.80
149,10/13/22 09:00:00 PM,4.48,73.54
150,10/13/22 09:15:00 PM,4.50,73.33
151,10/13/22 09:30:00 PM,4.51,73.11
152,10/13/22 09:45:00 PM,4.52,72.86
153,10/13/22 10:00:00 PM,4.55,72.61
154,10/13/22 10:15:00 PM,4.57,72.28
155,10/13/22 10:30:00 PM,4.62,72.00
156,10/13/22 10:45:00 PM,4.61,71.78
157,10/13/22 11:00:00 PM,4.62,71.64
158,10/13/22 11:15:00 PM,4.64,71.35
159,10/13/22 11:30:00 PM,4.67,71.06
160,10/13/22 11:45:00 PM,4.70,70.81
161,10/14/22 12:00:00 AM,4.74,70.45
162,10/14/22 12:15:00 AM,4.78,69.87
163,10/14/22 12:30:00 AM,4.84,69.22
164,10/14/22 12:45:00 AM,4.89,68.54
165,10/14/22 01:00:00 AM,4.92,68.29
166,10/14/22 01:15:00 AM,4.96,68.14
167,10/14/22 01:30:00 AM,4.98,68.00
168,10/14/22 01:45:00 AM,4.96,68.29
169,10/14/22 02:00:00 AM,4.96,68.61
170,10/14/22 02:15:00 AM,4.92,68.79
171,10/14/22 02:30:00 AM,4.95,68.79
172,10/14/22 02:45:00 AM,4.92,68.94
173,10/14/22 03:00:00 AM,4.89,69.12
174,10/14/22 03:15:00 AM,4.89,69.15
175,10/14/22 03:30:00 AM,4.92,69.04
176,10/14/22 03:45:00 AM,4.94,68.94
177,10/14/22 04:00:00 AM,4.99,68.58
178,10/14/22 04:15:00 AM,4.99,68.32
179,10/14/22 04:30:00 AM,5.03,67.96
180,10/14/22 04:45:00 AM,5.08,67.75
181,10/14/22 05:00:00 AM,5.09,67.50
182,10/14/22 05:15:00 AM,5.12,67.28
183,10/14/22 05:30:00 AM,5.17,66.92
