"Plot Title: Bradford_5_cond"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20342071, SEN S/N: 20342071)","Full Range, μS/cm (LGR S/N: 20342071, SEN S/N: 20342071)","Temp, °F (LGR S/N: 20342071, SEN S/N: 20342071)"
1,09/13/23 10:00:00 AM,79.6,75.6,75.40
2,09/13/23 11:00:00 AM,80.1,76.7,75.87
3,09/13/23 12:00:00 PM,80.8,77.0,76.48
4,09/13/23 01:00:00 PM,81.4,77.8,77.07
5,09/13/23 02:00:00 PM,81.7,77.7,77.49
6,09/13/23 03:00:00 PM,82.0,78.1,77.65
7,09/13/23 04:00:00 PM,82.2,78.5,77.79
8,09/13/23 05:00:00 PM,82.4,78.8,77.90
9,09/13/23 06:00:00 PM,82.5,78.8,77.94
10,09/13/23 07:00:00 PM,82.5,78.8,77.88
11,09/13/23 08:00:00 PM,82.4,78.8,77.77
12,09/13/23 09:00:00 PM,82.4,78.8,77.61
13,09/13/23 10:00:00 PM,82.3,78.8,77.49
14,09/13/23 11:00:00 PM,82.3,78.8,77.40
15,09/14/23 12:00:00 AM,82.3,78.9,77.22
16,09/14/23 01:00:00 AM,82.2,78.9,77.05
17,09/14/23 02:00:00 AM,82.2,78.5,76.89
18,09/14/23 03:00:00 AM,82.1,78.5,76.71
19,09/14/23 04:00:00 AM,81.8,78.2,76.50
20,09/14/23 05:00:00 AM,81.6,77.8,76.28
21,09/14/23 06:00:00 AM,81.6,77.8,76.06
22,09/14/23 07:00:00 AM,81.4,77.8,75.87
23,09/14/23 08:00:00 AM,81.3,77.8,75.83
24,09/14/23 09:00:00 AM,81.5,77.8,76.03
25,09/14/23 10:00:00 AM,81.8,77.8,76.33
26,09/14/23 11:00:00 AM,82.1,78.5,76.77
27,09/14/23 12:00:00 PM,82.6,79.2,77.29
28,09/14/23 01:00:00 PM,83.3,79.6,77.94
29,09/14/23 02:00:00 PM,83.7,79.9,78.40
30,09/14/23 03:00:00 PM,83.9,80.3,78.62
31,09/14/23 04:00:00 PM,84.0,80.3,78.76
32,09/14/23 05:00:00 PM,84.0,80.3,78.75
33,09/14/23 06:00:00 PM,83.9,80.6,78.64
34,09/14/23 07:00:00 PM,83.8,79.9,78.44
35,09/14/23 08:00:00 PM,83.6,80.3,78.26
36,09/14/23 09:00:00 PM,83.4,79.9,78.03
37,09/14/23 10:00:00 PM,83.3,79.6,77.79
38,09/14/23 11:00:00 PM,83.1,79.6,77.63
39,09/15/23 12:00:00 AM,82.9,79.2,77.49
40,09/15/23 01:00:00 AM,82.8,79.2,77.34
41,09/15/23 02:00:00 AM,82.6,79.2,77.22
42,09/15/23 03:00:00 AM,85.2,82.9,76.93
43,09/15/23 04:00:00 AM,81.7,78.1,76.69
44,09/15/23 05:00:00 AM,81.6,77.8,76.44
45,09/15/23 06:00:00 AM,81.1,77.4,76.21
46,09/15/23 07:00:00 AM,81.0,77.4,76.01
47,09/15/23 08:00:00 AM,80.8,77.1,75.92
48,09/15/23 09:00:00 AM,81.0,77.4,76.06
49,09/15/23 10:00:00 AM,81.5,77.8,76.32
50,09/15/23 11:00:00 AM,81.6,77.8,76.73
51,09/15/23 12:00:00 PM,82.2,78.5,77.31
52,09/15/23 01:00:00 PM,82.8,79.2,77.94
53,09/15/23 02:00:00 PM,83.2,79.2,78.40
54,09/15/23 03:00:00 PM,83.3,79.9,78.64
55,09/15/23 04:00:00 PM,86.2,83.9,78.62
56,09/15/23 05:00:00 PM,83.1,79.2,78.42
57,09/15/23 06:00:00 PM,82.5,78.8,78.04
58,09/15/23 07:00:00 PM,82.1,78.1,77.65
59,09/15/23 08:00:00 PM,81.8,78.1,77.36
60,09/15/23 09:00:00 PM,81.6,77.8,77.13
61,09/15/23 10:00:00 PM,81.2,77.8,76.87
62,09/15/23 11:00:00 PM,81.0,77.4,76.62
63,09/16/23 12:00:00 AM,80.7,76.7,76.44
64,09/16/23 01:00:00 AM,80.5,76.7,76.30
65,09/16/23 02:00:00 AM,80.4,76.7,76.15
66,09/16/23 03:00:00 AM,80.2,76.7,75.99
67,09/16/23 04:00:00 AM,80.0,76.0,75.83
68,09/16/23 05:00:00 AM,79.8,76.0,75.61
69,09/16/23 06:00:00 AM,79.5,75.6,75.40
70,09/16/23 07:00:00 AM,79.3,75.3,75.20
71,09/16/23 08:00:00 AM,79.2,75.3,75.24
72,09/16/23 09:00:00 AM,79.4,75.6,75.43
73,09/16/23 10:00:00 AM,79.6,75.6,75.67
