SampleName,Rundate,Runtime,Position,N2O_dry_mean,CO2_dry_mean,CH4_dry_mean,NH3_mean,H2O_mean,OutletValve_mean,ChemDetect
5GW601062025,20250318,100643,1,0.398360196,2430.207259,5.669482556,32.660684,2.794292452,24841.68311,0.036458333
5.2_022020205_1,20250318,101134,2,0.420466846,3115.46005,6.620896504,29.2969566,2.624294529,25690.43062,0.063926941
9.1_03112025_1,20250318,101624,3,0.343577424,522.2483013,2.653788673,30.83522115,2.913049756,23810.87295,0
6.3_03112025_1,20250318,102115,4,0.350479277,2771.349952,13.28460828,27.12413053,2.458657743,26160.5763,0.171122995
6.1_03112025_3,20250318,102606,5,0.438592734,6894.24913,33.71327099,22.715809,2.175765105,28016.55596,0.678082192
5.2_03112025_1,20250318,103056,6,0.483785118,8028.255524,38.69915467,26.45105748,2.772274039,24645.05587,0.510948905
6.1_03112025_1,20250318,103546,7,0.496185867,6602.964997,30.42841112,25.97579021,2.561755004,25647.67255,0.233160622
5.2_03112025_2,20250318,104037,8,0.535653831,3942.84847,17.80327026,24.24290917,2.433819665,26163.79502,0.037234043
9.1_03112025_2,20250318,104528,9,0.265287939,1164.16561,17.05077957,24.86819255,2.362670013,26844.43419,0.104938272
5.2_03112025_1,20250318,105019,10,0.268744082,3270.276614,29.98470101,19.98517378,2.10797278,28729.02291,0.183006536
5.2_03112025_3,20250318,105509,11,0.355539814,4937.975589,21.94280789,27.118581,2.772378055,24633.84209,0.111111111
5.5_03112025_1,20250318,110000,12,0.304774663,5381.055384,22.49394398,24.85896725,2.516655729,25761.97843,0.097674419
9.Sam_03112025_3,20250318,110451,13,0.28903996,3684.49644,19.6079111,25.24922488,2.569942751,25166.36917,0.100478469
6.1_03112025_2,20250318,110941,14,0.28437547,2993.221576,18.85624572,24.83739271,2.513867423,25618.67881,0.103960396
9.4_03112025_3,20250318,111432,15,0.221717858,5063.541872,91.34545602,25.45820947,2.456491725,25585.50724,0.264150943
9.1_03112025_3,20250318,111923,16,0.49974848,5721.276797,113.2186521,19.02379421,2.015057507,28974.61851,0.4375
9.2_03112025_1,20250318,112413,17,0.406955364,3866.140551,17.09070859,17.89264627,1.49851708,25222.31312,0.097674419
9.2_03112025_2,20250318,112904,18,0.168217865,1894.023225,9.35904886,13.87313634,1.240140948,25756.28678,0.065420561
9.4_03112025_1,20250318,113354,19,0.281276989,2339.933283,12.06221384,22.98421399,2.208370214,26088.15737,0.094594595
9.3_03112025_1,20250318,113845,20,0.264001165,2043.235383,8.821276622,21.61767934,2.099847407,26031.57451,0.031390135
5.2_03112025_3,20250318,114336,21,0.256813296,2490.564089,10.87036767,21.34690562,1.957430452,25150.4534,0.098591549
3.1_03112025_air,20250318,114826,22,0.271871913,377.9445236,1.736986355,16.95823313,1.515413402,25940.19213,0.031674208
9.5_03112025_1,20250318,115317,23,0.270174108,460.3951693,1.766689207,23.60152289,2.54376738,25958.6329,0
9.4_03112025_2,20250318,115808,24,0.231521833,1482.154429,20.47139346,23.83291828,2.451539875,26340.75608,0.142011834
6.2_03112025_1,20250318,120258,25,0.21725042,1847.955542,35.52476591,19.61774748,2.113412789,28478.65498,0.16025641
9.Sam_03112025_1,20250318,120749,26,0.238524806,1034.940362,61.49830801,24.25180633,2.514269947,26390.80613,0.134146341
6.2_03112025_2,20250318,121240,27,0.312808164,1628.965508,83.4678532,13.93275547,1.036582237,33390.9669,0.278481013
3.1_03112025_1,20250318,121731,28,0.336437244,519.4660023,2.265960936,7.588958394,0.57501718,36784.62335,0
9.3_03112025_2,20250318,122221,29,0.334020649,511.1199618,2.25250647,5.944766564,0.565994411,37253.88237,0
9.5_03112025_air,20250318,122712,30,0.333236858,511.734847,2.255071178,4.882566427,0.557070273,37454.27986,0
9.5_03112025_1,20250318,123202,31,0.334191582,514.4639947,2.252738994,4.172863445,0.55406308,37552.02507,0
9.2_03112025_air,20250318,123653,32,0.334067138,516.6967796,2.26010724,3.843283493,0.557204154,37603.71988,0
5.3_03112025_1,20250318,124143,33,0.335557175,513.2183036,2.246441838,3.488310868,0.560070223,37628.96309,0
6.2_03112025_air,20250318,124634,34,0.333023959,503.8023162,2.249643961,3.221477764,0.556832539,37644.61441,0
9.3_03112025_3,20250318,125125,35,0.333663942,552.8253764,2.25675611,3.145641704,0.572565791,38005.40954,0
3.2_03112025_air,20250318,125615,36,na,na,na,na,na,na,na
3.2_03112025_1,20250318,130106,37,na,na,na,na,na,na,na
5.3_03112025_air,20250318,130557,38,na,na,na,na,na,na,na
3.1_03112025_2,20250318,131047,39,na,na,na,na,na,na,na
