SampleName,Rundate,Runtime,Position,N2O_dry_mean,CO2_dry_mean,CH4_dry_mean,NH3_mean,H2O_mean,OutletValve_mean,ChemDetect
5GW601062025,20250313,105119,1,0.16873780307220537,216.12295832761171,0.98863758227019871,10.797694489942646,0.68910489003522801,29710.610650659884,0.03553299492385787
5.2_022020205_1,20250313,105610,2,0.20291158516569285,263.94271681075094,1.2476962830179139,7.9032393493947604,0.72672526232219381,31387.987127565448,0.0
9.1_03112025_1,20250313,110100,3,0.15399300206956165,183.18997809820257,0.89975425058353509,8.8531410707321001,0.5983916029540246,28036.087854833335,0.0
6.3_03112025_1,20250313,110551,4,0.28787865235550775,367.33945405967296,1.6700434124776351,8.3447493798074106,0.99835433317022193,37170.10745890742,0.0
6.1_03112025_air,20250313,111041,5,0.30560633423275713,392.07293236374596,1.8094431241003124,7.9599692747965332,1.0649063419046634,37151.605877282193,0.0
5.2_03112025_1,20250313,111532,6,0.30772335498262821,392.90288012121511,1.8279084327404804,7.2964996613310333,1.0614428513590104,37217.400812660104,0.0
6.1_03112025_1,20250313,112023,7,0.30441601682262465,388.51621994881486,1.7998647198536022,6.8292246338135909,1.056410807990908,37248.133800412645,0.0
5.2_03112025_2,20250313,112514,8,0.30396377097941601,388.89564414545532,1.8181030973222265,6.5069255337294152,1.0651876251895152,37170.154309808844,0.0
9.1_03112025_2,20250313,113004,9,0.30289316288999446,386.26869957965357,1.7838496284652607,6.3036259098396981,1.0602268646285535,37183.534832241225,0.0
5.2_03112025_1,20250313,113455,10,0.30548941062547169,390.58459079768056,1.7963400880431419,6.0710997920790195,1.0661595283798344,37218.725187404874,0.0
5.2_03112025_3,20250313,113946,11,0.30269896003696239,385.8304494885702,1.8077398548300081,5.9284372382409742,1.0467258752506776,37225.513229185373,0.0
5.5_03112025_1,20250313,114436,12,0.30361276125345932,387.58829003709656,1.7970596052735144,5.7570939392150526,1.051856886876495,37223.943315757293,0.0
9.Sam_03112025_air,20250313,114927,13,0.30615791542919735,405.91425485664934,1.8015026850550722,5.9148723471432847,1.1019156276684778,37214.668882646765,0.0
6.1_03112025_2,20250313,115418,14,0.30058683609282477,395.84349915934149,1.785997719326194,5.8204026344695636,1.0619160240459806,37192.367327652173,0.0
9.4_03112025_air,20250313,115909,15,0.30284491674900899,401.80682312296278,1.777646821546182,5.7741236046378654,1.0664750606262718,37179.488842276711,0.0
9.1_03112025_air,20250313,120359,16,0.31426935638836695,404.84081649195059,1.8365643176422908,5.7871563901484704,1.1003648341529844,37030.333920571436,0.0
9.2_03112025_1,20250313,120850,17,0.31014002216017345,409.45075477157218,1.8102064934116797,5.7425776885863762,1.1093878136775546,37117.50209039895,0.0
9.2_03112025_2,20250313,121341,18,0.33061162208433492,427.52836429448502,1.918603355234326,5.7553019583455196,1.1493198570840328,36869.297551819684,0.0
9.4_03112025_1,20250313,121831,19,0.30291572732747696,394.65392190650988,1.7479981430312252,5.4729577264653884,1.0587657811493778,37189.989993839401,0.0
9.3_03112025_1,20250313,122322,20,0.3043225347296632,403.12727274429244,1.7545869924728252,5.475295231824739,1.0678149754852935,37049.03330540724,0.0
5.2_03112025_air,20250313,122813,21,0.30245413560388906,400.02266739128845,1.7628605139767639,5.3948045544171928,1.0669675529168958,36901.506653947952,0.0
3.1_03112025_air,20250313,123303,22,0.29780973516587333,390.29596462050318,1.7733301156804477,5.4859770191427621,1.0546408742134843,36022.11296070832,0.0
