SampleName,Rundate,Runtime,Position,N2O_dry_mean,CO2_dry_mean,CH4_dry_mean,NH3_mean,H2O_mean,OutletValve_mean,ChemDetect
13_01042025_1,20250113,92914,1,0.363111411,481.2109721,2.241188535,92.71206156,0.965181765,20303.57558,0
15_01042025_air,20250113,93404,2,0.400927623,468.0135169,2.089827495,111.7126748,1.617937877,20765.80874,0
9_01042025_1,20250113,93855,3,0.392437396,750.261657,3.17124826,84.23505013,1.279069637,19965.99705,0
5_01042025_1,20250113,94346,4,0.466304469,3771.33058,42.36311581,121.4079365,3.398696509,19000.53431,0.038251366
13_01042025_air,20250113,94836,5,0.38009148,487.4058576,2.111982436,60.88736607,1.301480599,19768.78467,0
6_01042025_3,20250113,95327,6,0.390887684,739.2566556,5.793239597,55.68690033,1.275689827,19000,0
15_01042025_1,20250113,95818,7,0.373971407,6299.043967,34.25755831,88.80854557,3.356384621,19000,0
5_01042025_2,20250113,100308,8,0.460635401,2280.607153,24.10981672,84.27029221,3.390082089,19000,0
9_01042025_air,20250113,100759,9,0.397744676,517.8693072,2.285763415,57.67536129,1.864669267,19000,0
13_01042025_3,20250113,101250,10,0.468650838,2225.472526,40.30359774,68.77189341,2.893137021,19000,0
9_01042025_3,20250113,101741,11,0.483354665,3415.621319,30.59736026,74.14756485,3.525140586,19000,0
15_01042025_3,20250113,102231,12,0.310839284,9103.113784,55.80899154,71.12917287,3.415777258,19000,1
6GW4_01102025_1,20250113,102722,13,0.332932027,14261.75578,73.20800897,68.88115373,3.371778515,19000,1
6GW1_01102025_1,20250113,103212,14,-1.431145354,29627.07116,2.373768119,41.56615196,3.447862266,19074.72373,1
5GW2_01102025_1,20250113,103703,15,0.245387724,17834.44613,1018.07826,66.012245,3.321085045,19079.9515,1
5GW4_01102025_1,20250113,104154,16,-0.042689781,39971.25938,360.8838863,60.68996422,3.059245728,19000,1
9GW2_01102025_1,20250113,104644,17,0.346578671,13549.76453,529.2643368,64.04172141,3.246298114,19001.62188,1
5GW8_01102025_1,20250113,105135,18,-2.235989392,43707.92718,48.68591274,26.95222367,3.347713002,19019.39833,1
6GW3_01102025_1,20250113,105626,19,0.345856877,5123.340122,1916.098816,60.75013657,3.652347882,19010.19739,1
9GW4_01102025_1,20250113,110116,20,-0.199811947,50680.58173,1873.102776,57.80473004,3.528100763,19014.90605,1
9GW1_01102025_1,20250113,110607,21,0.42724193,10209.30012,1631.992305,61.32458417,3.305822929,19125.45793,1
5GW5_01102025_1,20250113,111058,22,-0.137729173,42070.34021,35.49651161,59.84761537,3.789144633,19198.66675,1
5GW7_01102025_1,20250113,111548,23,0.302722902,14382.15803,830.2389236,60.03208557,3.443343079,19002.60089,1
9GW2_01102025_2,20250113,112039,24,0.381601929,663.7416679,30.4060366,34.39754572,1.257063388,19000,0
9GW4_01102025_2,20250113,112530,25,-0.020801717,46085.5676,1640.824215,54.60484498,3.530367744,19084.19277,1
5GW5_01102025_2,20250113,113020,26,-0.31265618,11181.11408,109.8067485,57.33304098,5.16491532,19080.52819,1
9GW5_01102025_1,20250113,113511,27,0.437467788,18899.19563,95.22969308,62.01290582,3.976644164,19000,1
6GW2_01102025_1,20250113,114002,28,0.399620654,13526.00953,158.3171559,59.20958272,3.51928375,19000,1
6GW1_01102025_2,20250113,114453,29,0.339382304,9817.418884,33.31961593,59.12286241,3.611953252,19000,1
9GW1_01102025_2,20250113,114943,30,-0.92542157,24394.15782,-65.37339043,39.39561169,3.665323402,19000,1
5GW4_01102025_2,20250113,115434,31,0.402567147,11536.04139,1873.532456,55.15601407,3.350644483,19033.93909,1
6GW3_01102025_2,20250113,115925,32,-0.094320137,46177.44224,459.2867183,53.93139512,3.829295428,19005.34254,1
9GW3_01102025_1,20250113,120415,33,0.388562522,15108.4364,2186.019032,49.24108586,2.868413516,19000,1
6GW4_01102025_2,20250113,120906,34,-1.698746096,74123.31049,2.796487724,31.32887537,3.780419187,19016.10203,1
6GW2_01102025_2,20250113,121357,35,0.23350063,1887.539984,69.45880356,35.17935186,2.129005729,19976.61206,1
5GW8_01102025_2,20250113,121847,36,0.418747943,12537.945,131.8038454,54.25685286,3.771173531,19000,1
9GW3_01102025_2,20250113,122338,37,0.097725156,33087.79176,1044.74481,52.37030144,3.79909653,19000.17869,1
9GW2_01102025_2,20250113,122829,38,-1.450548424,68729.9913,35.35558467,32.11143229,3.794252033,19000,1
5GW8_01102025_2,20250113,123319,39,0.350197425,13340.45607,470.2213573,48.66890795,3.34514442,19010.08271,1
5GW3_01102025_1,20250113,123810,40,-2.298015555,42372.60193,2.414600706,12.76725827,3.563359292,19020.09016,1
5GW3_01102025_2,20250113,124301,41,0.088746211,28528.07402,589.2865926,46.5418272,3.257735045,19000,1
6_01102025_3,20250113,124751,42,0.236960585,20730.96911,351.3587112,47.18313356,3.347158864,19000,1
6_01042025_air,20250113,125242,43,0.375360608,525.798988,2.567714102,28.5733865,1.349853371,19157.28695,0
5_01042025_air,20250113,125733,44,0.404761638,625.3288418,124.5046303,32.98412838,1.815267473,19028.73397,0.014084507
9_01102025_air,20250113,130223,45,0.423120342,598.828809,2.463498395,44.71692226,3.436018954,19001.97217,0
5_01042025_air,20250113,130714,46,0.381603709,451.1662708,2.198539507,29.46589906,1.578324633,19000,0
