Site,Date,water_umol.L,water.ppm,type,chapter
5a,2025-03-26,61.84414936398428,1441.5967356179003,CO2,stream
15,2025-03-26,16.785485794205158,400.06893729746565,CO2,stream
6,2025-03-26,21.579739611357105,501.8779285704435,CO2,stream
6a,2025-03-26,14.88987270478766,336.20588992330323,CO2,stream
6,2025-03-26,16.82581530200394,391.31636814720355,CO2,stream
9,2025-03-26,21.244050966039193,496.19361168557236,CO2,stream
15,2025-03-26,21.386860727714147,509.7391132057292,CO2,stream
15,2025-03-26,21.063473913595423,502.03144119392744,CO2,stream
5,2025-03-26,21.051786371105482,499.9012035880617,CO2,stream
7,2025-02-28,510.178339001349,11706.50720110923,CO2,stream
15,2025-02-28,323.1571023529604,7425.777043939152,CO2,stream
13,2025-02-28,166.26071718783504,3842.441062798663,CO2,stream
5a,2025-02-28,359.95336986418044,8183.894700513023,CO2,stream
5,2025-02-28,224.61712184826666,5219.418686105654,CO2,stream
15,2025-02-28,364.1812667991566,8368.464969945546,CO2,stream
9,2025-02-28,202.48813650816516,4519.638747861376,CO2,stream
6,2025-02-28,383.7592218203482,8630.206153655205,CO2,stream
3,2025-02-28,445.00996966995507,10007.6494851802,CO2,stream
6,2025-02-28,411.3622313079711,9250.95908620885,CO2,stream
9,2025-02-28,195.5661693066873,4365.136900421226,CO2,stream
5a,2025-02-28,114.84072993019825,2611.017203237808,CO2,stream
3,2025-02-28,454.6586611331656,10224.635010754104,CO2,stream
5,2025-02-28,93.04617294102492,2162.1100373954037,CO2,stream
13,2025-02-28,165.76487835826276,3830.981762541188,CO2,stream
7,2025-02-28,481.02951320966497,11037.660813584876,CO2,stream
9,2025-02-20,237.2525863920244,5148.816820464368,CO2,stream
9,2025-02-20,230.61373759460602,5004.741609835531,CO2,stream
7,2025-01-27,29.02712127593749,578.5044515285672,CO2,stream
7,2025-01-27,27.606642482778653,550.19460649321,CO2,stream
5a,2025-01-27,256.8252713071654,5170.311219237493,CO2,stream
5,2025-01-27,126.16745225757238,2567.133782352382,CO2,stream
13,2025-01-27,162.63950719709015,3274.1983079486436,CO2,stream
9,2025-01-27,238.11465776741386,4565.196090251154,CO2,stream
5a,2025-01-27,345.4442633335254,6954.355937186648,CO2,stream
15,2025-01-27,358.4277950073241,7122.2187912496165,CO2,stream
6a,2025-01-27,27.829719925996184,533.7184167276217,CO2,stream
5,2025-01-27,114.91622604175441,2338.204669536905,CO2,stream
7,2025-01-27,453.1557255000638,9031.29876178111,CO2,stream
9,2025-01-27,192.09195235413506,3682.8368235624753,CO2,stream
3,2025-01-27,332.7544943936672,6559.223604659678,CO2,stream
6a,2025-01-27,527.8477757700805,10123.065553888058,CO2,stream
6,2025-01-27,387.3428046351112,7846.430783845004,CO2,stream
6a,2025-01-27,425.3867609105857,8158.0680342388405,CO2,stream
13,2025-01-27,147.8908885554718,2977.284581184532,CO2,stream
3,2025-01-27,460.42947270239233,9075.94011955746,CO2,stream
3,2025-01-27,27.613483595631767,544.3142510738624,CO2,stream
7,2025-01-27,508.3844358998163,10131.995400442433,CO2,stream
6,2025-01-27,61.165703622060725,1239.038015093086,CO2,stream
15,2025-01-27,377.90989646538685,7509.342198056866,CO2,stream
6,2025-01-27,454.4092454763859,9205.000453096056,CO2,stream
13,2025-01-04,23.797991945083258,493.43509705305325,CO2,stream
9,2025-01-04,45.98606359780419,866.1846255906129,CO2,stream
5,2025-01-04,235.9850663559198,5116.84351917235,CO2,stream
5,2025-01-04,239.19524329479455,5186.449504494759,CO2,stream
6,2025-01-04,37.362077028411214,839.0101887517529,CO2,stream
15,2025-01-04,420.0629211293237,8719.962928810484,CO2,stream
5,2025-01-04,138.14938342819417,2995.480977622798,CO2,stream
5,2025-01-04,141.35956036706895,3065.086962945207,CO2,stream
13,2025-01-04,142.6236138059785,2957.2031490224113,CO2,stream
9,2025-01-04,243.26568252715836,4582.105482690042,CO2,stream
15,2025-01-04,610.8974281932807,12681.440468084214,CO2,stream
6,2025-01-10,1344.6031179920378,28935.091901923388,CO2,stream
3,2024-12-13,384.8848095861287,7973.288443213047,CO2,stream
3,2024-12-13,370.91084762859424,7683.803312579499,CO2,stream
15,2024-12-13,598.5170033399992,12563.772104427477,CO2,stream
15,2024-12-13,695.8788249493659,14607.543177840282,CO2,stream
6,2024-12-13,411.3094997320188,9503.02603149452,CO2,stream
6,2024-12-13,547.3116347119861,12645.262789691258,CO2,stream
9,2024-12-13,165.8473426992941,3237.1917051666965,CO2,stream
9,2024-12-13,177.43695900798036,3463.4106434379555,CO2,stream
5,2024-12-13,182.29503180298863,3994.2356060928264,CO2,stream
5,2024-12-13,184.18120129318416,4035.5631467413664,CO2,stream
5,2024-12-13,25.79886205575202,565.274502549951,CO2,stream
13,2024-12-13,89.33672339843638,1895.17834188064,CO2,stream
13,2024-12-13,121.02519039893866,2567.413611568205,CO2,stream
6,2024-11-22,442.55227182224206,10977.139680282682,CO2,stream
9,2024-11-22,122.94727266801176,2605.1397840852255,CO2,stream
3,2024-11-22,270.1698350985931,6075.7403101349,CO2,stream
5,2024-11-22,151.15704000218216,3557.859942140247,CO2,stream
13,2024-11-22,201.65484723048806,4689.867386581591,CO2,stream
5,2024-11-22,148.74113886655726,3500.995651370284,CO2,stream
3,2024-11-22,317.04327931593133,7129.8582667239925,CO2,stream
6,2024-11-22,-4.973239915865677,-123.35706468125993,CO2,stream
9,2024-11-22,159.38238820809946,3377.166417709934,CO2,stream
13,2024-11-22,94.84471540738335,2205.794423926197,CO2,stream
15,2025-04-16,0.5483024265103864,13.34169567476008,CH4,stream
7,2025-04-16,0.32556669796431803,7.9713394980756584,CH4,stream
6,2025-04-16,-0.013243309028569567,-0.3216993444657821,CH4,stream
3,2025-04-16,0.14186649639199023,3.3812770833985777,CH4,stream
3,2025-04-16,0.39963356084204127,9.524953638796271,CH4,stream
5,2025-04-16,0.22988791133203096,5.6112257427072985,CH4,stream
5,2025-04-16,0.6497286901462127,15.858921553549068,CH4,stream
6a,2025-04-16,NA,NA,CH4,stream
15,2025-04-16,0.2894906366612429,7.044097907076622,CH4,stream
3,2025-04-16,10.323748952802413,246.05848904887551,CH4,stream
6a,2025-04-16,NA,NA,CH4,stream
6a,2025-04-16,NA,NA,CH4,stream
7,2025-04-16,NA,NA,CH4,stream
6,2025-04-16,NA,NA,CH4,stream
5,2025-04-16,NA,NA,CH4,stream
13,2025-08-13,0.00432995743989038,0.12810980973404756,CH4,stream
7,2025-08-13,0.017810481678519254,0.5228483965403008,CH4,stream
7,2025-08-13,0.017695981608835717,0.5194871074455767,CH4,stream
5,2025-08-13,NA,NA,CH4,stream
5,2025-08-13,NA,NA,CH4,stream
3,2025-08-13,0.00721419002937916,0.20522333098134643,CH4,stream
3,2025-08-13,0.007156697823103557,0.20358784009057468,CH4,stream
13,2025-08-13,0.0037923114217844295,0.11220255659357205,CH4,stream
6,2025-08-13,0.0033936565110899266,0.09730435428110645,CH4,stream
6,2025-08-13,0.003319708902934472,0.09518409719595794,CH4,stream
15,2025-08-13,NA,NA,CH4,stream
15,2025-08-13,NA,NA,CH4,stream
7,2025-03-26,0.2617887721973976,6.220042714763551,CH4,stream
6a,2025-03-26,NA,NA,CH4,stream
3,2025-03-26,0.19716342444757748,4.560547946570177,CH4,stream
5,2025-03-26,0.23401649559696,5.5570166705162825,CH4,stream
3,2025-03-26,0.18207598407813372,4.211563364928558,CH4,stream
5a,2025-03-26,0.22080841559730555,5.1470784932068625,CH4,stream
5a,2025-03-26,0.10383251555325584,2.420352078764935,CH4,stream
9,2025-03-26,0.38784572184854604,9.058845217819973,CH4,stream
7,2025-03-26,0.6910428399100907,16.41902342064998,CH4,stream
6,2025-03-26,0.5808815327019612,13.509505936014898,CH4,stream
3,2025-03-26,0.35251821553055146,8.1540287123279,CH4,stream
5a,2025-03-26,0.13156423076266502,3.0667826713126467,CH4,stream
15,2025-03-26,-0.001422311995310111,-0.033899694977287904,CH4,stream
6,2025-03-26,0.0013310313038078414,0.030955667012123232,CH4,stream
6a,2025-03-26,NA,NA,CH4,stream
6,2025-03-26,-0.0018876517112826217,-0.043900934292200065,CH4,stream
9,2025-03-26,0.005427758252228216,0.1267752075550316,CH4,stream
15,2025-03-26,0.00630589342883886,0.1502960422901538,CH4,stream
15,2025-03-26,0.0064050414192408,0.15265915716461145,CH4,stream
5,2025-03-26,0.0051675257563536066,0.12270941285624608,CH4,stream
7,2025-02-28,0.2932907070227999,6.729822713566336,CH4,stream
15,2025-02-28,0.6795217086966944,15.614624182967441,CH4,stream
13,2025-02-28,0.6186954259779951,14.298631392632421,CH4,stream
5a,2025-02-28,0.34593168113044565,7.865097784780426,CH4,stream
5,2025-02-28,0.4816580574503788,11.192268179217871,CH4,stream
15,2025-02-28,0.7616096842258236,17.500911068910188,CH4,stream
9,2025-02-28,0.3254467768049143,7.2641384733903696,CH4,stream
6,2025-02-28,0.29095394163749266,6.5431456881721894,CH4,stream
3,2025-02-28,0.28960047932397526,6.512708220815831,CH4,stream
6,2025-02-28,0.3779422445747736,8.499390501636992,CH4,stream
9,2025-02-28,0.31137854964690304,6.950128449526579,CH4,stream
5a,2025-02-28,0.08551933456426443,1.9443663750000915,CH4,stream
3,2025-02-28,0.3144145600677269,7.070742061191593,CH4,stream
5,2025-02-28,0.16582817525057575,3.853342387542205,CH4,stream
13,2025-02-28,0.6404394092015092,14.801155232418607,CH4,stream
7,2025-02-28,0.28542911096900614,6.549431223413899,CH4,stream
9,2025-02-20,0.45706611465689406,9.919174054107689,CH4,stream
9,2025-02-20,0.4987130740544601,10.822989554407723,CH4,stream
7,2025-01-27,0.019043097531508825,0.37952494800105613,CH4,stream
7,2025-01-27,0.018522314645976513,0.36914585409448675,CH4,stream
5a,2025-01-27,0.08448038069639711,1.7007277278318604,CH4,stream
5,2025-01-27,0.2292764322243528,4.66509598258957,CH4,stream
13,2025-01-27,4.09939590241615,82.52751965755283,CH4,stream
9,2025-01-27,0.30345203171960056,5.817861200876779,CH4,stream
5a,2025-01-27,0.11252522867032631,2.2653162178328854,CH4,stream
15,2025-01-27,0.61255798890934,12.171969027265384,CH4,stream
6a,2025-01-27,NA,NA,CH4,stream
5,2025-01-27,0.1706758761585621,3.4727483172502542,CH4,stream
7,2025-01-27,0.16179869363918395,3.224614099069036,CH4,stream
9,2025-01-27,0.2371845675761088,4.547364159429515,CH4,stream
3,2025-01-27,0.08698725363170387,1.7146841197900562,CH4,stream
6a,2025-01-27,NA,NA,CH4,stream
6,2025-01-27,0.180295775746287,3.6522643717250722,CH4,stream
6a,2025-01-27,NA,NA,CH4,stream
13,2025-01-27,3.4870667130871413,70.20033525961291,CH4,stream
3,2025-01-27,0.11668883650297784,2.3001587767740537,CH4,stream
3,2025-01-27,0.006573069502497799,0.12956769438806037,CH4,stream
7,2025-01-27,0.2666991820374042,5.315258876723836,CH4,stream
6,2025-01-27,0.003232847155115544,0.06548801509624064,CH4,stream
15,2025-01-27,0.6977749727342114,13.865291955858888,CH4,stream
6,2025-01-27,0.24780287510299256,5.019760491911226,CH4,stream
13,2025-01-04,0.00667213446731057,0.13834214777556497,CH4,stream
9,2025-01-04,0.02354622587110731,0.443512169656786,CH4,stream
5,2025-01-04,-1.4398502120728782,-31.22014600327367,CH4,stream
5,2025-01-04,0.8145043825639525,17.660827168503953,CH4,stream
6,2025-01-04,0.06865340129356473,1.5416943531796203,CH4,stream
15,2025-01-04,0.6583530107157476,13.666556981697232,CH4,stream
5,2025-01-04,-1.8082622581404153,-39.208392121621365,CH4,stream
5,2025-01-04,0.4460923364964152,9.672581050156243,CH4,stream
13,2025-01-04,0.7811089932047305,16.195761086078495,CH4,stream
9,2025-01-04,0.5915499029119874,11.142319891812821,CH4,stream
15,2025-01-04,1.0967557941753179,22.76723173151132,CH4,stream
6,2025-01-10,6.9808929853066,150.2248339190114,CH4,stream
3,2024-12-13,0.7403320741801408,15.336747577925719,CH4,stream
3,2024-12-13,0.6017810623802521,12.466519515749315,CH4,stream
15,2024-12-13,2.7334959861551167,57.38019208605659,CH4,stream
15,2024-12-13,2.8766158202944156,60.384492665180076,CH4,stream
6,2024-12-13,0.7495973561199358,17.318936696060675,CH4,stream
6,2024-12-13,0.9992083545927438,23.086028916833364,CH4,stream
9,2024-12-13,0.5351991559142647,10.446608549400953,CH4,stream
9,2024-12-13,0.5488896923412283,10.7138355681721,CH4,stream
5,2024-12-13,0.7621683095881526,16.699740908367808,CH4,stream
5,2024-12-13,0.7347883799666846,16.099823901827694,CH4,stream
5,2024-12-13,0.009315755640601274,0.20411594605366348,CH4,stream
13,2024-12-13,0.6324463435209572,13.416639507773795,CH4,stream
13,2024-12-13,0.958360817321416,20.330549359798493,CH4,stream
6,2024-11-22,2.5715389558609583,63.78487719776591,CH4,stream
9,2024-11-22,0.3377927637996749,7.157518411383133,CH4,stream
3,2024-11-22,0.278241865308628,6.257268937540094,CH4,stream
5,2024-11-22,0.24085012711816045,5.669011640613753,CH4,stream
13,2024-11-22,0.9508861668082655,22.11466812383885,CH4,stream
5,2024-11-22,0.3594290200986472,8.46006320733217,CH4,stream
3,2024-11-22,1.0524408797365141,23.667917903253265,CH4,stream
6,2024-11-22,-0.028641588545585978,-0.7104306951933727,CH4,stream
9,2024-11-22,0.39639206339549554,8.399183747944278,CH4,stream
13,2024-11-22,0.7836620768808793,18.225553548254947,CH4,stream
15,2025-04-16,5.292135118801079e-4,0.012877210242186809,N2O,stream
7,2025-04-16,0.009522622648758614,0.23315670343420344,N2O,stream
6,2025-04-16,9.170812089352499e-4,0.02227724378400486,N2O,stream
3,2025-04-16,-0.004594313390760101,-0.10950186955491369,N2O,stream
3,2025-04-16,-0.004318904569132711,-0.10293771550291383,N2O,stream
5,2025-04-16,-0.0046842771325577666,-0.11433631407534114,N2O,stream
5,2025-04-16,0.0044475636104809035,0.1085584852150572,N2O,stream
6a,2025-04-16,NA,NA,N2O,stream
15,2025-04-16,0.002567475628989057,0.06247369487737684,N2O,stream
3,2025-04-16,-0.008590116234934034,-0.20473870792337712,N2O,stream
6a,2025-04-16,NA,NA,N2O,stream
6a,2025-04-16,NA,NA,N2O,stream
7,2025-04-16,NA,NA,N2O,stream
6,2025-04-16,NA,NA,N2O,stream
5,2025-04-16,NA,NA,N2O,stream
13,2025-08-13,0.007694953322898674,0.22766944474490802,N2O,stream
7,2025-08-13,0.01016404020656962,0.298377787883494,N2O,stream
7,2025-08-13,0.010290822501112339,0.3020996366581573,N2O,stream
5,2025-08-13,NA,NA,N2O,stream
5,2025-08-13,NA,NA,N2O,stream
3,2025-08-13,0.007879628065783175,0.2241531636910998,N2O,stream
3,2025-08-13,0.007744774124857661,0.22031694994569095,N2O,stream
13,2025-08-13,0.00757837443072894,0.22422024232151216,N2O,stream
6,2025-08-13,0.007671202446761145,0.21995195984109941,N2O,stream
6,2025-08-13,0.007556418748251968,0.2166608331083454,N2O,stream
15,2025-08-13,NA,NA,N2O,stream
15,2025-08-13,NA,NA,N2O,stream
7,2025-03-26,0.0063156622240998625,0.15005872282520383,N2O,stream
6a,2025-03-26,NA,NA,N2O,stream
3,2025-03-26,0.005259626125290304,0.12165936553712699,N2O,stream
5,2025-03-26,0.005327627748418465,0.1265112364696531,N2O,stream
3,2025-03-26,0.005278947613331896,0.122106287033138,N2O,stream
5a,2025-03-26,0.003890705412500573,0.09069294799255649,N2O,stream
5a,2025-03-26,0.007145685218279936,0.16656703326611635,N2O,stream
9,2025-03-26,0.00733415347871377,0.17130255002103237,N2O,stream
7,2025-03-26,0.005021192766097976,0.11930241783112508,N2O,stream
6,2025-03-26,0.0036849739185525836,0.08570108399760139,N2O,stream
3,2025-03-26,0.005860432405920252,0.1355564960880416,N2O,stream
5a,2025-03-26,0.0057378176186832055,0.13374942066034246,N2O,stream
15,2025-03-26,0.0065733082259268015,0.15666966501399088,N2O,stream
6,2025-03-26,0.00834861464707226,0.19416292786500358,N2O,stream
6a,2025-03-26,NA,NA,N2O,stream
6,2025-03-26,0.007247453453885902,0.16855332790636107,N2O,stream
9,2025-03-26,0.011090868089672818,0.2590474812426538,N2O,stream
15,2025-03-26,0.009652331383016495,0.23005577593586973,N2O,stream
15,2025-03-26,0.009812391140877256,0.23387067518969717,N2O,stream
5,2025-03-26,0.010922757571515064,0.25937464689436046,N2O,stream
7,2025-02-28,0.01362537920447779,0.3126467503251671,N2O,stream
15,2025-02-28,0.018734814920814632,0.43050441270971346,N2O,stream
13,2025-02-28,0.01820616190913091,0.42076147209549064,N2O,stream
5a,2025-02-28,0.013665153329055204,0.31069073183993434,N2O,stream
5,2025-02-28,0.015563173572092397,0.36164081477349574,N2O,stream
15,2025-02-28,0.015702572393360464,0.36082698093403237,N2O,stream
9,2025-02-28,0.015111089815250132,0.3372872516344378,N2O,stream
6,2025-02-28,0.012710008431710341,0.28583024652813693,N2O,stream
3,2025-02-28,0.012878062021533956,0.28960953583917937,N2O,stream
6,2025-02-28,0.011757289040004018,0.2644049248954502,N2O,stream
9,2025-02-28,0.014642282554827659,0.3268232338602473,N2O,stream
5a,2025-02-28,0.013103400879199539,0.2979187361252987,N2O,stream
3,2025-02-28,0.012105294145053073,0.2722310711567738,N2O,stream
5,2025-02-28,0.013046987844260463,0.30317231202760997,N2O,stream
13,2025-02-28,0.01625313363587234,0.37562515751134673,N2O,stream
7,2025-02-28,0.009517169649089297,0.21838013595270941,N2O,stream
9,2025-02-20,0.022918235636294238,0.49736780084891197,N2O,stream
9,2025-02-20,0.02252168075407063,0.4887618316627365,N2O,stream
7,2025-01-27,0.016421972324798865,0.3272864712440641,N2O,stream
7,2025-01-27,0.019449804654524592,0.38763053583721674,N2O,stream
5a,2025-01-27,0.025035598131500674,0.5040073869709089,N2O,stream
5,2025-01-27,0.021581821632893856,0.4391261169750698,N2O,stream
13,2025-01-27,0.02403819956536485,0.48392812853073847,N2O,stream
9,2025-01-27,0.023776478751540583,0.4558488286869632,N2O,stream
5a,2025-01-27,0.027685555709343692,0.5573553512327222,N2O,stream
15,2025-01-27,0.019669756413710694,0.3908522461160422,N2O,stream
6a,2025-01-27,NA,NA,N2O,stream
5,2025-01-27,0.020180481515028072,0.410612998157431,N2O,stream
7,2025-01-27,0.04801104322185359,0.9568500424944641,N2O,stream
9,2025-01-27,0.022163182475249715,0.4249182932802188,N2O,stream
3,2025-01-27,0.05583409770448587,1.1005961986342698,N2O,stream
6a,2025-01-27,NA,NA,N2O,stream
6,2025-01-27,0.038628389256993544,0.7824980326714641,N2O,stream
6a,2025-01-27,NA,NA,N2O,stream
13,2025-01-27,0.021422019397385795,0.4312601585712287,N2O,stream
3,2025-01-27,0.07076042999348252,1.3948225809386767,N2O,stream
3,2025-01-27,0.019115412624683106,0.37680111858172777,N2O,stream
7,2025-01-27,0.04537742497637716,0.9043625820897029,N2O,stream
6,2025-01-27,0.018679314696814046,0.3783882083372628,N2O,stream
15,2025-01-27,0.019546509481041762,0.38840324067604665,N2O,stream
6,2025-01-27,0.04187402245736617,0.848245055597225,N2O,stream
13,2025-01-04,0.013129830485410323,0.2722380608754305,N2O,stream
9,2025-01-04,0.0162743191303229,0.30653993666276735,N2O,stream
5,2025-01-04,0.017473789795695683,0.37888265326346354,N2O,stream
5,2025-01-04,0.01790063839583434,0.38813797406411593,N2O,stream
6,2025-01-04,0.013369980006892308,0.3002389144655883,N2O,stream
15,2025-01-04,0.013327933269173598,0.27667065617789594,N2O,stream
5,2025-01-04,0.017170651536018405,0.3723097329367873,N2O,stream
5,2025-01-04,0.017597500136157063,0.38156505373743976,N2O,stream
13,2025-01-04,0.0189823335299337,0.39358571131760645,N2O,stream
9,2025-01-04,0.02174310128760166,0.409548862731519,N2O,stream
15,2025-01-04,0.009830440009886112,0.2040672198099379,N2O,stream
6,2025-01-10,0.005288797882167472,0.11381191276705026,N2O,stream
3,2024-12-13,0.017334598998377984,0.35910421616826754,N2O,stream
3,2024-12-13,0.017442525859688352,0.36134003315705315,N2O,stream
15,2024-12-13,0.014581460049190241,0.30608677779496735,N2O,stream
15,2024-12-13,0.013011161095954443,0.27312384094575604,N2O,stream
6,2024-12-13,0.013877673904169063,0.32063420964950895,N2O,stream
6,2024-12-13,0.012209096676643029,0.2820828685327347,N2O,stream
9,2024-12-13,0.02373930184239173,0.4633699265834911,N2O,stream
9,2024-12-13,0.02226935031100126,0.43467778821717307,N2O,stream
5,2024-12-13,0.015146570268950856,0.33187393907593404,N2O,stream
5,2024-12-13,0.019981360623406243,0.4378082127133534,N2O,stream
5,2024-12-13,0.01407771997008171,0.3084545409765937,N2O,stream
13,2024-12-13,0.017912504799895056,0.3799936896520236,N2O,stream
13,2024-12-13,0.01903491133271395,0.4038042847898899,N2O,stream
6,2024-11-22,0.007188481322945646,0.17830427860230852,N2O,stream
9,2024-11-22,0.01708532293610902,0.36202230060839613,N2O,stream
3,2024-11-22,0.010597792313653986,0.23832947129352053,N2O,stream
5,2024-11-22,0.014210790408128907,0.33448658387662783,N2O,stream
13,2024-11-22,0.015007555125246102,0.3490292660992672,N2O,stream
5,2024-11-22,0.012749899706791077,0.30010085823619453,N2O,stream
3,2024-11-22,0.010230077396292787,0.23006007902315825,N2O,stream
6,2024-11-22,-0.005107494098142631,-0.12668712760342746,N2O,stream
9,2024-11-22,0.018450847155227403,0.39095650461439324,N2O,stream
13,2024-11-22,0.015786981818580632,0.3671563177397501,N2O,stream
5GW3,2025-04-17,885.7963492199721,21835.670825591682,CO2,RC
5GW8,2025-04-17,484.06629188607883,11698.901420841084,CO2,RC
5GW5,2025-04-17,154.3114733126058,3803.915582665583,CO2,RC
9GW4,2025-04-17,111.54663964464208,2812.2808823753667,CO2,RC
5GW8,2025-04-17,448.1042111983728,10829.770799878908,CO2,RC
6GW2,2025-04-17,283.04493859943744,6918.479163778117,CO2,RC
9GW2,2025-04-17,62.97419774172406,1565.5435372251125,CO2,RC
6GW1,2025-04-17,113.64222714140027,2785.6184110810264,CO2,RC
9GW3,2025-04-17,-3.9490965468238146,-101.24932221839606,CO2,RC
9GW5,2025-04-17,180.23069643100416,4543.923004806154,CO2,RC
5GW4,2025-04-17,1536.8953568582965,37992.78010207247,CO2,RC
9GW2,2025-04-17,637.7290454761129,15853.994515985316,CO2,RC
5GW2,2025-04-17,80.84831455186969,1987.3696853815215,CO2,RC
6GW3,2025-04-17,21.1060007638062,523.2220152342694,CO2,RC
5GW5,2025-04-17,17.577912828363186,433.3112443498764,CO2,RC
9GW1,2025-04-17,17.346616503571816,418.04607925323563,CO2,RC
5GW3,2025-04-17,6.49917437572676,160.21045066561683,CO2,RC
6GW5,2025-04-17,19.606254253985004,501.2746188315692,CO2,RC
9GW3,2025-04-17,62.484866778674096,1602.0247505308148,CO2,RC
9GW4,2025-04-17,303.51754474737606,7652.194555370055,CO2,RC
6GW4,2025-04-17,293.2601361516885,7147.938218922789,CO2,RC
9GW5,2025-04-17,166.47604172560213,4197.14471910515,CO2,RC
5GW4,2025-04-17,19.150813100644488,473.4171572982113,CO2,RC
6GW4,2025-04-17,7.384754825604861,179.99640847200618,CO2,RC
6GW3,2025-04-17,73.23609529828006,1815.5375714553325,CO2,RC
6GW1,2025-04-17,422.788104341898,10363.456939078125,CO2,RC
9GW1,2025-04-17,445.63508537323395,10739.616004054822,CO2,RC
5GW2,2025-04-17,20.086296038891373,493.75050130056775,CO2,RC
6GW2,2025-04-17,NA,NA,CO2,RC
6GW5,2025-04-17,NA,NA,CO2,RC
5GW6,2025-04-17,NA,NA,CO2,RC
5GW6,2025-04-17,NA,NA,CO2,RC
5GW2,2025-03-12,428.77014862411056,9872.437913919992,CO2,RC
5GW2,2025-03-12,438.60243478206274,10098.82642290963,CO2,RC
5GW2,2025-03-12,435.6865067379418,10031.687144045607,CO2,RC
6GW1,2025-03-12,293.2185636030563,7086.498539253957,CO2,RC
6GW1,2025-03-12,293.80019093476267,7100.555293321231,CO2,RC
6GW1,2025-03-12,290.8456843980711,7029.150856988119,CO2,RC
6GW5,2025-03-12,18.422815507409755,454.138849696825,CO2,RC
6GW5,2025-03-12,19.004442839116106,468.47648268604524,CO2,RC
6GW5,2025-03-12,16.049936302424598,395.6452588454129,CO2,RC
6GW2,2025-03-12,168.28412971727477,3908.174832459825,CO2,RC
6GW2,2025-03-12,168.8657570489811,3921.682352767679,CO2,RC
6GW2,2025-03-12,165.9112505122896,3853.067872552374,CO2,RC
6GW3,2025-03-12,180.49390204239245,4191.730536680169,CO2,RC
6GW3,2025-03-12,181.07552937409878,4205.2380569880215,CO2,RC
6GW3,2025-03-12,178.12102283740728,4136.623576772718,CO2,RC
5GW4,2025-03-12,11.815873376676723,279.94468409695094,CO2,RC
5GW4,2025-03-12,21.64815953462893,512.8937141595013,CO2,RC
5GW4,2025-03-12,18.732231490507957,443.8088036210917,CO2,RC
6GW1,2025-03-12,21.666123152242207,523.6262949487431,CO2,RC
6GW1,2025-03-12,22.247750483948558,537.6830490160162,CO2,RC
6GW1,2025-03-12,19.29324394725705,466.27861268290536,CO2,RC
6GW4,2025-03-12,22.169916340047703,519.2997450306916,CO2,RC
6GW4,2025-03-12,22.751543671754053,532.9235639222582,CO2,RC
6GW4,2025-03-12,19.79703713506255,463.7183189559567,CO2,RC
6GW3,2025-03-12,119.57582824790603,2776.9893888041024,CO2,RC
6GW3,2025-03-12,120.15745557961237,2790.4969091119556,CO2,RC
6GW3,2025-03-12,117.20294904292088,2721.8824288966507,CO2,RC
5GW5,2025-03-12,34.08922506558685,758.2553759859422,CO2,RC
