Date,ID,Long,DIC,DOC,TNPOC,POC,pH,DO,Temp,SpC,TDS,CO2_umol_L,CH4_umol_L,N2O_umol_L,CO2_sat,CH4_sat,N2O_sat,ID_Long,distance,Q,Q.prop
2023-06-01T00:00:00Z,6,0,NA,15.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_2,4518.92,7.669448187471321,0.9126433216431964
2023-06-01T00:00:00Z,6,0,NA,15.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_2,390.63,7.669448187471321,7.658082112995001
2023-06-01T00:00:00Z,6,0,NA,15.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_2,0,7.669448187471321,7.669448187471321
2023-06-01T00:00:00Z,5,0,NA,6.015151515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5_0,0,41.05891388643366,41.05891388643366
2023-06-01T00:00:00Z,5,0,NA,6.015151515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5_0,1267.37,41.05891388643366,33.50033585886592
2023-06-01T00:00:00Z,5,0,NA,6.015151515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5_0,2467.91,41.05891388643366,23.64873458767143
2023-06-01T00:00:00Z,5,0,NA,6.015151515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5_0,4497.86,41.05891388643366,4.181664062542241
2023-06-01T00:00:00Z,5,0,NA,6.015151515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5_0,6130.37,41.05891388643366,0.31927660629588406
2023-07-04T00:00:00Z,6,0,NA,14.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_2,4518.92,8.156921538767188,0.9706513148735261
2023-07-04T00:00:00Z,6,0,NA,14.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_2,390.63,8.156921538767188,8.144833031818465
2023-07-04T00:00:00Z,6,0,NA,14.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_2,0,8.156921538767188,8.156921538767188
2023-07-04T00:00:00Z,5,0,NA,10.56969697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5_0,0,73.7423787810373,73.7423787810373
2023-07-04T00:00:00Z,5,0,NA,10.56969697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5_0,1267.37,73.7423787810373,60.16706781454109
2023-07-04T00:00:00Z,5,0,NA,10.56969697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5_0,2467.91,73.7423787810373,42.473455300835276
2023-07-04T00:00:00Z,5,0,NA,10.56969697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5_0,4497.86,73.7423787810373,7.51032665130796
2023-07-04T00:00:00Z,5,0,NA,10.56969697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5_0,6130.37,73.7423787810373,0.573425212915203
2023-07-07T00:00:00Z,6,0,NA,55.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_2,4518.92,9.8331588990841,1.1701189682154076
2023-07-07T00:00:00Z,6,0,NA,55.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_2,390.63,9.8331588990841,9.818586218800915
2023-07-07T00:00:00Z,6,0,NA,55.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_2,0,9.8331588990841,9.8331588990841
