Date,GPP,ER,K600,ID,NEP,DO,Temp_DO,DO_night,Q,depth,u,width,bf,Q_m3.day,baseflow_m3.day,u_m.day,reach_m,width_m,area_m2,UCA,qL,GW_correction,ER_GW_correction,NEP_corrected,ER_corrected
2023-10-14,0.04845220358755154,-4.9203202831618515,24.516065070149843,13,-4.8718680795743,6.6570833333333335,74.01,6.63,9.042761947322758,0.09179980723597808,0.17321087391032625,4.792561719161084,0.3942991724278746,781.2946322486863,34.06744849776837,14965.419505852187,427.30322440086843,0.5687012410131169,243.00787400568026,1.3122648607975923e-4,5.174249486186707e-5,-5.447264860204953e-4,-5.422623464428398e-4,-4.87132335308828,-4.919778020815409
2023-10-16,0.04722590183480701,-2.497073284502747,25.584205128071,13,-2.44984738266794,7.6625,67.42,7.6252941176470586,6.522115332449796,0.07541909265636698,0.14551657338202406,3.3803161326660764,0.42092354005890387,563.5107647236624,36.3677938610893,12572.631940206878,343.9951452112353,0.5942849220038575,204.43112804156462,1.3122648607975923e-4,5.523631707018272e-5,-6.4992385438772e-4,-6.464657220366696e-4,-2.4491974588135523,-2.4964268187807104
2023-10-17,0.10743512462797591,-2.759664816728954,40.02409860124111,13,-2.652229692100978,8.28375,62.1,8.23235294117647,5.54075535649647,0.06834133228872512,0.13333560076986142,2.8399212270579883,0.4366586082136705,478.7212628012951,37.72730374966113,11520.195906516026,201.4820424790568,0.6080501668292475,122.51118954248801,1.3122648607975923e-4,5.730117477235827e-5,-7.175013563404841e-4,-7.126578220219428e-4,-2.6515121907446377,-2.7589521589069324
2023-10-18,0.08374167972800255,-1.8736094680664712,26.31588594783158,13,-1.7898677883384686,8.365833333333333,59.86,8.332941176470587,5.037931388158077,0.06451035871768714,0.1266798958143996,2.5655117487729315,0.4538757529271858,435.27727193685786,39.214865052908856,10945.142998364125,291.1397364330879,0.6164744675108915,179.48021398884916,1.3122648607975923e-4,5.9560520173439586e-5,-7.435309338149201e-4,-7.40353066643419e-4,-1.7891242574046538,-1.8728691149998278
2023-10-19,0.13738272009072042,-2.7973938853226294,34.07947582404879,13,-2.660011165231909,8.115,60.94,8.081176470588236,4.429773925997799,0.05968714831369041,0.11824200163024018,2.2360969001858417,0.4722557603586799,382.7324672062099,40.802897694989944,10216.108940852751,209.8411459002107,0.6276665138506753,131.71026050961618,1.3122648607975923e-4,6.197246396279442e-5,-7.35079829848578e-4,-7.317402738721001e-4,-2.6592760854020603,-2.7966621450487574
2023-10-22,0.08962256016289524,-2.455536263863405,33.39250703546166,13,-2.36591370370051,7.8254166666666665,60.62,7.804705882352941,2.9434034159185147,0.04661780399318372,0.09496269411502692,1.444935875028463,0.5237026396160259,254.31005513535968,45.24790806282464,8204.776771538325,171.99498480235698,0.66488257438482,114.3564682766691,1.3122648607975923e-4,6.872365714750559e-5,-7.395988715789907e-4,-7.37458161481799e-4,-2.365174104828931,-2.454798805701923
2023-10-23,0.18730476870930332,-3.2495418780199574,40.43866165134611,13,-3.062237109310654,7.626666666666667,63.68,7.582941176470588,2.6848472142420476,0.04412546946306004,0.09045351339973302,1.3097351259477883,0.5472409337075416,231.97079931051294,47.281616672331594,7815.183557736933,135.28213514043802,0.6726742405204679,91.00080751158144,1.3122648607975923e-4,7.181250476944714e-5,-7.426710108490517e-4,-7.38003020335809e-4,-3.061494438299805,-3.2488038749996218
2023-10-24,0.17283166831605187,-8.175303963316939,99.28532093436668,13,-8.002472295000887,7.279583333333333,65.41,7.235294117647059,2.4168969576323422,0.04138654353066284,0.08544777729870492,1.1706215692013509,0.5751184482601754,208.81989713943437,49.69023392967916,7382.687958608106,52.05081196687617,0.6834365606534186,35.57342790985965,1.3122648607975923e-4,7.547077304482665e-5,-7.298853944745772e-4,-7.249946093778648e-4,-8.001742409606413,-8.17457896870756
2023-10-25,0.39879058469440226,-10.18577145489785,117.3232037938811,13,-9.786980870203447,7.054583333333333,66.67,6.991764705882353,2.136356483448044,0.03845386721076464,0.08006751186175315,1.0260237469500957,0.6075954273855421,184.581200169911,52.49624492611084,6917.833024855472,41.274726233237985,0.6938688131020667,28.639245302569577,1.3122648607975923e-4,7.97326128939342e-5,-7.336538287834088e-4,-7.264353269419944e-4,-9.786247216374663,-10.185045019570907
2023-10-26,0.12165414541492468,-5.954758866740093,71.67467464485799,13,-5.833104721325168,6.990833333333333,68,6.947647058823529,2.1222257349078593,0.03832470028576412,0.0798367345643518,1.018749898438304,0.6447159154579597,183.36030349603905,55.70345509556772,6897.893866359995,67.36724973467877,0.6936015325722333,46.72602766114957,1.3122648607975923e-4,8.460380410524318e-5,-7.709996590290588e-4,-7.657319037876413e-4,-5.832333721666139,-5.953993134836305
2023-10-27,0.2965268495240409,-8.727379042662534,105.15441649174788,13,-8.430852193138493,6.995,64.69,6.948235294117647,2.0038655868450257,0.03699780369257689,0.07737327621348937,0.9581942142896775,0.6864013817553466,173.13398670341024,59.30507938366195,6685.051064845482,44.5015616225598,0.7000058294996201,31.15135255762843,1.3122648607975923e-4,9.00740413680455e-5,-8.138765245142819e-4,-8.078590231240112e-4,-8.43003831661398,-8.72657118363941
2023-10-28,0.27255688461493704,-8.298208568450972,98.80816703741556,13,-8.025651683836035,6.914583333333334,65.66,6.891764705882353,1.878983844917145,0.03560632363688954,0.0747924242769607,0.8945251813587244,0.732804132699838,162.34420420084135,63.31427706526601,6462.065457529405,45.780080289898464,0.7055670658293939,32.300916923577724,1.3122648607975923e-4,9.616331131892533e-5,-8.510882100689019e-4,-8.479782083671361e-4,-8.024800595625965,-8.297360590242604
2023-10-29,0.3068761213856628,-7.059042638989983,74.90162835263538,13,-6.752166517604321,6.7212499999999995,64.69,6.634117647058823,2.007890404310648,0.03708000082666838,0.07753745923913061,0.9602143090874528,0.7840096588610775,173.48173093243997,67.7384345255971,6699.236478260885,62.60832558545601,0.6983750303093047,43.724091278357655,1.3122648607975923e-4,1.0288283258492998e-4,-8.914547537643584e-4,-8.786186372204897e-4,-6.7512750628505565,-7.058164020352763
