ID,Date,chapter,Temp_K,CO2_umol_L,CH4_umol_L,N2O_umol_L,CO2_sat,CH4_sat,N2O_sat
13,2024-11-22,stream,289.66999999999996,52.33485387615105,0.7585040607403758,0.0016313009492125398,2.4013396460907868,8.677314078810598,0.10217245640568606
13,2024-11-22,stream,289.66999999999996,21.71236626090341,0.6248631500921016,0.0018974128751309972,0.9962532051037392,7.148457193929309,0.11883971155750925
13,2024-12-13,stream,286.22999999999996,18.725651070654322,0.5010858516594283,0.002082714243482632,0.7825550538810265,5.22101506345017,0.1188077665455703
13,2024-12-13,stream,286.22999999999996,27.349480051287877,0.7602941141628803,0.0024464153447887895,1.1429495163825985,7.921810223839338,0.13955497930966695
13,2025-01-04,stream,285.65,33.249742016653805,0.6165001194458826,0.002695094975260861,1.5243145151107345,6.06843352972086,0.1637404590079906
13,2025-01-27,stream,284.47999999999996,38.035134547632126,3.263893859959594,0.0041675028713769645,1.7045397374007296,31.406195491011424,0.24751054419974386
13,2025-01-27,stream,284.47999999999996,34.12348689059176,2.7757410769269404,0.003341545386684957,1.5292397430813758,26.70903853946932,0.19845642406318723
13,2025-02-28,stream,NA,NA,NA,NA,NA,NA,NA
13,2025-02-28,stream,NA,NA,NA,NA,NA,NA,NA
15,2024-12-13,stream,285.26,156.81056694586638,2.1767157118130265,9.09575122467202e-4,6.407183594462102,20.987337727023462,0.050044488447331746
15,2024-12-13,stream,285.26,183.23409679654898,2.2907921832018747,4.022252003571526e-4,7.48683281877438,22.08723396921613,0.022130282475074016
15,2025-01-04,stream,285.15999999999997,107.24234783930055,0.5200422638834322,5.200917023694558e-4,4.388065891870612,5.021220147597399,0.028655803411039384
15,2025-01-04,stream,285.15999999999997,158.65361869474626,0.8691887714871582,-6.016906396612173e-4,6.4916756005703125,8.392372071580379,-0.03315170883488983
15,2025-01-27,stream,283.60999999999996,89.92908127498931,0.4905730958051791,0.0026337737518701007,3.565124349241596,4.589253502216866,0.14059789803799416
15,2025-01-27,stream,283.60999999999996,95.13192688810881,0.559439375025158,0.0025946004985274987,3.7713845635982595,5.233489429130484,0.13850672484008034
15,2025-02-28,stream,288.81,88.95833191444706,0.5494618755167503,0.003091347932236769,4.74278048283889,6.714063031488528,0.1991428425476563
15,2025-02-28,stream,288.81,100.82242808409715,0.6160302923079748,0.0020470779329784354,5.375310371259628,7.527485338217897,0.1318715742860235
3,2024-11-22,stream,288.53,71.29815457697111,0.22114157100396212,-8.890519784731699e-4,3.3088455035411317,2.5845164654631456,-0.046692444467662415
3,2024-11-22,stream,288.53,84.57959654943106,0.8431940155007673,-0.0010131317305755647,3.9252182527638855,9.854541625747403,-0.053209034132703274
3,2024-12-13,stream,285.15999999999997,97.45183326278777,0.5830372375040289,7.435898802126571e-4,4.11316438729352,6.19716499356478,0.03551736854920962
3,2024-12-13,stream,285.15999999999997,93.71025951081279,0.47327810167248296,7.779922079038927e-4,3.9552432133782385,5.030523430135518,0.03716058638215115
3,2025-01-27,stream,283.7,84.02667103653674,0.06840527849370133,0.013123060090667665,3.4621350905150257,0.709785592137133,0.6119039080389711
3,2025-01-27,stream,283.7,118.41169187963844,0.09272211147203752,0.017907299037517314,4.878894623892579,0.9621014670884698,0.8349840805249152
3,2025-02-28,stream,288.53,124.06420267117635,0.23537518459863993,8.625689025611057e-4,7.038096566995718,2.864123877429658,0.052346277882073154
3,2025-02-28,stream,288.53,126.84552354682292,0.2556618643640334,5.972807299261077e-4,7.1958794284911045,3.110978973938282,0.03624687021464309
3,2025-03-26,stream,289.28999999999996,36.92958219867033,0.14624068233706433,-0.0017340804283554256,2.124482471438709,1.8045518053153793,-0.10671642584979087
3,2025-03-26,stream,289.28999999999996,35.65596804723887,0.284873890609345,-0.0015324954344298114,2.0512140839022304,3.515230409014713,-0.09431075555623049
3.1,2024-12-12,long,NA,NA,NA,NA,NA,NA,NA
3.1,2024-12-12,long,NA,NA,NA,NA,NA,NA,NA
3.1,2025-02-20,long,NA,NA,NA,NA,NA,NA,NA
3.3,2025-02-20,long,NA,NA,NA,NA,NA,NA,NA
3.3,2025-02-20,long,NA,NA,NA,NA,NA,NA,NA
3.4,2024-12-12,long,NA,NA,NA,NA,NA,NA,NA
3.4,2024-12-12,long,NA,NA,NA,NA,NA,NA,NA
3.4,2025-02-20,long,NA,NA,NA,NA,NA,NA,NA
3.4,2025-02-20,long,NA,NA,NA,NA,NA,NA,NA
5,2024-11-22,stream,289.96,38.427256840416504,0.46103677362529105,0.0013520245554825667,1.8074953874412483,4.735317194987981,0.084284122941677
5,2024-11-22,stream,289.96,37.72833058441964,0.5560710538523331,8.487470645090617e-4,1.7746201294148358,5.711416037893236,0.05291020909449127
5,2024-12-13,stream,287.95,44.87775882635439,0.6026870721029479,0.001231648753786197,1.9861621423352205,5.8243988666415705,0.07224267008585682
