Date,ID,CO2chimney_mmol,CO2reactor_mmol,depth,Qsurficial,Qbase,Q
2024-04-04,13,0.10762646687519271,0.007930523103128511,0.138671731888919,18.594008420020582,7.570346692445443,17.743362732399987
2024-04-05,13,0.05375303164242525,0.0739339892934058,0.09463755291146904,5.702817958319983,5.226901796176707,7.479769858767989
2024-02-09,15,0.03137137647745383,0.027443672966492604,0.22652613305226604,26.54702666442811,14.324251815543562,37.53786081153598
2024-02-10,15,0.03997522590417761,0.028598792507420197,0.2193397550431469,23.83518623626444,12.56962389872016,33.306628202582374
2024-02-11,15,0.03545301791200471,0.02893294175172771,0.21067382862038392,20.43696101846163,11.063322380379374,29.61386087442861
2024-02-12,15,0.03169335168529773,0.025452820923292107,0.20524881777036236,18.784240752506065,9.89999341584788,27.963808876126
2024-02-13,15,0.059058296515260685,0.017485093191511623,0.20686927555673237,19.988372808195408,9.517150364656782,28.052134219884206
2024-02-14,15,0.13122697620019202,0.05673859029748591,0.20214881157034964,17.90682408069928,9.252386111518849,24.94916956908511
2024-02-15,15,0.15508683128237802,0.06762237906936276,0.1940465226384991,15.166414227215702,8.283683872664108,22.38358446546568
2024-02-16,15,0.1587165086695056,0.07073683650803442,0.19249651953849395,15.2260316782004,7.558586040025402,21.426877406334
2024-02-17,15,0.220255459502419,0.01446008627283743,0.18474650403846352,12.616366083883268,7.04335452995717,23.79890042753412
2024-02-18,15,0.22741600315701063,0.0180930837609226,0.22307385342043468,29.668031769718223,9.011045611499377,61.45486529852676
2024-02-19,15,0.29421307948763953,0.009866324750554772,0.2735194088569988,59.47375165069555,20.935800763468347,98.29083601796505
2024-02-20,15,0.26863697997934516,0.008918106335105987,0.3013490099707468,81.03825167866623,32.82109450618235,117.54952334111755
2024-02-21,15,0.2320719386060542,0.008498742529566436,0.30409674273893944,79.58282629945325,38.04751076930207,106.8179786981086
2024-02-22,15,0.20506765853923506,0.01389222210672026,0.2902171695252485,64.45008271100906,35.01915804283929,87.79382726803604
