Date,Site,DIC,DOC,TNPOC,POC,ID,chapter,depth,pH,Q,CO2,Temp_pH
2024-08-01,13,56.09,42.47881,NA,NA,13,stream,NA,NA,NA,4110.579,NA
2024-08-01,3,6.8356,132.83628,NA,NA,3,stream,0.39723668915869315,3.5386632502423683,38.72111027,NA,81.01
2024-07-29,5,3.15077,72.72749,NA,NA,5,stream,0.41694777291652474,3.7480386856072125,354.8459441,6669.244,77.25
2024-07-29,6,6.1696,81.87383,NA,NA,6,stream,0.14285820571641208,4.113534855034704,53.30287097,NA,75.81
2024-07-29,6a,5.6701,69.32003,NA,NA,6a,stream,0.09234008845640074,NA,0.605358563,NA,NA
2024-08-01,7,7.4387,79.39296,NA,NA,7,stream,0.2666121397977061,NA,38.90441145,3691.881,NA
2024-07-29,9,2.73489,92.69400999999999,NA,NA,9,stream,0.14969712289074938,3.332017136072478,69.49920002,NA,NA
2024-07-29,5a,4.808,67.88531,NA,NA,5a,stream,0.40872866794684637,3.5947953050014902,13.7706861,9528.896,NA
2024-07-29,5a,4.808,67.88531,NA,NA,5a,stream,0.40872866794684637,3.5947953050014902,13.7706861,9528.896,NA
2024-07-29,5a,4.808,90.75116,NA,NA,5a,stream,0.40872866794684637,3.5947953050014902,13.7706861,9528.896,NA
2024-07-29,5a,4.808,90.75116,NA,NA,5a,stream,0.40872866794684637,3.5947953050014902,13.7706861,9528.896,NA
2024-07-29,5a,4.2863,67.88531,NA,NA,5a,stream,0.40872866794684637,3.5947953050014902,13.7706861,9528.896,NA
2024-07-29,5a,4.2863,67.88531,NA,NA,5a,stream,0.40872866794684637,3.5947953050014902,13.7706861,9528.896,NA
2024-07-29,5a,4.2863,90.75116,NA,NA,5a,stream,0.40872866794684637,3.5947953050014902,13.7706861,9528.896,NA
2024-07-29,5a,4.2863,90.75116,NA,NA,5a,stream,0.40872866794684637,3.5947953050014902,13.7706861,9528.896,NA
2024-07-29,5a,4.808,67.88531,NA,NA,5a,stream,0.40872866794684637,3.5947953050014902,13.7706861,9528.896,NA
2024-07-29,5a,4.808,67.88531,NA,NA,5a,stream,0.40872866794684637,3.5947953050014902,13.7706861,9528.896,NA
2024-07-29,5a,4.808,90.75116,NA,NA,5a,stream,0.40872866794684637,3.5947953050014902,13.7706861,9528.896,NA
2024-07-29,5a,4.808,90.75116,NA,NA,5a,stream,0.40872866794684637,3.5947953050014902,13.7706861,9528.896,NA
2024-07-29,5a,4.2863,67.88531,NA,NA,5a,stream,0.40872866794684637,3.5947953050014902,13.7706861,9528.896,NA
2024-07-29,5a,4.2863,67.88531,NA,NA,5a,stream,0.40872866794684637,3.5947953050014902,13.7706861,9528.896,NA
2024-07-29,5a,4.2863,90.75116,NA,NA,5a,stream,0.40872866794684637,3.5947953050014902,13.7706861,9528.896,NA
2024-07-29,5a,4.2863,90.75116,NA,NA,5a,stream,0.40872866794684637,3.5947953050014902,13.7706861,9528.896,NA
2024-08-23,15,6.0253000000000005,89.46589000000002,NA,NA,15,stream,0.15458686579710812,3.540104897462348,10.85005425,NA,NA
2024-08-23,6,4.7266,91.67775,NA,NA,6,stream,0.25312878639743264,NA,123.5478199,NA,NA
2024-08-22,5,7.324,96.25092000000001,NA,NA,5,stream,0.017794650892331877,NA,11.69702171,5616.245,NA
2024-08-23,3,4.1975,133.64330999999999,NA,NA,3,stream,0.43017425503382467,NA,42.17974779,10554.08,NA
2024-08-23,7,5.3519,140.36855999999997,NA,NA,7,stream,0.2714193172442288,NA,36.16355977,NA,NA
2024-08-23,13,22.049999999999997,54.10602,NA,NA,13,stream,NA,7.631102853520267,NA,NA,NA
2024-08-23,5,2.56913,62.56489,NA,NA,5,stream,0.016816253372766685,NA,NA,NA,NA
2024-08-23,9,3.7009600000000002,150.4116,NA,NA,9,stream,0.22330620492409822,3.2984085985084843,137.2240874,NA,77.07
2024-08-23,6a,4.7525,107.10099000000001,NA,NA,6a,stream,0.029719421257024405,NA,NA,19936.7,NA
2024-09-13,15,4.16383,74.90946000000001,NA,NA,15,stream,0.3023651833317652,3.5101277210007216,109.283174,NA,76.12
2024-09-13,15,4.16383,74.90946000000001,NA,NA,15,stream,0.3023651833317652,3.5101277210007216,109.283174,NA,76.12
2024-09-13,9,3.9103799999999995,109.88076,NA,NA,9,stream,0.25082669577926575,NA,133.1886639,NA,NA
2024-09-13,9,3.9103799999999995,109.88076,NA,NA,9,stream,0.25082669577926575,NA,133.1886639,NA,NA
2024-09-13,6,4.9227,75.92572000000001,NA,NA,6,stream,0.48511168043315117,NA,261.4623438,NA,NA
2024-09-13,6,4.9227,75.92572000000001,NA,NA,6,stream,0.48511168043315117,NA,261.4623438,NA,NA
2024-09-13,3,5.4333,87.46326,NA,NA,3,stream,0.7206751856860357,NA,241.1617503,NA,NA
2024-09-13,3,5.4333,87.46326,NA,NA,3,stream,0.7206751856860357,NA,241.1617503,NA,NA
2024-09-13,13,27.115299999999998,48.63615,NA,NA,13,stream,NA,7.869309174726712,NA,4355.11,75.07
2024-09-13,13,27.115299999999998,48.63615,NA,NA,13,stream,NA,7.869309174726712,NA,4355.11,75.07
2024-09-13,13,27.115299999999998,30.190699999999996,NA,NA,13,stream,NA,7.869309174726712,NA,4355.11,75.07
2024-09-13,13,27.115299999999998,30.190699999999996,NA,NA,13,stream,NA,7.869309174726712,NA,4355.11,75.07
2024-09-13,6a,5.5517,77.89846,NA,NA,6a,stream,0.24951907414304342,NA,17.36850127,16440.29,NA
2024-09-13,6a,5.5517,77.89846,NA,NA,6a,stream,0.24951907414304342,NA,17.36850127,16440.29,NA
2024-09-13,7,6.1733,93.74016,NA,NA,7,stream,0.4357657123705855,NA,145.4961723,NA,NA
2024-09-13,7,6.1733,93.74016,NA,NA,7,stream,0.4357657123705855,NA,145.4961723,NA,NA
