Date,LowSpC,FullSpC,ID,day,NaCl_g,Reach_m,elapsed,time_group.x,time_group.y,mean_prior,SpC_cor,NaCl,tC,single_mass,total_mass,m_0,m_1,t_star,u_mean,Q
2021-07-09T11:52:10Z,44.7,40.4,13,2021-07-09,1200,27.7,0,prior,prior,44.7,0,0,0,0,0,2943.2099999999996,189236.77499999997,64.29604921157511,0.4308196279502227,407.71810370309976
2021-07-09T11:16:40Z,60.4,57.4,5,2021-07-09,2000,57.6,0,prior,prior,60.4,0,0,0,0,0,1222.4700000000003,177420.07500000007,145.13245723821447,0.3968788312145623,1636.0319680646555
2021-07-09T10:21:10Z,62.2,58.9,5a,2021-07-09,1000,26.8,0,prior,prior,62.2,0,0,0,0,0,3691.3799999999997,405590.2499999999,109.87496546007182,0.24391361478733778,270.90139730940734
2021-07-09T13:01:10Z,104,102.8,9,2021-07-09,2000,32,0,prior,prior,104,0,0,0,0,0,1380.315,69413.54999999999,50.28819508590429,0.6363322434884833,1448.9446249587957
2021-09-13T11:40:10Z,90.5,88.2,15,2021-09-13,50,11.3,0,prior,prior,90.5,0,0,0,0,0,24196.695,9482931.075000001,391.91017926208525,0.028833137279762413,2.0663979109543678
2021-09-13T13:56:10Z,127.7,126.5,3,2021-09-13,600,16.8,0,prior,prior,127.7,0,0,0,0,0,14307.794999999998,4914640.499999999,343.4939136323941,0.048909163549195514,41.93518288457446
2021-09-13T10:51:10Z,62.9,59.8,5,2021-09-13,300,24.1,0,prior,prior,62.95,-0.05000000000000426,-0.025500000000002174,-0,-0.12750000000001088,-0.12750000000001088,11718.014999999998,3716888.287499999,317.19436163036147,0.07597865194112322,25.601605732711562
2021-09-13T09:54:02Z,16.6,12.9,5a,2021-09-13,50,5.5,0,prior,prior,16.283333333333335,0.31666666666666643,0.1614999999999999,0,0.8074999999999994,0.8074999999999994,25431.83,4145552.2125,163.00644556447568,0.033740997056613486,1.9660401945121526
2021-09-13T14:36:10Z,90.1,88.5,6,2021-09-13,1000,38.1,0,prior,prior,90.1,0,0,0,0,0,6115.665000000001,1139762.0250000001,186.3676354084143,0.20443463757269859,163.51451559233539
2021-09-13T15:10:10Z,82,79.4,6a,2021-09-13,200,14.6,0,prior,prior,82,0,0,0,0,0,13985.22,1879755.4499999997,134.41014513893953,0.1086227530288581,14.300811857089128
2021-09-13T13:07:10Z,112.6,111.7,7,2021-09-13,150,14.6,0,prior,prior,112.6,0,0,0,0,0,7890.720000000001,1001618.3250000004,126.9362396587384,0.1150183748884586,19.00967212117525
2021-09-20T11:33:10Z,41.9,37.4,13,2021-09-20,2000,34,0,prior,prior,33.85,8.049999999999997,4.105499999999998,0,20.527499999999993,20.527499999999993,4457.91,516338.6625,115.82527742821188,0.2935455951838586,448.64073074602226
2021-11-10T11:56:06Z,93,90.9,15,2021-11-10,450,26.8,0,prior,prior,93.05,-0.04999999999999716,-0.02549999999999855,-0,-0.12749999999999276,-0.12749999999999276,7961.482500000001,882470.2125000008,110.84244831286142,0.2417846268097121,56.52213642371254
2021-11-10T13:24:36Z,65.1,61.8,5,2021-11-10,1400,40.5,0,prior,prior,65.1,0,0,0,0,0,4232.490000000005,895618.6500000035,211.6056151343541,0.19139378685336614,330.7745558760914
2021-11-10T15:34:06Z,87.4,85.3,5a,2021-11-10,200,15.5,0,prior,prior,87.4,0,0,0,0,0,9437.549999999997,5224031.999999999,553.5368819238045,0.028001747500781,21.191940704949914
2021-11-17T14:17:09Z,103.4,102.1,3,2021-11-17,600,30.2,0,prior,prior,103.4,0,0,0,0,0,9733.094999999992,7365296.324999989,756.7270559878431,0.03990870917199658,61.64534508293615
2021-11-17T15:59:09Z,63.3,59.9,6a,2021-11-17,200,21.3,0,prior,prior,63.3,0,0,0,0,0,10388.190000000002,2829969.6000000006,272.42181746772053,0.0781875702834405,19.252632075462614
2021-11-17T12:35:09Z,100.9,99.8,7,2021-11-17,200,41.1,0,prior,prior,100.95,-0.04999999999999716,-0.02549999999999855,-0,-0.12749999999999276,-0.12749999999999276,11714.062499999998,10305974.812499996,879.7951020408161,0.046715422607675826,17.073496065092705
2022-01-28T15:15:10Z,150.7,149.8,13,2022-01-28,200,16.8,0,prior,prior,150.7,0,0,0,0,0,17284.665000000005,3245377.3500000015,187.76050042045944,0.08947568824315606,11.57095031925698
2022-01-28T11:58:10Z,77.4,75.2,15,2022-01-28,50,13.7,0,prior,prior,77.5,-0.09999999999999432,-0.0509999999999971,-0,-0.2549999999999855,-0.2549999999999855,11892.435000000001,9308953.5,782.7626133756459,0.017502113368597232,4.204353439812788
2022-01-28T09:50:10Z,102.7,100.6,3,2022-01-28,100,12.8,0,prior,prior,102.75,-0.04999999999999716,-0.02549999999999855,-0,-0.12749999999999276,-0.12749999999999276,5465.414999999999,2882446.6875,527.3975878318482,0.024270114796355616,18.296872241174736
2022-01-28T13:03:10Z,46.6,43,5,2022-01-28,200,21.3,0,prior,prior,46.650000000000006,-0.05000000000000426,-0.025500000000002174,-0,-0.12750000000001088,-0.12750000000001088,3615.8999999999974,1634768.6624999992,452.1056064880114,0.0471128862246587,55.31126413894194
2022-01-28T13:47:10Z,75.8,73.2,5a,2022-01-28,100,8.2,0,prior,prior,75.8,0,0,0,0,0,716.2950000000011,612072.6750000006,854.4980420078315,0.009596277108760006,139.60728470811586
2022-01-28T16:04:10Z,71,67.8,6,2022-01-28,500,25.6,0,prior,prior,70.9,0.09999999999999432,0.0509999999999971,0,0.2549999999999855,0.2549999999999855,7646.1749999999975,2076206.174999999,271.5352676338169,0.09427872932706215,65.39217321078843
2022-01-28T16:03:10Z,71.3,68.1,6a,2022-01-28,100,9.1,0,prior,prior,71.3,0,0,0,0,0,14670.150000000001,4709921.4,321.05475404136973,0.02834407491386162,6.81656288449675
2022-01-28T10:39:10Z,96.5,94.7,7,2022-01-28,50,8.5,0,prior,prior,96.45,0.04999999999999716,0.02549999999999855,0,0.12749999999999276,0.12749999999999276,11118.255,2102382.5625,189.0928533749226,0.0449514608738104,4.497108584035894
2022-01-28T14:31:10Z,112.5,111.8,9,2022-01-28,300,32,0,prior,prior,112.5,0,0,0,0,0,4972.755,934754.7749999999,187.97523203938258,0.17023519350302332,60.3287312566173
2022-04-08T11:23:09Z,76.6,67.26,15,2022-04-08,300,14.3,0,prior,prior,76.4,0.19999999999998863,0.1019999999999942,0,0.509999999999971,0.509999999999971,6595.829999999998,1124477.3249999997,170.48306657388076,0.0838792983220004,45.48328261947323
2022-04-08T08:54:08Z,57.6,19.12,5,2022-04-08,1200,31,0,prior,prior,57.400000000000006,0.19999999999999574,0.10199999999999783,0,0.5099999999999891,0.5099999999999891,-20199.060000000005,-90130344.66000003,4462.105893046509,0.006947392272404075,-59.40870515756672
2022-04-08T11:16:39Z,38.9,71.2,5a,2022-04-08,200,10,0,prior,prior,38.9,0,0,0,0,0,19692.375,12133468.65,616.1505988993202,0.016229798393223686,10.156215286373532
2022-04-14T10:17:09Z,86.1,69.37,13,2022-04-14,100,23.3,0,prior,prior,86.1,0,0,0,0,0,4813.635000000001,677782.3500000003,140.8046829475023,0.1654774508365406,20.774321276955977
2022-04-14T13:36:09Z,67.3,72.16,6,2022-04-14,600,27,0,prior,prior,67.3,0,0,0,0,0,17846.175,3554067.6,199.15010359362722,0.13557612832125082,33.62064980310907
2022-04-14T13:37:09Z,67.7,71.67,6a,2022-04-14,100,12.2,0,prior,prior,67.5,0.20000000000000284,0.10200000000000145,0,0.5100000000000072,0.5100000000000072,18085.364999999998,2548872.9,140.93566262002454,0.08656432143007207,5.529332695248341
2022-04-14T11:10:09Z,126.2,68.54,9,2022-04-14,550,30,0,prior,prior,126.2,0,0,0,0,0,3376.709999999999,1004487.075,297.4750792931582,0.10084878394278987,162.88043687494635
2022-04-15T10:56:10Z,112.8,68.86,3,2022-04-15,400,39.9,0,prior,prior,112.8,0,0,0,0,0,9092.025000000003,13781542.575000005,1515.7836208105455,0.026323018306969165,43.99459966289137
2022-04-15T13:05:10Z,61.3,70.75,7,2022-04-15,50,16.5,0,prior,prior,61.099999999999994,0.20000000000000284,0.10200000000000145,0,0.5100000000000072,0.5100000000000072,17315.775000000005,11257281.000000006,650.117075325823,0.025380044035500218,2.8875404075185767
2022-06-21T14:34:39Z,348.2,349.4,13,2022-06-21,100,18,0,prior,prior,348.29999999999995,-0.0999999999999659,-0.05099999999998261,-0,-0.254999999999913,-0.254999999999913,36980.100000000035,16886136.975000028,456.62767204523544,0.039419424406273926,2.7041571007109204
2022-06-21T13:36:39Z,73.4,70.2,15,2022-06-21,50,10,0,prior,prior,74.2,-0.7999999999999972,-0.40799999999999853,-0,-2.0399999999999925,-2.0399999999999925,8369.099999999997,3723832.574999998,444.9501828153564,0.02247442609580803,5.974358055226968
2022-06-21T11:25:39Z,64.1,60.5,5,2022-06-21,400,29,0,prior,prior,64.1,0,0,0,0,0,20734.81500000001,24214075.800000004,1167.7980150775395,0.024833061561655812,19.291225892297557
2022-06-21T15:22:39Z,141.8,140.6,9,2022-06-21,100,12.5,0,prior,prior,141.7,0.10000000000002274,0.0510000000000116,0,0.255000000000058,0.255000000000058,29224.78500000001,9581164.725000005,327.8438053522037,0.03812791273140333,3.4217531454893497
2022-09-02T15:09:36Z,89.3,78.78,15,2022-09-02,600,30.5,0,prior,prior,89.15,0.14999999999999147,0.07649999999999565,0,0.3824999999999783,0.3824999999999783,6422.302499999995,1544306.7749999964,240.45998689722222,0.12684022981768006,93.42443773086062
2022-09-02T11:20:06Z,68.3,77.04,5,2022-09-02,1000,36.9,0,prior,prior,68.1,0.20000000000000284,0.10200000000000145,0,0.5100000000000072,0.5100000000000072,12013.305000000004,4194334.350000002,349.1407526904545,0.10568803474143636,83.24103983042133
2022-09-02T13:37:36Z,106.7,76.91,5a,2022-09-02,800,25.3,0,prior,prior,106.7,0,0,0,0,0,22736.309999999998,9536343.374999996,419.43232543011584,0.06031962361044914,35.18600863552617
2022-09-13T10:48:09Z,40.6,78.21,13,2022-09-13,800,37.8,0,prior,prior,40.6,0,0,0,0,0,2774.655,524207.32499999995,188.9270287657384,0.2000772480621098,288.32413399143314
2022-09-13T15:34:09Z,75,78.28,6,2022-09-13,1600,42.1,0,prior,prior,74.8,0.20000000000000284,0.10200000000000145,0,0.5100000000000072,0.5100000000000072,1309.6799999999982,71626.94999999758,54.69042056074589,0.7697874612838015,1221.672469610899
2022-09-13T12:51:09Z,134.3,77.61,9,2022-09-13,450,32.9,0,prior,prior,134.5,-0.19999999999998863,-0.1019999999999942,-0,-0.509999999999971,-0.509999999999971,2434.4850000000088,-726.7499999895338,-0.2985230962563052,-110.20922807176301,184.84402245238658
2022-09-14T13:17:10Z,99.4,76.91,3,2022-09-14,600,23.3,0,prior,prior,99.4,0,0,0,0,0,2250.6299999999987,436891.49999999953,194.1196464989802,0.12002906671336025,266.5920209008146
2022-09-14T11:51:10Z,83,78.22,6a,2022-09-14,400,22.2,0,prior,prior,83,0,0,0,0,0,7578.6,3395549.4,448.0444145356662,0.04954865919488611,52.780196870134326
2022-09-14T14:43:10Z,116.4,77.83,7,2022-09-14,800,42.4,0,prior,prior,116.2,0.20000000000000284,0.10200000000000145,0,0.5100000000000072,0.5100000000000072,7592.369999999999,2230414.8749999986,293.7705716396855,0.1443303179189926,105.36894276754164
2022-11-14T12:02:40Z,185.1,62.91,13,2022-11-14,250,20,0,prior,prior,185.1,0,0,0,0,0,22245.180000000004,12549264.000000004,564.1340730890918,0.03545256518629299,11.238389619683902
2022-11-14T15:09:10Z,60.7,63.97,5,2022-11-14,450,26,0,prior,prior,60.7,0,0,0,0,0,7266.735,2988667.575,411.2806611222234,0.06321717128409639,61.926023172717876
2022-11-14T13:17:40Z,124.5,60.93,9,2022-11-14,350,20.3,0,prior,prior,124.9,-0.4000000000000057,-0.2040000000000029,-0,-1.0200000000000145,-1.0200000000000145,20611.14,3076999.5749999997,149.28817983866975,0.13597861546665962,16.981108274457405
2022-11-15T14:25:10Z,90.7,88.4,6,2022-11-15,200,19,0,prior,prior,90.7,0,0,0,0,0,9601.259999999997,1616823.6749999938,168.39703070221975,0.11282859276538032,20.83059931717296
2023-01-27T13:08:36Z,74.5,58.91,6,2023-01-27,100,25,0,prior,prior,74.35,0.15000000000000568,0.0765000000000029,0,0.3825000000000145,0.3825000000000145,19516.29750000001,27623910.300000016,1415.4278136004025,0.017662504410173963,5.123922711262213
2023-01-27T15:12:36Z,88.5,53.44,9,2023-01-27,100,19.5,0,prior,prior,88.5,0,0,0,0,0,63399.12,63902143.2,1007.9342300019306,0.01934650041596727,1.577308959493444
2023-02-02T10:31:09Z,321,324.3,13,2023-02-02,50,22,0,prior,prior,320.55,0.44999999999998863,0.2294999999999942,0,1.147499999999971,1.147499999999971,16691.407499999987,28390452.412499987,1700.9022404192103,0.012934311847680208,2.9955532509765903
2023-02-02T13:54:09Z,62.7,58.2,5,2023-02-02,200,27,0,prior,prior,62.75,-0.04999999999999716,-0.02549999999999855,-0,-0.12749999999999276,-0.12749999999999276,6689.542500000001,10468309.0875,1564.876684392094,0.017253755691611358,29.89741077211184
2023-02-09T10:59:10Z,115,112.8,7,2023-02-09,50,14,0,prior,prior,115.1,-0.09999999999999432,-0.0509999999999971,-0,-0.2549999999999855,-0.2549999999999855,6523.665000000006,6928926.300000007,1062.1217214556543,0.01318116343653417,7.6644033683519845
2023-03-13T09:56:36Z,105.8,65.57,15,2023-03-13,500,15.5,0,prior,prior,105.8,0,0,0,0,0,121642.65,138697139.25,1140.2015596503365,0.013594087702136942,4.110400422877996
2023-03-13T14:35:36Z,80.9,65.08,6,2023-03-13,600,24,0,prior,prior,80.75,0.15000000000000568,0.0765000000000029,0,0.3825000000000145,0.3825000000000145,18100.7925,4526429.775,250.0680439820522,0.09597387822061151,33.147719913368434
2023-03-13T12:36:06Z,94.6,65.77,7,2023-03-13,500,28,0,prior,prior,94.6,0,0,0,0,0,3999.165000000001,704544.6000000002,176.17292609832305,0.158934750191826,125.0260991982076
2023-03-14T09:53:39Z,114.4,59.29,13,2023-03-14,150,34,0,prior,prior,114.4,0,0,0,0,0,4789.664999999997,1353696.8249999986,282.6287068093487,0.12029917407836137,31.31743034220558
2023-03-14T13:14:39Z,59.2,61.61,5,2023-03-14,600,35.4,0,prior,prior,59.2,0,0,0,0,0,3155.879999999998,645392.2499999981,204.50468648998014,0.17310116754578359,190.1212973877335
2023-03-14T10:59:39Z,98,58.95,9,2023-03-14,200,33,0,prior,prior,98,0,0,0,0,0,11738.415000000003,12079423.950000003,1029.050681033172,0.03206839139046858,17.038075413077486
2023-05-01T13:40:07Z,60.9,57.6,5,2023-05-01,50,25.2,0,prior,prior,60.9,0,0,0,0,0,7021.935000000005,16645067.625000019,2370.4388640737925,0.010630942810603327,7.120544408343279
2023-06-01T10:35:06Z,199.4,199.5,13,2023-06-01,50,16,0,prior,prior,199.35000000000002,0.04999999999998295,0.025499999999991304,0,0.1274999999999565,0.1274999999999565,9160.237499999992,3696219.2624999974,403.5069246294106,0.03965235544518782,5.458373759413994
2023-08-02T11:37:10Z,103.1,100.5,5a,2023-08-02,850,18,0,prior,prior,103.05,0.04999999999999716,0.02549999999999855,0,0.12749999999999276,0.12749999999999276,5865.765000000001,875035.6875000002,149.1767378168065,0.12066224441845978,144.9086351055659
2023-08-02T16:38:10Z,107.2,104.3,6,2023-08-02,1200,21,0,prior,prior,107.2,0,0,0,0,0,1817.639999999999,-73287.00000000032,-40.31986531986552,-0.520835073068891,660.1967386281116
2023-08-04T09:12:09Z,84.6,81.9,13,2023-08-04,600,34,0,prior,prior,84.6,0,0,0,0,0,11040.990000000002,2533231.2000000007,229.43877315349442,0.1481876821981349,54.342952941719894
2023-09-28T10:15:39Z,103.7,101,5a,2023-09-28,200,20,0,prior,prior,103.75,-0.04999999999999716,-0.02549999999999855,-0,-0.12749999999999276,-0.12749999999999276,10745.0625,5580703.049999999,519.3737169979233,0.038507917026690756,18.613200248951554
2023-09-28T14:31:39Z,106.6,104.3,6,2023-09-28,100,35.2,0,prior,prior,106.6,0,0,0,0,0,774.6900000000045,290664.3000000039,375.20078999341956,0.09381643359710772,129.08389162116384
2023-09-29T11:29:38Z,379.1,380.9,13,2023-09-29,50,25,0,prior,prior,379.1,0,0,0,0,0,24570.77999999998,16631534.774999987,676.882653908423,0.03693402372722393,2.0349374338136617
2023-11-01T13:39:10Z,98.8,96,6,2023-11-01,50,24.2,0,prior,prior,98.8,0,0,0,0,0,2871.045000000003,1505739.300000002,524.4568789412916,0.046142973753823105,17.415261690429773
2023-11-01T14:39:10Z,177.5,176.9,9,2023-11-01,50,15.2,0,prior,prior,177.5,0,0,0,0,0,1870.17,131412.97499999998,70.2679301881647,0.21631489584647182,26.735537411037498
2023-12-19T15:20:10Z,46.9,43.1,13,2023-12-19,600,23,0,prior,prior,46.95,-0.05000000000000426,-0.025500000000002174,-0,-0.12750000000001088,-0.12750000000001088,1875.0149999999996,147920.39999999997,78.89024887800898,0.29154426975589576,319.99744002047987
2023-12-19T10:55:40Z,67.8,64.4,15,2023-12-19,1700,14,0,prior,prior,67.8,0,0,0,0,0,1999.4550000000017,-115745.77499999883,-57.88866216043808,-0.2418435575726225,850.231688135016
2023-12-19T10:19:10Z,59.4,55.9,5,2023-12-19,3600,38,0,prior,prior,59.4,0,0,0,0,0,3105.9000000000005,597953.3250000001,192.5217569786535,0.19738028883776174,1159.084323384526
2023-12-19T13:37:10Z,66.6,63.3,6a,2023-12-19,800,21,0,prior,prior,66.6,0,0,0,0,0,1967.3250000000016,452437.57500000054,229.97602073882055,0.09131386799604341,406.6435388153962
2024-01-05T14:34:36Z,72.7,69.6,6,2024-01-05,600,57,0,prior,prior,72.7,0,0,0,0,0,2535.9749999999985,615902.774999999,242.8662644544995,0.23469706724409573,236.59539230473501
2024-01-05T14:35:06Z,72.7,69.6,9,2024-01-05,400,29,0,prior,prior,72.7,0,0,0,0,0,2495.4299999999994,511886.9999999998,205.1297772327815,0.14137391650891704,160.29301563257638
2024-02-09T10:22:08Z,85.9,83.1,6,2024-02-09,NA,NA,0,prior,prior,85.80000000000001,0.09999999999999432,0.0509999999999971,0,0.2549999999999855,0.2549999999999855,47178.06,17093496.599999998,362.31876851231266,NA,NA
2024-02-09T12:04:08Z,124.7,122.4,9,2024-02-09,NA,NA,0,prior,prior,124.7,0,0,0,0,0,3919.6049999999996,519994.725,132.66508359898512,NA,NA
2024-03-25T13:00:06Z,106.7,104.3,3,2024-03-25,1100,50,0,prior,prior,106.7,0,0,0,0,0,6476.744999999999,2970488.624999999,458.6391196503799,0.10901817541886734,169.8383987635765
2024-03-25T09:32:06Z,55.5,51.6,5,2024-03-25,1500,38,0,prior,prior,55.5,0,0,0,0,0,19753.065000000002,9165776.1,464.01791823193,0.08189338925702103,75.93758234481585
2024-03-25T15:29:06Z,140.6,138.6,9,2024-03-25,650,29,0,prior,prior,140.55,0.04999999999998295,0.025499999999991304,0,0.1274999999999565,0.1274999999999565,9708.487499999996,2316871.987499999,238.64396874384397,0.12151993680229171,66.9517265176476
2024-08-23T13:18:32Z,170.8,169.6,9,2024-08-23,1000,60,0,prior,prior,170.76666666666668,0.03333333333333144,0.016999999999999033,0,0.08499999999999516,0.08499999999999516,31402.059999999983,7027224.464999995,223.7822762264641,0.26811774824955736,31.84504456077087
2024-09-13T12:55:00Z,142.1,142,3,2024-09-13,550,64,0,prior,prior,143.35,-1.25,-0.6375,-0,-3.1875,-3.1875,1979.9475000000007,363887.55000000016,183.78646403503126,0.3482302156256788,277.78514329294075
2024-09-13T13:37:00Z,9,3.3,9,2024-09-13,1000,89,0,prior,prior,9.02,-0.019999999999999574,-0.010199999999999782,-0,-0.05099999999999891,-0.05099999999999891,2675.001,807855.3,302.00186841051647,0.2947001635070043,373.83163595079026
2025-01-27T11:29:02Z,92.6,50.56,15,2025-01-27,NA,NA,0,prior,prior,92.75,-0.15000000000000568,-0.0765000000000029,-0,-0.3825000000000145,-0.3825000000000145,47311.8075,8972847.5625,189.6534509382251,NA,NA
2025-01-27T10:43:02Z,113.2,49.75,5a,2025-01-27,NA,NA,0,prior,prior,113.06666666666666,0.13333333333333997,0.06800000000000338,0,0.3400000000000169,0.3400000000000169,105280.57500000001,75669084.28500001,718.7373766243203,NA,NA
2025-01-27T14:42:02Z,70.1,51.42,6,2025-01-27,NA,NA,0,prior,prior,70.1,0,0,0,0,0,17617.440000000006,4829662.005000002,274.1409651459009,NA,NA
2025-01-27T13:59:02Z,83.6,50.81,6a,2025-01-27,NA,NA,0,prior,prior,83.43333333333334,0.1666666666666572,0.08499999999999518,0,0.4249999999999759,0.4249999999999759,70079.09999999999,24480940.185,349.3329706717124,NA,NA
2025-01-27T12:41:02Z,117.4,50.25,7,2025-01-27,NA,NA,0,prior,prior,117.2,0.20000000000000284,0.10200000000000145,0,0.5100000000000072,0.5100000000000072,32923.56,6246297.675,189.7212110415763,NA,NA
