ID,Q_med,internal_slope,DO_slope,internal_pvalue,DO_pvalue,external_slope,external_pvalue
5,sup,-0.14306319190524,-0.26431867550269156,0.5554562731782624,1.5192386474091433e-6,-0.26431867550269156,1.5192386474091433e-6
5,inf,0.887638049296388,0.03662626463051049,7.766540375389559e-5,0.40151888085296383,0.03662626463051049,0.40151888085296383
5a,inf,0.1232552069005693,0.49682855085635813,0.2291997713493352,0.11565853391766012,0.49682855085635813,0.11565853391766012
5a,sup,0.23825423238067958,-0.128652177238473,0.38716251925623413,0.07025331163801067,-0.128652177238473,0.07025331163801067
15,inf,0.4145204025676259,0.428145024106961,3.349022196260822e-14,3.9337554913387526e-4,0.428145024106961,3.9337554913387526e-4
15,sup,-0.028825472276943914,0.1901239732835235,0.5826410829121136,0.014238542416270013,0.1901239732835235,0.014238542416270013
6,inf,0.2856715512893566,-0.329713854611077,0.0010331261070895513,0.03454248671391565,-0.329713854611077,0.03454248671391565
6,sup,0.32668368530761854,-0.1290551670269082,2.9524471854289684e-5,0.313740921949607,-0.1290551670269082,0.313740921949607
7,inf,0.3112430699383559,0.44909298927235525,9.541549642348928e-7,3.749235069828867e-4,0.44909298927235525,3.749235069828867e-4
7,sup,0.28411282594653464,-0.5022652245863536,1.3248191197948631e-9,0.013774268774185734,-0.5022652245863536,0.013774268774185734
3,sup,0.21885686066989168,0.03312881314497558,0.09419644510964802,0.7299805485870603,0.03312881314497558,0.7299805485870603
3,inf,0.233434300323514,-0.042221733458536956,0.0014640813871479583,0.65930663997144,-0.042221733458536956,0.65930663997144
13,inf,0.7648463424539349,0.18976106601031398,0.020566785664146676,1.244171940213949e-4,0.18976106601031398,1.244171940213949e-4
13,sup,-0.04802331331537083,-0.008012501358230785,0.6367800874646217,0.6438583157701802,-0.008012501358230785,0.6438583157701802
9,inf,0.8217545903039942,0.07181789814919234,1.2928200333138065e-21,0.0030644896530589065,0.07181789814919234,0.0030644896530589065
9,sup,0.3863683531682738,-0.15613708303705462,1.0739628759316718e-6,6.3252825100712225e-6,-0.15613708303705462,6.3252825100712225e-6
