Date,record,V,CDOM,CO2
1/27/2023 16:00,0,12.52,225.0872,
1/27/2023 17:00,1,12.44,207.4901,
1/27/2023 18:00,2,12.42,207.1248,
1/27/2023 19:00,3,12.4,205.929,
1/27/2023 20:00,4,12.38,207.2538,
1/27/2023 21:00,5,12.37,207.5621,
1/27/2023 22:00,6,12.36,207.5622,
1/27/2023 23:00,7,12.35,207.8998,
1/28/2023 0:00,8,12.34,208.5843,
1/28/2023 1:00,9,12.33,207.1695,
1/28/2023 2:00,10,12.32,182.0233,
1/28/2023 3:00,11,12.32,182.842,
1/28/2023 4:00,12,12.31,183.2093,
1/28/2023 5:00,13,12.3,183.823,
1/28/2023 6:00,14,12.3,184.8435,
1/28/2023 7:00,15,12.29,184.9794,
1/28/2023 8:00,16,12.28,185.4089,
1/28/2023 9:00,17,12.3,185.39,
1/28/2023 10:00,18,12.33,186.8466,
1/28/2023 11:00,19,12.35,185.8236,
1/28/2023 12:00,20,12.46,183.3366,
1/28/2023 13:00,21,12.43,183.776,
1/28/2023 14:00,22,12.46,184.8635,
1/28/2023 15:00,23,12.44,185.9838,
1/28/2023 16:00,24,12.4,185.947,
1/28/2023 17:00,25,12.36,185.341,
1/28/2023 18:00,26,12.36,185.5453,
1/28/2023 19:00,27,12.35,180.9016,
1/28/2023 20:00,28,12.34,181.6357,
1/28/2023 21:00,29,12.34,182.4071,
1/28/2023 22:00,30,12.33,182.0739,
1/28/2023 23:00,31,12.33,182.4817,
1/29/2023 0:00,32,12.32,182.6176,
1/29/2023 1:00,33,12.32,182.9574,
1/29/2023 2:00,34,12.31,182.9574,
1/29/2023 3:00,35,12.31,182.2099,
1/29/2023 4:00,36,12.31,183.2294,
1/29/2023 5:00,37,12.31,183.5012,
1/29/2023 6:00,38,12.3,183.5692,
1/29/2023 7:00,39,12.3,182.9575,
1/29/2023 8:00,40,12.29,168.1415,
1/29/2023 9:00,41,12.3,174.3214,
1/29/2023 10:00,42,12.3,174.9745,
1/29/2023 11:00,43,12.34,175.1506,
1/29/2023 12:00,44,12.34,132.5991,
1/29/2023 13:00,45,12.35,153.8333,
1/29/2023 14:00,46,12.36,153.3508,
1/29/2023 15:00,47,12.35,152.4648,
1/29/2023 16:00,48,12.33,152.7408,
1/29/2023 17:00,49,12.32,152.8754,
1/29/2023 18:00,50,12.32,152.467,
1/29/2023 19:00,51,12.32,153.2825,
1/29/2023 20:00,52,12.31,153.912,
1/29/2023 21:00,53,12.31,154.5329,
1/29/2023 22:00,54,12.31,155.1447,
1/29/2023 23:00,55,12.3,153.5203,
1/30/2023 0:00,56,12.3,155.0337,
1/30/2023 1:00,57,12.29,155.0343,
1/30/2023 2:00,58,12.29,154.8242,
1/30/2023 3:00,59,12.28,212.1056,
1/30/2023 4:00,60,12.28,216.6577,
1/30/2023 5:00,61,12.27,217.609,
1/30/2023 6:00,62,12.27,217.3417,
1/30/2023 7:00,63,12.26,217.6133,
1/30/2023 8:00,64,12.26,217.6133,
1/30/2023 9:00,65,12.27,216.934,
1/30/2023 10:00,66,12.28,217.0388,
1/30/2023 11:00,67,12.29,212.7776,
1/30/2023 12:00,68,12.34,207.5604,
1/30/2023 13:00,69,12.35,206.2512,
1/30/2023 14:00,70,12.35,206.3228,
1/30/2023 15:00,71,12.35,209.0455,
1/30/2023 16:00,72,12.35,208.5026,
1/30/2023 17:00,73,12.32,208.9855,
1/30/2023 18:00,74,12.31,209.1889,
1/30/2023 19:00,75,12.29,210.0597,
1/30/2023 20:00,76,12.28,206.119,
1/30/2023 21:00,77,12.27,210.077,
1/30/2023 22:00,78,12.27,209.9611,
1/30/2023 23:00,79,12.26,211.1326,
1/31/2023 0:00,80,12.26,210.5402,
1/31/2023 1:00,81,12.24,211.2253,
1/31/2023 2:00,82,12.24,210.0013,
1/31/2023 3:00,83,12.23,209.9356,
1/31/2023 4:00,84,12.23,209.1209,
1/31/2023 5:00,85,12.22,209.4606,
1/31/2023 6:00,86,12.22,207.8292,
1/31/2023 7:00,87,12.22,207.0142,
1/31/2023 8:00,88,12.21,206.6045,
1/31/2023 9:00,89,12.21,206.8789,
1/31/2023 10:00,90,12.26,206.3996,
1/31/2023 11:00,91,12.26,204.78,
1/31/2023 12:00,92,12.31,199.4493,
1/31/2023 13:00,93,12.32,198.1869,
1/31/2023 14:00,94,12.31,197.3851,
1/31/2023 15:00,95,12.3,198.6052,
1/31/2023 16:00,96,12.3,198.9329,
1/31/2023 17:00,97,12.27,199.2775,
1/31/2023 18:00,98,12.25,198.9185,
1/31/2023 19:00,99,12.24,200.0109,
1/31/2023 20:00,100,12.23,200.4888,
1/31/2023 21:00,101,12.22,200.8518,
1/31/2023 22:00,102,12.22,201.2737,
1/31/2023 23:00,103,12.21,202.2467,
2/1/2023 0:00,104,12.2,198.7232,
2/1/2023 1:00,105,12.19,202.3269,
2/1/2023 2:00,106,12.19,202.7346,
2/1/2023 3:00,107,12.18,201.3077,
2/1/2023 4:00,108,12.17,203.6176,
2/1/2023 5:00,109,12.17,202.3952,
