Date,Rep,,FDOM,CO2,CO2hi
8/5/2023 6:00,62,12.45,0.6342084,15652.34,4365.793
8/5/2023 7:00,63,12.44,0.6377452,15702.42,4370.291
8/5/2023 8:00,64,12.45,0.6426649,15695.27,4380.512
8/5/2023 9:00,65,12.43,0.6434754,15476.32,4367.429
8/5/2023 10:00,66,12.45,0.6291034,15600.82,4369.064
8/5/2023 11:00,67,12.44,0.6406409,15769.68,4392.369
8/5/2023 12:00,68,12.45,0.6351829,15822.63,4385.418
8/5/2023 13:00,69,12.44,0.6532616,15954.28,4401.364
8/5/2023 14:00,70,12.46,0.6477696,16023.24,4410.419
8/5/2023 15:00,71,12.45,0.6613975,16021.25,4415.538
8/5/2023 16:00,72,12.46,0.6584113,16064.21,4432.31
8/5/2023 17:00,73,12.45,0.6357062,16092.6,4438.775
8/5/2023 18:00,74,12.46,0.641682,16074.24,4440.493
8/5/2023 19:00,75,12.44,0.6360178,16101.69,4432.002
8/5/2023 20:00,76,12.45,0.6460779,16190.4,4427.124
8/5/2023 21:00,77,12.43,0.6639153,16170.36,4419.763
8/5/2023 22:00,78,12.44,0.6294434,16184.67,4432.438
8/5/2023 23:00,79,12.43,0.6436586,16124.57,4405.453
8/6/2023 0:00,80,12.43,0.6370977,16433.67,4427.122
8/6/2023 1:00,81,12.41,0.6409249,16533.84,4406.271
8/6/2023 2:00,82,12.42,0.6463923,16616.83,4422.216
8/6/2023 3:00,83,12.41,0.6379178,16681.23,4405.044
8/6/2023 4:00,84,12.41,0.6436586,16744.19,4416.083
8/6/2023 5:00,85,12.4,0.6488526,16772.81,4396.049
8/6/2023 6:00,86,12.41,0.6515863,16778.54,4409.95
8/6/2023 7:00,87,12.4,0.6480212,16827.19,4404.635
8/6/2023 8:00,88,12.4,0.6384535,16861.54,4408.724
8/6/2023 9:00,89,12.4,0.6431091,16961.71,4415.674
8/6/2023 10:00,90,12.41,0.6565057,17229.3,4442.659
8/6/2023 11:00,91,12.4,0.6586953,17532.68,4466.781
8/6/2023 12:00,92,12.42,0.6501881,17823.17,4468.826
8/6/2023 13:00,93,12.41,0.6548009,18070.19,4498.683
8/6/2023 14:00,94,12.42,0.669694,18227.64,4506.638
8/6/2023 15:00,95,12.41,0.6653671,18302.14,4510.739
8/6/2023 16:00,96,12.43,0.6672243,18352.26,4500.102
8/6/2023 17:00,97,12.42,0.6498002,18423.86,4511.967
8/6/2023 18:00,98,12.43,0.6551877,18448.21,4500.511
8/6/2023 19:00,99,12.41,0.6613544,18471.12,4486.191
8/6/2023 20:00,100,12.42,0.6573223,18429.48,4483.133
8/6/2023 21:00,101,12.4,0.6621075,18350.31,4478.937
8/6/2023 22:00,102,12.41,0.6308002,18267.91,4476.811
8/6/2023 23:00,103,12.39,0.65702,18082.29,4484.796
8/7/2023 0:00,104,12.4,0.667501,17954.82,4483.954
8/7/2023 1:00,105,12.38,0.6496737,17733.02,4487.633
8/7/2023 2:00,106,12.39,0.6502194,17498.33,4470.052
8/7/2023 3:00,107,12.37,0.641745,17196.39,4484.362
8/7/2023 4:00,108,12.38,0.5755897,16851.52,4460.24
8/7/2023 5:00,109,12.36,0.6474858,16705.56,4459.831
8/7/2023 6:00,110,12.37,0.6403782,16533.84,4439.388
8/7/2023 7:00,111,12.35,0.6548668,16459.42,4444.294
8/7/2023 8:00,112,12.36,0.6461189,16468.01,4462.693
8/7/2023 9:00,113,12.35,0.6332706,16450.84,4470.87
8/7/2023 10:00,114,12.37,0.6381912,16572.47,4499.899
8/7/2023 11:00,115,12.36,0.6608393,16827.77,4543.802
8/7/2023 12:00,116,12.37,0.6588368,17107.68,4565.621
8/7/2023 13:00,117,12.36,0.6781045,17375.36,4566.713
8/7/2023 14:00,118,12.38,0.6583878,17657.75,4577.02
8/7/2023 15:00,119,12.37,0.662699,17785.2,4562.291
8/7/2023 16:00,120,12.39,0.6716213,17924.1,4574.974
8/7/2023 17:00,121,12.37,0.6553793,18003.4,4572.657
8/7/2023 18:00,122,12.38,0.6603741,18078.76,4565.974
8/7/2023 19:00,123,12.36,0.6563544,18214.79,4571.7
8/7/2023 20:00,124,12.37,0.6603296,18339.51,4565.399
8/7/2023 21:00,125,12.36,0.6708905,18406.14,4550.921
8/7/2023 22:00,126,12.36,0.6463938,18361.5,4529.7
8/7/2023 23:00,127,12.34,0.6622394,18341.88,4533.186
8/8/2023 0:00,128,12.35,0.6437207,18236.73,4532.199
8/8/2023 1:00,129,12.33,0.658968,18103.65,4517.071
8/8/2023 2:00,130,12.34,0.6458455,18044.98,4503.17
8/8/2023 3:00,131,12.32,0.6474858,17960.55,4492.948
8/8/2023 4:00,132,12.33,0.6679885,17811.72,4480.683
8/8/2023 5:00,133,12.31,0.6600608,17599.94,4478.229
8/8/2023 6:00,134,12.33,0.6606075,17350.94,4468.008
8/8/2023 7:00,135,12.31,0.6573271,17111.96,4474.55
8/8/2023 8:00,136,12.32,0.6630678,16924.5,4478.638
8/8/2023 9:00,137,12.31,0.6737292,16778.54,4506.032
8/8/2023 10:00,138,12.32,0.6702515,16830.05,4541.194
8/8/2023 11:00,139,12.31,0.6535223,17022.9,4588.869
8/8/2023 12:00,140,12.33,0.6561824,17346.82,4632.718
8/8/2023 13:00,141,12.32,0.6650178,17524.48,4653.503
8/8/2023 14:00,142,12.33,0.6600429,17606.19,4655.98
8/8/2023 15:00,143,12.33,0.649016,17606.2,4652.71
8/8/2023 16:00,144,12.34,0.6348542,17504.53,4651.892
8/8/2023 17:00,145,12.33,0.6422679,17477.23,4657.895
8/8/2023 18:00,146,12.34,0.6567587,17284.15,4628.61
8/8/2023 19:00,147,12.32,0.6480324,17209.55,4629.391
8/8/2023 20:00,148,12.33,0.6661185,17066.18,4615.457
8/8/2023 21:00,149,12.31,0.6567576,16822.96,4581.61
8/8/2023 22:00,150,12.32,0.6516375,16745.6,4588.549
8/8/2023 23:00,151,12.29,0.648572,16517.56,4552.071
8/9/2023 0:00,152,12.31,0.6468984,16545.38,4553.076
8/9/2023 1:00,153,12.29,0.6418293,16496.63,4546.918
8/9/2023 2:00,154,12.3,0.6488555,16433.67,4526.884
8/9/2023 3:00,155,12.28,0.6502194,16332.06,4531.79
8/9/2023 4:00,156,12.29,0.6483059,16427.94,4505.214
8/9/2023 5:00,157,12.27,0.6644347,16546.71,4499.082
8/9/2023 6:00,158,12.28,0.675096,16741.33,4483.545
8/9/2023 7:00,159,12.26,0.65432,16820.04,4485.18
8/9/2023 8:00,160,12.27,0.6581472,17018.95,4470.052
8/9/2023 9:00,161,12.26,0.6715422,17154.89,4483.954
8/9/2023 10:00,162,12.27,0.662262,17329.47,4523.613
8/9/2023 11:00,163,12.26,0.6603192,17478.89,4601.387
8/9/2023 12:00,164,12.27,0.6627091,17676.05,4656.846
8/9/2023 13:00,165,12.27,0.6668931,17713.12,4695.541
8/9/2023 14:00,166,12.29,0.6734422,17737.91,4717.345
8/9/2023 15:00,167,12.28,0.6679428,17573.27,4698.533
8/9/2023 16:00,168,12.29,0.6605845,17392.84,4708.353
8/9/2023 17:00,169,12.28,0.6578552,17323.87,4703.299
8/9/2023 18:00,170,12.29,0.6600488,17083.69,4692.85
8/9/2023 19:00,171,12.27,0.6422901,16928.88,4681.351
8/9/2023 20:00,172,12.28,0.6516199,16651.85,4648.028
8/9/2023 21:00,173,12.26,0.6474594,16370.63,4649.512
8/9/2023 22:00,174,12.27,0.6396475,16008.11,4621.188
8/9/2023 23:00,175,12.25,0.6329864,15732.09,4589.745
8/10/2023 0:00,176,12.26,0.6663168,15523.81,4571.937
8/10/2023 1:00,177,12.24,0.6379856,15386.17,4555.504
8/10/2023 2:00,178,12.25,0.6764635,15393.32,4560.41
8/10/2023 3:00,179,12.23,0.6556869,15150.05,4535.061
8/10/2023 4:00,180,12.24,0.6431119,14908.21,4508.485
8/10/2023 5:00,181,12.23,0.6447521,14871.01,4499.899
8/10/2023 6:00,182,12.23,0.6556869,15001.23,4499.082
8/10/2023 7:00,183,12.21,0.6510395,15301.74,4503.17
8/10/2023 8:00,184,12.23,0.6556869,15620.85,4501.943
8/10/2023 9:00,185,12.22,0.6589673,16027.26,4520.342
8/10/2023 10:00,186,12.23,0.6538486,16294.86,4539.967
8/10/2023 11:00,187,12.22,0.6592588,16562.15,4561.1
8/10/2023 12:00,188,12.24,0.6613579,17353.98,4628.628
8/10/2023 13:00,189,12.22,0.677016,18210.18,4681.267
8/10/2023 14:00,190,12.24,0.6753553,19169.9,4717.347
8/10/2023 15:00,191,12.23,0.6657361,20475.89,4737.811
8/10/2023 16:00,192,12.25,0.6578907,21243.43,4740.674
8/10/2023 17:00,193,12.23,0.6390365,21204.77,4712.444
8/10/2023 18:00,194,12.24,0.6491528,21246.3,4715.308
8/10/2023 19:00,195,12.22,0.6492316,21209.06,4691.578
8/10/2023 20:00,196,12.23,0.6556771,21242.38,4663.904
8/10/2023 21:00,197,12.21,0.6486685,19710.23,4640.083
8/10/2023 22:00,198,12.22,0.6488469,17410.96,4620.87
8/10/2023 23:00,199,12.2,0.6427849,16219.03,4610.704
8/11/2023 0:00,200,12.21,0.6699169,15968.59,4576.355
8/11/2023 1:00,201,12.19,0.6666216,16203.27,4566.134
8/11/2023 2:00,202,12.2,0.6742759,16230.46,4524.431
8/11/2023 3:00,203,12.18,0.6458455,16015.81,4510.121
8/11/2023 4:00,204,12.19,0.6592407,15905.63,4503.579
8/11/2023 5:00,205,12.17,0.6474858,16048.73,4480.683
8/11/2023 6:00,206,12.18,0.6518597,16021.54,4477.412
8/11/2023 7:00,207,12.16,0.6589646,15772.54,4443.885
8/11/2023 8:00,208,12.18,0.6687905,15804.02,4440.615
8/11/2023 9:00,209,12.16,0.670994,16058.74,4464.737
8/11/2023 10:00,210,12.18,0.6515861,16293.43,4478.229
8/11/2023 11:00,211,12.16,0.6613904,16647.81,4478.889
8/11/2023 12:00,212,12.19,0.6753148,16964.6,4522.694
8/11/2023 13:00,213,12.17,0.6781214,17319.72,4597.454
8/11/2023 14:00,214,12.19,0.6657864,17684.96,4636.344
8/11/2023 15:00,215,12.18,0.6811919,18230.54,4684.213
8/11/2023 16:00,216,12.19,0.6584372,19464.91,4695.669
8/11/2023 17:00,217,12.18,0.6553808,20188.09,4696.493
8/11/2023 18:00,218,12.19,0.6491383,20379.96,4707.945
8/11/2023 19:00,219,12.17,0.6628696,20504.49,4707.524
8/11/2023 20:00,220,12.18,0.6485648,20625.26,4687.187
8/11/2023 21:00,221,12.16,0.6659329,20518.32,4690.639
8/11/2023 22:00,222,12.17,0.6647103,20401.6,4672.628
8/11/2023 23:00,223,12.15,0.6438357,21065.84,4634.007
8/12/2023 0:00,224,12.16,0.6660938,21241.84,4618.877
8/12/2023 1:00,225,12.14,0.6422917,20036.94,4607.429
8/12/2023 2:00,226,12.15,0.6551401,17299.42,4585.759
8/12/2023 3:00,227,12.13,0.6499461,15655.2,4571.449
8/12/2023 4:00,228,12.14,0.6510395,14968.32,4554.686
8/12/2023 5:00,229,12.13,0.6488526,14407.36,4528.519
8/12/2023 6:00,230,12.14,0.6581472,14169.82,4501.535
8/12/2023 7:00,231,12.12,0.6578738,14228.49,4487.225
8/12/2023 8:00,232,12.13,0.6619743,14544.74,4485.589
8/12/2023 9:00,233,12.12,0.6376445,14643.48,4492.54
8/12/2023 10:00,234,12.13,0.6573271,15303.17,4507.667
8/12/2023 11:00,235,12.12,0.6706669,15334.65,4523.613
8/12/2023 12:00,236,12.14,0.6689039,15366.88,4576.221
8/12/2023 13:00,237,12.12,0.669892,15600.25,4610.219
8/12/2023 14:00,238,12.14,0.685455,16937.46,4671.121
8/12/2023 15:00,239,12.13,0.6616337,19578.04,4728.4
8/12/2023 16:00,240,12.15,0.6485478,20869.69,4741.493
8/12/2023 17:00,241,12.13,0.6641651,21204.67,4747.165
8/12/2023 18:00,242,12.15,0.6518339,21242.66,4760.871
8/12/2023 19:00,243,12.13,0.6450577,21207.64,4746.404
8/12/2023 20:00,244,12.14,0.6628497,21249.11,4729.708
8/12/2023 21:00,245,12.11,0.6517788,21206.17,4701.439
8/12/2023 22:00,246,12.12,0.6660886,18016.69,4656.499
8/12/2023 23:00,247,12.1,0.6417074,14327.34,4627.499
8/13/2023 0:00,248,12.11,0.6631021,12652.95,4613.971
8/13/2023 1:00,249,12.1,0.6483059,12469.78,4587.395
8/13/2023 2:00,250,12.11,0.6532265,13231.08,4571.041
8/13/2023 3:00,251,12.08,0.6559602,13754.82,4565.316
8/13/2023 4:00,252,12.1,0.6649814,13591.69,4550.188
8/13/2023 5:00,253,12.08,0.638738,13284.02,4510.938
8/13/2023 6:00,254,12.09,0.6608809,14297.17,4490.904
8/13/2023 7:00,255,12.07,0.6570537,13741.94,4471.688
8/13/2023 8:00,256,12.08,0.6794699,13318.37,4469.644
8/13/2023 9:00,257,12.07,0.6627945,13060.79,4482.318
8/13/2023 10:00,258,12.08,0.6693553,12713.05,4500.308
8/13/2023 11:00,259,12.06,0.6723273,12969.93,4531.634
8/13/2023 12:00,260,12.09,0.6846067,13304.26,4617.167
8/13/2023 13:00,261,12.08,0.6631565,13714.05,4713.662
8/13/2023 14:00,262,12.1,0.6805726,14802.38,4795.908
8/13/2023 15:00,263,12.08,0.6663231,16097.74,4848.189
8/13/2023 16:00,264,12.1,0.6764811,16393.95,4722.448
8/13/2023 17:00,265,12.09,0.6614698,17039.21,4738.605
8/13/2023 18:00,266,12.09,0.6622473,17745.67,4720.776
8/13/2023 19:00,267,12.07,0.6718579,18884.97,4718.992
8/13/2023 20:00,268,12.08,0.650534,20314.08,4699.762
8/13/2023 21:00,269,12.06,0.655386,21203.34,4695.312
8/13/2023 22:00,270,12.07,0.6658724,21244.79,4689.571
8/13/2023 23:00,271,12.05,0.6603313,21197.63,4666.651
8/14/2023 0:00,272,12.06,0.6537137,21240.47,4641.377
8/14/2023 1:00,273,12.04,0.6661168,21194.62,4611.108
8/14/2023 2:00,274,12.06,0.6592407,19175.47,4591.075
8/14/2023 3:00,275,12.03,0.6548668,15902.76,4571.449
8/14/2023 4:00,276,12.05,0.6709955,14281.43,4540.785
8/14/2023 5:00,277,12.02,0.6573271,13339.83,4514.618
8/14/2023 6:00,278,12.04,0.6562336,12887.63,4517.48
8/14/2023 7:00,279,12.01,0.6611542,12687.29,4499.49
8/14/2023 8:00,280,12.03,0.6753694,12549.92,4502.761
8/14/2023 9:00,281,12,0.664708,12422.56,4509.711
8/14/2023 10:00,282,12.03,0.6882746,12403.95,4523.204
8/14/2023 11:00,283,12.01,0.6663396,12598.05,4539.993
8/14/2023 12:00,284,12.04,0.6808019,12695.9,4564.824
8/14/2023 13:00,285,12.02,0.6649857,12972.25,4637.551
8/14/2023 14:00,286,12.04,0.6652115,13129.83,4665.8
8/14/2023 15:00,287,12.02,0.6641514,13572.31,4678.485
8/14/2023 16:00,288,12.03,0.6484268,12375.92,4588.673
8/14/2023 17:00,289,12.01,0.6499764,11090.3,4570.636
8/14/2023 18:00,290,12.02,0.6603341,11124.64,4571.449
8/14/2023 19:00,291,11.99,0.6532265,11861.6,4549.371
8/14/2023 20:00,292,12,0.6677151,13729.07,4525.657
8/14/2023 21:00,293,11.98,0.6655281,15496.36,4508.076
8/14/2023 22:00,294,12,0.6753694,16433.67,4506.85
8/14/2023 23:00,295,11.97,0.6576004,17419.63,4471.688
8/15/2023 0:00,296,11.99,0.6701674,18070.74,4467.19
8/15/2023 1:00,297,11.96,0.6709642,18651.72,4436.117
8/15/2023 2:00,298,11.99,0.6575252,19237.01,4434.073
8/15/2023 3:00,299,11.96,0.6490169,19892.41,4425.896
8/15/2023 4:00,300,11.98,0.6440809,20351.76,4401.773
8/15/2023 5:00,301,11.95,0.6517023,20822.56,4395.64
8/15/2023 6:00,302,11.98,0.6656557,21201.78,4387.872
8/15/2023 7:00,303,11.95,0.6629115,21197.48,4367.429
8/15/2023 8:00,304,11.97,0.6647699,21244.71,4385.01
8/15/2023 9:00,305,11.95,0.6721512,21201.78,4399.729
8/15/2023 10:00,306,11.97,0.6518399,21244.71,4384.192
8/15/2023 11:00,307,11.96,0.6644519,21200.34,4405.453
8/15/2023 12:00,308,11.97,0.678634,21242.31,4410.864
8/15/2023 13:00,309,11.96,0.657676,21206.96,4455.498
8/15/2023 14:00,310,11.97,0.6512986,21240.88,4465.652
8/15/2023 15:00,311,11.95,0.6578869,21200.34,4449.201
8/15/2023 16:00,312,11.97,0.6534999,21241.84,4450.018
8/15/2023 17:00,313,11.94,0.6499461,21201.78,4475.368
8/15/2023 18:00,314,11.96,0.6652548,21244.71,4477.412
8/15/2023 19:00,315,11.94,0.6655281,21198.91,4473.323
8/15/2023 20:00,316,11.96,0.6562336,21244.71,4467.19
8/15/2023 21:00,317,11.93,0.6567803,21201.78,4462.693
8/15/2023 22:00,318,11.95,0.6529531,21246.14,4458.604
8/15/2023 23:00,319,11.93,0.656507,21204.64,4460.648
8/16/2023 0:00,320,11.94,0.6436586,21244.71,4457.787
8/16/2023 1:00,321,11.93,0.6540467,21204.64,4456.151
8/16/2023 2:00,322,11.94,0.6745422,21246.14,4466.373
8/16/2023 3:00,323,11.92,0.6510382,21204.64,4463.919
8/16/2023 4:00,324,11.93,0.6605842,19878.1,4449.609
8/16/2023 5:00,325,11.92,0.6600215,18411.31,4450.018
8/16/2023 6:00,326,11.93,0.6635509,17710.12,4434.073
8/16/2023 7:00,327,11.91,0.6599667,17332.34,4423.442
8/16/2023 8:00,328,11.92,0.6648922,17069.03,4411.995
8/16/2023 9:00,329,11.9,0.6685168,17212.13,4414.448
8/16/2023 10:00,330,11.93,0.671541,17561.3,4426.713
8/16/2023 11:00,331,11.91,0.6699008,17660.04,4437.344
8/16/2023 12:00,332,11.92,0.6651947,17697.24,4461.466
8/16/2023 13:00,333,11.91,0.6811121,17864.8,4451.634
8/16/2023 14:00,334,11.93,0.6593031,17877.81,4453.198
8/16/2023 15:00,335,11.91,0.6568885,18176.59,4463.681
8/16/2023 16:00,336,11.92,0.6626124,18734.82,4461.898
8/16/2023 17:00,337,11.89,0.6567811,19063.85,4474.55
8/16/2023 18:00,338,11.9,0.6545933,19308.55,4474.958
8/16/2023 19:00,339,11.89,0.6611542,18065.01,4476.185
8/16/2023 20:00,340,11.9,0.6499461,16674.07,4458.604
8/16/2023 21:00,341,11.88,0.6808368,16025.83,4422.216
8/16/2023 22:00,342,11.89,0.6696287,15729.61,4412.403
8/16/2023 23:00,343,11.87,0.6496488,15487.77,4406.679
8/17/2023 0:00,344,11.89,0.6676652,15400.48,4392.778
8/17/2023 1:00,345,11.87,0.6523415,15343.24,4384.601
8/17/2023 2:00,346,11.88,0.6539731,15313.19,4372.744
8/17/2023 3:00,347,11.87,0.657204,15260.24,4370.291
8/17/2023 4:00,348,11.88,0.6503513,15308.9,4361.705
8/17/2023 5:00,349,11.85,0.6582496,15373.29,4369.473
8/17/2023 6:00,350,11.87,0.6478248,15366.14,4366.611
8/17/2023 7:00,351,11.85,0.6502796,15464.88,4349.439
8/17/2023 8:00,352,11.87,0.6672011,15526.41,4340.444
8/17/2023 9:00,353,11.85,0.6611704,15700.99,4343.715
8/17/2023 10:00,354,11.87,0.6482406,16063.04,4357.616
8/17/2023 11:00,355,11.85,0.6846622,16532.4,4381.739
8/17/2023 12:00,356,11.87,0.6786792,16937.38,4396.867
8/17/2023 13:00,357,11.85,0.6589551,17159.31,4404.216
8/17/2023 14:00,358,11.87,0.6710616,17471.76,4436.591
8/17/2023 15:00,359,11.86,0.6715038,17647.43,4448.667
8/17/2023 16:00,360,11.86,0.6573048,17883.49,4428.812
8/17/2023 17:00,361,11.85,0.6502271,18238.16,4439.797
8/17/2023 18:00,362,11.86,0.6586939,18522.93,4461.875
8/17/2023 19:00,363,11.84,0.6529531,19156.87,4448.383
8/17/2023 20:00,364,11.85,0.6619743,19065.29,4461.058
8/17/2023 21:00,365,11.83,0.6480325,18033.53,4422.216
8/17/2023 22:00,366,11.84,0.6480325,17266.51,4419.763
8/17/2023 23:00,367,11.83,0.6450254,16472.3,4398.502
8/18/2023 0:00,368,11.83,0.6589673,15958.57,4401.773
8/18/2023 1:00,369,11.82,0.6578555,15648.04,4370.7
8/18/2023 2:00,370,11.83,0.6657556,15633.73,4383.375
8/18/2023 3:00,371,11.81,0.6610678,15570.77,4378.059
8/18/2023 4:00,372,11.82,0.6544468,15453.43,4354.754
8/18/2023 5:00,373,11.8,0.668123,15383.31,4346.577
8/18/2023 6:00,374,11.82,0.6429556,15420.51,4353.528
8/18/2023 7:00,375,11.8,0.6530439,15336.08,4352.71
8/18/2023 8:00,376,11.82,0.6596038,15284.57,4348.212
8/18/2023 9:00,377,11.8,0.659085,15389.03,4371.108
8/18/2023 10:00,378,11.81,0.6589546,15629.44,4380.104
8/18/2023 11:00,379,11.79,0.6742747,16314.89,4379.694
8/18/2023 12:00,380,11.81,0.6744163,16646.88,4393.596
8/18/2023 13:00,381,11.8,0.6667094,16786.42,4440.716
8/18/2023 14:00,382,11.82,0.6616733,16970.34,4459.304
8/18/2023 15:00,383,11.8,0.6723939,17352.65,4489.44
8/18/2023 16:00,384,11.82,0.6678082,17740.81,4504.193
8/18/2023 17:00,385,11.8,0.6731352,18217.66,4511.148
8/18/2023 18:00,386,11.82,0.6723627,18723.86,4506.884
8/18/2023 19:00,387,11.79,0.6710206,19224.06,4506.321
8/18/2023 20:00,388,11.81,0.6709172,20066.68,4504.707
8/18/2023 21:00,389,11.78,0.6535046,20806.2,4490.879
8/18/2023 22:00,390,11.8,0.6695697,21241.16,4488.609
8/18/2023 23:00,391,11.78,0.6573632,19724.98,4472.097
8/19/2023 0:00,392,11.78,0.6409249,17214.99,4473.732
8/19/2023 1:00,393,11.77,0.6611542,15818.33,4447.565
8/19/2023 2:00,394,11.77,0.6666216,14972.61,4416.901
8/19/2023 3:00,395,11.76,0.6540467,14476.05,4399.32
8/19/2023 4:00,396,11.77,0.6600608,14111.14,4383.375
8/19/2023 5:00,397,11.75,0.6567803,13842.12,4378.877
8/19/2023 6:00,398,11.76,0.6663396,13720.48,4375.197
8/19/2023 7:00,399,11.74,0.6515638,13620.31,4354.345
8/19/2023 8:00,400,11.75,0.6643838,13613.15,4341.671
8/19/2023 9:00,401,11.73,0.6600059,13701.88,4340.035
8/19/2023 10:00,402,11.75,0.657325,14078.23,4357.208
8/19/2023 11:00,403,11.74,0.6562507,14464.6,4376.833
8/19/2023 12:00,404,11.75,0.6649572,14600.68,4385.048
8/19/2023 13:00,405,11.74,0.6760142,14914.54,4401.99
8/19/2023 14:00,406,11.76,0.6696765,15401.76,4471.689
8/19/2023 15:00,407,11.75,0.6869478,15665.87,4489.055
8/19/2023 16:00,408,11.76,0.6636409,15980.9,4499.283
8/19/2023 17:00,409,11.74,0.6751004,16229.58,4489.33
8/19/2023 18:00,410,11.75,0.6756822,16861.57,4494.374
8/19/2023 19:00,411,11.73,0.6592332,17667.81,4487.609
8/19/2023 20:00,412,11.74,0.6599032,18016.57,4485.431
8/19/2023 21:00,413,11.72,0.6701787,18450.21,4488.452
8/19/2023 22:00,414,11.73,0.6585876,19092.53,4475.38
8/19/2023 23:00,415,11.71,0.6606168,19580.45,4486.815
8/20/2023 0:00,416,11.72,0.6633412,20301.67,4481.909
8/20/2023 1:00,417,11.7,0.6644347,18917.89,4460.648
8/20/2023 2:00,418,11.72,0.6644347,16260.51,4431.211
8/20/2023 3:00,419,11.69,0.6573271,14989.78,4431.211
8/20/2023 4:00,420,11.71,0.6726357,14460.31,4411.585
8/20/2023 5:00,421,11.68,0.6529531,14175.54,4395.231
8/20/2023 6:00,422,11.69,0.6452988,13979.49,4376.424
8/20/2023 7:00,423,11.68,0.6493993,13982.35,4389.507
