Date,Rep,V,FDOM,CO2
4/6/2023 14:00,74,14.37,0.4046595,
4/6/2023 15:00,75,13.25,0.4171746,
4/6/2023 16:00,76,13.18,0.4139638,
4/6/2023 17:00,77,13.09,0.4151705,
4/6/2023 18:00,78,13.04,0.3899632,
4/6/2023 19:00,79,13.04,0.4165823,
4/6/2023 20:00,80,13.03,0.3866644,
4/6/2023 21:00,81,13.02,0.3975667,
4/6/2023 22:00,82,13,0.3943377,
4/6/2023 23:00,83,12.98,0.398868,
4/7/2023 0:00,84,12.97,0.3985531,
4/7/2023 1:00,85,12.95,0.3935185,
4/7/2023 2:00,86,12.93,0.3950225,
4/7/2023 3:00,87,12.93,0.3985042,
4/7/2023 4:00,88,12.9,0.3943965,
4/7/2023 5:00,89,12.89,0.3673967,
4/7/2023 6:00,90,12.88,0.3852769,
4/7/2023 7:00,91,12.84,0.3908645,
4/7/2023 8:00,92,12.86,0.4093682,
4/7/2023 9:00,93,12.91,0.4291697,
4/7/2023 10:00,94,13.02,0.3762641,
4/7/2023 11:00,95,13.26,0.4318194,
4/7/2023 12:00,96,13.34,0.3689375,
4/7/2023 13:00,97,13.46,0.4478431,
4/7/2023 14:00,98,14.39,0.3755979,
4/7/2023 15:00,99,13.22,0.3679717,
4/7/2023 16:00,100,13.12,0.399689,
4/7/2023 17:00,101,13.09,0.4191184,
4/7/2023 18:00,102,13.04,0.3809315,
4/7/2023 19:00,103,13.04,0.3994848,
4/7/2023 20:00,104,13.02,0.3833162,
4/7/2023 21:00,105,13.01,0.3725291,
4/7/2023 22:00,106,12.99,0.3898028,
4/7/2023 23:00,107,12.98,0.4222473,
4/8/2023 0:00,108,12.96,0.4134421,
4/8/2023 1:00,109,12.95,0.399017,
4/8/2023 2:00,110,12.94,0.4180923,
4/8/2023 3:00,111,12.91,0.3810722,
4/8/2023 4:00,112,12.9,0.3667949,
4/8/2023 5:00,113,12.89,0.4078992,
4/8/2023 6:00,114,12.87,0.384073,
4/8/2023 7:00,115,12.84,0.4036348,
4/8/2023 8:00,116,12.9,0.3736094,
4/8/2023 9:00,117,12.98,0.4006305,
4/8/2023 10:00,118,13.04,0.3729453,
4/8/2023 11:00,119,13.22,0.4406279,
4/8/2023 12:00,120,13.31,0.3606928,
4/8/2023 13:00,121,13.25,0.4261966,
4/8/2023 14:00,122,13.09,0.407319,
4/8/2023 15:00,123,13.06,0.3936408,
4/8/2023 16:00,124,13.04,0.4069865,
4/8/2023 17:00,125,12.99,0.4178931,
4/8/2023 18:00,126,12.94,0.4018118,
4/8/2023 19:00,127,12.9,0.3949471,
4/8/2023 20:00,128,12.89,0.401872,
4/8/2023 21:00,129,12.87,0.3710411,
4/8/2023 22:00,130,12.85,0.4022745,
4/8/2023 23:00,131,12.85,0.4007706,
4/9/2023 0:00,132,12.84,0.3986381,
4/9/2023 1:00,133,12.83,0.3646314,
4/9/2023 2:00,134,12.83,0.3814422,
4/9/2023 3:00,135,12.82,0.3577802,
4/9/2023 4:00,136,12.8,0.3645767,
4/9/2023 5:00,137,12.79,0.3736977,
4/9/2023 6:00,138,12.79,0.364801,
4/9/2023 7:00,139,12.77,0.3707218,
4/9/2023 8:00,140,12.77,0.3808703,
4/9/2023 9:00,141,12.78,0.3825463,
4/9/2023 10:00,142,12.87,0.354953,
4/9/2023 11:00,143,13.05,0.3473748,
4/9/2023 12:00,144,13.11,0.3195606,
4/9/2023 13:00,145,13.33,0.3615353,
4/9/2023 14:00,146,13.3,0.3702002,
4/9/2023 15:00,147,13.19,0.3859639,
4/9/2023 16:00,148,13.03,0.3529243,
4/9/2023 17:00,149,12.9,0.3918803,
4/9/2023 18:00,150,12.82,0.3748702,
4/9/2023 19:00,151,12.79,0.3724295,
4/9/2023 20:00,152,12.77,0.367465,
4/9/2023 21:00,153,12.77,0.3788487,
4/9/2023 22:00,154,12.75,0.3714059,
4/9/2023 23:00,155,12.75,0.3924774,
4/10/2023 0:00,156,12.75,0.3673005,
4/10/2023 1:00,157,12.75,0.3900436,
4/10/2023 2:00,158,12.75,0.3747426,
4/10/2023 3:00,159,12.75,0.3818537,
4/10/2023 4:00,160,12.75,0.3901531,
4/10/2023 5:00,161,12.75,0.385,
4/10/2023 6:00,162,12.75,0.4121597,
4/10/2023 7:00,163,12.75,0.4086704,
4/10/2023 8:00,164,12.76,0.3821578,
4/10/2023 9:00,165,12.78,0.4020247,
4/10/2023 10:00,166,12.81,0.4054917,
4/10/2023 11:00,167,12.95,0.3852195,
4/10/2023 12:00,168,12.85,0.4028475,
4/10/2023 13:00,169,12.99,0.411202,
4/10/2023 14:00,170,12.94,0.4140908,
4/10/2023 15:00,171,12.86,0.3860448,
4/10/2023 16:00,172,12.82,0.3956014,
4/10/2023 17:00,173,12.77,0.4077043,
4/10/2023 18:00,174,12.77,0.3773347,
4/10/2023 19:00,175,12.77,0.3876269,
4/10/2023 20:00,176,12.77,0.3855099,
4/10/2023 21:00,177,12.77,0.3802092,
4/10/2023 22:00,178,12.76,0.3823224,
4/10/2023 23:00,179,12.76,0.3717124,
4/11/2023 0:00,180,12.76,0.382471,
4/11/2023 1:00,181,12.75,0.376387,
4/11/2023 2:00,182,12.75,0.3784824,
4/11/2023 3:00,183,12.75,0.3584681,
4/11/2023 4:00,184,12.74,0.3836296,
4/11/2023 5:00,185,12.74,0.341497,
4/11/2023 6:00,186,12.74,0.3673013,
4/11/2023 7:00,187,12.72,0.4105277,
4/11/2023 8:00,188,12.75,0.403648,
4/11/2023 9:00,189,12.79,0.3961071,
4/11/2023 10:00,190,12.99,0.3876706,
4/11/2023 11:00,191,13.08,0.414751,
4/11/2023 12:00,192,13.1,0.3911184,
4/11/2023 13:00,193,13.53,0.3750996,
4/11/2023 14:00,194,13.14,0.4737851,
4/11/2023 15:00,195,13.22,0.4590431,
4/11/2023 16:00,196,13.2,0.4768004,
4/11/2023 17:00,197,13.06,0.4290288,
4/11/2023 18:00,198,12.99,0.4355449,
4/11/2023 19:00,199,12.96,0.4013552,
4/11/2023 20:00,200,12.92,0.4186251,
4/11/2023 21:00,201,12.9,0.4155351,
4/11/2023 22:00,202,12.87,0.4003664,
4/11/2023 23:00,203,12.84,0.3930836,
4/12/2023 0:00,204,12.82,0.4018575,
4/12/2023 1:00,205,12.79,0.362121,
4/12/2023 2:00,206,12.77,0.3859146,
4/12/2023 3:00,207,12.76,0.3657427,
4/12/2023 4:00,208,12.75,0.3840855,
4/12/2023 5:00,209,12.74,0.3830283,
4/12/2023 6:00,210,12.74,0.3871113,
4/12/2023 7:00,211,12.72,0.3725637,
4/12/2023 8:00,212,12.75,0.3862275,
4/12/2023 9:00,213,12.84,0.4385594,
4/12/2023 10:00,214,12.94,0.3958795,
4/12/2023 11:00,215,12.88,0.4194729,
4/12/2023 12:00,216,13.28,0.3922145,
4/12/2023 13:00,217,13.35,0.3731469,
4/12/2023 14:00,218,13.34,0.4068544,
4/12/2023 15:00,219,13.21,0.4089479,
4/12/2023 16:00,220,13.12,0.3961554,
4/12/2023 17:00,221,13.05,0.3858519,
4/12/2023 18:00,222,12.99,0.3859795,
4/12/2023 19:00,223,12.97,0.3729131,
4/12/2023 20:00,224,12.95,0.3913658,
4/12/2023 21:00,225,12.93,0.387724,
4/12/2023 22:00,226,12.91,0.3789384,
4/12/2023 23:00,227,12.9,0.3702751,
4/13/2023 0:00,228,12.88,0.3799578,
4/13/2023 1:00,229,12.86,0.3820722,
4/13/2023 2:00,230,12.84,0.3993848,
4/13/2023 3:00,231,12.82,0.3876984,
4/13/2023 4:00,232,12.81,0.4140842,
4/13/2023 5:00,233,12.79,0.3878394,
4/13/2023 6:00,234,12.77,0.4106053,
4/13/2023 7:00,235,12.77,0.3904364,
4/13/2023 8:00,236,12.8,0.3592213,
4/13/2023 9:00,237,12.84,0.4004227,
4/13/2023 10:00,238,12.89,0.3888514,
4/13/2023 11:00,239,12.96,0.4008912,
4/13/2023 12:00,240,13.07,0.4119893,
4/13/2023 13:00,241,13.05,0.4339969,
4/13/2023 14:00,242,13.88,0.3831962,
4/13/2023 15:00,243,13.18,0.4023578,
4/13/2023 16:00,244,13.13,0.389603,
4/13/2023 17:00,245,13.07,0.3848841,
4/13/2023 18:00,246,13,0.3945744,
4/13/2023 19:00,247,12.97,0.3746709,
4/13/2023 20:00,248,12.96,0.3951174,
4/13/2023 21:00,249,12.93,0.3665352,
4/13/2023 22:00,250,12.92,0.3762289,
4/13/2023 23:00,251,12.89,0.3867991,
4/14/2023 0:00,252,12.88,0.4101712,
4/14/2023 1:00,253,12.85,0.3896843,
4/14/2023 2:00,254,12.83,0.3822657,
4/14/2023 3:00,255,12.81,0.3931676,
4/14/2023 4:00,256,12.8,0.399686,
4/14/2023 5:00,257,12.79,0.4034674,
4/14/2023 6:00,258,12.78,0.3886046,
4/14/2023 7:00,259,12.76,0.3531257,
4/14/2023 8:00,260,12.77,0.3972618,
4/14/2023 9:00,261,12.78,0.4178999,
4/14/2023 10:00,262,12.82,0.4009584,
4/14/2023 11:00,263,12.89,0.414461,
4/14/2023 12:00,264,13.04,0.4241448,
4/14/2023 13:00,265,13.39,0.3797234,
4/14/2023 14:00,266,14.37,0.3716322,
4/14/2023 15:00,267,13.12,0.435662,
4/14/2023 16:00,268,13.1,0.4304145,
4/14/2023 17:00,269,13.03,0.4234713,
4/14/2023 18:00,270,13,0.3646295,
4/14/2023 19:00,271,12.98,0.4042517,
4/14/2023 20:00,272,12.98,0.3663143,
4/14/2023 21:00,273,12.95,0.3814186,
4/14/2023 22:00,274,12.94,0.3680383,
4/14/2023 23:00,275,12.92,0.3819513,
4/15/2023 0:00,276,12.9,0.3925367,
4/15/2023 1:00,277,12.88,0.3521882,
4/15/2023 2:00,278,12.86,0.3676566,
4/15/2023 3:00,279,12.85,0.3501003,
4/15/2023 4:00,280,12.83,0.3505527,
4/15/2023 5:00,281,12.81,0.376647,
4/15/2023 6:00,282,12.8,0.3672531,
4/15/2023 7:00,283,12.76,0.3592102,
4/15/2023 8:00,284,12.76,0.3881697,
4/15/2023 9:00,285,12.77,0.3650932,
4/15/2023 10:00,286,12.8,0.3658823,
4/15/2023 11:00,287,12.84,0.3694507,
4/15/2023 12:00,288,12.96,0.4578617,
4/15/2023 13:00,289,13.43,0.4024736,
4/15/2023 14:00,290,14.61,0.3718299,
4/15/2023 15:00,291,13.22,0.4092906,
4/15/2023 16:00,292,13.14,0.3957699,
4/15/2023 17:00,293,13.05,0.4066672,
4/15/2023 18:00,294,13.02,0.4025494,
4/15/2023 19:00,295,13,0.4122006,
4/15/2023 20:00,296,12.98,0.4134147,
4/15/2023 21:00,297,12.97,0.3817918,
4/15/2023 22:00,298,12.96,0.3720669,
4/15/2023 23:00,299,12.95,0.3694732,
4/16/2023 0:00,300,12.92,0.3852203,
4/16/2023 1:00,301,12.91,0.3941317,
4/16/2023 2:00,302,12.89,0.3772779,
4/16/2023 3:00,303,12.88,0.3916831,
4/16/2023 4:00,304,12.85,0.3840935,
4/16/2023 5:00,305,12.84,0.3774015,
4/16/2023 6:00,306,12.83,0.3493406,
4/16/2023 7:00,307,12.79,0.402847,
4/16/2023 8:00,308,12.8,0.435723,
4/16/2023 9:00,309,12.84,0.4412588,
4/16/2023 10:00,310,12.93,0.5504023,
4/16/2023 11:00,311,13.1,0.4493878,
4/16/2023 12:00,312,13.26,0.3899614,
4/16/2023 13:00,313,13.52,0.3906411,
4/16/2023 14:00,314,14.63,0.3813297,
4/16/2023 15:00,315,13.14,0.3908732,
4/16/2023 16:00,316,13.08,0.4225951,
4/16/2023 17:00,317,13.03,0.3840272,
4/16/2023 18:00,318,13,0.4238936,
4/16/2023 19:00,319,12.99,0.3920628,
4/16/2023 20:00,320,12.97,0.3739201,
4/16/2023 21:00,321,12.95,0.3925358,
4/16/2023 22:00,322,12.94,0.3957064,
4/16/2023 23:00,323,12.93,0.4101037,
4/17/2023 0:00,324,12.91,0.3666928,
4/17/2023 1:00,325,12.89,0.391717,
4/17/2023 2:00,326,12.88,0.396855,
4/17/2023 3:00,327,12.85,0.5162221,
4/17/2023 4:00,328,12.84,0.5318185,
4/17/2023 5:00,329,12.83,0.5469114,
4/17/2023 6:00,330,12.82,0.5086705,
4/17/2023 7:00,331,12.79,0.5262566,
4/17/2023 8:00,332,12.82,0.4843961,
4/17/2023 9:00,333,12.88,0.5127318,
4/17/2023 10:00,334,13,0.4475707,
4/17/2023 11:00,335,13.17,0.4188141,
4/17/2023 12:00,336,13.11,0.4638718,
4/17/2023 13:00,337,13.34,0.397637,
4/17/2023 14:00,338,14.66,0.379639,
4/17/2023 15:00,339,13.15,0.4047531,
4/17/2023 16:00,340,13.13,0.4085218,
4/17/2023 17:00,341,13.04,0.3963597,
4/17/2023 18:00,342,13,0.3921076,
4/17/2023 19:00,343,12.99,0.3902233,
4/17/2023 20:00,344,12.97,0.3700014,
4/17/2023 21:00,345,12.94,0.347341,
4/17/2023 22:00,346,12.92,0.372535,
4/17/2023 23:00,347,12.9,0.3721026,
4/18/2023 0:00,348,12.86,0.33826,
4/18/2023 1:00,349,12.83,0.3422478,
4/18/2023 2:00,350,12.81,0.3611906,
4/18/2023 3:00,351,12.78,0.3767793,
4/18/2023 4:00,352,12.75,0.3834298,
4/18/2023 5:00,353,12.73,0.3373143,
4/18/2023 6:00,354,12.71,0.348152,
4/18/2023 7:00,355,12.68,0.3387458,
4/18/2023 8:00,356,12.69,0.3536233,
4/18/2023 9:00,357,12.71,0.4148909,
4/18/2023 10:00,358,12.77,0.3412848,
4/18/2023 11:00,359,12.86,0.4060524,
4/18/2023 12:00,360,12.95,0.3683416,
4/18/2023 13:00,361,13.32,0.4175647,
4/18/2023 14:00,362,14.66,0.3987942,
4/18/2023 15:00,363,13.16,0.380273,
4/18/2023 16:00,364,13.13,0.457632,
4/18/2023 17:00,365,13.05,0.3943243,
4/18/2023 18:00,366,13.01,0.3766849,
4/18/2023 19:00,367,12.99,0.3895215,
4/18/2023 20:00,368,12.98,0.3629086,
4/18/2023 21:00,369,12.95,0.3734559,
4/18/2023 22:00,370,12.92,0.3632771,
4/18/2023 23:00,371,12.89,0.3649948,
4/19/2023 0:00,372,12.86,0.354666,
4/19/2023 1:00,373,12.83,0.3375262,
4/19/2023 2:00,374,12.8,0.359189,
4/19/2023 3:00,375,12.77,0.3690444,
4/19/2023 4:00,376,12.76,0.3378523,
4/19/2023 5:00,377,12.73,0.3528719,
4/19/2023 6:00,378,12.73,0.3625773,
4/19/2023 7:00,379,12.71,0.3605928,
4/19/2023 8:00,380,12.75,0.39623,
4/19/2023 9:00,381,12.87,0.3892466,
4/19/2023 10:00,382,12.93,0.4260134,
4/19/2023 11:00,383,13.26,0.3734704,
4/19/2023 12:00,384,13.31,0.406,
4/19/2023 13:00,385,13.42,0.4134824,
4/19/2023 14:00,386,13.59,0.3751757,
4/19/2023 15:00,387,13.29,0.3967643,
4/19/2023 16:00,388,13.14,0.3725228,
4/19/2023 17:00,389,13.04,0.404588,
4/19/2023 18:00,390,13,0.361468,
4/19/2023 19:00,391,12.98,0.3693215,
4/19/2023 20:00,392,12.96,0.3987009,
4/19/2023 21:00,393,12.95,0.39986,
4/19/2023 22:00,394,12.92,0.3449435,
4/19/2023 23:00,395,12.9,0.360083,
4/20/2023 0:00,396,12.88,0.3940818,
4/20/2023 1:00,397,12.86,0.3573947,
4/20/2023 2:00,398,12.83,0.3586045,
4/20/2023 3:00,399,12.8,0.3608766,
4/20/2023 4:00,400,12.78,0.3616108,
4/20/2023 5:00,401,12.76,0.3623654,
4/20/2023 6:00,402,12.75,0.3660271,
4/20/2023 7:00,403,12.71,0.3446761,
4/20/2023 8:00,404,12.71,0.4130528,
4/20/2023 9:00,405,12.74,0.337363,
4/20/2023 10:00,406,12.81,0.3919619,
4/20/2023 11:00,407,12.97,0.3950616,
4/20/2023 12:00,408,13.04,0.3283755,
4/20/2023 13:00,409,13.31,0.4018632,
4/20/2023 14:00,410,13.57,0.4011647,
4/20/2023 15:00,411,13.13,0.4019707,
4/20/2023 16:00,412,13.11,0.4300205,
4/20/2023 17:00,413,13.03,0.3668737,
4/20/2023 18:00,414,13,0.4038556,
4/20/2023 19:00,415,12.98,0.3912406,
4/20/2023 20:00,416,12.96,0.381591,
4/20/2023 21:00,417,12.94,0.3634858,
4/20/2023 22:00,418,12.91,0.3974276,
4/20/2023 23:00,419,12.88,0.3647972,
4/21/2023 0:00,420,12.86,0.3748527,
4/21/2023 1:00,421,12.84,0.3616548,
4/21/2023 2:00,422,12.81,0.3516325,
4/21/2023 3:00,423,12.78,0.3548107,
4/21/2023 4:00,424,12.76,0.3670866,
4/21/2023 5:00,425,12.75,0.3579885,
4/21/2023 6:00,426,12.73,0.3642362,
4/21/2023 7:00,427,12.71,0.3713828,
4/21/2023 8:00,428,12.72,0.3649908,
4/21/2023 9:00,429,12.74,0.3880181,
4/21/2023 10:00,430,12.89,0.3745374,
4/21/2023 11:00,431,12.95,0.4232689,
4/21/2023 12:00,432,13.01,0.3887368,
4/21/2023 13:00,433,13.32,0.3894165,
4/21/2023 14:00,434,14.28,0.3875407,
4/21/2023 15:00,435,13.14,0.3476078,
4/21/2023 16:00,436,13.16,0.4314215,
4/21/2023 17:00,437,13.04,0.4180278,
4/21/2023 18:00,438,12.98,0.3921203,
4/21/2023 19:00,439,12.97,0.3772574,
4/21/2023 20:00,440,12.93,0.4020861,
4/21/2023 21:00,441,12.9,0.3830916,
4/21/2023 22:00,442,12.88,0.3845854,
4/21/2023 23:00,443,12.84,0.3856189,
4/22/2023 0:00,444,12.82,0.3654485,
4/22/2023 1:00,445,12.8,0.3950137,
4/22/2023 2:00,446,12.79,0.3924325,
4/22/2023 3:00,447,12.78,0.3540566,
4/22/2023 4:00,448,12.77,0.3934927,
4/22/2023 5:00,449,12.78,0.3676831,
4/22/2023 6:00,450,12.77,0.3812955,
4/22/2023 7:00,451,12.74,0.3811656,
4/22/2023 8:00,452,12.75,0.3496163,
4/22/2023 9:00,453,12.77,0.470219,
4/22/2023 10:00,454,12.8,0.3988106,
4/22/2023 11:00,455,12.99,0.4193813,
4/22/2023 12:00,456,13.06,0.3643801,
4/22/2023 13:00,457,13.29,0.4248273,
4/22/2023 14:00,458,13.96,0.4268791,
4/22/2023 15:00,459,13.15,0.4301551,
4/22/2023 16:00,460,13.13,0.4195862,
4/22/2023 17:00,461,13.05,0.4384685,
4/22/2023 18:00,462,13,0.4262958,
4/22/2023 19:00,463,12.98,0.3966148,
4/22/2023 20:00,464,12.97,0.3739075,
4/22/2023 21:00,465,12.95,0.3709782,
4/22/2023 22:00,466,12.93,0.4065869,
4/22/2023 23:00,467,12.92,0.3914139,
4/23/2023 0:00,468,12.88,0.3888108,
4/23/2023 1:00,469,12.87,0.3766728,
4/23/2023 2:00,470,12.84,0.3913678,
4/23/2023 3:00,471,12.82,0.3820717,
4/23/2023 4:00,472,12.8,0.3549557,
4/23/2023 5:00,473,12.78,0.369393,
4/23/2023 6:00,474,12.76,0.3445105,
4/23/2023 7:00,475,12.73,0.3428308,
4/23/2023 8:00,476,12.74,0.3677049,
4/23/2023 9:00,477,12.75,0.4467114,
4/23/2023 10:00,478,12.78,0.3968149,
4/23/2023 11:00,479,12.83,0.3649802,
4/23/2023 12:00,480,13.08,0.4132739,
4/23/2023 13:00,481,13.24,0.3990746,
4/23/2023 14:00,482,14.45,0.3471102,
4/23/2023 15:00,483,13.14,0.405739,
4/23/2023 16:00,484,13.16,0.4046589,
4/23/2023 17:00,485,13.04,0.397672,
4/23/2023 18:00,486,13.01,0.3902096,
4/23/2023 19:00,487,12.99,0.3838561,
4/23/2023 20:00,488,12.97,0.3447486,
4/23/2023 21:00,489,12.95,0.374866,
4/23/2023 22:00,490,12.93,0.3381539,
4/23/2023 23:00,491,12.9,0.3845141,
4/24/2023 0:00,492,12.88,0.3675489,
4/24/2023 1:00,493,12.86,0.3838174,
4/24/2023 2:00,494,12.84,0.3589585,
4/24/2023 3:00,495,12.81,0.3575746,
4/24/2023 4:00,496,12.79,0.3671103,
4/24/2023 5:00,497,12.77,0.3687733,
4/24/2023 6:00,498,12.76,0.3419297,
4/24/2023 7:00,499,12.75,0.3824112,
4/24/2023 8:00,500,12.78,0.3830439,
4/24/2023 9:00,501,12.78,0.3761527,
4/24/2023 10:00,502,13.01,0.4125944,
4/24/2023 11:00,503,13.16,0.3918368,
4/24/2023 12:00,504,13.18,0.4159971,
4/24/2023 13:00,505,13.01,0.413307,
4/24/2023 14:00,506,13.01,0.3838787,
4/24/2023 15:00,507,13.06,0.354142,
4/24/2023 16:00,508,12.96,0.3811368,
4/24/2023 17:00,509,12.88,0.3765772,
4/24/2023 18:00,510,12.83,0.3688215,
4/24/2023 19:00,511,12.79,0.4142812,
4/24/2023 20:00,512,12.79,0.3974447,
4/24/2023 21:00,513,12.78,0.3922888,
4/24/2023 22:00,514,12.77,0.3849898,
4/24/2023 23:00,515,12.77,0.3758844,
4/25/2023 0:00,516,12.77,0.3682952,
4/25/2023 1:00,517,12.76,0.3743609,
4/25/2023 2:00,518,12.76,0.4167848,
4/25/2023 3:00,519,12.75,0.3753811,
4/25/2023 4:00,520,12.75,0.3956868,
4/25/2023 5:00,521,12.75,0.3928316,
4/25/2023 6:00,522,12.74,0.3656968,
4/25/2023 7:00,523,12.72,0.3840459,
4/25/2023 8:00,524,12.75,0.4092061,
4/25/2023 9:00,525,12.76,0.3989234,
4/25/2023 10:00,526,12.9,0.3925922,
4/25/2023 11:00,527,12.9,0.3796074,
4/25/2023 12:00,528,13.1,0.4761144,
4/25/2023 13:00,529,13.2,0.3868503,
4/25/2023 14:00,530,13.01,0.3737095,
4/25/2023 15:00,531,12.97,0.417634,
4/25/2023 16:00,532,13.14,0.4218235,
4/25/2023 17:00,533,13.03,0.3684552,
4/25/2023 18:00,534,12.9,0.3974162,
4/25/2023 19:00,535,12.85,0.4240626,
4/25/2023 20:00,536,12.82,0.3977797,
4/25/2023 21:00,537,12.79,0.4207985,
4/25/2023 22:00,538,12.79,0.3589109,
4/25/2023 23:00,539,12.78,0.3910441,
4/26/2023 0:00,540,12.77,0.3814625,
4/26/2023 1:00,541,12.75,0.3573382,
4/26/2023 2:00,542,12.75,0.3531131,
4/26/2023 3:00,543,12.74,0.3600932,
4/26/2023 4:00,544,12.73,0.3746547,
4/26/2023 5:00,545,12.73,0.3587247,
4/26/2023 6:00,546,12.73,0.373153,
4/26/2023 7:00,547,12.71,0.4005803,
4/26/2023 8:00,548,12.73,0.3944757,
4/26/2023 9:00,549,12.76,0.4476209,
4/26/2023 10:00,550,12.84,0.418822,
4/26/2023 11:00,551,12.95,0.3869205,
4/26/2023 12:00,552,13.02,0.4838873,
4/26/2023 13:00,553,13.19,0.3961204,
4/26/2023 14:00,554,13.57,0.3857209,
4/26/2023 15:00,555,13.12,0.4056763,
4/26/2023 16:00,556,13.1,0.4237039,
4/26/2023 17:00,557,13.02,0.4215463,
4/26/2023 18:00,558,12.98,0.4490744,
4/26/2023 19:00,559,12.96,0.6940589,
4/26/2023 20:00,560,12.93,0.7069409,
4/26/2023 21:00,561,12.92,0.7521806,
4/26/2023 22:00,562,12.9,0.7511728,
4/26/2023 23:00,563,12.89,0.7204832,
4/27/2023 0:00,564,12.88,0.7028745,
4/27/2023 1:00,565,12.85,0.7104211,
4/27/2023 2:00,566,12.83,0.6913108,
4/27/2023 3:00,567,12.82,0.6646862,
4/27/2023 4:00,568,12.79,0.641575,
4/27/2023 5:00,569,12.78,0.6129223,
4/27/2023 6:00,570,12.76,0.5210479,
4/27/2023 7:00,571,12.75,0.491307,
4/27/2023 8:00,572,12.78,0.4759718,
4/27/2023 9:00,573,12.84,0.4214041,
4/27/2023 10:00,574,13.01,0.409038,
4/27/2023 11:00,575,13.09,0.4027158,
4/27/2023 12:00,576,13.23,0.3672685,
4/27/2023 13:00,577,13.34,0.4304858,
4/27/2023 14:00,578,13.03,0.3923558,
4/27/2023 15:00,579,13.09,0.3832043,
4/27/2023 16:00,580,13.05,0.3786794,
4/27/2023 17:00,581,12.94,0.3981659,
4/27/2023 18:00,582,12.9,0.3823808,
4/27/2023 19:00,583,12.88,0.3982666,
4/27/2023 20:00,584,12.85,0.4093144,
