Date,Rep,V,CDOM,CO2
6/1/2023 0:00,1404,12.84,2.037692,
6/1/2023 1:00,1405,12.83,2.063168,
6/1/2023 2:00,1406,12.82,2.002025,
6/1/2023 3:00,1407,12.81,1.655324,
6/1/2023 4:00,1408,12.8,1.940186,
6/1/2023 5:00,1409,12.8,1.895027,
6/1/2023 6:00,1410,12.8,1.883315,
6/1/2023 7:00,1411,12.78,1.76303,
6/1/2023 8:00,1412,12.8,1.715222,
6/1/2023 9:00,1413,12.81,1.676474,
6/1/2023 10:00,1414,12.86,1.591014,
6/1/2023 11:00,1415,13,1.476256,
6/1/2023 12:00,1416,13.03,1.304634,
6/1/2023 13:00,1417,13.12,1.154202,
6/1/2023 14:00,1418,14.3,0.9999605,
6/1/2023 15:00,1419,13.55,0.9581673,
6/1/2023 16:00,1420,13.2,0.9998353,
6/1/2023 17:00,1421,13.11,1.093096,
6/1/2023 18:00,1422,13.02,1.29376,
6/1/2023 19:00,1423,12.99,1.48372,
6/1/2023 20:00,1424,12.97,1.606291,
6/1/2023 21:00,1425,12.96,1.615178,
6/1/2023 22:00,1426,12.95,1.627745,
6/1/2023 23:00,1427,12.95,1.684015,
6/2/2023 0:00,1428,12.93,1.607016,
6/2/2023 1:00,1429,12.92,1.60953,
6/2/2023 2:00,1430,12.91,1.6508,
6/2/2023 3:00,1431,12.91,1.64778,
6/2/2023 4:00,1432,12.9,1.655329,
6/2/2023 5:00,1433,12.89,1.637697,
6/2/2023 6:00,1434,12.88,1.627649,
6/2/2023 7:00,1435,12.87,1.581846,
6/2/2023 8:00,1436,12.88,1.512868,
6/2/2023 9:00,1437,12.9,1.431901,
6/2/2023 10:00,1438,12.91,1.330809,
6/2/2023 11:00,1439,13,1.186338,
6/2/2023 12:00,1440,13.14,0.9880506,
6/2/2023 13:00,1441,13.35,0.8220131,
6/2/2023 14:00,1442,13.4,0.9133471,
6/2/2023 15:00,1443,13.33,0.8566008,
6/2/2023 16:00,1444,13.19,0.9347966,
6/2/2023 17:00,1445,13.13,1.087174,
6/2/2023 18:00,1446,13.02,1.18533,
6/2/2023 19:00,1447,12.98,1.219356,
6/2/2023 20:00,1448,12.96,1.316242,
6/2/2023 21:00,1449,12.95,1.543706,
6/2/2023 22:00,1450,12.93,1.677999,
6/2/2023 23:00,1451,12.92,1.732329,
6/3/2023 0:00,1452,12.91,1.860666,
6/3/2023 1:00,1453,12.9,1.981644,
6/3/2023 2:00,1454,12.87,2.139596,
6/3/2023 3:00,1455,12.86,2.236405,
6/3/2023 4:00,1456,12.85,2.236405,
6/3/2023 5:00,1457,12.84,2.210929,
