Date,Rep,V,CDOM,CO2
6/29/2023 11:00,3702,11.9,21.80488,
6/29/2023 12:00,3703,11.91,27.10518,
6/29/2023 13:00,3704,11.91,27.69158,
6/29/2023 14:00,3705,11.92,27.63612,
6/29/2023 15:00,3706,11.94,28.04286,
6/29/2023 16:00,3707,11.93,28.13504,
6/29/2023 17:00,3708,11.92,28.3068,
6/29/2023 18:00,3709,11.91,28.47194,
6/29/2023 19:00,3710,11.9,28.60098,
6/29/2023 20:00,3711,11.89,28.8183,
6/29/2023 21:00,3712,11.89,29.21485,
6/29/2023 22:00,3713,11.88,29.28381,
6/29/2023 23:00,3714,11.88,29.62167,
6/30/2023 0:00,3715,11.87,29.73299,
6/30/2023 1:00,3716,11.86,24.18792,
6/30/2023 2:00,3717,11.86,22.77287,
6/30/2023 3:00,3718,11.86,19.62455,
6/30/2023 4:00,3719,11.85,21.73089,
6/30/2023 5:00,3720,11.85,21.4629,
6/30/2023 6:00,3721,11.85,20.87147,
6/30/2023 7:00,3722,11.85,20.46488,
6/30/2023 8:00,3723,11.85,20.00285,
6/30/2023 9:00,3724,11.86,21.34282,
6/30/2023 10:00,3725,11.87,21.67546,
6/30/2023 11:00,3726,11.88,22.39626,
6/30/2023 12:00,3727,11.88,26.3468,
6/30/2023 13:00,3728,11.89,27.12768,
6/30/2023 14:00,3729,11.9,27.60861,
6/30/2023 15:00,3730,11.92,27.9876,
6/30/2023 16:00,3731,11.91,27.78395,
6/30/2023 17:00,3732,11.89,28.02871,
6/30/2023 18:00,3733,11.88,28.00981,
6/30/2023 19:00,3734,11.88,28.02038,
6/30/2023 20:00,3735,11.87,28.03675,
6/30/2023 21:00,3736,11.87,28.09697,
6/30/2023 22:00,3737,11.86,28.065,
6/30/2023 23:00,3738,11.85,26.76538,
7/1/2023 0:00,3739,11.85,27.41307,
7/1/2023 1:00,3740,11.85,22.01448,
7/1/2023 2:00,3741,11.84,21.13741,
7/1/2023 3:00,3742,11.83,20.44416,
7/1/2023 4:00,3743,11.83,19.83063,
7/1/2023 5:00,3744,11.83,19.42102,
7/1/2023 6:00,3745,11.83,19.24504,
7/1/2023 7:00,3746,11.83,18.90312,
7/1/2023 8:00,3747,11.83,19.4114,
7/1/2023 9:00,3748,11.85,19.50371,
7/1/2023 10:00,3749,11.85,20.0675,
7/1/2023 11:00,3750,11.86,21.60152,
7/1/2023 12:00,3751,11.86,24.59169,
7/1/2023 13:00,3752,11.87,24.76116,
7/1/2023 14:00,3753,11.88,25.64855,
7/1/2023 15:00,3754,11.89,25.86184,
7/1/2023 16:00,3755,11.89,25.75949,
7/1/2023 17:00,3756,11.89,25.98102,
7/1/2023 18:00,3757,11.87,26.05836,
7/1/2023 19:00,3758,11.86,26.31309,
7/1/2023 20:00,3759,11.85,26.13118,
7/1/2023 21:00,3760,11.85,26.31517,
7/1/2023 22:00,3761,11.84,26.33065,
