"Plot Title: Bradford_6aDO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10733151, SEN S/N: 10733151)","Temp, °F (LGR S/N: 10733151, SEN S/N: 10733151)"
1,11/15/22 02:00:00 PM,1.23,69.94
2,11/15/22 02:15:00 PM,1.18,68.58
3,11/15/22 02:30:00 PM,1.00,68.40
4,11/15/22 02:45:00 PM,0.85,68.29
5,11/15/22 03:00:00 PM,0.75,68.25
6,11/15/22 03:15:00 PM,0.59,68.25
7,11/15/22 03:30:00 PM,0.31,68.32
8,11/15/22 03:45:00 PM,0.28,68.40
9,11/15/22 04:00:00 PM,0.21,68.43
10,11/15/22 04:15:00 PM,0.15,68.47
11,11/15/22 04:30:00 PM,0.15,68.50
12,11/15/22 04:45:00 PM,0.18,68.50
13,11/15/22 05:00:00 PM,0.20,68.47
14,11/15/22 05:15:00 PM,0.20,68.40
15,11/15/22 05:30:00 PM,0.21,68.32
16,11/15/22 05:45:00 PM,0.16,68.22
17,11/15/22 06:00:00 PM,0.13,68.11
18,11/15/22 06:15:00 PM,0.11,68.00
19,11/15/22 06:30:00 PM,0.07,67.89
20,11/15/22 06:45:00 PM,0.00,67.71
21,11/15/22 07:00:00 PM,0.03,67.53
22,11/15/22 07:15:00 PM,0.00,67.35
23,11/15/22 07:30:00 PM,-0.03,67.24
24,11/15/22 07:45:00 PM,-0.03,67.14
25,11/15/22 08:00:00 PM,-0.03,67.03
26,11/15/22 08:15:00 PM,-0.03,66.88
27,11/15/22 08:30:00 PM,-0.03,66.74
28,11/15/22 08:45:00 PM,-0.02,66.60
29,11/15/22 09:00:00 PM,-0.01,66.56
30,11/15/22 09:15:00 PM,0.00,66.56
31,11/15/22 09:30:00 PM,-0.01,66.60
32,11/15/22 09:45:00 PM,0.10,66.56
33,11/15/22 10:00:00 PM,0.16,66.45
34,11/15/22 10:15:00 PM,0.15,66.42
35,11/15/22 10:30:00 PM,0.17,66.31
36,11/15/22 10:45:00 PM,2.89,66.20
37,11/15/22 11:00:00 PM,3.20,66.09
38,11/15/22 11:15:00 PM,3.22,66.09
39,11/15/22 11:30:00 PM,2.52,66.09
40,11/15/22 11:45:00 PM,2.37,66.02
41,11/16/22 12:00:00 AM,2.22,66.02
42,11/16/22 12:15:00 AM,2.26,66.02
43,11/16/22 12:30:00 AM,2.29,65.98
44,11/16/22 12:45:00 AM,2.23,65.91
45,11/16/22 01:00:00 AM,2.23,65.84
46,11/16/22 01:15:00 AM,2.16,65.77
47,11/16/22 01:30:00 AM,2.24,65.70
48,11/16/22 01:45:00 AM,2.18,65.66
49,11/16/22 02:00:00 AM,2.19,65.70
50,11/16/22 02:15:00 AM,2.21,65.77
51,11/16/22 02:30:00 AM,2.16,65.84
52,11/16/22 02:45:00 AM,2.06,65.88
53,11/16/22 03:00:00 AM,2.01,65.95
54,11/16/22 03:15:00 AM,1.93,66.02
55,11/16/22 03:30:00 AM,1.87,66.09
56,11/16/22 03:45:00 AM,1.92,66.13
57,11/16/22 04:00:00 AM,1.81,66.20
58,11/16/22 04:15:00 AM,1.79,66.24
59,11/16/22 04:30:00 AM,1.59,66.27
60,11/16/22 04:45:00 AM,1.62,66.27
61,11/16/22 05:00:00 AM,1.56,66.31
62,11/16/22 05:15:00 AM,1.52,66.34
63,11/16/22 05:30:00 AM,1.52,66.34
64,11/16/22 05:45:00 AM,1.45,66.34
65,11/16/22 06:00:00 AM,1.40,66.38
66,11/16/22 06:15:00 AM,1.33,66.42
67,11/16/22 06:30:00 AM,1.20,66.49
68,11/16/22 06:45:00 AM,1.06,66.52
69,11/16/22 07:00:00 AM,1.05,66.56
70,11/16/22 07:15:00 AM,1.13,66.60
71,11/16/22 07:30:00 AM,1.18,66.56
72,11/16/22 07:45:00 AM,1.31,66.42
73,11/16/22 08:00:00 AM,1.10,66.31
74,11/16/22 08:15:00 AM,1.00,66.24
75,11/16/22 08:30:00 AM,1.19,66.16
76,11/16/22 08:45:00 AM,2.78,66.09
77,11/16/22 09:00:00 AM,2.29,65.98
78,11/16/22 09:15:00 AM,2.34,65.95
79,11/16/22 09:30:00 AM,2.22,65.84
80,11/16/22 09:45:00 AM,1.96,65.80
81,11/16/22 10:00:00 AM,1.68,65.70
82,11/16/22 10:15:00 AM,1.60,65.62
83,11/16/22 10:30:00 AM,1.77,65.62
84,11/16/22 10:45:00 AM,1.76,65.66
85,11/16/22 11:00:00 AM,1.82,65.73
86,11/16/22 11:15:00 AM,2.09,65.88
87,11/16/22 11:30:00 AM,1.85,65.95
88,11/16/22 11:45:00 AM,1.89,66.13
89,11/16/22 12:00:00 PM,2.16,66.27
90,11/16/22 12:15:00 PM,2.26,66.45
91,11/16/22 12:30:00 PM,2.28,66.63
92,11/16/22 12:45:00 PM,2.40,66.78
93,11/16/22 01:00:00 PM,2.14,66.85
94,11/16/22 01:15:00 PM,2.16,66.99
95,11/16/22 01:30:00 PM,2.25,67.06
96,11/16/22 01:45:00 PM,2.26,67.06
97,11/16/22 02:00:00 PM,2.27,67.24
98,11/16/22 02:15:00 PM,2.21,67.35
99,11/16/22 02:30:00 PM,2.65,67.35
100,11/16/22 02:45:00 PM,2.56,67.42
101,11/16/22 03:00:00 PM,2.59,67.24
102,11/16/22 03:15:00 PM,2.64,67.10
103,11/16/22 03:30:00 PM,2.60,66.99
104,11/16/22 03:45:00 PM,2.55,66.96
105,11/16/22 04:00:00 PM,2.61,66.88
106,11/16/22 04:15:00 PM,2.56,66.81
107,11/16/22 04:30:00 PM,2.51,66.67
108,11/16/22 04:45:00 PM,2.46,66.45
109,11/16/22 05:00:00 PM,2.47,66.24
110,11/16/22 05:15:00 PM,2.44,65.98
111,11/16/22 05:30:00 PM,2.42,65.73
112,11/16/22 05:45:00 PM,2.40,65.44
113,11/16/22 06:00:00 PM,2.37,65.16
114,11/16/22 06:15:00 PM,2.40,64.83
115,11/16/22 06:30:00 PM,2.40,64.54
116,11/16/22 06:45:00 PM,2.44,64.29
117,11/16/22 07:00:00 PM,2.42,64.08
118,11/16/22 07:15:00 PM,2.41,63.82
119,11/16/22 07:30:00 PM,2.44,63.64
120,11/16/22 07:45:00 PM,2.46,63.43
121,11/16/22 08:00:00 PM,2.51,63.21
122,11/16/22 08:15:00 PM,2.46,63.03
123,11/16/22 08:30:00 PM,2.52,62.82
124,11/16/22 08:45:00 PM,2.48,62.64
125,11/16/22 09:00:00 PM,2.49,62.42
126,11/16/22 09:15:00 PM,2.48,62.24
127,11/16/22 09:30:00 PM,2.49,61.99
128,11/16/22 09:45:00 PM,2.45,61.81
129,11/16/22 10:00:00 PM,2.44,61.59
130,11/16/22 10:15:00 PM,2.45,61.38
131,11/16/22 10:30:00 PM,2.47,61.16
132,11/16/22 10:45:00 PM,2.44,61.02
133,11/16/22 11:00:00 PM,2.48,60.76
134,11/16/22 11:15:00 PM,2.49,60.51
135,11/16/22 11:30:00 PM,2.49,60.30
136,11/16/22 11:45:00 PM,2.50,60.19
137,11/17/22 12:00:00 AM,2.49,60.01
138,11/17/22 12:15:00 AM,2.52,59.83
139,11/17/22 12:30:00 AM,2.53,59.58
140,11/17/22 12:45:00 AM,2.60,59.36
141,11/17/22 01:00:00 AM,2.58,59.11
142,11/17/22 01:15:00 AM,2.59,58.89
143,11/17/22 01:30:00 AM,2.66,58.71
144,11/17/22 01:45:00 AM,2.63,58.57
145,11/17/22 02:00:00 AM,2.63,58.42
146,11/17/22 02:15:00 AM,2.63,58.17
147,11/17/22 02:30:00 AM,2.66,57.99
148,11/17/22 02:45:00 AM,2.68,57.81
149,11/17/22 03:00:00 AM,2.73,57.67
150,11/17/22 03:15:00 AM,2.73,57.52
151,11/17/22 03:30:00 AM,2.71,57.31
152,11/17/22 03:45:00 AM,2.77,57.16
153,11/17/22 04:00:00 AM,2.84,56.98
154,11/17/22 04:15:00 AM,2.78,56.84
155,11/17/22 04:30:00 AM,2.82,56.66
156,11/17/22 04:45:00 AM,2.97,56.48
157,11/17/22 05:00:00 AM,2.91,56.34
158,11/17/22 05:15:00 AM,2.86,56.23
159,11/17/22 05:30:00 AM,2.89,56.12
160,11/17/22 05:45:00 AM,2.90,56.01
161,11/17/22 06:00:00 AM,2.93,55.94
162,11/17/22 06:15:00 AM,2.99,55.87
163,11/17/22 06:30:00 AM,3.07,55.76
164,11/17/22 06:45:00 AM,3.08,55.58
165,11/17/22 07:00:00 AM,3.03,55.47
166,11/17/22 07:15:00 AM,3.07,55.40
167,11/17/22 07:30:00 AM,3.16,55.26
168,11/17/22 07:45:00 AM,3.16,55.11
169,11/17/22 08:00:00 AM,3.16,54.97
170,11/17/22 08:15:00 AM,3.18,54.86
171,11/17/22 08:30:00 AM,3.23,54.90
172,11/17/22 08:45:00 AM,3.24,55.04
173,11/17/22 09:00:00 AM,3.05,55.04
174,11/17/22 09:15:00 AM,3.11,55.18
175,11/17/22 09:30:00 AM,3.15,55.29
176,11/17/22 09:45:00 AM,3.17,55.36
177,11/17/22 10:00:00 AM,3.14,55.58
178,11/17/22 10:15:00 AM,3.13,55.69
179,11/17/22 10:30:00 AM,3.10,56.01
180,11/17/22 10:45:00 AM,3.06,56.34
181,11/17/22 11:00:00 AM,3.07,57.70
182,11/17/22 11:15:00 AM,2.99,58.71
183,11/17/22 11:30:00 AM,2.98,59.18
184,11/17/22 11:45:00 AM,2.93,59.50
