"Plot Title: Bradford_Stream_5a"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 10778438, SEN S/N: 10778438)","Temp, °F (LGR S/N: 10778438, SEN S/N: 10778438)"
1,06/21/22 12:00:00 PM,85.0,76.15
2,06/21/22 01:00:00 PM,85.3,76.82
3,06/21/22 02:00:00 PM,86.4,77.43
4,06/21/22 03:00:00 PM,86.4,77.43
5,06/21/22 04:00:00 PM,87.1,78.17
6,06/21/22 05:00:00 PM,87.1,78.17
7,06/21/22 06:00:00 PM,87.5,77.74
8,06/21/22 07:00:00 PM,87.6,77.32
9,06/21/22 08:00:00 PM,87.6,76.35
10,06/21/22 09:00:00 PM,87.3,75.67
11,06/21/22 10:00:00 PM,86.2,75.02
12,06/21/22 11:00:00 PM,84.7,74.44
13,06/22/22 12:00:00 AM,83.6,73.92
14,06/22/22 01:00:00 AM,82.1,73.36
15,06/22/22 02:00:00 AM,81.3,72.97
16,06/22/22 03:00:00 AM,79.8,72.81
17,06/22/22 04:00:00 AM,79.8,72.70
18,06/22/22 05:00:00 AM,79.1,72.55
19,06/22/22 06:00:00 AM,78.3,72.43
20,06/22/22 07:00:00 AM,78.7,72.55
21,06/22/22 08:00:00 AM,78.3,73.11
22,06/22/22 09:00:00 AM,79.8,74.01
23,06/22/22 10:00:00 AM,80.9,75.20
24,06/22/22 11:00:00 AM,83.7,78.58
25,06/22/22 12:00:00 PM,24.3,79.23
26,06/22/22 01:00:00 PM,2.9,79.93
27,06/22/22 02:00:00 PM,3.7,80.76
28,06/22/22 03:00:00 PM,7.1,81.03
29,06/22/22 04:00:00 PM,5.6,81.86
30,06/22/22 05:00:00 PM,5.6,81.30
31,06/22/22 06:00:00 PM,5.6,80.64
32,06/22/22 07:00:00 PM,5.6,79.79
33,06/22/22 08:00:00 PM,5.6,78.73
34,06/22/22 09:00:00 PM,5.6,77.68
35,06/22/22 10:00:00 PM,5.6,77.25
36,06/22/22 11:00:00 PM,5.6,76.71
37,06/23/22 12:00:00 AM,27.3,76.08
38,06/23/22 01:00:00 AM,5.6,75.45
39,06/23/22 02:00:00 AM,5.6,75.34
40,06/23/22 03:00:00 AM,5.6,75.00
41,06/23/22 04:00:00 AM,5.6,74.73
42,06/23/22 05:00:00 AM,5.6,74.52
43,06/23/22 06:00:00 AM,27.4,74.52
44,06/23/22 07:00:00 AM,12.3,75.18
45,06/23/22 08:00:00 AM,27.3,76.71
46,06/23/22 09:00:00 AM,27.3,78.55
47,06/23/22 10:00:00 AM,5.6,80.91
48,06/23/22 11:00:00 AM,5.5,87.08
49,06/23/22 12:00:00 PM,5.5,85.57
50,06/23/22 01:00:00 PM,5.5,86.29
51,06/23/22 02:00:00 PM,5.5,87.66
52,06/23/22 03:00:00 PM,5.5,87.15
53,06/23/22 04:00:00 PM,5.5,87.82
54,06/23/22 05:00:00 PM,5.5,86.07
55,06/23/22 06:00:00 PM,3.3,83.79
56,06/23/22 07:00:00 PM,5.6,82.44
57,06/23/22 08:00:00 PM,5.6,81.30
58,06/23/22 09:00:00 PM,5.6,80.24
59,06/23/22 10:00:00 PM,5.6,79.39
60,06/23/22 11:00:00 PM,5.6,78.40
61,06/24/22 12:00:00 AM,3.3,77.36
62,06/24/22 01:00:00 AM,5.6,76.59
63,06/24/22 02:00:00 AM,5.6,76.26
64,06/24/22 03:00:00 AM,5.6,76.41
65,06/24/22 04:00:00 AM,5.6,76.50
66,06/24/22 05:00:00 AM,5.6,76.50
67,06/24/22 06:00:00 AM,5.6,76.23
68,06/24/22 07:00:00 AM,5.6,76.82
69,06/24/22 08:00:00 AM,5.6,78.40
70,06/24/22 09:00:00 AM,5.6,80.46
71,06/24/22 10:00:00 AM,5.6,82.02
72,06/24/22 11:00:00 AM,5.5,86.34
73,06/24/22 12:00:00 PM,5.5,86.79
74,06/24/22 01:00:00 PM,3.3,85.37
75,06/24/22 02:00:00 PM,36.3,78.76
76,06/24/22 03:00:00 PM,11.2,75.18
77,06/24/22 04:00:00 PM,2.6,75.97
78,06/24/22 05:00:00 PM,77.8,76.05
79,06/24/22 06:00:00 PM,78.6,75.76
80,06/24/22 07:00:00 PM,80.1,75.47
81,06/24/22 08:00:00 PM,79.7,75.13
