"Plot Title: bBradford_cond"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10757734, SEN S/N: 10757734)","Full Range, μS/cm (LGR S/N: 10757734, SEN S/N: 10757734)","Temp, °F (LGR S/N: 10757734, SEN S/N: 10757734)","Coupler Detached (LGR S/N: 10757734)","Coupler Attached (LGR S/N: 10757734)","Host Connected (LGR S/N: 10757734)","Stopped (LGR S/N: 10757734)","End Of File (LGR S/N: 10757734)"
1,11/15/22 10:30:00 AM,2.5,4.1,77.86,Logged,,,,
2,11/15/22 10:30:05 AM,2.5,6.0,77.86,,,,,
3,11/15/22 10:30:10 AM,2.5,6.0,77.86,,,,,
4,11/15/22 10:30:15 AM,2.5,6.0,77.86,,,,,
5,11/15/22 10:30:20 AM,2.5,6.0,77.86,,,,,
6,11/15/22 10:30:25 AM,3.7,6.0,77.86,,,,,
7,11/15/22 10:30:30 AM,2.5,6.0,77.85,,,,,
8,11/15/22 10:30:35 AM,2.5,6.0,77.85,,,,,
9,11/15/22 10:30:40 AM,2.5,6.0,77.85,,,,,
10,11/15/22 10:30:45 AM,3.7,6.0,77.85,,,,,
11,11/15/22 10:30:50 AM,2.5,6.0,77.85,,,,,
12,11/15/22 10:30:55 AM,3.7,6.0,77.85,,,,,
13,11/15/22 10:31:00 AM,2.4,6.0,77.85,,,,,
14,11/15/22 10:31:05 AM,2.5,6.0,77.85,,,,,
15,11/15/22 10:31:10 AM,3.7,6.0,77.85,,,,,
16,11/15/22 10:31:15 AM,2.5,6.0,77.85,,,,,
17,11/15/22 10:31:20 AM,2.5,6.0,77.85,,,,,
18,11/15/22 10:31:25 AM,2.5,4.1,77.83,,,,,
19,11/15/22 10:31:30 AM,2.5,6.0,77.83,,,,,
20,11/15/22 10:31:35 AM,2.5,4.1,77.83,,,,,
21,11/15/22 10:31:40 AM,2.5,6.0,77.83,,,,,
22,11/15/22 10:31:45 AM,3.7,6.0,77.83,,,,,
23,11/15/22 10:31:50 AM,3.7,6.0,77.83,,,,,
24,11/15/22 10:31:55 AM,3.7,6.0,77.83,,,,,
25,11/15/22 10:32:00 AM,2.4,6.0,77.83,,,,,
26,11/15/22 10:32:05 AM,2.5,6.0,77.83,,,,,
27,11/15/22 10:32:10 AM,3.9,6.0,77.83,,,,,
28,11/15/22 10:32:15 AM,2.5,6.0,77.83,,,,,
29,11/15/22 10:32:20 AM,3.7,6.0,77.83,,,,,
30,11/15/22 10:32:25 AM,2.4,6.0,77.83,,,,,
31,11/15/22 10:32:30 AM,3.9,6.0,77.83,,,,,
32,11/15/22 10:32:35 AM,2.5,6.0,77.83,,,,,
33,11/15/22 10:32:40 AM,3.7,6.0,77.81,,,,,
34,11/15/22 10:32:45 AM,2.5,6.0,77.83,,,,,
35,11/15/22 10:32:50 AM,2.5,6.0,77.81,,,,,
36,11/15/22 10:32:55 AM,3.7,6.0,77.81,,,,,
37,11/15/22 10:33:00 AM,3.9,6.0,77.83,,,,,
38,11/15/22 10:33:05 AM,2.5,16.1,77.83,,,,,
39,11/15/22 10:33:10 AM,3.7,6.0,77.81,,,,,
40,11/15/22 10:33:15 AM,2.5,6.0,77.81,,,,,
41,11/15/22 10:33:20 AM,2.5,6.0,77.83,,,,,
42,11/15/22 10:33:25 AM,3.7,6.0,77.83,,,,,
43,11/15/22 10:33:30 AM,2.5,6.0,77.83,,,,,
44,11/15/22 10:33:35 AM,3.7,6.0,77.83,,,,,
45,11/15/22 10:33:40 AM,2.5,6.0,77.85,,,,,
46,11/15/22 10:33:45 AM,2.5,6.0,77.86,,,,,
47,11/15/22 10:33:50 AM,2.5,6.0,77.94,,,,,
48,11/15/22 10:33:55 AM,3.7,6.0,77.92,,,,,
49,11/15/22 10:34:00 AM,2.5,6.0,77.92,,,,,
50,11/15/22 10:34:05 AM,2.5,6.0,77.94,,,,,
51,11/15/22 10:34:10 AM,3.7,6.0,77.94,,,,,
52,11/15/22 10:34:15 AM,2.5,2.6,77.95,,,,,
53,11/15/22 10:34:20 AM,3.9,6.0,77.95,,,,,
54,11/15/22 10:34:25 AM,2.5,6.0,77.95,,,,,
55,11/15/22 10:34:30 AM,3.7,6.0,77.99,,,,,
56,11/15/22 10:34:35 AM,3.7,6.0,78.01,,,,,
57,11/15/22 10:34:40 AM,2.5,6.0,78.01,,,,,
58,11/15/22 10:34:45 AM,2.5,6.0,78.03,,,,,
59,11/15/22 10:34:50 AM,3.7,4.1,78.04,,,,,
60,11/15/22 10:34:55 AM,2.5,4.1,78.08,,,,,
61,11/15/22 10:35:00 AM,2.5,6.0,78.10,,,,,
62,11/15/22 10:35:05 AM,2.5,6.0,78.10,,,,,
63,11/15/22 10:35:10 AM,2.4,6.0,78.12,,,,,
64,11/15/22 10:35:15 AM,2.4,6.0,78.13,,,,,
65,11/15/22 10:35:20 AM,2.5,6.0,78.17,,,,,
66,11/15/22 10:35:25 AM,2.5,6.0,78.17,,,,,
67,11/15/22 10:35:30 AM,2.5,6.0,78.19,,,,,
68,11/15/22 10:35:35 AM,2.5,6.0,78.19,,,,,
69,11/15/22 10:35:40 AM,2.0,6.0,78.19,,,,,
70,11/15/22 10:35:45 AM,2.5,6.0,78.22,,,,,
71,11/15/22 10:35:50 AM,3.7,6.0,78.22,,,,,
72,11/15/22 10:35:55 AM,2.5,6.0,78.26,,,,,
73,11/15/22 10:36:00 AM,2.5,6.0,78.26,,,,,
74,11/15/22 10:36:05 AM,2.5,6.0,78.26,,,,,
75,11/15/22 10:36:10 AM,2.4,6.0,78.26,,,,,
76,11/15/22 10:36:15 AM,2.5,6.0,78.26,,,,,
77,11/15/22 10:36:20 AM,2.5,6.0,78.26,,,,,
78,11/15/22 10:36:25 AM,3.7,6.0,78.28,,,,,
79,11/15/22 10:36:30 AM,3.7,6.0,78.28,,,,,
80,11/15/22 10:36:35 AM,2.5,6.0,78.28,,,,,
81,11/15/22 10:36:40 AM,2.4,6.0,78.28,,,,,
82,11/15/22 10:36:45 AM,2.5,6.0,78.28,,,,,
83,11/15/22 10:36:50 AM,3.7,6.0,78.30,,,,,
84,11/15/22 10:36:55 AM,2.5,4.1,78.30,,,,,
85,11/15/22 10:37:00 AM,3.7,6.0,78.30,,,,,
86,11/15/22 10:37:05 AM,2.7,6.0,78.30,,,,,
87,11/15/22 10:37:10 AM,2.5,6.0,78.30,,,,,
88,11/15/22 10:37:15 AM,2.5,6.0,78.30,,,,,
89,11/15/22 10:37:20 AM,3.7,6.0,78.30,,,,,
90,11/15/22 10:37:25 AM,2.5,6.0,78.31,,,,,
91,11/15/22 10:37:30 AM,7.4,4.1,78.31,,,,,
92,11/15/22 10:37:35 AM,2.4,6.0,78.31,,,,,
93,11/15/22 10:37:40 AM,3.7,6.0,78.35,,,,,
94,11/15/22 10:37:45 AM,2.5,6.0,78.35,,,,,
95,11/15/22 10:37:50 AM,2.5,6.0,78.35,,,,,
96,11/15/22 10:37:55 AM,2.5,6.0,78.35,,,,,
97,11/15/22 10:38:00 AM,2.7,6.0,78.37,,,,,
98,11/15/22 10:38:05 AM,3.7,6.0,78.37,,,,,
99,11/15/22 10:38:10 AM,3.7,6.0,78.37,,,,,
