"Plot Title: BBrad_cond_13"
"#","Date Time, GMT-04:00","Full Range, μS/cm (LGR S/N: 10757734, SEN S/N: 10757734)","Temp, °F (LGR S/N: 10757734, SEN S/N: 10757734)","Coupler Detached (LGR S/N: 10757734)","Coupler Attached (LGR S/N: 10757734)","Host Connected (LGR S/N: 10757734)","End Of File (LGR S/N: 10757734)"
88,09/13/22 10:28:04 AM,5.9,87.60,,,,
89,09/13/22 10:28:09 AM,5.9,87.60,,,,
90,09/13/22 10:28:14 AM,5.9,87.60,,,,
91,09/13/22 10:28:19 AM,5.9,87.60,,,,
92,09/13/22 10:28:24 AM,16.0,87.58,,,,
93,09/13/22 10:28:29 AM,5.9,87.58,,,,
94,09/13/22 10:28:34 AM,5.9,87.58,,,,
95,09/13/22 10:28:39 AM,5.9,87.58,,,,
96,09/13/22 10:28:44 AM,5.9,87.58,,,,
97,09/13/22 10:28:49 AM,4.1,87.55,,,,
98,09/13/22 10:28:54 AM,5.9,87.55,,,,
99,09/13/22 10:28:59 AM,4.1,87.55,,,,
100,09/13/22 10:29:04 AM,5.9,87.55,,,,
101,09/13/22 10:29:09 AM,5.9,87.55,,,,
102,09/13/22 10:29:14 AM,5.9,87.53,,,,
103,09/13/22 10:29:19 AM,5.9,87.53,,,,
104,09/13/22 10:29:24 AM,5.9,87.53,,,,
105,09/13/22 10:29:29 AM,5.9,87.53,,,,
106,09/13/22 10:29:34 AM,4.1,87.53,,,,
107,09/13/22 10:29:39 AM,5.9,87.53,,,,
108,09/13/22 10:29:44 AM,5.9,87.55,,,,
109,09/13/22 10:29:49 AM,5.9,87.58,,,,
110,09/13/22 10:29:54 AM,5.9,87.58,,,,
111,09/13/22 10:29:59 AM,5.9,87.60,,,,
112,09/13/22 10:30:04 AM,5.9,87.62,,,,
113,09/13/22 10:30:09 AM,5.9,87.64,,,,
114,09/13/22 10:30:14 AM,5.9,87.60,,,,
115,09/13/22 10:30:19 AM,5.9,87.51,,,,
116,09/13/22 10:30:24 AM,4.1,87.49,,,,
117,09/13/22 10:30:29 AM,5.9,87.49,,,,
118,09/13/22 10:30:34 AM,5.9,87.60,,,,
119,09/13/22 10:30:39 AM,5.9,87.60,,,,
120,09/13/22 10:30:44 AM,5.9,87.60,,,,
121,09/13/22 10:30:49 AM,5.9,87.60,,,,
122,09/13/22 10:30:54 AM,5.9,87.60,,,,
123,09/13/22 10:30:59 AM,5.9,87.62,,,,
124,09/13/22 10:31:04 AM,5.9,87.64,,,,
125,09/13/22 10:31:09 AM,5.9,87.73,,,,
126,09/13/22 10:31:14 AM,5.9,87.80,,,,
127,09/13/22 10:31:19 AM,5.9,87.76,,,,
128,09/13/22 10:31:24 AM,5.9,87.78,,,,
129,09/13/22 10:31:29 AM,5.9,87.85,,,,
130,09/13/22 10:31:34 AM,16.0,87.80,,,,
131,09/13/22 10:31:39 AM,5.9,87.73,,,,
132,09/13/22 10:31:44 AM,5.9,87.71,,,,
133,09/13/22 10:31:49 AM,5.9,87.69,,,,
134,09/13/22 10:31:54 AM,5.9,87.67,,,,
135,09/13/22 10:31:59 AM,5.9,87.62,,,,
136,09/13/22 10:32:04 AM,5.9,87.64,,,,
137,09/13/22 10:32:09 AM,5.9,87.67,,,,
138,09/13/22 10:32:14 AM,5.9,87.62,,,,
139,09/13/22 10:32:19 AM,5.9,87.55,,,,
140,09/13/22 10:32:24 AM,5.9,87.55,,,,
141,09/13/22 10:32:29 AM,6.7,87.53,,,,
142,09/13/22 10:32:34 AM,5.9,87.51,,,,
143,09/13/22 10:32:39 AM,5.9,87.51,,,,
144,09/13/22 10:32:44 AM,5.9,87.44,,,,
145,09/13/22 10:32:49 AM,5.9,87.40,,,,
146,09/13/22 10:32:54 AM,5.9,87.40,,,,
147,09/13/22 10:32:59 AM,5.9,87.35,,,,
148,09/13/22 10:33:04 AM,5.9,87.31,,,,
149,09/13/22 10:33:09 AM,5.9,87.31,,,,
150,09/13/22 10:33:14 AM,5.9,87.21,,,,
151,09/13/22 10:33:19 AM,5.9,87.19,,,,
152,09/13/22 10:33:24 AM,6.0,87.10,,,,
153,09/13/22 10:33:29 AM,4.1,87.06,,,,
154,09/13/22 10:33:34 AM,6.0,87.10,,,,
155,09/13/22 10:33:39 AM,6.0,87.01,,,,
156,09/13/22 10:33:44 AM,6.0,87.01,,,,
157,09/13/22 10:33:49 AM,6.0,87.01,,,,
158,09/13/22 10:33:54 AM,6.0,87.01,,,,
159,09/13/22 10:33:59 AM,6.0,86.97,,,,
160,09/13/22 10:34:04 AM,4.1,86.94,,,,
161,09/13/22 10:34:09 AM,6.0,86.88,,,,
162,09/13/22 10:34:14 AM,6.0,86.90,,,,
163,09/13/22 10:34:19 AM,6.0,86.85,,,,
164,09/13/22 10:34:24 AM,6.0,86.83,,,,
165,09/13/22 10:34:29 AM,6.0,86.81,,,,
166,09/13/22 10:34:34 AM,6.0,86.79,,,,
167,09/13/22 10:34:39 AM,6.0,86.79,,,,
168,09/13/22 10:34:44 AM,6.0,86.76,,,,
169,09/13/22 10:34:49 AM,6.0,86.68,,,,
170,09/13/22 10:34:54 AM,6.0,86.65,,,,
171,09/13/22 10:34:59 AM,6.0,86.67,,,,
172,09/13/22 10:35:04 AM,6.0,86.67,,,,
173,09/13/22 10:35:09 AM,6.0,86.68,,,,
174,09/13/22 10:35:14 AM,6.0,86.68,,,,
175,09/13/22 10:35:19 AM,6.0,86.67,,,,
176,09/13/22 10:35:24 AM,6.0,86.67,,,,
177,09/13/22 10:35:29 AM,6.0,86.59,,,,
178,09/13/22 10:35:34 AM,16.1,86.59,,,,
179,09/13/22 10:35:39 AM,6.0,86.58,,,,
180,09/13/22 10:35:44 AM,6.0,86.54,,,,
181,09/13/22 10:35:49 AM,6.0,86.50,,,,
182,09/13/22 10:35:54 AM,6.0,86.47,,,,
183,09/13/22 10:35:59 AM,6.0,86.41,,,,
184,09/13/22 10:36:04 AM,6.0,86.32,,,,
185,09/13/22 10:36:09 AM,6.0,86.31,,,,
186,09/13/22 10:36:14 AM,6.0,86.22,,,,
187,09/13/22 10:36:19 AM,6.0,86.14,,,,
188,09/13/22 10:36:24 AM,16.1,86.07,,,,
189,09/13/22 10:36:29 AM,6.0,86.04,,,,
190,09/13/22 10:36:34 AM,6.0,85.98,,,,
191,09/13/22 10:36:39 AM,6.0,85.96,,,,
192,09/13/22 10:36:44 AM,6.0,85.89,,,,
193,09/13/22 10:36:49 AM,4.1,85.93,,,,
194,09/13/22 10:36:54 AM,6.0,85.95,,,,
195,09/13/22 10:36:59 AM,6.0,85.95,,,,
196,09/13/22 10:37:04 AM,6.0,85.89,,,,
197,09/13/22 10:37:09 AM,6.0,85.87,,,,
198,09/13/22 10:37:14 AM,6.0,85.89,,,,
199,09/13/22 10:37:19 AM,6.0,85.93,,,,
200,09/13/22 10:37:24 AM,6.0,85.93,,,,
201,09/13/22 10:37:29 AM,6.0,85.89,,,,
202,09/13/22 10:37:34 AM,4.1,85.87,,,,
203,09/13/22 10:37:39 AM,6.0,85.80,,,,
204,09/13/22 10:37:44 AM,6.0,85.80,,,,
205,09/13/22 10:37:49 AM,4.1,85.84,,,,
206,09/13/22 10:37:54 AM,6.0,85.84,,,,
207,09/13/22 10:37:59 AM,6.0,85.84,,,,
208,09/13/22 10:38:04 AM,6.0,85.84,,,,
209,09/13/22 10:38:09 AM,6.0,85.84,,,,
210,09/13/22 10:38:14 AM,6.0,85.80,,,,
211,09/13/22 10:38:19 AM,6.0,85.80,,,,
212,09/13/22 10:38:24 AM,6.0,85.78,,,,
213,09/13/22 10:38:29 AM,6.0,85.78,,,,
214,09/13/22 10:38:34 AM,6.0,85.78,,,,
215,09/13/22 10:38:39 AM,6.0,85.77,,,,
216,09/13/22 10:38:44 AM,6.0,85.77,,,,
217,09/13/22 10:38:49 AM,6.0,85.75,,,,
218,09/13/22 10:38:54 AM,6.0,85.71,,,,
219,09/13/22 10:38:59 AM,6.0,85.71,,,,
220,09/13/22 10:39:04 AM,6.0,85.71,,,,
221,09/13/22 10:39:09 AM,6.0,85.69,,,,
222,09/13/22 10:39:14 AM,6.0,85.68,,,,
223,09/13/22 10:39:19 AM,6.0,85.66,,,,
224,09/13/22 10:39:24 AM,6.0,85.62,,,,
225,09/13/22 10:39:29 AM,6.0,85.60,,,,
226,09/13/22 10:39:34 AM,6.0,85.59,,,,
227,09/13/22 10:39:39 AM,6.0,85.59,,,,
228,09/13/22 10:39:44 AM,6.0,85.55,,,,
229,09/13/22 10:39:49 AM,2.6,85.55,,,,
230,09/13/22 10:39:54 AM,6.0,85.53,,,,
231,09/13/22 10:39:59 AM,6.0,85.50,,,,
232,09/13/22 10:40:04 AM,6.0,85.50,,,,
233,09/13/22 10:40:09 AM,6.0,85.46,,,,
234,09/13/22 10:40:14 AM,6.0,85.44,,,,
235,09/13/22 10:40:19 AM,2.6,85.41,,,,
236,09/13/22 10:40:24 AM,6.0,85.41,,,,
237,09/13/22 10:40:29 AM,6.0,85.37,,,,
238,09/13/22 10:40:34 AM,6.0,85.37,,,,
239,09/13/22 10:40:39 AM,6.0,85.37,,,,
240,09/13/22 10:40:44 AM,6.0,85.32,,,,
241,09/13/22 10:40:49 AM,6.0,85.24,,,,
242,09/13/22 10:40:54 AM,6.0,85.23,,,,
243,09/13/22 10:40:59 AM,6.0,85.15,,,,
244,09/13/22 10:41:04 AM,6.0,85.14,,,,
245,09/13/22 10:41:09 AM,6.0,85.10,,,,
246,09/13/22 10:41:14 AM,6.0,85.08,,,,
247,09/13/22 10:41:19 AM,4.1,85.05,,,,
248,09/13/22 10:41:24 AM,6.0,84.97,,,,
249,09/13/22 10:41:29 AM,6.0,84.92,,,,
250,09/13/22 10:41:34 AM,6.0,84.90,,,,
251,09/13/22 10:41:39 AM,6.0,84.88,,,,
252,09/13/22 10:41:44 AM,6.0,84.85,,,,
253,09/13/22 10:41:49 AM,6.0,84.81,,,,
254,09/13/22 10:41:54 AM,6.0,84.81,,,,
255,09/13/22 10:41:59 AM,6.7,81.27,,,,
256,09/13/22 10:42:04 AM,40.6,78.57,,,,
257,09/13/22 10:42:09 AM,40.6,78.62,,,,
258,09/13/22 10:42:14 AM,40.6,78.37,,,,
259,09/13/22 10:42:19 AM,40.6,78.31,,,,
260,09/13/22 10:42:24 AM,40.6,78.39,,,,
261,09/13/22 10:42:29 AM,40.6,78.37,,,,
262,09/13/22 10:42:34 AM,40.6,78.35,,,,
263,09/13/22 10:42:39 AM,40.6,78.35,,,,
264,09/13/22 10:42:44 AM,41.0,78.35,,,,
265,09/13/22 10:42:49 AM,40.6,78.31,,,,
266,09/13/22 10:42:54 AM,40.6,78.30,,,,
267,09/13/22 10:42:59 AM,41.0,78.31,,,,
268,09/13/22 10:43:04 AM,40.6,78.30,,,,
269,09/13/22 10:43:09 AM,40.6,78.35,,,,
270,09/13/22 10:43:14 AM,40.6,78.28,,,,
271,09/13/22 10:43:19 AM,40.2,78.28,,,,
272,09/13/22 10:43:24 AM,40.6,78.28,,,,
273,09/13/22 10:43:29 AM,40.6,78.21,,,,
274,09/13/22 10:43:34 AM,40.6,78.21,,,,
275,09/13/22 10:43:39 AM,40.6,78.19,,,,
276,09/13/22 10:43:44 AM,40.6,78.26,,,,
277,09/13/22 10:43:49 AM,40.6,78.21,,,,
278,09/13/22 10:43:54 AM,40.6,78.19,,,,
279,09/13/22 10:43:59 AM,13.1,78.46,,,,
280,09/13/22 10:44:04 AM,40.6,78.26,,,,
281,09/13/22 10:44:09 AM,40.6,78.22,,,,
282,09/13/22 10:44:14 AM,40.2,78.22,,,,
283,09/13/22 10:44:19 AM,40.6,78.21,,,,
284,09/13/22 10:44:24 AM,41.0,78.17,,,,
285,09/13/22 10:44:29 AM,40.6,78.17,,,,
286,09/13/22 10:44:34 AM,40.6,78.19,,,,
287,09/13/22 10:44:39 AM,40.6,78.17,,,,
288,09/13/22 10:44:44 AM,40.6,78.19,,,,
289,09/13/22 10:44:49 AM,40.6,78.22,,,,
290,09/13/22 10:44:54 AM,40.6,78.21,,,,
291,09/13/22 10:44:59 AM,40.6,78.19,,,,
292,09/13/22 10:45:04 AM,40.6,78.21,,,,
293,09/13/22 10:45:09 AM,40.6,78.19,,,,
294,09/13/22 10:45:14 AM,40.6,78.21,,,,
295,09/13/22 10:45:19 AM,40.6,78.21,,,,
296,09/13/22 10:45:24 AM,40.6,78.21,,,,
297,09/13/22 10:45:29 AM,41.0,78.21,,,,
298,09/13/22 10:45:34 AM,40.6,78.21,,,,
299,09/13/22 10:45:39 AM,41.0,78.21,,,,
300,09/13/22 10:45:44 AM,40.6,78.19,,,,
301,09/13/22 10:45:49 AM,40.6,78.19,,,,
302,09/13/22 10:45:54 AM,40.6,78.21,,,,
303,09/13/22 10:45:59 AM,40.6,78.19,,,,
304,09/13/22 10:46:04 AM,40.6,78.19,,,,
305,09/13/22 10:46:09 AM,40.6,78.19,,,,
306,09/13/22 10:46:14 AM,40.6,78.19,,,,
307,09/13/22 10:46:19 AM,40.6,78.17,,,,
308,09/13/22 10:46:24 AM,40.6,78.21,,,,
309,09/13/22 10:46:29 AM,41.0,78.21,,,,
310,09/13/22 10:46:34 AM,40.6,78.21,,,,
311,09/13/22 10:46:39 AM,40.6,78.22,,,,
312,09/13/22 10:46:44 AM,40.6,78.21,,,,
313,09/13/22 10:46:49 AM,40.6,78.19,,,,
314,09/13/22 10:46:54 AM,41.0,78.19,,,,
315,09/13/22 10:46:59 AM,40.6,78.21,,,,
316,09/13/22 10:47:04 AM,40.6,78.21,,,,
317,09/13/22 10:47:09 AM,40.6,78.19,,,,
318,09/13/22 10:47:14 AM,40.6,78.19,,,,
319,09/13/22 10:47:19 AM,40.6,78.21,,,,
320,09/13/22 10:47:24 AM,40.6,78.19,,,,
321,09/13/22 10:47:29 AM,40.6,78.19,,,,
322,09/13/22 10:47:34 AM,40.6,78.19,,,,
323,09/13/22 10:47:39 AM,40.6,78.19,,,,
324,09/13/22 10:47:44 AM,40.6,78.19,,,,
325,09/13/22 10:47:49 AM,40.6,78.19,,,,
326,09/13/22 10:47:54 AM,40.6,78.21,,,,
327,09/13/22 10:47:59 AM,40.6,78.19,,,,
328,09/13/22 10:48:04 AM,40.6,78.19,,,,
329,09/13/22 10:48:09 AM,40.6,78.21,,,,
330,09/13/22 10:48:14 AM,40.6,78.21,,,,
331,09/13/22 10:48:19 AM,40.6,78.19,,,,
332,09/13/22 10:48:24 AM,40.6,78.21,,,,
333,09/13/22 10:48:29 AM,40.6,78.19,,,,
334,09/13/22 10:48:34 AM,40.6,78.21,,,,
335,09/13/22 10:48:39 AM,40.6,78.21,,,,
336,09/13/22 10:48:44 AM,40.6,78.19,,,,
337,09/13/22 10:48:49 AM,40.6,78.21,,,,
338,09/13/22 10:48:54 AM,40.6,78.19,,,,
339,09/13/22 10:48:59 AM,40.6,78.21,,,,
340,09/13/22 10:49:04 AM,40.6,78.21,,,,
341,09/13/22 10:49:09 AM,40.6,78.21,,,,
342,09/13/22 10:49:14 AM,40.6,78.21,,,,
343,09/13/22 10:49:19 AM,40.6,78.19,,,,
344,09/13/22 10:49:24 AM,40.6,78.19,,,,
345,09/13/22 10:49:29 AM,40.6,78.21,,,,
346,09/13/22 10:49:34 AM,40.6,78.21,,,,
347,09/13/22 10:49:39 AM,40.6,78.19,,,,
348,09/13/22 10:49:44 AM,40.6,78.21,,,,
349,09/13/22 10:49:49 AM,40.6,78.19,,,,
350,09/13/22 10:49:54 AM,40.6,78.21,,,,
351,09/13/22 10:49:59 AM,40.6,78.21,,,,
352,09/13/22 10:50:04 AM,40.6,78.21,,,,
353,09/13/22 10:50:09 AM,40.6,78.21,,,,
354,09/13/22 10:50:14 AM,40.6,78.19,,,,
355,09/13/22 10:50:19 AM,40.6,78.21,,,,
356,09/13/22 10:50:24 AM,40.6,78.21,,,,
357,09/13/22 10:50:29 AM,40.6,78.21,,,,
358,09/13/22 10:50:34 AM,40.6,78.21,,,,
359,09/13/22 10:50:39 AM,40.6,78.21,,,,
360,09/13/22 10:50:44 AM,46.7,78.22,,,,
361,09/13/22 10:50:49 AM,86.4,78.21,,,,
362,09/13/22 10:50:54 AM,163.7,78.21,,,,
363,09/13/22 10:50:59 AM,183.9,78.22,,,,
364,09/13/22 10:51:04 AM,175.5,78.21,,,,
365,09/13/22 10:51:09 AM,154.1,78.19,,,,
366,09/13/22 10:51:14 AM,131.6,78.21,,,,
367,09/13/22 10:51:19 AM,111.1,78.21,,,,
368,09/13/22 10:51:24 AM,106.5,78.21,,,,
369,09/13/22 10:51:29 AM,92.8,78.21,,,,
370,09/13/22 10:51:34 AM,79.6,78.21,,,,
371,09/13/22 10:51:39 AM,73.9,78.21,,,,
372,09/13/22 10:51:44 AM,73.5,78.21,,,,
373,09/13/22 10:51:49 AM,69.0,78.21,,,,
374,09/13/22 10:51:54 AM,64.4,78.22,,,,
375,09/13/22 10:51:59 AM,53.1,78.21,,,,
376,09/13/22 10:52:04 AM,55.0,78.21,,,,
377,09/13/22 10:52:09 AM,51.6,78.21,,,,
378,09/13/22 10:52:14 AM,47.8,78.21,,,,
379,09/13/22 10:52:19 AM,47.0,78.21,,,,
380,09/13/22 10:52:24 AM,48.2,78.21,,,,
381,09/13/22 10:52:29 AM,44.4,78.19,,,,
382,09/13/22 10:52:34 AM,43.6,78.21,,,,
383,09/13/22 10:52:39 AM,43.3,78.21,,,,
384,09/13/22 10:52:44 AM,44.0,78.21,,,,
385,09/13/22 10:52:49 AM,42.9,78.21,,,,
386,09/13/22 10:52:54 AM,42.1,78.19,,,,
387,09/13/22 10:52:59 AM,42.1,78.21,,,,
388,09/13/22 10:53:04 AM,41.7,78.22,,,,
389,09/13/22 10:53:09 AM,41.4,78.22,,,,
390,09/13/22 10:53:14 AM,41.4,78.21,,,,
391,09/13/22 10:53:19 AM,41.4,78.21,,,,
392,09/13/22 10:53:24 AM,41.4,78.21,,,,
393,09/13/22 10:53:29 AM,41.4,78.21,,,,
394,09/13/22 10:53:34 AM,41.0,78.21,,,,
395,09/13/22 10:53:39 AM,41.0,78.21,,,,
396,09/13/22 10:53:44 AM,40.6,78.21,,,,
397,09/13/22 10:53:49 AM,40.6,78.21,,,,
398,09/13/22 10:53:54 AM,41.0,78.21,,,,
399,09/13/22 10:53:59 AM,41.0,78.19,,,,
400,09/13/22 10:54:04 AM,40.6,78.21,,,,
401,09/13/22 10:54:09 AM,41.0,78.22,,,,
402,09/13/22 10:54:14 AM,40.6,78.21,,,,
403,09/13/22 10:54:19 AM,40.6,78.22,,,,
404,09/13/22 10:54:24 AM,40.6,78.21,,,,
405,09/13/22 10:54:29 AM,40.6,78.21,,,,
406,09/13/22 10:54:34 AM,40.6,78.21,,,,
407,09/13/22 10:54:39 AM,40.6,78.21,,,,
408,09/13/22 10:54:44 AM,40.6,78.22,,,,
409,09/13/22 10:54:49 AM,40.6,78.22,,,,
410,09/13/22 10:54:54 AM,40.6,78.22,,,,
411,09/13/22 10:54:59 AM,40.6,78.22,,,,
412,09/13/22 10:55:04 AM,40.6,78.21,,,,
413,09/13/22 10:55:09 AM,40.6,78.21,,,,
414,09/13/22 10:55:14 AM,41.0,78.22,,,,
415,09/13/22 10:55:19 AM,40.6,78.21,,,,
416,09/13/22 10:55:24 AM,40.6,78.22,,,,
417,09/13/22 10:55:29 AM,40.6,78.22,,,,
418,09/13/22 10:55:34 AM,40.6,78.22,,,,
419,09/13/22 10:55:39 AM,40.6,78.21,,,,
420,09/13/22 10:55:44 AM,40.6,78.22,,,,
421,09/13/22 10:55:49 AM,40.6,78.22,,,,
422,09/13/22 10:55:54 AM,40.6,78.22,,,,
423,09/13/22 10:55:59 AM,40.6,78.22,,,,
424,09/13/22 10:56:04 AM,40.6,78.21,,,,
425,09/13/22 10:56:09 AM,40.6,78.21,,,,
426,09/13/22 10:56:14 AM,40.6,78.22,,,,
427,09/13/22 10:56:19 AM,40.6,78.21,,,,
428,09/13/22 10:56:24 AM,40.6,78.21,,,,
429,09/13/22 10:56:29 AM,40.6,78.22,,,,
430,09/13/22 10:56:34 AM,40.6,78.22,,,,
431,09/13/22 10:56:39 AM,40.6,78.22,,,,
432,09/13/22 10:56:44 AM,40.6,78.22,,,,
433,09/13/22 10:56:49 AM,40.6,78.21,,,,
434,09/13/22 10:56:54 AM,40.6,78.21,,,,
435,09/13/22 10:56:59 AM,40.6,78.22,,,,
436,09/13/22 10:57:04 AM,40.6,78.22,,,,
437,09/13/22 10:57:09 AM,40.6,78.21,,,,
438,09/13/22 10:57:14 AM,40.6,78.22,,,,
439,09/13/22 10:57:19 AM,40.6,78.21,,,,
440,09/13/22 10:57:24 AM,40.6,78.21,,,,
441,09/13/22 10:57:29 AM,40.6,78.21,,,,
442,09/13/22 10:57:34 AM,40.6,78.21,,,,
443,09/13/22 10:57:39 AM,40.6,78.22,,,,
444,09/13/22 10:57:44 AM,40.6,78.22,,,,
445,09/13/22 10:57:49 AM,40.6,78.22,,,,
446,09/13/22 10:57:54 AM,40.6,78.22,,,,
447,09/13/22 10:57:59 AM,40.6,78.22,,,,
448,09/13/22 10:58:04 AM,40.6,78.22,,,,
449,09/13/22 10:58:09 AM,40.6,78.22,,,,
450,09/13/22 10:58:14 AM,40.6,78.21,,,,
451,09/13/22 10:58:19 AM,40.6,78.22,,,,
452,09/13/22 10:58:24 AM,40.6,78.22,,,,
453,09/13/22 10:58:29 AM,40.6,78.22,,,,
454,09/13/22 10:58:34 AM,40.6,78.26,,,,
455,09/13/22 10:58:39 AM,40.6,78.26,,,,
456,09/13/22 10:58:44 AM,40.6,78.22,,,,
457,09/13/22 10:58:49 AM,40.6,78.22,,,,
458,09/13/22 10:58:54 AM,40.6,78.26,,,,
459,09/13/22 10:58:59 AM,40.6,78.22,,,,
460,09/13/22 10:59:04 AM,40.6,78.22,,,,
461,09/13/22 10:59:09 AM,40.6,78.22,,,,
462,09/13/22 10:59:14 AM,40.6,78.26,,,,
463,09/13/22 10:59:19 AM,40.6,78.22,,,,
464,09/13/22 10:59:24 AM,40.6,78.26,,,,
465,09/13/22 10:59:29 AM,40.6,78.22,,,,
466,09/13/22 10:59:34 AM,40.6,78.22,,,,
467,09/13/22 10:59:39 AM,40.6,78.21,,,,
468,09/13/22 10:59:44 AM,40.6,78.22,,,,
469,09/13/22 10:59:49 AM,40.6,78.22,,,,
470,09/13/22 10:59:54 AM,40.6,78.22,,,,
