"Plot Title: Bradford_cond_9-20-21"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 10778441, SEN S/N: 10778441)","Full Range, μS/cm (LGR S/N: 10778441, SEN S/N: 10778441)","Temp, °F (LGR S/N: 10778441, SEN S/N: 10778441)","Coupler Detached (LGR S/N: 10778441)","Coupler Attached (LGR S/N: 10778441)","Host Connected (LGR S/N: 10778441)","End Of File (LGR S/N: 10778441)"
73,09/20/21 10:06:00 AM,3.6,6.5,81.72,,,,
74,09/20/21 10:06:05 AM,3.6,2.7,81.72,,,,
75,09/20/21 10:06:10 AM,3.8,6.5,81.72,,,,
76,09/20/21 10:06:15 AM,2.3,6.5,81.72,,,,
77,09/20/21 10:06:20 AM,3.6,2.7,81.72,,,,
78,09/20/21 10:06:25 AM,3.6,6.5,81.73,,,,
79,09/20/21 10:06:30 AM,3.6,6.5,81.72,,,,
80,09/20/21 10:06:35 AM,2.5,2.7,81.73,,,,
81,09/20/21 10:06:40 AM,3.6,6.5,81.73,,,,
82,09/20/21 10:06:45 AM,3.6,6.5,81.73,,,,
83,09/20/21 10:06:50 AM,2.3,2.7,81.73,,,,
84,09/20/21 10:06:55 AM,3.6,2.7,81.73,,,,
85,09/20/21 10:07:00 AM,3.5,6.5,81.73,,,,
86,09/20/21 10:07:05 AM,3.6,6.5,81.73,,,,
87,09/20/21 10:07:10 AM,2.3,6.5,81.73,,,,
88,09/20/21 10:07:15 AM,2.3,2.7,81.75,,,,
89,09/20/21 10:07:20 AM,2.3,6.5,81.75,,,,
90,09/20/21 10:07:25 AM,3.6,6.5,81.75,,,,
91,09/20/21 10:07:30 AM,3.6,4.2,81.75,,,,
92,09/20/21 10:07:35 AM,2.3,6.5,81.75,,,,
93,09/20/21 10:07:40 AM,3.6,6.5,81.75,,,,
94,09/20/21 10:07:45 AM,3.6,2.7,81.75,,,,
95,09/20/21 10:07:50 AM,2.3,6.5,81.75,,,,
96,09/20/21 10:07:55 AM,3.6,6.5,81.75,,,,
97,09/20/21 10:08:00 AM,3.6,2.7,81.75,,,,
98,09/20/21 10:08:05 AM,3.6,6.5,81.79,,,,
99,09/20/21 10:08:10 AM,3.6,6.5,81.79,,,,
100,09/20/21 10:08:15 AM,2.3,6.5,81.79,,,,
101,09/20/21 10:08:20 AM,3.6,2.7,81.79,,,,
102,09/20/21 10:08:25 AM,3.6,6.5,81.79,,,,
103,09/20/21 10:08:30 AM,3.6,2.7,81.79,,,,
104,09/20/21 10:08:35 AM,3.6,6.5,81.79,,,,
105,09/20/21 10:08:40 AM,3.6,6.5,81.79,,,,
106,09/20/21 10:08:45 AM,2.3,6.5,81.79,,,,
107,09/20/21 10:08:50 AM,2.3,6.5,81.79,,,,
108,09/20/21 10:08:55 AM,3.8,2.7,81.79,,,,
109,09/20/21 10:09:00 AM,2.5,6.5,81.81,,,,
110,09/20/21 10:09:05 AM,3.8,6.5,81.81,,,,
111,09/20/21 10:09:10 AM,3.6,2.7,81.81,,,,
112,09/20/21 10:09:15 AM,3.6,6.5,81.81,,,,
113,09/20/21 10:09:20 AM,2.3,6.5,81.81,,,,
114,09/20/21 10:09:25 AM,3.6,6.5,81.81,,,,
115,09/20/21 10:09:30 AM,3.5,6.5,81.81,,,,
116,09/20/21 10:09:35 AM,3.6,2.7,81.81,,,,
117,09/20/21 10:09:40 AM,3.6,6.5,81.81,,,,
118,09/20/21 10:09:45 AM,2.3,6.5,81.81,,,,
119,09/20/21 10:09:50 AM,3.6,6.5,81.81,,,,
120,09/20/21 10:09:55 AM,3.6,2.7,81.81,,,,
121,09/20/21 10:10:00 AM,2.3,6.5,81.81,,,,
122,09/20/21 10:10:05 AM,3.6,2.7,81.81,,,,
123,09/20/21 10:10:10 AM,3.6,6.5,81.81,,,,
124,09/20/21 10:10:15 AM,3.6,6.5,81.81,,,,
125,09/20/21 10:10:20 AM,3.6,6.5,81.81,,,,
126,09/20/21 10:10:25 AM,3.6,6.5,81.81,,,,
127,09/20/21 10:10:30 AM,2.3,6.5,81.81,,,,
128,09/20/21 10:10:35 AM,2.3,2.7,81.82,,,,
129,09/20/21 10:10:40 AM,3.6,6.5,81.82,,,,
130,09/20/21 10:10:45 AM,3.8,6.5,81.82,,,,
131,09/20/21 10:10:50 AM,3.6,2.7,81.82,,,,
132,09/20/21 10:10:55 AM,3.8,6.5,81.82,,,,
133,09/20/21 10:11:00 AM,2.3,2.7,81.82,,,,
134,09/20/21 10:11:05 AM,2.3,4.2,81.82,,,,
135,09/20/21 10:11:10 AM,3.6,2.7,81.82,,,,
136,09/20/21 10:11:15 AM,3.6,2.7,81.82,,,,
137,09/20/21 10:11:20 AM,3.6,6.5,81.82,,,,
138,09/20/21 10:11:25 AM,2.3,6.5,81.82,,,,
139,09/20/21 10:11:30 AM,3.6,6.5,81.82,,,,
140,09/20/21 10:11:35 AM,3.6,2.7,81.82,,,,
141,09/20/21 10:11:40 AM,2.3,2.7,81.82,,,,
142,09/20/21 10:11:45 AM,3.6,4.2,81.82,,,,
143,09/20/21 10:11:50 AM,3.6,6.5,81.82,,,,
144,09/20/21 10:11:55 AM,3.6,2.7,81.82,,,,
145,09/20/21 10:12:00 AM,3.6,2.7,81.82,,,,
146,09/20/21 10:12:05 AM,2.3,2.7,81.82,,,,
147,09/20/21 10:12:10 AM,2.3,6.5,81.82,,,,
148,09/20/21 10:12:15 AM,3.6,6.5,81.82,,,,
149,09/20/21 10:12:20 AM,3.6,6.5,81.82,,,,
150,09/20/21 10:12:25 AM,3.6,6.5,81.82,,,,
151,09/20/21 10:12:30 AM,2.3,2.7,81.82,,,,
152,09/20/21 10:12:35 AM,2.3,6.5,81.82,,,,
153,09/20/21 10:12:40 AM,3.6,6.5,81.82,,,,
154,09/20/21 10:12:45 AM,3.6,6.5,81.82,,,,
155,09/20/21 10:12:50 AM,3.6,6.5,81.82,,,,
156,09/20/21 10:12:55 AM,3.6,6.5,81.81,,,,
157,09/20/21 10:13:00 AM,3.5,6.5,81.81,,,,
158,09/20/21 10:13:05 AM,3.6,2.7,81.81,,,,
159,09/20/21 10:13:10 AM,3.8,6.5,81.81,,,,
160,09/20/21 10:13:15 AM,3.6,6.5,81.82,,,,
161,09/20/21 10:13:20 AM,3.6,6.5,81.81,,,,
162,09/20/21 10:13:25 AM,3.6,2.7,81.81,,,,
163,09/20/21 10:13:30 AM,3.6,6.5,81.82,,,,
164,09/20/21 10:13:35 AM,3.6,6.5,81.81,,,,
165,09/20/21 10:13:40 AM,3.6,6.5,81.81,,,,
166,09/20/21 10:13:45 AM,3.6,6.5,81.81,,,,
167,09/20/21 10:13:50 AM,3.6,6.5,81.81,,,,
168,09/20/21 10:13:55 AM,2.3,6.5,81.81,,,,
169,09/20/21 10:14:00 AM,3.6,6.5,81.81,,,,
170,09/20/21 10:14:05 AM,3.5,6.5,81.81,,,,
171,09/20/21 10:14:10 AM,3.6,6.5,81.81,,,,
172,09/20/21 10:14:15 AM,2.5,2.7,81.81,,,,
173,09/20/21 10:14:20 AM,3.6,2.7,81.81,,,,
174,09/20/21 10:14:25 AM,2.3,6.5,81.81,,,,
175,09/20/21 10:14:30 AM,3.6,6.5,81.81,,,,
176,09/20/21 10:14:35 AM,3.6,6.5,81.81,,,,
177,09/20/21 10:14:40 AM,3.6,6.5,81.81,,,,
178,09/20/21 10:14:45 AM,3.6,6.5,81.81,,,,
179,09/20/21 10:14:50 AM,3.6,2.7,81.79,,,,
180,09/20/21 10:14:55 AM,2.3,6.5,81.79,,,,
181,09/20/21 10:15:00 AM,3.6,6.5,81.81,,,,
182,09/20/21 10:15:05 AM,2.3,6.5,81.79,,,,
183,09/20/21 10:15:10 AM,2.3,2.7,81.79,,,,
184,09/20/21 10:15:15 AM,2.3,2.7,81.79,,,,
185,09/20/21 10:15:20 AM,3.6,6.5,81.79,,,,
186,09/20/21 10:15:25 AM,3.6,6.5,81.79,,,,
187,09/20/21 10:15:30 AM,2.3,2.7,81.79,,,,
188,09/20/21 10:15:35 AM,3.6,6.5,81.79,,,,
189,09/20/21 10:15:40 AM,3.5,6.5,81.79,,,,
190,09/20/21 10:15:45 AM,2.3,6.5,81.79,,,,
191,09/20/21 10:15:50 AM,3.5,2.7,81.79,,,,
192,09/20/21 10:15:55 AM,3.8,6.5,81.79,,,,
193,09/20/21 10:16:00 AM,3.6,2.7,81.79,,,,
194,09/20/21 10:16:05 AM,3.6,2.7,81.75,,,,
195,09/20/21 10:16:10 AM,3.6,2.7,81.75,,,,
196,09/20/21 10:16:15 AM,3.6,2.7,81.75,,,,
197,09/20/21 10:16:20 AM,3.6,2.7,81.75,,,,
198,09/20/21 10:16:25 AM,3.6,2.7,81.75,,,,
199,09/20/21 10:16:30 AM,3.6,2.7,81.75,,,,
200,09/20/21 10:16:35 AM,2.3,2.7,81.75,,,,
201,09/20/21 10:16:40 AM,3.6,6.5,81.75,,,,
202,09/20/21 10:16:45 AM,3.6,6.5,81.75,,,,
203,09/20/21 10:16:50 AM,3.6,6.5,81.75,,,,
204,09/20/21 10:16:55 AM,3.6,2.7,81.75,,,,
205,09/20/21 10:17:00 AM,2.3,6.5,81.73,,,,
206,09/20/21 10:17:05 AM,3.6,2.7,81.73,,,,
207,09/20/21 10:17:10 AM,3.8,6.5,81.73,,,,
208,09/20/21 10:17:15 AM,3.6,6.5,81.73,,,,
209,09/20/21 10:17:20 AM,3.6,6.5,81.73,,,,
210,09/20/21 10:17:25 AM,3.6,6.5,81.73,,,,
211,09/20/21 10:17:30 AM,3.6,6.5,81.73,,,,
212,09/20/21 10:17:35 AM,3.6,4.2,81.73,,,,
213,09/20/21 10:17:40 AM,2.3,6.5,81.73,,,,
214,09/20/21 10:17:45 AM,2.3,2.7,81.73,,,,
215,09/20/21 10:17:50 AM,3.6,2.7,81.73,,,,
216,09/20/21 10:17:55 AM,3.6,6.5,81.73,,,,
217,09/20/21 10:18:00 AM,2.3,6.5,81.72,,,,
218,09/20/21 10:18:05 AM,2.3,6.5,81.72,,,,
219,09/20/21 10:18:10 AM,3.6,6.5,81.72,,,,
220,09/20/21 10:18:15 AM,3.6,6.5,81.72,,,,
221,09/20/21 10:18:20 AM,2.5,6.5,81.72,,,,
222,09/20/21 10:18:25 AM,2.3,6.5,81.72,,,,
223,09/20/21 10:18:30 AM,3.6,6.5,81.72,,,,
224,09/20/21 10:18:35 AM,3.6,6.5,81.72,,,,
225,09/20/21 10:18:40 AM,3.6,6.5,81.72,,,,
226,09/20/21 10:18:45 AM,2.3,6.5,81.72,,,,
227,09/20/21 10:18:50 AM,3.6,6.5,81.72,,,,
228,09/20/21 10:18:55 AM,2.3,6.5,81.70,,,,
229,09/20/21 10:19:00 AM,3.8,6.5,81.70,,,,
230,09/20/21 10:19:05 AM,2.3,6.5,81.70,,,,
231,09/20/21 10:19:10 AM,3.6,6.5,81.70,,,,
232,09/20/21 10:19:15 AM,3.6,6.5,81.70,,,,
233,09/20/21 10:19:20 AM,3.6,2.7,81.70,,,,
234,09/20/21 10:19:25 AM,3.6,6.5,81.70,,,,
235,09/20/21 10:19:30 AM,2.3,6.5,81.70,,,,
236,09/20/21 10:19:35 AM,3.6,6.5,81.70,,,,
237,09/20/21 10:19:40 AM,2.3,6.5,81.70,,,,
238,09/20/21 10:19:45 AM,3.6,2.7,81.70,,,,
239,09/20/21 10:19:50 AM,3.6,6.5,81.66,,,,
240,09/20/21 10:19:55 AM,3.6,2.7,81.70,,,,
241,09/20/21 10:20:00 AM,2.3,2.7,81.66,,,,
242,09/20/21 10:20:05 AM,2.3,6.5,81.66,,,,
243,09/20/21 10:20:10 AM,2.3,6.5,81.66,,,,
244,09/20/21 10:20:15 AM,3.6,6.5,81.66,,,,
245,09/20/21 10:20:20 AM,2.3,6.5,81.66,,,,
246,09/20/21 10:20:25 AM,2.3,6.5,81.66,,,,
247,09/20/21 10:20:30 AM,2.3,4.2,81.66,,,,
248,09/20/21 10:20:35 AM,3.6,2.7,81.66,,,,
249,09/20/21 10:20:40 AM,2.3,6.5,81.66,,,,
250,09/20/21 10:20:45 AM,3.6,6.5,81.66,,,,
251,09/20/21 10:20:50 AM,3.6,6.5,81.66,,,,
252,09/20/21 10:20:55 AM,3.8,6.5,81.64,,,,
253,09/20/21 10:21:00 AM,3.6,2.7,81.64,,,,
254,09/20/21 10:21:05 AM,2.3,6.5,81.64,,,,
255,09/20/21 10:21:10 AM,3.6,2.7,81.64,,,,
256,09/20/21 10:21:15 AM,3.6,2.7,81.64,,,,
257,09/20/21 10:21:20 AM,3.6,6.5,81.64,,,,
258,09/20/21 10:21:25 AM,3.5,2.7,81.64,,,,
259,09/20/21 10:21:30 AM,3.6,6.5,81.64,,,,
260,09/20/21 10:21:35 AM,3.6,6.5,81.64,,,,
261,09/20/21 10:21:40 AM,3.6,6.5,81.63,,,,
262,09/20/21 10:21:45 AM,2.3,4.2,81.63,,,,
263,09/20/21 10:21:50 AM,3.6,2.7,81.63,,,,
264,09/20/21 10:21:55 AM,3.6,6.5,81.63,,,,
265,09/20/21 10:22:00 AM,3.6,6.5,81.63,,,,
266,09/20/21 10:22:05 AM,3.6,2.7,81.63,,,,
267,09/20/21 10:22:10 AM,3.5,6.5,81.63,,,,
268,09/20/21 10:22:15 AM,3.6,6.5,81.63,,,,
269,09/20/21 10:22:20 AM,3.6,6.5,81.63,,,,
270,09/20/21 10:22:25 AM,3.6,6.5,81.63,,,,
271,09/20/21 10:22:30 AM,3.6,6.5,81.63,,,,
272,09/20/21 10:22:35 AM,2.3,2.7,81.63,,,,
273,09/20/21 10:22:40 AM,2.2,6.5,81.59,,,,
274,09/20/21 10:22:45 AM,3.6,6.5,81.59,,,,
275,09/20/21 10:22:50 AM,2.3,2.7,81.59,,,,
276,09/20/21 10:22:55 AM,2.3,6.5,81.59,,,,
277,09/20/21 10:23:00 AM,3.6,6.5,81.59,,,,
278,09/20/21 10:23:05 AM,3.6,6.5,81.59,,,,
279,09/20/21 10:23:10 AM,2.3,6.5,81.59,,,,
280,09/20/21 10:23:15 AM,2.3,2.7,81.59,,,,
281,09/20/21 10:23:20 AM,2.3,6.5,81.59,,,,
282,09/20/21 10:23:25 AM,2.3,2.7,81.59,,,,
283,09/20/21 10:23:30 AM,3.6,2.7,81.59,,,,
284,09/20/21 10:23:35 AM,3.6,6.5,81.57,,,,
285,09/20/21 10:23:40 AM,3.6,6.5,81.57,,,,
286,09/20/21 10:23:45 AM,3.6,2.7,81.57,,,,
287,09/20/21 10:23:50 AM,3.6,6.5,81.57,,,,
288,09/20/21 10:23:55 AM,3.6,2.7,81.57,,,,
289,09/20/21 10:24:00 AM,3.6,6.5,81.57,,,,
290,09/20/21 10:24:05 AM,2.3,2.7,81.57,,,,
291,09/20/21 10:24:10 AM,3.6,2.7,81.57,,,,
292,09/20/21 10:24:15 AM,2.3,6.5,81.57,,,,
293,09/20/21 10:24:20 AM,3.6,2.7,81.57,,,,
294,09/20/21 10:24:25 AM,3.6,6.5,81.57,,,,
295,09/20/21 10:24:30 AM,2.3,6.5,81.57,,,,
296,09/20/21 10:24:35 AM,3.6,2.7,81.55,,,,
297,09/20/21 10:24:40 AM,3.6,6.5,81.55,,,,
298,09/20/21 10:24:45 AM,3.6,6.5,81.55,,,,
299,09/20/21 10:24:50 AM,3.6,2.7,81.55,,,,
300,09/20/21 10:24:55 AM,3.6,6.5,81.55,,,,
301,09/20/21 10:25:00 AM,3.6,6.5,81.55,,,,
302,09/20/21 10:25:05 AM,3.6,2.7,81.55,,,,
303,09/20/21 10:25:10 AM,2.3,6.5,81.55,,,,
304,09/20/21 10:25:15 AM,3.6,6.5,81.55,,,,
305,09/20/21 10:25:20 AM,3.6,2.7,81.55,,,,
306,09/20/21 10:25:25 AM,2.3,6.5,81.55,,,,
307,09/20/21 10:25:30 AM,3.6,6.5,81.52,,,,
308,09/20/21 10:25:35 AM,3.6,6.5,81.52,,,,
309,09/20/21 10:25:40 AM,3.6,6.5,81.52,,,,
310,09/20/21 10:25:45 AM,3.6,6.5,81.52,,,,
311,09/20/21 10:25:50 AM,3.6,6.5,81.52,,,,
312,09/20/21 10:25:55 AM,2.3,2.7,81.52,,,,
313,09/20/21 10:26:00 AM,3.6,6.5,81.52,,,,
314,09/20/21 10:26:05 AM,2.3,2.7,81.52,,,,
315,09/20/21 10:26:10 AM,3.6,6.5,81.52,,,,
316,09/20/21 10:26:15 AM,3.6,6.5,81.52,,,,
317,09/20/21 10:26:20 AM,3.6,6.5,81.52,,,,
318,09/20/21 10:26:25 AM,3.6,6.5,81.50,,,,
319,09/20/21 10:26:30 AM,3.6,2.7,81.50,,,,
320,09/20/21 10:26:35 AM,3.8,4.2,81.50,,,,
321,09/20/21 10:26:40 AM,3.6,2.7,81.50,,,,
322,09/20/21 10:26:45 AM,3.6,2.7,81.50,,,,
323,09/20/21 10:26:50 AM,2.3,2.7,81.50,,,,
324,09/20/21 10:26:55 AM,3.6,6.5,81.50,,,,
325,09/20/21 10:27:00 AM,3.6,6.5,81.50,,,,
326,09/20/21 10:27:05 AM,3.6,2.7,81.50,,,,
327,09/20/21 10:27:10 AM,2.3,6.5,81.50,,,,
328,09/20/21 10:27:15 AM,3.6,2.7,81.50,,,,
329,09/20/21 10:27:20 AM,3.6,2.7,81.48,,,,
330,09/20/21 10:27:25 AM,2.3,6.5,81.48,,,,
331,09/20/21 10:27:30 AM,3.6,2.7,81.48,,,,
332,09/20/21 10:27:35 AM,3.6,6.5,81.48,,,,
333,09/20/21 10:27:40 AM,3.6,6.5,81.48,,,,
334,09/20/21 10:27:45 AM,2.3,6.5,81.48,,,,
335,09/20/21 10:27:50 AM,2.3,2.7,81.48,,,,
336,09/20/21 10:27:55 AM,3.6,2.7,81.48,,,,
337,09/20/21 10:28:00 AM,2.3,6.5,81.48,,,,
338,09/20/21 10:28:05 AM,3.6,6.5,81.48,,,,
339,09/20/21 10:28:10 AM,2.3,6.5,81.48,,,,
340,09/20/21 10:28:15 AM,3.6,6.5,81.48,,,,
341,09/20/21 10:28:20 AM,2.3,2.7,81.48,,,,
342,09/20/21 10:28:25 AM,2.3,6.5,81.46,,,,
343,09/20/21 10:28:30 AM,2.3,2.7,81.46,,,,
344,09/20/21 10:28:35 AM,3.6,6.5,81.46,,,,
345,09/20/21 10:28:40 AM,3.6,6.5,81.46,,,,
346,09/20/21 10:28:45 AM,3.5,6.5,81.46,,,,
347,09/20/21 10:28:50 AM,3.6,2.7,81.46,,,,
348,09/20/21 10:28:55 AM,3.6,6.5,81.46,,,,
349,09/20/21 10:29:00 AM,3.6,6.5,81.46,,,,
350,09/20/21 10:29:05 AM,2.3,2.7,81.46,,,,
351,09/20/21 10:29:10 AM,3.6,2.7,81.46,,,,
352,09/20/21 10:29:15 AM,3.6,6.5,81.46,,,,
353,09/20/21 10:29:20 AM,3.6,6.5,81.46,,,,
354,09/20/21 10:29:25 AM,2.3,2.7,81.43,,,,
355,09/20/21 10:29:30 AM,2.3,6.5,81.43,,,,
356,09/20/21 10:29:35 AM,3.6,6.5,81.43,,,,
357,09/20/21 10:29:40 AM,3.6,6.5,81.43,,,,
358,09/20/21 10:29:45 AM,2.2,2.7,81.43,,,,
359,09/20/21 10:29:50 AM,2.3,2.7,81.43,,,,
360,09/20/21 10:29:55 AM,3.6,6.5,81.43,,,,
361,09/20/21 10:30:00 AM,3.6,6.5,81.43,,,,
362,09/20/21 10:30:05 AM,3.6,2.7,81.43,,,,
363,09/20/21 10:30:10 AM,3.6,2.7,81.43,,,,
364,09/20/21 10:30:15 AM,3.6,6.5,81.43,,,,
365,09/20/21 10:30:20 AM,3.6,6.5,81.43,,,,
366,09/20/21 10:30:25 AM,2.3,6.5,81.43,,,,
367,09/20/21 10:30:30 AM,3.6,6.5,81.41,,,,
368,09/20/21 10:30:35 AM,3.6,2.7,81.41,,,,
369,09/20/21 10:30:40 AM,3.6,4.2,81.41,,,,
370,09/20/21 10:30:45 AM,3.6,6.5,81.41,,,,
371,09/20/21 10:30:50 AM,2.3,6.5,81.41,,,,
372,09/20/21 10:30:55 AM,2.3,6.5,81.41,,,,
373,09/20/21 10:31:00 AM,3.6,6.5,81.41,,,,
374,09/20/21 10:31:05 AM,3.5,6.5,81.41,,,,
375,09/20/21 10:31:10 AM,3.6,6.5,81.41,,,,
376,09/20/21 10:31:15 AM,2.3,2.7,81.41,,,,
377,09/20/21 10:31:20 AM,3.6,6.5,81.41,,,,
378,09/20/21 10:31:25 AM,2.3,6.5,81.41,,,,
379,09/20/21 10:31:30 AM,2.3,6.5,81.41,,,,
380,09/20/21 10:31:35 AM,3.6,2.7,81.39,,,,
381,09/20/21 10:31:40 AM,3.6,6.5,81.39,,,,
382,09/20/21 10:31:45 AM,3.6,6.5,81.39,,,,
383,09/20/21 10:31:50 AM,2.5,6.5,81.39,,,,
384,09/20/21 10:31:55 AM,2.3,6.5,81.39,,,,
385,09/20/21 10:32:00 AM,2.3,6.5,81.39,,,,
386,09/20/21 10:32:05 AM,2.3,2.7,81.39,,,,
387,09/20/21 10:32:10 AM,3.6,6.5,81.39,,,,
388,09/20/21 10:32:15 AM,3.6,2.7,81.39,,,,
389,09/20/21 10:32:20 AM,3.6,6.5,81.39,,,,
390,09/20/21 10:32:25 AM,2.3,4.2,81.39,,,,
391,09/20/21 10:32:30 AM,3.6,6.5,81.39,,,,
392,09/20/21 10:32:35 AM,3.6,2.7,81.36,,,,
393,09/20/21 10:32:40 AM,3.6,6.5,81.36,,,,
394,09/20/21 10:32:45 AM,3.6,6.5,81.36,,,,
395,09/20/21 10:32:50 AM,3.6,6.5,81.34,,,,
396,09/20/21 10:32:55 AM,2.3,6.5,81.36,,,,
397,09/20/21 10:33:00 AM,2.3,2.7,81.34,,,,
398,09/20/21 10:33:05 AM,3.6,6.5,81.34,,,,
399,09/20/21 10:33:10 AM,3.6,4.2,81.34,,,,
400,09/20/21 10:33:15 AM,3.6,6.5,81.34,,,,
401,09/20/21 10:33:20 AM,2.3,2.7,81.34,,,,
402,09/20/21 10:33:25 AM,3.6,6.5,81.34,,,,
403,09/20/21 10:33:30 AM,2.5,6.5,81.34,,,,
404,09/20/21 10:33:35 AM,3.6,2.7,81.34,,,,
405,09/20/21 10:33:40 AM,2.3,6.5,81.34,,,,
406,09/20/21 10:33:45 AM,3.6,2.7,81.34,,,,
407,09/20/21 10:33:50 AM,3.6,6.5,81.32,,,,
408,09/20/21 10:33:55 AM,3.6,6.5,81.32,,,,
409,09/20/21 10:34:00 AM,2.3,6.5,81.34,,,,
410,09/20/21 10:34:05 AM,3.6,6.5,81.32,,,,
