"Plot Title: Brad_DG_09.29.23"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20342070, SEN S/N: 20342070)","Full Range, μS/cm (LGR S/N: 20342070, SEN S/N: 20342070)","Temp, °F (LGR S/N: 20342070, SEN S/N: 20342070)","Coupler Detached (LGR S/N: 20342070)","Coupler Attached (LGR S/N: 20342070)","Host Connected (LGR S/N: 20342070)","Stopped (LGR S/N: 20342070)","End Of File (LGR S/N: 20342070)"
1,09/29/23 11:24:33 AM,0.4,-0.9,78.87,,,,,
2,09/29/23 11:24:38 AM,0.3,-0.9,78.98,Logged,,,,
3,09/29/23 11:24:43 AM,0.3,-0.9,78.98,,,,,
4,09/29/23 11:24:48 AM,0.3,-0.9,79.02,,,,,
5,09/29/23 11:24:53 AM,-0.3,-0.9,79.07,,,,,
6,09/29/23 11:24:58 AM,0.4,-3.4,79.12,,,,,
7,09/29/23 11:25:03 AM,0.3,-0.9,79.18,,,,,
8,09/29/23 11:25:08 AM,1.6,-0.9,79.23,,,,,
9,09/29/23 11:25:13 AM,0.3,-4.5,79.29,,,,,
10,09/29/23 11:25:18 AM,0.4,-0.9,79.32,,,,,
11,09/29/23 11:25:23 AM,0.4,-0.9,79.38,,,,,
12,09/29/23 11:25:28 AM,0.4,-0.9,79.41,,,,,
13,09/29/23 11:25:33 AM,0.4,-0.9,79.43,,,,,
14,09/29/23 11:25:38 AM,1.6,-0.9,79.48,,,,,
15,09/29/23 11:25:43 AM,1.6,-0.9,79.45,,,,,
16,09/29/23 11:25:48 AM,0.3,-3.4,79.57,,,,,
17,09/29/23 11:25:53 AM,0.4,-0.9,79.56,,,,,
18,09/29/23 11:25:58 AM,14.3,10.4,75.38,,,,,
19,09/29/23 11:26:03 AM,21.7,27.6,78.80,,,,,
20,09/29/23 11:26:08 AM,379.8,382.9,73.96,,,,,
21,09/29/23 11:26:13 AM,34.1,28.5,73.94,,,,,
22,09/29/23 11:26:18 AM,35.5,33.1,75.02,,,,,
23,09/29/23 11:26:23 AM,36.7,35.3,75.38,,,,,
24,09/29/23 11:26:28 AM,379.2,381.5,73.63,,,,,
25,09/29/23 11:26:33 AM,378.5,380.8,73.47,,,,,
26,09/29/23 11:26:38 AM,379.3,381.5,73.42,,,,,
27,09/29/23 11:26:43 AM,378.4,380.8,73.29,,,,,
28,09/29/23 11:26:48 AM,378.8,381.2,73.27,,,,,
29,09/29/23 11:26:53 AM,378.8,381.2,73.26,,,,,
30,09/29/23 11:26:58 AM,378.7,380.9,73.24,,,,,
31,09/29/23 11:27:03 AM,379.0,381.2,73.29,,,,,
32,09/29/23 11:27:08 AM,379.2,381.6,73.33,,,,,
33,09/29/23 11:27:13 AM,379.0,381.2,73.27,,,,,
34,09/29/23 11:27:18 AM,378.5,380.5,73.22,,,,,
35,09/29/23 11:27:23 AM,378.6,380.9,73.22,,,,,
36,09/29/23 11:27:28 AM,378.8,380.9,73.22,,,,,
37,09/29/23 11:27:33 AM,378.7,380.9,73.15,,,,,
38,09/29/23 11:27:38 AM,378.9,380.9,73.15,,,,,
39,09/29/23 11:27:43 AM,378.8,380.9,73.11,,,,,
40,09/29/23 11:27:48 AM,378.9,380.9,73.11,,,,,
41,09/29/23 11:27:53 AM,378.9,380.9,73.11,,,,,
42,09/29/23 11:27:58 AM,379.0,380.9,73.11,,,,,
43,09/29/23 11:28:03 AM,378.9,380.9,73.09,,,,,
44,09/29/23 11:28:08 AM,378.9,380.9,73.08,,,,,
45,09/29/23 11:28:13 AM,379.1,380.9,73.08,,,,,
46,09/29/23 11:28:18 AM,379.1,380.9,73.08,,,,,
47,09/29/23 11:28:23 AM,378.9,380.9,73.06,,,,,
48,09/29/23 11:28:28 AM,378.9,380.9,73.02,,,,,
49,09/29/23 11:28:33 AM,379.1,380.9,73.06,,,,,
50,09/29/23 11:28:38 AM,379.1,380.9,73.00,,,,,
51,09/29/23 11:28:43 AM,379.1,380.9,73.02,,,,,
52,09/29/23 11:28:48 AM,379.0,380.9,73.02,,,,,
53,09/29/23 11:28:53 AM,379.0,380.9,73.02,,,,,
54,09/29/23 11:28:58 AM,379.1,380.9,73.02,,,,,
55,09/29/23 11:29:03 AM,379.0,380.9,73.00,,,,,
56,09/29/23 11:29:08 AM,378.9,380.5,72.99,,,,,
57,09/29/23 11:29:13 AM,379.2,380.5,72.99,,,,,
58,09/29/23 11:29:18 AM,379.3,380.9,73.00,,,,,
59,09/29/23 11:29:23 AM,379.1,380.9,72.99,,,,,
60,09/29/23 11:29:28 AM,379.1,380.9,73.00,,,,,
61,09/29/23 11:29:33 AM,379.2,380.9,72.99,,,,,
62,09/29/23 11:29:38 AM,379.1,380.9,72.99,,,,,
63,09/29/23 11:29:43 AM,379.1,380.9,72.99,,,,,
64,09/29/23 11:29:48 AM,379.2,380.9,72.97,,,,,
65,09/29/23 11:29:53 AM,379.2,380.9,72.99,,,,,
66,09/29/23 11:29:58 AM,379.1,380.9,72.99,,,,,
67,09/29/23 11:30:03 AM,379.2,380.9,72.97,,,,,
68,09/29/23 11:30:08 AM,379.3,380.9,72.99,,,,,
69,09/29/23 11:30:13 AM,379.3,380.9,72.97,,,,,
70,09/29/23 11:30:18 AM,379.2,380.9,72.97,,,,,
71,09/29/23 11:30:23 AM,379.3,380.9,72.97,,,,,
72,09/29/23 11:30:28 AM,379.3,380.9,72.97,,,,,
73,09/29/23 11:30:33 AM,379.3,380.9,72.97,,,,,
74,09/29/23 11:30:38 AM,379.3,380.9,72.99,,,,,
75,09/29/23 11:30:43 AM,379.3,380.9,72.97,,,,,
76,09/29/23 11:30:48 AM,379.3,380.9,72.99,,,,,
77,09/29/23 11:30:53 AM,379.3,381.3,72.99,,,,,
78,09/29/23 11:30:58 AM,379.3,380.9,72.99,,,,,
79,09/29/23 11:31:03 AM,379.4,380.9,72.99,,,,,
80,09/29/23 11:31:08 AM,379.4,380.9,72.99,,,,,
81,09/29/23 11:31:13 AM,379.4,381.3,72.99,,,,,
82,09/29/23 11:31:18 AM,379.4,381.3,72.99,,,,,
83,09/29/23 11:31:23 AM,379.4,380.9,72.99,,,,,
84,09/29/23 11:31:28 AM,379.4,380.9,73.00,,,,,
85,09/29/23 11:31:33 AM,379.4,380.9,72.99,,,,,
86,09/29/23 11:31:38 AM,379.3,380.9,73.00,,,,,
87,09/29/23 11:31:43 AM,379.4,380.9,72.99,,,,,
88,09/29/23 11:31:48 AM,379.3,380.9,73.00,,,,,
89,09/29/23 11:31:53 AM,379.3,380.9,73.00,,,,,
90,09/29/23 11:31:58 AM,379.2,380.9,72.99,,,,,
91,09/29/23 11:32:03 AM,379.3,380.9,73.00,,,,,
92,09/29/23 11:32:08 AM,379.2,380.9,72.99,,,,,
93,09/29/23 11:32:13 AM,379.3,380.9,73.00,,,,,
94,09/29/23 11:32:18 AM,379.2,380.9,73.00,,,,,
95,09/29/23 11:32:23 AM,379.2,380.9,73.00,,,,,
96,09/29/23 11:32:28 AM,379.3,380.9,72.99,,,,,
97,09/29/23 11:32:33 AM,379.2,380.9,73.00,,,,,
98,09/29/23 11:32:38 AM,379.2,380.9,73.00,,,,,
99,09/29/23 11:32:43 AM,379.4,380.9,72.99,,,,,
100,09/29/23 11:32:48 AM,379.2,380.9,73.00,,,,,
101,09/29/23 11:32:53 AM,379.4,380.9,73.02,,,,,
102,09/29/23 11:32:58 AM,379.3,380.9,73.00,,,,,
103,09/29/23 11:33:03 AM,379.4,380.9,73.00,,,,,
104,09/29/23 11:33:08 AM,379.3,380.9,73.00,,,,,
105,09/29/23 11:33:13 AM,379.4,380.9,73.00,,,,,
106,09/29/23 11:33:18 AM,379.4,380.9,73.00,,,,,
107,09/29/23 11:33:23 AM,379.4,380.9,73.00,,,,,
108,09/29/23 11:33:28 AM,379.4,380.9,73.02,,,,,
109,09/29/23 11:33:33 AM,379.4,380.9,73.00,,,,,
110,09/29/23 11:33:38 AM,379.4,380.9,73.02,,,,,
111,09/29/23 11:33:43 AM,379.4,380.9,73.02,,,,,
112,09/29/23 11:33:48 AM,379.4,380.9,73.02,,,,,
113,09/29/23 11:33:53 AM,379.4,380.9,73.02,,,,,
114,09/29/23 11:33:58 AM,379.4,381.3,73.02,,,,,
