"Plot Title: Bradford_streams_9-13-21"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 10778441, SEN S/N: 10778441)","Full Range, μS/cm (LGR S/N: 10778441, SEN S/N: 10778441)","Temp, °F (LGR S/N: 10778441, SEN S/N: 10778441)","Coupler Detached (LGR S/N: 10778441)","Coupler Attached (LGR S/N: 10778441)","Host Connected (LGR S/N: 10778441)","End Of File (LGR S/N: 10778441)"
72,09/13/21 09:51:11 AM,11.3,8.7,74.79,,,,
73,09/13/21 09:51:12 AM,12.9,10.6,74.79,,,,
74,09/13/21 09:51:13 AM,15.1,12.5,74.73,,,,
75,09/13/21 09:51:14 AM,30.7,25.0,74.50,,,,
76,09/13/21 09:51:15 AM,18.6,15.2,74.48,,,,
77,09/13/21 09:51:16 AM,14.3,11.8,74.41,,,,
78,09/13/21 09:51:17 AM,20.8,18.2,74.35,,,,
79,09/13/21 09:51:18 AM,17.5,14.0,74.35,,,,
80,09/13/21 09:51:19 AM,20.3,17.4,74.23,,,,
81,09/13/21 09:51:20 AM,19.0,15.5,74.26,,,,
82,09/13/21 09:51:21 AM,22.0,17.8,74.26,,,,
83,09/13/21 09:51:22 AM,19.9,17.0,74.28,,,,
84,09/13/21 09:51:23 AM,16.8,13.6,74.34,,,,
85,09/13/21 09:51:24 AM,15.9,12.5,74.35,,,,
86,09/13/21 09:51:25 AM,16.8,13.3,74.39,,,,
87,09/13/21 09:51:26 AM,18.2,14.8,74.35,,,,
88,09/13/21 09:51:27 AM,15.5,12.9,74.39,,,,
89,09/13/21 09:51:28 AM,17.5,13.3,74.39,,,,
90,09/13/21 09:51:29 AM,18.3,14.0,74.34,,,,
91,09/13/21 09:51:30 AM,37.8,33.3,74.23,,,,
92,09/13/21 09:51:31 AM,39.6,34.0,73.99,,,,
93,09/13/21 09:51:32 AM,31.2,26.5,74.05,,,,
94,09/13/21 09:51:33 AM,31.6,27.2,74.03,,,,
95,09/13/21 09:51:34 AM,29.1,24.6,74.10,,,,
96,09/13/21 09:51:35 AM,30.0,26.9,74.12,,,,
97,09/13/21 09:51:36 AM,28.7,23.5,74.16,,,,
98,09/13/21 09:51:37 AM,31.7,26.5,74.01,,,,
99,09/13/21 09:51:38 AM,29.8,25.7,74.05,,,,
100,09/13/21 09:51:39 AM,29.3,25.3,74.08,,,,
101,09/13/21 09:51:40 AM,29.5,25.7,74.08,,,,
102,09/13/21 09:51:41 AM,32.1,26.9,74.05,,,,
103,09/13/21 09:51:42 AM,29.2,24.6,73.96,,,,
104,09/13/21 09:51:43 AM,25.8,22.3,74.01,,,,
105,09/13/21 09:51:44 AM,24.5,22.0,74.05,,,,
106,09/13/21 09:51:45 AM,25.8,22.3,74.05,,,,
107,09/13/21 09:51:46 AM,25.5,21.6,74.05,,,,
108,09/13/21 09:51:47 AM,26.0,21.9,74.08,,,,
109,09/13/21 09:51:48 AM,26.1,21.6,74.10,,,,
110,09/13/21 09:51:49 AM,23.9,20.8,74.12,,,,
111,09/13/21 09:51:50 AM,20.2,17.8,74.12,,,,
112,09/13/21 09:51:51 AM,18.6,15.2,74.10,,,,
113,09/13/21 09:51:52 AM,19.1,15.5,74.08,,,,
114,09/13/21 09:51:53 AM,19.6,16.3,74.05,,,,
115,09/13/21 09:51:54 AM,49.9,46.1,73.92,,,,
116,09/13/21 09:51:55 AM,30.6,28.0,73.89,,,,
117,09/13/21 09:51:56 AM,23.9,18.9,73.94,,,,
118,09/13/21 09:51:57 AM,23.5,19.3,73.96,,,,
119,09/13/21 09:51:58 AM,29.6,26.9,73.96,,,,
120,09/13/21 09:51:59 AM,39.3,36.3,73.71,,,,
121,09/13/21 09:52:00 AM,34.4,31.0,73.76,,,,
122,09/13/21 09:52:01 AM,30.1,26.5,73.78,,,,
123,09/13/21 09:52:02 AM,35.8,31.0,73.78,,,,
124,09/13/21 09:52:03 AM,27.8,24.2,73.83,,,,
125,09/13/21 09:52:04 AM,29.8,26.1,73.85,,,,
126,09/13/21 09:52:05 AM,25.2,21.2,73.87,,,,
127,09/13/21 09:52:06 AM,25.9,22.0,73.89,,,,
128,09/13/21 09:52:07 AM,23.2,20.1,73.92,,,,
129,09/13/21 09:52:08 AM,20.4,17.0,73.89,,,,
130,09/13/21 09:52:09 AM,21.8,18.6,73.89,,,,
131,09/13/21 09:52:10 AM,20.8,17.0,73.92,,,,
132,09/13/21 09:52:11 AM,23.4,19.3,73.89,,,,
133,09/13/21 09:52:12 AM,17.8,14.8,73.92,,,,
134,09/13/21 09:52:13 AM,33.8,30.6,73.89,,,,
135,09/13/21 09:52:14 AM,28.3,25.0,73.89,,,,
136,09/13/21 09:52:15 AM,37.4,34.4,73.85,,,,
137,09/13/21 09:52:16 AM,37.5,31.0,73.80,,,,
138,09/13/21 09:52:17 AM,25.5,21.2,73.80,,,,
139,09/13/21 09:52:18 AM,24.6,20.8,73.80,,,,
140,09/13/21 09:52:19 AM,26.1,20.8,73.83,,,,
141,09/13/21 09:52:20 AM,23.0,18.9,73.83,,,,
142,09/13/21 09:52:21 AM,28.0,24.2,73.80,,,,
143,09/13/21 09:52:22 AM,27.1,22.3,73.71,,,,
144,09/13/21 09:52:23 AM,23.8,19.7,73.72,,,,
145,09/13/21 09:52:24 AM,24.7,20.1,73.76,,,,
146,09/13/21 09:52:25 AM,18.2,14.8,73.80,,,,
147,09/13/21 09:52:26 AM,20.0,16.3,73.80,,,,
148,09/13/21 09:52:27 AM,19.7,16.3,73.72,,,,
149,09/13/21 09:52:28 AM,31.8,26.1,73.63,,,,
150,09/13/21 09:52:29 AM,27.6,23.5,73.63,,,,
151,09/13/21 09:52:30 AM,25.2,20.8,73.63,,,,
152,09/13/21 09:52:31 AM,25.2,21.2,73.65,,,,
153,09/13/21 09:52:32 AM,25.9,21.6,73.63,,,,
154,09/13/21 09:52:33 AM,24.3,19.7,73.63,,,,
155,09/13/21 09:52:34 AM,22.4,18.9,73.65,,,,
156,09/13/21 09:52:35 AM,22.0,18.9,73.69,,,,
157,09/13/21 09:52:36 AM,21.1,18.2,73.65,,,,
158,09/13/21 09:52:37 AM,23.0,19.7,73.63,,,,
159,09/13/21 09:52:38 AM,22.6,18.2,73.69,,,,
160,09/13/21 09:52:39 AM,23.0,19.3,73.69,,,,
161,09/13/21 09:52:40 AM,17.3,14.4,73.71,,,,
162,09/13/21 09:52:41 AM,17.9,14.0,73.71,,,,
163,09/13/21 09:52:42 AM,20.9,16.3,73.72,,,,
164,09/13/21 09:52:43 AM,18.5,15.2,73.71,,,,
165,09/13/21 09:52:44 AM,23.1,18.6,73.72,,,,
166,09/13/21 09:52:45 AM,20.4,16.7,73.72,,,,
167,09/13/21 09:52:46 AM,19.7,16.3,73.72,,,,
168,09/13/21 09:52:47 AM,20.7,17.0,73.72,,,,
169,09/13/21 09:52:48 AM,19.7,15.9,73.71,,,,
170,09/13/21 09:52:49 AM,22.9,18.9,73.71,,,,
171,09/13/21 09:52:50 AM,22.1,18.6,73.69,,,,
172,09/13/21 09:52:51 AM,23.0,18.9,73.69,,,,
173,09/13/21 09:52:52 AM,21.6,17.8,73.69,,,,
174,09/13/21 09:52:53 AM,22.2,17.8,73.69,,,,
175,09/13/21 09:52:54 AM,20.3,17.0,73.69,,,,
176,09/13/21 09:52:55 AM,18.9,15.9,73.69,,,,
177,09/13/21 09:52:56 AM,19.5,15.9,73.69,,,,
178,09/13/21 09:52:57 AM,20.9,17.8,73.65,,,,
179,09/13/21 09:52:58 AM,17.5,14.8,73.65,,,,
180,09/13/21 09:52:59 AM,19.0,15.5,73.65,,,,
181,09/13/21 09:53:00 AM,18.4,15.2,73.69,,,,
182,09/13/21 09:53:01 AM,21.6,17.4,73.65,,,,
183,09/13/21 09:53:02 AM,27.4,23.1,73.62,,,,
184,09/13/21 09:53:03 AM,27.9,23.1,73.54,,,,
185,09/13/21 09:53:04 AM,25.9,21.6,73.54,,,,
186,09/13/21 09:53:05 AM,25.0,20.8,73.53,,,,
187,09/13/21 09:53:06 AM,33.8,29.1,73.42,,,,
188,09/13/21 09:53:07 AM,24.3,20.1,73.47,,,,
189,09/13/21 09:53:08 AM,29.6,23.8,73.45,,,,
190,09/13/21 09:53:09 AM,22.2,17.4,73.49,,,,
191,09/13/21 09:53:10 AM,22.5,17.0,73.49,,,,
192,09/13/21 09:53:11 AM,21.7,17.0,73.53,,,,
193,09/13/21 09:53:12 AM,21.4,16.7,73.53,,,,
194,09/13/21 09:53:13 AM,24.9,20.1,73.53,,,,
195,09/13/21 09:53:14 AM,21.8,17.8,73.54,,,,
196,09/13/21 09:53:15 AM,22.1,17.8,73.53,,,,
197,09/13/21 09:53:16 AM,22.0,17.8,73.53,,,,
198,09/13/21 09:53:17 AM,21.9,17.8,73.54,,,,
199,09/13/21 09:53:18 AM,21.3,17.0,73.54,,,,
200,09/13/21 09:53:19 AM,20.7,16.3,73.54,,,,
201,09/13/21 09:53:20 AM,21.0,17.0,73.54,,,,
202,09/13/21 09:53:21 AM,22.5,18.2,73.54,,,,
203,09/13/21 09:53:22 AM,22.6,18.6,73.54,,,,
204,09/13/21 09:53:23 AM,20.2,16.3,73.53,,,,
205,09/13/21 09:53:24 AM,17.5,13.3,73.54,,,,
206,09/13/21 09:53:25 AM,17.9,14.0,73.53,,,,
207,09/13/21 09:53:26 AM,19.3,15.2,73.53,,,,
208,09/13/21 09:53:27 AM,19.0,14.4,73.53,,,,
209,09/13/21 09:53:28 AM,20.8,16.7,73.53,,,,
210,09/13/21 09:53:29 AM,20.1,15.2,73.49,,,,
211,09/13/21 09:53:30 AM,20.3,15.9,73.47,,,,
212,09/13/21 09:53:31 AM,19.7,15.5,73.49,,,,
213,09/13/21 09:53:32 AM,23.4,17.8,73.49,,,,
214,09/13/21 09:53:33 AM,20.3,15.9,73.47,,,,
215,09/13/21 09:53:34 AM,20.2,15.9,73.47,,,,
216,09/13/21 09:53:35 AM,20.7,15.9,73.47,,,,
217,09/13/21 09:53:36 AM,20.5,15.9,73.47,,,,
218,09/13/21 09:53:37 AM,18.5,14.4,73.47,,,,
219,09/13/21 09:53:38 AM,20.4,15.9,73.47,,,,
220,09/13/21 09:53:39 AM,20.0,15.5,73.47,,,,
221,09/13/21 09:53:40 AM,19.2,14.8,73.47,,,,
222,09/13/21 09:53:41 AM,20.0,15.9,73.49,,,,
223,09/13/21 09:53:42 AM,19.5,15.5,73.47,,,,
224,09/13/21 09:53:43 AM,20.1,16.3,73.49,,,,
225,09/13/21 09:53:44 AM,19.3,15.5,73.49,,,,
226,09/13/21 09:53:45 AM,18.3,14.0,73.49,,,,
227,09/13/21 09:53:46 AM,18.9,14.8,73.49,,,,
228,09/13/21 09:53:47 AM,18.7,14.8,73.49,,,,
229,09/13/21 09:53:48 AM,19.5,15.9,73.49,,,,
230,09/13/21 09:53:49 AM,18.3,14.4,73.47,,,,
231,09/13/21 09:53:50 AM,18.3,14.4,73.47,,,,
232,09/13/21 09:53:51 AM,18.5,14.8,73.49,,,,
233,09/13/21 09:53:52 AM,18.4,14.8,73.49,,,,
234,09/13/21 09:53:53 AM,20.4,16.7,73.49,,,,
235,09/13/21 09:53:54 AM,19.2,15.5,73.49,,,,
236,09/13/21 09:53:55 AM,20.8,17.0,73.47,,,,
237,09/13/21 09:53:56 AM,18.1,14.4,73.49,,,,
238,09/13/21 09:53:57 AM,19.1,15.2,73.47,,,,
239,09/13/21 09:53:58 AM,18.5,14.8,73.49,,,,
240,09/13/21 09:53:59 AM,18.5,14.4,73.49,,,,
241,09/13/21 09:54:00 AM,18.3,14.8,73.47,,,,
242,09/13/21 09:54:01 AM,15.3,12.1,73.49,,,,
243,09/13/21 09:54:02 AM,16.6,12.9,73.47,,,,
244,09/13/21 09:54:03 AM,15.8,12.1,73.47,,,,
245,09/13/21 09:54:04 AM,15.8,12.1,73.47,,,,
246,09/13/21 09:54:05 AM,15.0,11.8,73.47,,,,
247,09/13/21 09:54:06 AM,17.5,13.7,73.45,,,,
248,09/13/21 09:54:07 AM,17.0,13.7,73.47,,,,
249,09/13/21 09:54:08 AM,16.8,13.7,73.47,,,,
250,09/13/21 09:54:09 AM,17.6,14.0,73.47,,,,
251,09/13/21 09:54:10 AM,17.2,13.7,73.47,,,,
252,09/13/21 09:54:11 AM,17.3,14.0,73.45,,,,
253,09/13/21 09:54:12 AM,16.3,12.9,73.47,,,,
254,09/13/21 09:54:13 AM,16.9,13.7,73.47,,,,
255,09/13/21 09:54:14 AM,16.8,13.7,73.47,,,,
256,09/13/21 09:54:15 AM,16.3,13.3,73.45,,,,
257,09/13/21 09:54:16 AM,16.4,13.3,73.45,,,,
258,09/13/21 09:54:17 AM,17.0,13.7,73.45,,,,
259,09/13/21 09:54:18 AM,16.8,13.7,73.45,,,,
260,09/13/21 09:54:19 AM,20.7,16.3,73.42,,,,
261,09/13/21 09:54:20 AM,21.3,17.1,73.45,,,,
262,09/13/21 09:54:21 AM,20.7,16.7,73.42,,,,
263,09/13/21 09:54:22 AM,22.0,18.2,73.38,,,,
264,09/13/21 09:54:23 AM,19.7,15.9,73.36,,,,
265,09/13/21 09:54:24 AM,19.5,15.9,73.36,,,,
266,09/13/21 09:54:25 AM,19.0,14.8,73.38,,,,
267,09/13/21 09:54:26 AM,17.8,13.7,73.36,,,,
268,09/13/21 09:54:27 AM,17.0,12.9,73.38,,,,
269,09/13/21 09:54:28 AM,16.8,12.9,73.38,,,,
270,09/13/21 09:54:29 AM,17.6,14.0,73.38,,,,
271,09/13/21 09:54:30 AM,17.9,14.0,73.38,,,,
272,09/13/21 09:54:31 AM,17.7,14.0,73.38,,,,
273,09/13/21 09:54:32 AM,19.2,15.2,73.38,,,,
274,09/13/21 09:54:33 AM,18.3,14.0,73.38,,,,
275,09/13/21 09:54:34 AM,16.9,14.0,73.38,,,,
276,09/13/21 09:54:35 AM,16.8,13.3,73.40,,,,
277,09/13/21 09:54:36 AM,15.8,12.1,73.40,,,,
278,09/13/21 09:54:37 AM,16.0,12.1,73.40,,,,
279,09/13/21 09:54:38 AM,15.7,12.1,73.40,,,,
280,09/13/21 09:54:39 AM,15.6,12.1,73.40,,,,
281,09/13/21 09:54:40 AM,16.8,13.3,73.42,,,,
282,09/13/21 09:54:41 AM,16.5,12.5,73.40,,,,
283,09/13/21 09:54:42 AM,16.3,12.1,73.40,,,,
284,09/13/21 09:54:43 AM,16.4,12.5,73.40,,,,
285,09/13/21 09:54:44 AM,16.6,12.5,73.42,,,,
286,09/13/21 09:54:45 AM,18.3,14.0,73.40,,,,
287,09/13/21 09:54:46 AM,15.1,11.8,73.38,,,,
288,09/13/21 09:54:47 AM,15.6,11.8,73.40,,,,
289,09/13/21 09:54:48 AM,15.4,11.8,73.40,,,,
290,09/13/21 09:54:49 AM,16.9,12.5,73.40,,,,
291,09/13/21 09:54:50 AM,16.2,12.9,73.40,,,,
292,09/13/21 09:54:51 AM,16.0,12.1,73.38,,,,
293,09/13/21 09:54:52 AM,16.3,12.5,73.40,,,,
294,09/13/21 09:54:53 AM,16.2,12.5,73.40,,,,
295,09/13/21 09:54:54 AM,16.5,12.9,73.38,,,,
296,09/13/21 09:54:55 AM,15.6,12.1,73.38,,,,
297,09/13/21 09:54:56 AM,15.4,12.1,73.38,,,,
298,09/13/21 09:54:57 AM,17.7,14.4,73.38,,,,
299,09/13/21 09:54:58 AM,19.0,15.2,73.40,,,,
300,09/13/21 09:54:59 AM,17.6,13.3,73.40,,,,
301,09/13/21 09:55:00 AM,18.8,14.8,73.40,,,,
302,09/13/21 09:55:01 AM,24.0,20.1,73.40,,,,
303,09/13/21 09:55:02 AM,30.6,26.1,73.40,,,,
304,09/13/21 09:55:03 AM,28.5,23.8,73.38,,,,
305,09/13/21 09:55:04 AM,30.3,25.7,73.38,,,,
306,09/13/21 09:55:05 AM,31.4,26.9,73.40,,,,
307,09/13/21 09:55:06 AM,33.0,29.1,73.38,,,,
308,09/13/21 09:55:07 AM,35.2,31.8,73.38,,,,
309,09/13/21 09:55:08 AM,38.3,33.7,73.36,,,,
310,09/13/21 09:55:09 AM,32.7,28.4,73.38,,,,
311,09/13/21 09:55:10 AM,44.5,50.3,73.36,,,,
312,09/13/21 09:55:11 AM,42.5,39.3,73.36,,,,
313,09/13/21 09:55:12 AM,42.8,39.7,73.36,,,,
314,09/13/21 09:55:13 AM,41.3,38.2,73.38,,,,
315,09/13/21 09:55:14 AM,47.7,45.0,73.36,,,,
316,09/13/21 09:55:15 AM,47.7,45.4,73.33,,,,
317,09/13/21 09:55:16 AM,49.8,47.3,73.36,,,,
318,09/13/21 09:55:17 AM,50.7,48.8,73.36,,,,
319,09/13/21 09:55:18 AM,52.1,50.7,73.36,,,,
320,09/13/21 09:55:19 AM,50.9,49.5,73.36,,,,
321,09/13/21 09:55:20 AM,53.0,50.7,73.36,,,,
322,09/13/21 09:55:21 AM,53.7,51.8,73.33,,,,
323,09/13/21 09:55:22 AM,55.3,53.7,73.36,,,,
324,09/13/21 09:55:23 AM,67.0,65.8,73.36,,,,
325,09/13/21 09:55:24 AM,71.7,71.1,73.33,,,,
326,09/13/21 09:55:25 AM,66.2,68.9,73.33,,,,
327,09/13/21 09:55:26 AM,79.5,79.1,73.33,,,,
328,09/13/21 09:55:27 AM,81.2,81.4,73.33,,,,
329,09/13/21 09:55:28 AM,80.2,81.0,73.33,,,,
330,09/13/21 09:55:29 AM,78.2,77.9,73.33,,,,
331,09/13/21 09:55:30 AM,76.6,76.8,73.33,,,,
332,09/13/21 09:55:31 AM,74.5,74.2,73.33,,,,
333,09/13/21 09:55:32 AM,75.0,74.9,73.33,,,,
334,09/13/21 09:55:33 AM,79.6,79.8,73.33,,,,
335,09/13/21 09:55:34 AM,76.9,77.2,73.33,,,,
336,09/13/21 09:55:35 AM,66.4,65.8,73.36,,,,
337,09/13/21 09:55:36 AM,61.6,61.3,73.33,,,,
338,09/13/21 09:55:37 AM,58.4,58.2,73.36,,,,
339,09/13/21 09:55:38 AM,57.4,56.7,73.36,,,,
340,09/13/21 09:55:39 AM,57.4,57.5,73.33,,,,
341,09/13/21 09:55:40 AM,57.1,57.5,73.33,,,,
342,09/13/21 09:55:41 AM,57.9,59.0,73.31,,,,
343,09/13/21 09:55:42 AM,58.1,58.6,73.31,,,,
344,09/13/21 09:55:43 AM,57.4,57.5,73.33,,,,
345,09/13/21 09:55:44 AM,55.4,56.0,73.33,,,,
346,09/13/21 09:55:45 AM,54.8,54.1,73.33,,,,
347,09/13/21 09:55:46 AM,55.3,54.8,73.33,,,,
348,09/13/21 09:55:47 AM,55.6,55.2,73.33,,,,
349,09/13/21 09:55:48 AM,55.4,54.8,73.33,,,,
350,09/13/21 09:55:49 AM,54.5,53.7,73.33,,,,
351,09/13/21 09:55:50 AM,54.5,54.1,73.33,,,,
352,09/13/21 09:55:51 AM,50.9,49.5,73.33,,,,
353,09/13/21 09:55:52 AM,50.6,49.5,73.33,,,,
354,09/13/21 09:55:53 AM,51.6,49.9,73.33,,,,
355,09/13/21 09:55:54 AM,55.3,53.3,73.31,,,,
356,09/13/21 09:55:55 AM,56.0,54.1,73.31,,,,
357,09/13/21 09:55:56 AM,55.8,53.3,73.31,,,,
358,09/13/21 09:55:57 AM,54.0,51.8,73.31,,,,
359,09/13/21 09:55:58 AM,53.5,51.8,73.31,,,,
360,09/13/21 09:55:59 AM,55.1,53.3,73.31,,,,
361,09/13/21 09:56:00 AM,50.0,48.0,73.33,,,,
362,09/13/21 09:56:01 AM,48.8,47.3,73.33,,,,
363,09/13/21 09:56:02 AM,50.9,49.9,73.33,,,,
364,09/13/21 09:56:03 AM,54.1,52.2,73.33,,,,
365,09/13/21 09:56:04 AM,52.3,51.4,73.33,,,,
366,09/13/21 09:56:05 AM,57.9,57.9,73.33,,,,
367,09/13/21 09:56:06 AM,56.9,56.4,73.31,,,,
368,09/13/21 09:56:07 AM,56.7,56.0,73.31,,,,
369,09/13/21 09:56:08 AM,67.2,63.9,73.31,,,,
370,09/13/21 09:56:09 AM,60.6,59.8,73.31,,,,
371,09/13/21 09:56:10 AM,63.6,62.0,73.31,,,,
372,09/13/21 09:56:11 AM,74.1,73.4,73.31,,,,
373,09/13/21 09:56:12 AM,78.8,78.7,73.31,,,,
374,09/13/21 09:56:13 AM,78.8,78.3,73.31,,,,
375,09/13/21 09:56:14 AM,88.1,88.9,73.31,,,,
376,09/13/21 09:56:15 AM,102.9,103.4,73.31,,,,
377,09/13/21 09:56:16 AM,106.7,108.7,73.31,,,,
378,09/13/21 09:56:17 AM,124.5,128.0,73.29,,,,
379,09/13/21 09:56:18 AM,156.7,163.1,73.26,,,,
380,09/13/21 09:56:19 AM,162.4,167.2,73.24,,,,
381,09/13/21 09:56:20 AM,160.7,165.0,73.26,,,,
382,09/13/21 09:56:21 AM,156.1,160.0,73.26,,,,
383,09/13/21 09:56:22 AM,146.8,149.7,73.26,,,,
384,09/13/21 09:56:23 AM,158.4,161.9,73.26,,,,
385,09/13/21 09:56:24 AM,153.5,155.4,73.26,,,,
386,09/13/21 09:56:25 AM,147.2,149.0,73.26,,,,
387,09/13/21 09:56:26 AM,149.8,151.6,73.26,,,,
388,09/13/21 09:56:27 AM,150.2,155.8,73.26,,,,
389,09/13/21 09:56:28 AM,140.3,153.2,73.24,,,,
390,09/13/21 09:56:29 AM,122.1,125.8,73.24,,,,
391,09/13/21 09:56:30 AM,126.5,128.0,73.24,,,,
392,09/13/21 09:56:31 AM,117.9,117.0,73.24,,,,
393,09/13/21 09:56:32 AM,110.3,111.7,73.26,,,,
394,09/13/21 09:56:33 AM,119.4,117.0,73.24,,,,
395,09/13/21 09:56:34 AM,106.2,107.5,73.24,,,,
396,09/13/21 09:56:35 AM,104.0,104.1,73.26,,,,
397,09/13/21 09:56:36 AM,110.4,115.9,73.22,,,,
398,09/13/21 09:56:37 AM,89.2,89.3,73.26,,,,
399,09/13/21 09:56:38 AM,89.4,89.3,73.24,,,,
400,09/13/21 09:56:39 AM,83.3,82.9,73.29,,,,
401,09/13/21 09:56:40 AM,70.2,70.7,73.31,,,,
402,09/13/21 09:56:41 AM,75.2,73.4,73.29,,,,
403,09/13/21 09:56:42 AM,63.5,62.0,73.31,,,,
404,09/13/21 09:56:43 AM,60.0,59.0,73.29,,,,
405,09/13/21 09:56:44 AM,53.3,50.7,73.29,,,,
406,09/13/21 09:56:45 AM,51.2,48.0,73.31,,,,
407,09/13/21 09:56:46 AM,49.0,46.9,73.29,,,,
408,09/13/21 09:56:47 AM,46.4,43.5,73.31,,,,
409,09/13/21 09:56:48 AM,44.4,41.2,73.31,,,,
410,09/13/21 09:56:49 AM,44.6,41.6,73.31,,,,
