"Plot Title: Bradford_DG_2023-03-14"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 20342071, SEN S/N: 20342071)","Temp, °F (LGR S/N: 20342071, SEN S/N: 20342071)","Coupler Detached (LGR S/N: 20342071)","Coupler Attached (LGR S/N: 20342071)","Host Connected (LGR S/N: 20342071)","Stopped (LGR S/N: 20342071)","End Of File (LGR S/N: 20342071)"
63,03/14/23 09:36:19 AM,-1.1,62.19,,,,,
64,03/14/23 09:36:24 AM,-1.1,62.17,,,,,
65,03/14/23 09:36:29 AM,-1.1,62.17,,,,,
66,03/14/23 09:36:34 AM,-1.1,62.15,,,,,
67,03/14/23 09:36:39 AM,-3.7,62.15,,,,,
68,03/14/23 09:36:44 AM,-1.1,62.15,,,,,
69,03/14/23 09:36:49 AM,-4.9,62.11,,,,,
70,03/14/23 09:36:54 AM,-1.1,62.10,,,,,
71,03/14/23 09:36:59 AM,-3.7,62.10,,,,,
72,03/14/23 09:37:04 AM,-1.1,62.04,,,,,
73,03/14/23 09:37:09 AM,-1.1,62.02,,,,,
74,03/14/23 09:37:14 AM,-1.1,62.01,,,,,
75,03/14/23 09:37:19 AM,-1.1,61.97,,,,,
76,03/14/23 09:37:24 AM,-1.1,61.95,,,,,
77,03/14/23 09:37:29 AM,-1.1,61.93,,,,,
78,03/14/23 09:37:34 AM,-3.7,61.93,,,,,
79,03/14/23 09:37:39 AM,-3.7,61.90,,,,,
80,03/14/23 09:37:44 AM,-3.7,61.88,,,,,
81,03/14/23 09:37:49 AM,-1.1,61.86,,,,,
82,03/14/23 09:37:54 AM,-0.4,61.84,,,,,
83,03/14/23 09:37:59 AM,-1.1,61.74,,,,,
84,03/14/23 09:38:04 AM,12.6,61.74,,,,,
85,03/14/23 09:38:09 AM,-1.1,61.79,,,,,
86,03/14/23 09:38:14 AM,-1.1,61.81,,,,,
87,03/14/23 09:38:19 AM,-3.7,61.75,,,,,
88,03/14/23 09:38:24 AM,-1.1,61.74,,,,,
89,03/14/23 09:38:29 AM,-1.1,61.74,,,,,
90,03/14/23 09:38:34 AM,-1.1,61.72,,,,,
91,03/14/23 09:38:39 AM,-3.7,61.72,,,,,
92,03/14/23 09:38:44 AM,-3.7,61.75,,,,,
93,03/14/23 09:38:49 AM,-3.7,61.75,,,,,
94,03/14/23 09:38:54 AM,-1.1,61.74,,,,,
95,03/14/23 09:38:59 AM,-3.7,61.72,,,,,
96,03/14/23 09:39:04 AM,-1.1,61.68,,,,,
97,03/14/23 09:39:09 AM,-1.1,61.65,,,,,
98,03/14/23 09:39:14 AM,-1.1,61.61,,,,,
99,03/14/23 09:39:19 AM,-1.1,61.61,,,,,
100,03/14/23 09:39:24 AM,-3.7,61.59,,,,,
101,03/14/23 09:39:29 AM,-1.1,61.59,,,,,
102,03/14/23 09:39:34 AM,-1.1,61.59,,,,,
103,03/14/23 09:39:39 AM,-3.7,61.56,,,,,
104,03/14/23 09:39:44 AM,-1.1,61.56,,,,,
105,03/14/23 09:39:49 AM,-3.7,61.56,,,,,
106,03/14/23 09:39:54 AM,-1.1,61.54,,,,,
107,03/14/23 09:39:59 AM,-1.1,61.54,,,,,
108,03/14/23 09:40:04 AM,-1.1,61.52,,,,,
109,03/14/23 09:40:09 AM,-1.1,61.52,,,,,
110,03/14/23 09:40:14 AM,-1.1,61.50,,,,,
111,03/14/23 09:40:19 AM,-1.1,61.47,,,,,
112,03/14/23 09:40:24 AM,-1.1,61.43,,,,,
113,03/14/23 09:40:29 AM,-1.1,61.41,,,,,
114,03/14/23 09:40:34 AM,-3.7,61.39,,,,,
115,03/14/23 09:40:39 AM,-1.1,61.39,,,,,
116,03/14/23 09:40:44 AM,-1.1,61.36,,,,,
117,03/14/23 09:40:49 AM,-1.1,61.32,,,,,
118,03/14/23 09:40:54 AM,-1.1,61.32,,,,,
119,03/14/23 09:40:59 AM,-1.1,61.32,,,,,
120,03/14/23 09:41:04 AM,-1.1,61.30,,,,,
121,03/14/23 09:41:09 AM,-1.1,61.29,,,,,
122,03/14/23 09:41:14 AM,-3.7,61.27,,,,,
123,03/14/23 09:41:19 AM,-1.1,61.25,,,,,
124,03/14/23 09:41:24 AM,-1.1,61.23,,,,,
125,03/14/23 09:41:29 AM,-1.1,61.21,,,,,
126,03/14/23 09:41:34 AM,-1.1,61.18,,,,,
127,03/14/23 09:41:39 AM,-1.1,61.16,,,,,
128,03/14/23 09:41:44 AM,-1.1,61.14,,,,,
129,03/14/23 09:41:49 AM,-1.1,61.12,,,,,
130,03/14/23 09:41:54 AM,-1.1,61.07,,,,,
131,03/14/23 09:41:59 AM,-1.1,61.07,,,,,
132,03/14/23 09:42:04 AM,-3.7,61.02,,,,,
133,03/14/23 09:42:09 AM,-1.1,61.03,,,,,
134,03/14/23 09:42:14 AM,-1.1,61.02,,,,,
135,03/14/23 09:42:19 AM,-3.7,60.98,,,,,
136,03/14/23 09:42:24 AM,-3.7,60.96,,,,,
137,03/14/23 09:42:29 AM,-3.7,60.98,,,,,
138,03/14/23 09:42:34 AM,-1.1,60.98,,,,,
139,03/14/23 09:42:39 AM,-1.1,60.96,,,,,
140,03/14/23 09:42:44 AM,-1.1,60.96,,,,,
141,03/14/23 09:42:49 AM,-1.1,60.96,,,,,
142,03/14/23 09:42:54 AM,-1.1,60.93,,,,,
143,03/14/23 09:42:59 AM,-1.1,60.93,,,,,
144,03/14/23 09:43:04 AM,-3.7,60.93,,,,,
145,03/14/23 09:43:09 AM,-1.1,60.89,,,,,
146,03/14/23 09:43:14 AM,-1.1,60.85,,,,,
147,03/14/23 09:43:19 AM,-3.7,60.78,,,,,
148,03/14/23 09:43:24 AM,-1.1,60.80,,,,,
149,03/14/23 09:43:29 AM,-1.1,60.82,,,,,
150,03/14/23 09:43:34 AM,-1.1,60.78,,,,,
151,03/14/23 09:43:39 AM,-1.1,60.75,,,,,
152,03/14/23 09:43:44 AM,-1.1,60.73,,,,,
153,03/14/23 09:43:49 AM,-1.1,60.75,,,,,
154,03/14/23 09:43:54 AM,12.7,60.78,,,,,
155,03/14/23 09:43:59 AM,-1.1,60.69,,,,,
156,03/14/23 09:44:04 AM,-1.1,60.67,,,,,
157,03/14/23 09:44:09 AM,-1.1,60.64,,,,,
158,03/14/23 09:44:14 AM,-1.1,60.57,,,,,
159,03/14/23 09:44:19 AM,-1.1,60.58,,,,,
160,03/14/23 09:44:24 AM,12.7,60.57,,,,,
161,03/14/23 09:44:29 AM,-1.1,60.57,,,,,
162,03/14/23 09:44:34 AM,-1.1,60.57,,,,,
163,03/14/23 09:44:39 AM,-4.9,60.57,,,,,
164,03/14/23 09:44:44 AM,-0.4,60.55,,,,,
165,03/14/23 09:44:49 AM,-0.4,60.53,,,,,
166,03/14/23 09:44:54 AM,-1.1,60.53,,,,,
167,03/14/23 09:44:59 AM,-1.1,60.51,,,,,
168,03/14/23 09:45:04 AM,-1.1,60.53,,,,,
169,03/14/23 09:45:09 AM,-1.1,60.51,,,,,
170,03/14/23 09:45:14 AM,-1.1,60.53,,,,,
171,03/14/23 09:45:19 AM,-3.7,60.53,,,,,
172,03/14/23 09:45:24 AM,-1.1,60.51,,,,,
173,03/14/23 09:45:29 AM,-1.1,60.49,,,,,
174,03/14/23 09:45:34 AM,-3.7,60.51,,,,,
175,03/14/23 09:45:39 AM,-1.1,60.51,,,,,
176,03/14/23 09:45:44 AM,-1.1,60.51,,,,,
177,03/14/23 09:45:49 AM,-1.1,60.51,,,,,
178,03/14/23 09:45:54 AM,-1.1,60.51,,,,,
179,03/14/23 09:45:59 AM,-1.1,60.53,,,,,
180,03/14/23 09:46:04 AM,-1.1,60.55,,,,,
181,03/14/23 09:46:09 AM,-1.1,60.57,,,,,
182,03/14/23 09:46:14 AM,-1.1,60.57,,,,,
183,03/14/23 09:46:19 AM,-1.1,60.57,,,,,
184,03/14/23 09:46:24 AM,-1.1,60.57,,,,,
185,03/14/23 09:46:29 AM,-1.1,60.57,,,,,
186,03/14/23 09:46:34 AM,-1.1,60.57,,,,,
187,03/14/23 09:46:39 AM,-1.1,60.60,,,,,
188,03/14/23 09:46:44 AM,-1.1,60.67,,,,,
189,03/14/23 09:46:49 AM,-1.1,60.73,,,,,
190,03/14/23 09:46:54 AM,-1.1,60.78,,,,,
191,03/14/23 09:46:59 AM,-3.7,60.82,,,,,
192,03/14/23 09:47:04 AM,-1.1,60.89,,,,,
193,03/14/23 09:47:09 AM,-1.1,60.96,,,,,
194,03/14/23 09:47:14 AM,12.7,61.00,,,,,
195,03/14/23 09:47:19 AM,-1.1,61.03,,,,,
196,03/14/23 09:47:24 AM,-0.4,61.09,,,,,
197,03/14/23 09:47:29 AM,-1.1,61.11,,,,,
198,03/14/23 09:47:34 AM,-1.1,61.16,,,,,
199,03/14/23 09:47:39 AM,-1.1,61.18,,,,,
200,03/14/23 09:47:44 AM,-1.1,61.21,,,,,
201,03/14/23 09:47:49 AM,-3.7,61.23,,,,,
202,03/14/23 09:47:54 AM,-1.1,61.29,,,,,
203,03/14/23 09:47:59 AM,-1.1,61.30,,,,,
204,03/14/23 09:48:04 AM,-1.1,61.36,,,,,
205,03/14/23 09:48:09 AM,-1.1,61.41,,,,,
206,03/14/23 09:48:14 AM,-3.7,61.47,,,,,
207,03/14/23 09:48:19 AM,-1.1,61.54,,,,,
208,03/14/23 09:48:24 AM,-1.1,61.56,,,,,
209,03/14/23 09:48:29 AM,-1.1,61.61,,,,,
210,03/14/23 09:48:34 AM,-1.1,61.66,,,,,
211,03/14/23 09:48:39 AM,-1.1,61.74,,,,,
212,03/14/23 09:48:44 AM,-3.7,61.79,,,,,
213,03/14/23 09:48:49 AM,-1.1,61.83,,,,,
214,03/14/23 09:48:54 AM,-1.1,61.84,,,,,
215,03/14/23 09:48:59 AM,-1.1,61.81,,,,,
216,03/14/23 09:49:04 AM,-1.1,61.86,,,,,
217,03/14/23 09:49:09 AM,-1.1,61.81,,,,,
218,03/14/23 09:49:14 AM,-1.1,61.50,,,,,
219,03/14/23 09:49:19 AM,-1.1,61.45,,,,,
220,03/14/23 09:49:24 AM,-3.7,61.39,,,,,
221,03/14/23 09:49:29 AM,-3.7,61.32,,,,,
222,03/14/23 09:49:34 AM,-1.1,61.23,,,,,
223,03/14/23 09:49:39 AM,-1.1,61.21,,,,,
224,03/14/23 09:49:44 AM,-1.1,61.16,,,,,
225,03/14/23 09:49:49 AM,-3.7,61.11,,,,,
226,03/14/23 09:49:54 AM,-1.1,61.12,,,,,
227,03/14/23 09:49:59 AM,-1.1,61.09,,,,,
228,03/14/23 09:50:04 AM,-3.7,61.11,,,,,
229,03/14/23 09:50:09 AM,-1.1,61.14,,,,,
230,03/14/23 09:50:14 AM,-1.1,61.14,,,,,
231,03/14/23 09:50:19 AM,-1.1,61.16,,,,,
232,03/14/23 09:50:24 AM,-1.1,61.14,,,,,
233,03/14/23 09:50:29 AM,-1.1,60.96,,,,,
234,03/14/23 09:50:34 AM,-1.1,60.84,,,,,
235,03/14/23 09:50:39 AM,-1.1,60.78,,,,,
236,03/14/23 09:50:44 AM,-1.1,60.71,,,,,
237,03/14/23 09:50:49 AM,-1.1,60.67,,,,,
238,03/14/23 09:50:54 AM,-1.1,60.60,,,,,
239,03/14/23 09:50:59 AM,113.6,59.45,,,,,
240,03/14/23 09:51:04 AM,113.6,59.38,,,,,
241,03/14/23 09:51:09 AM,73.0,59.38,,,,,
242,03/14/23 09:51:14 AM,-0.7,59.36,,,,,
243,03/14/23 09:51:19 AM,114.0,59.31,,,,,
244,03/14/23 09:51:24 AM,114.0,59.29,,,,,
245,03/14/23 09:51:29 AM,114.0,59.27,,,,,
246,03/14/23 09:51:34 AM,114.0,59.27,,,,,
247,03/14/23 09:51:39 AM,114.0,59.31,,,,,
248,03/14/23 09:51:44 AM,114.0,59.34,,,,,
249,03/14/23 09:51:49 AM,114.0,59.31,,,,,
250,03/14/23 09:51:54 AM,114.0,59.34,,,,,
251,03/14/23 09:51:59 AM,114.0,59.34,,,,,
252,03/14/23 09:52:04 AM,114.0,59.31,,,,,
253,03/14/23 09:52:09 AM,114.0,59.34,,,,,
254,03/14/23 09:52:14 AM,114.4,59.31,,,,,
255,03/14/23 09:52:19 AM,114.0,59.31,,,,,
256,03/14/23 09:52:24 AM,114.0,59.29,,,,,
257,03/14/23 09:52:29 AM,114.0,59.29,,,,,
258,03/14/23 09:52:34 AM,114.4,59.27,,,,,
259,03/14/23 09:52:39 AM,114.4,59.29,,,,,
260,03/14/23 09:52:44 AM,114.0,59.29,,,,,
261,03/14/23 09:52:49 AM,114.0,59.29,,,,,
262,03/14/23 09:52:54 AM,114.0,59.27,,,,,
263,03/14/23 09:52:59 AM,114.4,59.29,,,,,
264,03/14/23 09:53:04 AM,114.0,59.29,,,,,
265,03/14/23 09:53:09 AM,114.0,59.29,,,,,
266,03/14/23 09:53:14 AM,114.0,59.31,,,,,
267,03/14/23 09:53:19 AM,114.0,59.29,,,,,
268,03/14/23 09:53:24 AM,114.0,59.29,,,,,
269,03/14/23 09:53:29 AM,114.4,59.27,,,,,
270,03/14/23 09:53:34 AM,114.0,59.27,,,,,
271,03/14/23 09:53:39 AM,114.4,59.29,,,,,
272,03/14/23 09:53:44 AM,114.4,59.29,,,,,
273,03/14/23 09:53:49 AM,114.0,59.29,,,,,
274,03/14/23 09:53:54 AM,114.4,59.29,,,,,
275,03/14/23 09:53:59 AM,114.4,59.29,,,,,
276,03/14/23 09:54:04 AM,114.4,59.29,,,,,
277,03/14/23 09:54:09 AM,114.4,59.29,,,,,
278,03/14/23 09:54:14 AM,114.0,59.29,,,,,
279,03/14/23 09:54:19 AM,114.4,59.29,,,,,
280,03/14/23 09:54:24 AM,114.0,59.31,,,,,
281,03/14/23 09:54:29 AM,114.4,59.29,,,,,
282,03/14/23 09:54:34 AM,114.0,59.29,,,,,
283,03/14/23 09:54:39 AM,114.0,59.29,,,,,
284,03/14/23 09:54:44 AM,114.4,59.29,,,,,
285,03/14/23 09:54:49 AM,114.4,59.31,,,,,
286,03/14/23 09:54:54 AM,114.0,59.29,,,,,
287,03/14/23 09:54:59 AM,114.0,59.31,,,,,
288,03/14/23 09:55:04 AM,114.4,59.31,,,,,
289,03/14/23 09:55:09 AM,114.0,59.29,,,,,
290,03/14/23 09:55:14 AM,114.4,59.31,,,,,
291,03/14/23 09:55:19 AM,114.4,59.29,,,,,
292,03/14/23 09:55:24 AM,114.4,59.29,,,,,
293,03/14/23 09:55:29 AM,114.4,59.31,,,,,
294,03/14/23 09:55:34 AM,114.4,59.29,,,,,
295,03/14/23 09:55:39 AM,114.0,59.29,,,,,
296,03/14/23 09:55:44 AM,114.4,59.29,,,,,
297,03/14/23 09:55:49 AM,115.1,59.29,,,,,
298,03/14/23 09:55:54 AM,116.2,59.31,,,,,
299,03/14/23 09:55:59 AM,118.5,59.31,,,,,
300,03/14/23 09:56:04 AM,121.8,59.29,,,,,
301,03/14/23 09:56:09 AM,124.4,59.31,,,,,
302,03/14/23 09:56:14 AM,131.9,59.31,,,,,
303,03/14/23 09:56:19 AM,136.7,59.31,,,,,
304,03/14/23 09:56:24 AM,142.7,59.31,,,,,
305,03/14/23 09:56:29 AM,150.1,59.31,,,,,
306,03/14/23 09:56:34 AM,157.6,59.31,,,,,
307,03/14/23 09:56:39 AM,160.9,59.31,,,,,
308,03/14/23 09:56:44 AM,165.0,59.34,,,,,
309,03/14/23 09:56:49 AM,169.8,59.31,,,,,
310,03/14/23 09:56:54 AM,172.4,59.34,,,,,
311,03/14/23 09:56:59 AM,173.9,59.34,,,,,
312,03/14/23 09:57:04 AM,174.3,59.36,,,,,
313,03/14/23 09:57:09 AM,173.2,59.34,,,,,
314,03/14/23 09:57:14 AM,172.4,59.31,,,,,
315,03/14/23 09:57:19 AM,171.0,59.34,,,,,
316,03/14/23 09:57:24 AM,169.5,59.31,,,,,
317,03/14/23 09:57:29 AM,166.9,59.31,,,,,
318,03/14/23 09:57:34 AM,165.7,59.31,,,,,
319,03/14/23 09:57:39 AM,163.1,59.31,,,,,
320,03/14/23 09:57:44 AM,160.5,59.31,,,,,
321,03/14/23 09:57:49 AM,158.3,59.34,,,,,
322,03/14/23 09:57:54 AM,156.4,59.34,,,,,
323,03/14/23 09:57:59 AM,154.2,59.31,,,,,
324,03/14/23 09:58:04 AM,152.0,59.31,,,,,
325,03/14/23 09:58:09 AM,150.1,59.31,,,,,
326,03/14/23 09:58:14 AM,147.9,59.34,,,,,
327,03/14/23 09:58:19 AM,146.8,59.34,,,,,
328,03/14/23 09:58:24 AM,144.5,59.34,,,,,
329,03/14/23 09:58:29 AM,143.0,59.29,,,,,
330,03/14/23 09:58:34 AM,141.2,59.31,,,,,
331,03/14/23 09:58:39 AM,140.1,59.31,,,,,
332,03/14/23 09:58:44 AM,138.6,59.31,,,,,
333,03/14/23 09:58:49 AM,137.8,59.31,,,,,
334,03/14/23 09:58:54 AM,136.7,59.34,,,,,
335,03/14/23 09:58:59 AM,136.0,59.31,,,,,
336,03/14/23 09:59:04 AM,136.3,59.29,,,,,
337,03/14/23 09:59:09 AM,134.9,59.31,,,,,
338,03/14/23 09:59:14 AM,133.7,59.31,,,,,
339,03/14/23 09:59:19 AM,133.0,59.31,,,,,
340,03/14/23 09:59:24 AM,131.5,59.31,,,,,
341,03/14/23 09:59:29 AM,130.4,59.34,,,,,
342,03/14/23 09:59:34 AM,129.6,59.31,,,,,
343,03/14/23 09:59:39 AM,129.3,59.31,,,,,
344,03/14/23 09:59:44 AM,128.9,59.31,,,,,
345,03/14/23 09:59:49 AM,127.8,59.31,,,,,
346,03/14/23 09:59:54 AM,127.0,59.31,,,,,
347,03/14/23 09:59:59 AM,126.7,59.31,,,,,
348,03/14/23 10:00:04 AM,125.9,59.31,,,,,
349,03/14/23 10:00:09 AM,125.5,59.31,,,,,
350,03/14/23 10:00:14 AM,125.2,59.29,,,,,
351,03/14/23 10:00:19 AM,124.4,59.31,,,,,
352,03/14/23 10:00:24 AM,124.1,59.31,,,,,
353,03/14/23 10:00:29 AM,123.7,59.34,,,,,
354,03/14/23 10:00:34 AM,123.3,59.31,,,,,
355,03/14/23 10:00:39 AM,122.9,59.31,,,,,
356,03/14/23 10:00:44 AM,122.6,59.34,,,,,
357,03/14/23 10:00:49 AM,122.2,59.31,,,,,
358,03/14/23 10:00:54 AM,122.2,59.31,,,,,
359,03/14/23 10:00:59 AM,121.8,59.31,,,,,
360,03/14/23 10:01:04 AM,121.5,59.34,,,,,
361,03/14/23 10:01:09 AM,121.5,59.31,,,,,
362,03/14/23 10:01:14 AM,121.1,59.31,,,,,
363,03/14/23 10:01:19 AM,120.3,59.31,,,,,
364,03/14/23 10:01:24 AM,120.3,59.34,,,,,
365,03/14/23 10:01:29 AM,120.3,59.34,,,,,
366,03/14/23 10:01:34 AM,120.3,59.34,,,,,
367,03/14/23 10:01:39 AM,120.0,59.31,,,,,
368,03/14/23 10:01:44 AM,119.6,59.34,,,,,
369,03/14/23 10:01:49 AM,119.6,59.31,,,,,
370,03/14/23 10:01:54 AM,118.8,59.31,,,,,
371,03/14/23 10:01:59 AM,119.2,59.31,,,,,
372,03/14/23 10:02:04 AM,118.8,59.34,,,,,
373,03/14/23 10:02:09 AM,118.8,59.36,,,,,
374,03/14/23 10:02:14 AM,118.5,59.31,,,,,
375,03/14/23 10:02:19 AM,118.1,59.31,,,,,
376,03/14/23 10:02:24 AM,118.1,59.31,,,,,
377,03/14/23 10:02:29 AM,117.7,59.31,,,,,
378,03/14/23 10:02:34 AM,117.7,59.31,,,,,
379,03/14/23 10:02:39 AM,117.7,59.34,,,,,
380,03/14/23 10:02:44 AM,117.7,59.31,,,,,
381,03/14/23 10:02:49 AM,117.7,59.31,,,,,
382,03/14/23 10:02:54 AM,117.4,59.34,,,,,
383,03/14/23 10:02:59 AM,117.7,59.31,,,,,
384,03/14/23 10:03:04 AM,117.4,59.34,,,,,
385,03/14/23 10:03:09 AM,117.4,59.34,,,,,
386,03/14/23 10:03:14 AM,117.0,59.34,,,,,
387,03/14/23 10:03:19 AM,117.0,59.34,,,,,
388,03/14/23 10:03:24 AM,117.0,59.34,,,,,
389,03/14/23 10:03:29 AM,117.0,59.34,,,,,
390,03/14/23 10:03:34 AM,116.6,59.34,,,,,
391,03/14/23 10:03:39 AM,116.6,59.34,,,,,
392,03/14/23 10:03:44 AM,116.2,59.34,,,,,
393,03/14/23 10:03:49 AM,116.6,59.34,,,,,
394,03/14/23 10:03:54 AM,115.9,59.34,,,,,
395,03/14/23 10:03:59 AM,116.2,59.34,,,,,
396,03/14/23 10:04:04 AM,115.9,59.34,,,,,
397,03/14/23 10:04:09 AM,116.2,59.34,,,,,
398,03/14/23 10:04:14 AM,115.9,59.36,,,,,
399,03/14/23 10:04:19 AM,115.9,59.34,,,,,
400,03/14/23 10:04:24 AM,115.9,59.34,,,,,
401,03/14/23 10:04:29 AM,115.9,59.36,,,,,
402,03/14/23 10:04:34 AM,115.5,59.34,,,,,
403,03/14/23 10:04:39 AM,115.5,59.34,,,,,
404,03/14/23 10:04:44 AM,115.9,59.31,,,,,
405,03/14/23 10:04:49 AM,115.5,59.34,,,,,
406,03/14/23 10:04:54 AM,115.9,59.34,,,,,
407,03/14/23 10:04:59 AM,115.5,59.34,,,,,
408,03/14/23 10:05:04 AM,115.5,59.31,,,,,
409,03/14/23 10:05:09 AM,115.5,59.31,,,,,
410,03/14/23 10:05:14 AM,115.5,59.31,,,,,
411,03/14/23 10:05:19 AM,115.5,59.31,,,,,
412,03/14/23 10:05:24 AM,115.5,59.31,,,,,
413,03/14/23 10:05:29 AM,115.1,59.29,,,,,
414,03/14/23 10:05:34 AM,115.5,59.31,,,,,
415,03/14/23 10:05:39 AM,115.1,59.31,,,,,
416,03/14/23 10:05:44 AM,115.1,59.31,,,,,
417,03/14/23 10:05:49 AM,115.1,59.34,,,,,
418,03/14/23 10:05:54 AM,115.1,59.29,,,,,
419,03/14/23 10:05:59 AM,115.1,59.31,,,,,
420,03/14/23 10:06:04 AM,114.8,59.31,,,,,
421,03/14/23 10:06:09 AM,115.1,59.31,,,,,
422,03/14/23 10:06:14 AM,115.1,59.31,,,,,
423,03/14/23 10:06:19 AM,115.1,59.34,,,,,
424,03/14/23 10:06:24 AM,115.1,59.34,,,,,
425,03/14/23 10:06:29 AM,115.1,59.31,,,,,
426,03/14/23 10:06:34 AM,115.1,59.31,,,,,
427,03/14/23 10:06:39 AM,115.1,59.31,,,,,
428,03/14/23 10:06:44 AM,114.7,59.34,,,,,
429,03/14/23 10:06:49 AM,114.7,59.34,,,,,
430,03/14/23 10:06:54 AM,114.8,59.31,,,,,
431,03/14/23 10:06:59 AM,114.7,59.34,,,,,
432,03/14/23 10:07:04 AM,115.1,59.31,,,,,
433,03/14/23 10:07:09 AM,114.8,59.31,,,,,
434,03/14/23 10:07:14 AM,115.1,59.34,,,,,
435,03/14/23 10:07:19 AM,114.7,59.36,,,,,
436,03/14/23 10:07:24 AM,114.7,59.34,,,,,
437,03/14/23 10:07:29 AM,114.7,59.34,,,,,
438,03/14/23 10:07:34 AM,114.8,59.31,,,,,
439,03/14/23 10:07:39 AM,114.8,59.31,,,,,
440,03/14/23 10:07:44 AM,114.7,59.34,,,,,
441,03/14/23 10:07:49 AM,114.8,59.29,,,,,
442,03/14/23 10:07:54 AM,114.8,59.31,,,,,
443,03/14/23 10:07:59 AM,114.8,59.31,,,,,
444,03/14/23 10:08:04 AM,114.7,59.34,,,,,
445,03/14/23 10:08:09 AM,114.8,59.31,,,,,
