"Plot Title: Bradford_cond"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 20342062, SEN S/N: 20342062)","Full Range, μS/cm (LGR S/N: 20342062, SEN S/N: 20342062)","Temp, °F (LGR S/N: 20342062, SEN S/N: 20342062)","Coupler Detached (LGR S/N: 20342062)","Coupler Attached (LGR S/N: 20342062)","Host Connected (LGR S/N: 20342062)","End Of File (LGR S/N: 20342062)"
1,04/16/21 11:00:00 AM,0.7,31.2,78.26,Logged,,,
2,04/16/21 11:00:05 AM,2.5,5.7,78.26,,,,
3,04/16/21 11:00:10 AM,0.7,5.7,78.26,,,,
4,04/16/21 11:00:15 AM,1.2,5.7,78.26,,,,
5,04/16/21 11:00:20 AM,1.4,31.2,78.28,,,,
6,04/16/21 11:00:25 AM,1.4,5.7,78.28,,,,
7,04/16/21 11:00:30 AM,1.2,31.2,78.28,,,,
8,04/16/21 11:00:35 AM,0.7,5.7,78.28,,,,
9,04/16/21 11:00:40 AM,0.7,31.2,78.28,,,,
10,04/16/21 11:00:45 AM,2.5,5.7,78.28,,,,
11,04/16/21 11:00:50 AM,0.7,5.7,78.28,,,,
12,04/16/21 11:00:55 AM,0.7,5.7,78.28,,,,
13,04/16/21 11:01:00 AM,2.5,5.7,78.28,,,,
14,04/16/21 11:01:05 AM,0.7,31.2,78.30,,,,
15,04/16/21 11:01:10 AM,2.5,31.2,78.30,,,,
16,04/16/21 11:01:15 AM,2.5,31.2,78.30,,,,
17,04/16/21 11:01:20 AM,1.4,31.2,78.30,,,,
18,04/16/21 11:01:25 AM,0.7,31.2,78.30,,,,
19,04/16/21 11:01:30 AM,1.2,5.7,78.30,,,,
20,04/16/21 11:01:35 AM,1.2,5.7,78.30,,,,
21,04/16/21 11:01:40 AM,0.7,5.7,78.30,,,,
22,04/16/21 11:01:45 AM,0.7,5.7,78.30,,,,
23,04/16/21 11:01:50 AM,0.7,31.2,78.33,,,,
24,04/16/21 11:01:55 AM,1.4,31.2,78.33,,,,
25,04/16/21 11:02:00 AM,1.2,31.2,78.33,,,,
26,04/16/21 11:02:05 AM,1.2,31.2,78.33,,,,
27,04/16/21 11:02:10 AM,0.7,31.2,78.33,,,,
28,04/16/21 11:02:15 AM,0.7,5.7,78.33,,,,
29,04/16/21 11:02:20 AM,0.7,31.2,78.33,,,,
30,04/16/21 11:02:25 AM,1.2,31.2,78.33,,,,
31,04/16/21 11:02:30 AM,1.4,31.2,78.33,,,,
32,04/16/21 11:02:35 AM,1.4,31.2,78.35,,,,
33,04/16/21 11:02:40 AM,2.5,31.2,78.35,,,,
34,04/16/21 11:02:45 AM,1.2,31.2,78.35,,,,
35,04/16/21 11:02:50 AM,2.5,5.7,78.35,,,,
36,04/16/21 11:02:55 AM,2.5,31.2,78.35,,,,
37,04/16/21 11:03:00 AM,1.4,5.7,78.35,,,,
38,04/16/21 11:03:05 AM,1.4,31.2,78.35,,,,
39,04/16/21 11:03:10 AM,1.4,31.2,78.35,,,,
40,04/16/21 11:03:15 AM,1.4,31.2,78.35,,,,
41,04/16/21 11:03:20 AM,1.4,31.2,78.37,,,,
42,04/16/21 11:03:25 AM,0.7,31.2,78.37,,,,
43,04/16/21 11:03:30 AM,1.2,31.2,78.37,,,,
44,04/16/21 11:03:35 AM,0.7,5.7,78.37,,,,
45,04/16/21 11:03:40 AM,2.5,5.7,78.37,,,,
46,04/16/21 11:03:45 AM,1.4,31.2,78.37,,,,
47,04/16/21 11:03:50 AM,2.5,31.2,78.37,,,,
48,04/16/21 11:03:55 AM,0.7,5.7,78.37,,,,
49,04/16/21 11:04:00 AM,1.2,5.7,78.37,,,,
50,04/16/21 11:04:05 AM,0.7,5.7,78.39,,,,
51,04/16/21 11:04:10 AM,0.7,5.7,78.39,,,,
52,04/16/21 11:04:15 AM,0.7,31.2,78.39,,,,
53,04/16/21 11:04:20 AM,1.2,31.2,78.39,,,,
54,04/16/21 11:04:25 AM,0.7,5.7,78.39,,,,
55,04/16/21 11:04:30 AM,0.7,31.2,78.39,,,,
56,04/16/21 11:04:35 AM,1.4,5.7,78.39,,,,
57,04/16/21 11:04:40 AM,0.7,31.2,78.39,,,,
58,04/16/21 11:04:45 AM,1.2,5.7,78.40,,,,
59,04/16/21 11:04:50 AM,2.5,31.2,78.40,,,,
60,04/16/21 11:04:55 AM,0.7,5.7,78.40,,,,
61,04/16/21 11:05:00 AM,1.2,5.7,78.40,,,,
62,04/16/21 11:05:05 AM,0.7,5.7,78.40,,,,
63,04/16/21 11:05:10 AM,0.7,31.2,78.40,,,,
64,04/16/21 11:05:15 AM,0.7,31.2,78.40,,,,
65,04/16/21 11:05:20 AM,1.4,31.2,78.40,,,,
66,04/16/21 11:05:25 AM,0.7,31.2,78.42,,,,
67,04/16/21 11:05:30 AM,0.7,31.2,78.40,,,,
68,04/16/21 11:05:35 AM,0.7,31.2,78.42,,,,
69,04/16/21 11:05:40 AM,2.5,5.7,78.40,,,,
70,04/16/21 11:05:45 AM,0.7,5.7,78.40,,,,
71,04/16/21 11:05:50 AM,1.2,5.7,78.42,,,,
72,04/16/21 11:05:55 AM,2.5,7.8,78.42,,,,
73,04/16/21 11:06:00 AM,1.4,31.2,78.42,,,,
74,04/16/21 11:06:05 AM,1.2,31.2,78.42,,,,
75,04/16/21 11:06:10 AM,1.4,15.1,78.42,,,,
76,04/16/21 11:06:15 AM,2.5,2.5,78.42,,,,
77,04/16/21 11:06:20 AM,1.2,31.2,78.42,,,,
78,04/16/21 11:06:25 AM,0.7,31.2,78.42,,,,
79,04/16/21 11:06:30 AM,1.4,31.2,78.42,,,,
80,04/16/21 11:06:35 AM,1.4,5.7,78.46,,,,
81,04/16/21 11:06:40 AM,0.7,31.2,78.46,,,,
82,04/16/21 11:06:45 AM,1.4,5.7,78.46,,,,
83,04/16/21 11:06:50 AM,1.4,31.2,78.46,,,,
84,04/16/21 11:06:55 AM,2.5,5.7,78.46,,,,
85,04/16/21 11:07:00 AM,0.7,5.7,78.46,,,,
86,04/16/21 11:07:05 AM,1.4,5.7,78.46,,,,
87,04/16/21 11:07:10 AM,0.7,31.2,78.46,,,,
88,04/16/21 11:07:15 AM,2.5,31.2,78.46,,,,
89,04/16/21 11:07:20 AM,2.5,5.7,78.46,,,,
90,04/16/21 11:07:25 AM,0.7,31.2,78.46,,,,
91,04/16/21 11:07:30 AM,2.5,5.7,78.48,,,,
92,04/16/21 11:07:35 AM,1.2,31.2,78.46,,,,
93,04/16/21 11:07:40 AM,0.7,5.7,78.48,,,,
94,04/16/21 11:07:45 AM,0.7,31.2,78.48,,,,
95,04/16/21 11:07:50 AM,0.7,31.2,78.48,,,,
96,04/16/21 11:07:55 AM,1.2,5.7,78.48,,,,
97,04/16/21 11:08:00 AM,1.2,31.2,78.48,,,,
98,04/16/21 11:08:05 AM,1.4,5.7,78.48,,,,
99,04/16/21 11:08:10 AM,0.7,31.2,78.48,,,,
100,04/16/21 11:08:15 AM,1.2,5.7,78.48,,,,
101,04/16/21 11:08:20 AM,2.5,31.2,78.49,,,,
102,04/16/21 11:08:25 AM,1.4,5.7,78.48,,,,
103,04/16/21 11:08:30 AM,2.5,31.2,78.49,,,,
104,04/16/21 11:08:35 AM,1.2,5.7,78.49,,,,
105,04/16/21 11:08:40 AM,0.7,31.2,78.49,,,,
106,04/16/21 11:08:45 AM,1.2,31.2,78.49,,,,
107,04/16/21 11:08:50 AM,1.2,31.2,78.49,,,,
108,04/16/21 11:08:55 AM,2.5,5.7,78.49,,,,
109,04/16/21 11:09:00 AM,1.4,5.7,78.49,,,,
110,04/16/21 11:09:05 AM,0.7,5.7,78.49,,,,
111,04/16/21 11:09:10 AM,1.4,5.7,78.49,,,,
112,04/16/21 11:09:15 AM,1.2,5.7,78.49,,,,
113,04/16/21 11:09:20 AM,1.4,5.7,78.49,,,,
114,04/16/21 11:09:25 AM,0.7,31.2,78.49,,,,
115,04/16/21 11:09:30 AM,1.2,5.7,78.51,,,,
116,04/16/21 11:09:35 AM,2.5,5.7,78.49,,,,
117,04/16/21 11:09:40 AM,1.2,31.2,78.49,,,,
118,04/16/21 11:09:45 AM,1.4,5.7,78.51,,,,
119,04/16/21 11:09:50 AM,2.5,31.2,78.51,,,,
120,04/16/21 11:09:55 AM,1.2,31.2,78.51,,,,
121,04/16/21 11:10:00 AM,1.2,5.7,78.51,,,,
122,04/16/21 11:10:05 AM,1.2,5.7,78.51,,,,
123,04/16/21 11:10:10 AM,1.4,5.7,78.51,,,,
124,04/16/21 11:10:15 AM,1.4,5.7,78.51,,,,
125,04/16/21 11:10:20 AM,1.2,5.7,78.51,,,,
126,04/16/21 11:10:25 AM,2.5,2.5,78.51,,,,
127,04/16/21 11:10:30 AM,2.5,5.7,78.51,,,,
128,04/16/21 11:10:35 AM,0.7,5.7,78.51,,,,
129,04/16/21 11:10:40 AM,0.7,5.7,78.51,,,,
130,04/16/21 11:10:45 AM,0.7,31.2,78.51,,,,
131,04/16/21 11:10:50 AM,0.7,31.2,78.51,,,,
132,04/16/21 11:10:55 AM,1.2,31.2,78.53,,,,
133,04/16/21 11:11:00 AM,1.4,31.2,78.53,,,,
134,04/16/21 11:11:05 AM,0.7,5.7,78.53,,,,
135,04/16/21 11:11:10 AM,2.5,5.7,78.53,,,,
136,04/16/21 11:11:15 AM,1.4,5.7,78.53,,,,
137,04/16/21 11:11:20 AM,1.4,5.7,78.53,,,,
138,04/16/21 11:11:25 AM,1.2,5.7,78.53,,,,
139,04/16/21 11:11:30 AM,2.5,5.7,78.53,,,,
140,04/16/21 11:11:35 AM,0.7,5.7,78.53,,,,
141,04/16/21 11:11:40 AM,1.2,5.7,78.55,,,,
142,04/16/21 11:11:45 AM,2.5,5.7,78.53,,,,
143,04/16/21 11:11:50 AM,0.7,5.7,78.55,,,,
144,04/16/21 11:11:55 AM,1.4,31.2,78.53,,,,
145,04/16/21 11:12:00 AM,0.7,31.2,78.55,,,,
146,04/16/21 11:12:05 AM,1.2,31.2,78.55,,,,
147,04/16/21 11:12:10 AM,0.7,5.7,78.55,,,,
148,04/16/21 11:12:15 AM,1.4,31.2,78.55,,,,
149,04/16/21 11:12:20 AM,2.5,31.2,78.55,,,,
150,04/16/21 11:12:25 AM,1.2,5.7,78.55,,,,
151,04/16/21 11:12:30 AM,0.7,31.2,78.55,,,,
152,04/16/21 11:12:35 AM,2.5,5.7,78.55,,,,
153,04/16/21 11:12:40 AM,1.2,5.7,78.55,,,,
154,04/16/21 11:12:45 AM,2.5,5.7,78.55,,,,
155,04/16/21 11:12:50 AM,2.5,5.7,78.55,,,,
156,04/16/21 11:12:55 AM,2.5,31.2,78.55,,,,
157,04/16/21 11:13:00 AM,1.2,5.7,78.55,,,,
158,04/16/21 11:13:05 AM,1.4,5.7,78.55,,,,
159,04/16/21 11:13:10 AM,1.2,5.7,78.58,,,,
160,04/16/21 11:13:15 AM,1.2,5.7,78.58,,,,
161,04/16/21 11:13:20 AM,2.5,31.2,78.58,,,,
162,04/16/21 11:13:25 AM,2.5,31.2,78.58,,,,
163,04/16/21 11:13:30 AM,1.2,5.7,78.58,,,,
164,04/16/21 11:13:35 AM,1.4,31.2,78.58,,,,
165,04/16/21 11:13:40 AM,1.2,31.2,78.58,,,,
166,04/16/21 11:13:45 AM,1.4,5.7,78.58,,,,
167,04/16/21 11:13:50 AM,1.4,5.7,78.58,,,,
168,04/16/21 11:13:55 AM,0.7,5.7,78.58,,,,
169,04/16/21 11:14:00 AM,0.7,5.7,78.58,,,,
170,04/16/21 11:14:05 AM,1.2,31.2,78.58,,,,
171,04/16/21 11:14:10 AM,0.7,31.2,78.60,,,,
172,04/16/21 11:14:15 AM,1.2,31.2,78.60,,,,
173,04/16/21 11:14:20 AM,2.5,5.7,78.58,,,,
174,04/16/21 11:14:25 AM,2.5,31.2,78.60,,,,
175,04/16/21 11:14:30 AM,2.5,5.7,78.60,,,,
176,04/16/21 11:14:35 AM,1.4,5.7,78.60,,,,
177,04/16/21 11:14:40 AM,1.2,5.7,78.60,,,,
178,04/16/21 11:14:45 AM,1.4,5.7,78.58,,,,
179,04/16/21 11:14:50 AM,2.5,5.7,78.60,,,,
180,04/16/21 11:14:55 AM,2.5,31.2,78.60,,,,
181,04/16/21 11:15:00 AM,1.4,5.7,78.60,,,,
182,04/16/21 11:15:05 AM,1.2,7.8,78.60,,,,
183,04/16/21 11:15:10 AM,2.5,31.2,78.60,,,,
184,04/16/21 11:15:15 AM,0.7,31.2,78.60,,,,
185,04/16/21 11:15:20 AM,2.5,31.2,78.62,,,,
186,04/16/21 11:15:25 AM,2.5,31.2,78.60,,,,
187,04/16/21 11:15:30 AM,1.2,31.2,78.60,,,,
188,04/16/21 11:15:35 AM,1.2,5.7,78.60,,,,
189,04/16/21 11:15:40 AM,1.2,5.7,78.62,,,,
190,04/16/21 11:15:45 AM,2.5,5.7,78.60,,,,
191,04/16/21 11:15:50 AM,1.2,31.2,78.60,,,,
192,04/16/21 11:15:55 AM,0.7,5.7,78.62,,,,
193,04/16/21 11:16:00 AM,1.4,5.7,78.62,,,,
194,04/16/21 11:16:05 AM,1.4,5.7,78.62,,,,
195,04/16/21 11:16:10 AM,2.5,5.7,78.62,,,,
196,04/16/21 11:16:15 AM,1.4,5.7,78.62,,,,
197,04/16/21 11:16:20 AM,2.5,5.7,78.62,,,,
198,04/16/21 11:16:25 AM,1.2,5.7,78.62,,,,
199,04/16/21 11:16:30 AM,2.5,31.2,78.62,,,,
200,04/16/21 11:16:35 AM,2.5,31.2,78.62,,,,
201,04/16/21 11:16:40 AM,2.5,31.2,78.62,,,,
202,04/16/21 11:16:45 AM,1.2,5.7,78.62,,,,
203,04/16/21 11:16:50 AM,2.5,31.2,78.62,,,,
204,04/16/21 11:16:55 AM,1.2,5.7,78.62,,,,
205,04/16/21 11:17:00 AM,2.5,31.2,78.62,,,,
206,04/16/21 11:17:05 AM,1.4,31.2,78.62,,,,
207,04/16/21 11:17:10 AM,0.7,5.7,78.64,,,,
208,04/16/21 11:17:15 AM,2.5,5.7,78.64,,,,
209,04/16/21 11:17:20 AM,0.7,5.7,78.64,,,,
210,04/16/21 11:17:25 AM,0.7,5.7,78.64,,,,
211,04/16/21 11:17:30 AM,2.5,5.7,78.64,,,,
212,04/16/21 11:17:35 AM,2.5,5.7,78.64,,,,
213,04/16/21 11:17:40 AM,1.2,5.7,78.64,,,,
214,04/16/21 11:17:45 AM,2.5,31.2,78.64,,,,
215,04/16/21 11:17:50 AM,1.4,31.2,78.64,,,,
216,04/16/21 11:17:55 AM,1.2,5.7,78.64,,,,
217,04/16/21 11:18:00 AM,1.4,31.2,78.64,,,,
218,04/16/21 11:18:05 AM,2.5,31.2,78.64,,,,
219,04/16/21 11:18:10 AM,1.4,31.2,78.66,,,,
220,04/16/21 11:18:15 AM,1.2,31.2,78.66,,,,
221,04/16/21 11:18:20 AM,2.5,31.2,78.64,,,,
222,04/16/21 11:18:25 AM,1.2,31.2,78.66,,,,
223,04/16/21 11:18:30 AM,2.5,5.7,78.66,,,,
224,04/16/21 11:18:35 AM,0.7,5.7,78.66,,,,
225,04/16/21 11:18:40 AM,1.2,5.7,78.66,,,,
226,04/16/21 11:18:45 AM,1.4,5.7,78.66,,,,
227,04/16/21 11:18:50 AM,0.7,7.8,78.66,,,,
228,04/16/21 11:18:55 AM,2.5,5.7,78.66,,,,
229,04/16/21 11:19:00 AM,1.2,5.7,78.66,,,,
230,04/16/21 11:19:05 AM,1.4,5.7,78.66,,,,
231,04/16/21 11:19:10 AM,0.7,5.7,78.66,,,,
232,04/16/21 11:19:15 AM,1.4,31.2,78.66,,,,
233,04/16/21 11:19:20 AM,1.4,31.2,78.66,,,,
234,04/16/21 11:19:25 AM,1.4,31.2,78.66,,,,
235,04/16/21 11:19:30 AM,2.5,31.2,78.66,,,,
236,04/16/21 11:19:35 AM,1.4,31.2,78.67,,,,
237,04/16/21 11:19:40 AM,1.2,5.7,78.66,,,,
238,04/16/21 11:19:45 AM,2.5,5.7,78.66,,,,
239,04/16/21 11:19:50 AM,2.5,5.7,78.66,,,,
240,04/16/21 11:19:55 AM,1.2,5.7,78.66,,,,
241,04/16/21 11:20:00 AM,1.2,31.2,78.67,,,,
242,04/16/21 11:20:05 AM,1.4,31.2,78.67,,,,
243,04/16/21 11:20:10 AM,1.2,5.7,78.67,,,,
244,04/16/21 11:20:15 AM,1.2,5.7,78.67,,,,
245,04/16/21 11:20:20 AM,2.5,5.7,78.67,,,,
246,04/16/21 11:20:25 AM,1.4,5.7,78.67,,,,
247,04/16/21 11:20:30 AM,2.5,5.7,78.67,,,,
248,04/16/21 11:20:35 AM,0.7,5.7,78.67,,,,
249,04/16/21 11:20:40 AM,1.2,31.2,78.67,,,,
250,04/16/21 11:20:45 AM,1.4,5.7,78.67,,,,
251,04/16/21 11:20:50 AM,1.4,31.2,78.67,,,,
252,04/16/21 11:20:55 AM,0.7,5.7,78.67,,,,
253,04/16/21 11:21:00 AM,0.7,5.7,78.67,,,,
254,04/16/21 11:21:05 AM,1.2,5.7,78.67,,,,
255,04/16/21 11:21:10 AM,1.2,31.2,78.67,,,,
256,04/16/21 11:21:15 AM,2.5,5.7,78.67,,,,
257,04/16/21 11:21:20 AM,0.7,31.2,78.67,,,,
258,04/16/21 11:21:25 AM,1.4,5.7,78.67,,,,
259,04/16/21 11:21:30 AM,1.2,31.2,78.67,,,,
260,04/16/21 11:21:35 AM,0.7,5.7,78.71,,,,
261,04/16/21 11:21:40 AM,0.7,31.2,78.71,,,,
262,04/16/21 11:21:45 AM,1.4,31.2,78.67,,,,
263,04/16/21 11:21:50 AM,2.5,5.7,78.71,,,,
264,04/16/21 11:21:55 AM,1.2,5.7,78.71,,,,
265,04/16/21 11:22:00 AM,2.5,5.7,78.71,,,,
266,04/16/21 11:22:05 AM,0.7,5.7,78.71,,,,
267,04/16/21 11:22:10 AM,1.2,31.2,78.71,,,,
268,04/16/21 11:22:15 AM,2.5,31.2,78.71,,,,
269,04/16/21 11:22:20 AM,0.7,5.7,78.71,,,,
