"Plot Title: gBradford_cond"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 20342068, SEN S/N: 20342068)","Temp, °F (LGR S/N: 20342068, SEN S/N: 20342068)","Coupler Detached (LGR S/N: 20342068)","Coupler Attached (LGR S/N: 20342068)","Host Connected (LGR S/N: 20342068)","End Of File (LGR S/N: 20342068)"
115,11/14/22 11:09:30 AM,1.9,77.23,,,,
116,11/14/22 11:09:35 AM,1.9,77.23,,,,
117,11/14/22 11:09:40 AM,1.9,77.23,,,,
118,11/14/22 11:09:45 AM,1.9,77.23,,,,
119,11/14/22 11:09:50 AM,15.9,77.23,,,,
120,11/14/22 11:09:55 AM,1.9,77.25,,,,
121,11/14/22 11:10:00 AM,1.9,77.25,,,,
122,11/14/22 11:10:05 AM,1.9,77.25,,,,
123,11/14/22 11:10:10 AM,1.9,77.25,,,,
124,11/14/22 11:10:15 AM,15.9,77.25,,,,
125,11/14/22 11:10:20 AM,15.9,77.29,,,,
126,11/14/22 11:10:25 AM,1.9,77.29,,,,
127,11/14/22 11:10:30 AM,1.9,77.29,,,,
128,11/14/22 11:10:35 AM,1.9,77.29,,,,
129,11/14/22 11:10:40 AM,-1.7,77.29,,,,
130,11/14/22 11:10:45 AM,1.9,77.31,,,,
131,11/14/22 11:10:50 AM,15.9,77.31,,,,
132,11/14/22 11:10:55 AM,1.9,77.31,,,,
133,11/14/22 11:11:00 AM,15.9,77.32,,,,
134,11/14/22 11:11:05 AM,1.9,77.31,,,,
135,11/14/22 11:11:10 AM,-1.7,77.32,,,,
136,11/14/22 11:11:15 AM,1.9,77.32,,,,
137,11/14/22 11:11:20 AM,1.9,77.36,,,,
138,11/14/22 11:11:25 AM,15.9,77.36,,,,
139,11/14/22 11:11:30 AM,15.9,77.36,,,,
140,11/14/22 11:11:35 AM,1.9,77.36,,,,
141,11/14/22 11:11:40 AM,1.9,77.38,,,,
142,11/14/22 11:11:45 AM,1.9,77.38,,,,
143,11/14/22 11:11:50 AM,1.9,77.38,,,,
144,11/14/22 11:11:55 AM,1.9,77.38,,,,
145,11/14/22 11:12:00 AM,15.9,77.40,,,,
146,11/14/22 11:12:05 AM,15.9,77.40,,,,
147,11/14/22 11:12:10 AM,1.1,77.43,,,,
148,11/14/22 11:12:15 AM,1.9,77.43,,,,
149,11/14/22 11:12:20 AM,1.9,77.43,,,,
150,11/14/22 11:12:25 AM,1.9,77.43,,,,
151,11/14/22 11:12:30 AM,15.8,77.45,,,,
152,11/14/22 11:12:35 AM,1.9,77.45,,,,
153,11/14/22 11:12:40 AM,1.9,77.45,,,,
154,11/14/22 11:12:45 AM,1.9,77.45,,,,
155,11/14/22 11:12:50 AM,1.9,77.45,,,,
156,11/14/22 11:12:55 AM,1.9,77.47,,,,
157,11/14/22 11:13:00 AM,1.9,77.47,,,,
158,11/14/22 11:13:05 AM,1.9,77.50,,,,
159,11/14/22 11:13:10 AM,15.8,77.50,,,,
160,11/14/22 11:13:15 AM,1.9,77.50,,,,
161,11/14/22 11:13:20 AM,1.9,77.50,,,,
162,11/14/22 11:13:25 AM,-1.7,77.52,,,,
163,11/14/22 11:13:30 AM,1.9,77.52,,,,
164,11/14/22 11:13:35 AM,1.9,77.52,,,,
165,11/14/22 11:13:40 AM,-1.7,77.54,,,,
166,11/14/22 11:13:45 AM,1.9,77.54,,,,
167,11/14/22 11:13:50 AM,1.9,77.54,,,,
168,11/14/22 11:13:55 AM,15.8,77.54,,,,
169,11/14/22 11:14:00 AM,1.9,77.54,,,,
170,11/14/22 11:14:05 AM,1.9,77.58,,,,
171,11/14/22 11:14:10 AM,2788.1,77.58,,,,
172,11/14/22 11:14:15 AM,1.9,77.58,,,,
173,11/14/22 11:14:20 AM,1.9,77.58,,,,
174,11/14/22 11:14:25 AM,1.9,77.59,,,,
175,11/14/22 11:14:30 AM,1.9,77.59,,,,
176,11/14/22 11:14:35 AM,15.8,77.61,,,,
177,11/14/22 11:14:40 AM,1.9,77.61,,,,
178,11/14/22 11:14:45 AM,15.8,77.61,,,,
179,11/14/22 11:14:50 AM,1.9,77.61,,,,
180,11/14/22 11:14:55 AM,15.8,77.61,,,,
181,11/14/22 11:15:00 AM,1.9,77.61,,,,
182,11/14/22 11:15:05 AM,15.8,77.65,,,,
183,11/14/22 11:15:10 AM,1.9,77.65,,,,
184,11/14/22 11:15:15 AM,1.9,77.67,,,,
185,11/14/22 11:15:20 AM,15.8,77.65,,,,
186,11/14/22 11:15:25 AM,1.9,77.67,,,,
187,11/14/22 11:15:30 AM,15.8,77.67,,,,
188,11/14/22 11:15:35 AM,-1.7,77.67,,,,
189,11/14/22 11:15:40 AM,1.9,77.67,,,,
190,11/14/22 11:15:45 AM,1.9,77.68,,,,
191,11/14/22 11:15:50 AM,15.8,77.68,,,,
192,11/14/22 11:15:55 AM,1.9,77.68,,,,
193,11/14/22 11:16:00 AM,1.9,77.68,,,,
194,11/14/22 11:16:05 AM,15.8,77.72,,,,
195,11/14/22 11:16:10 AM,1.9,77.68,,,,
196,11/14/22 11:16:15 AM,1.9,77.72,,,,
197,11/14/22 11:16:20 AM,15.8,77.72,,,,
198,11/14/22 11:16:25 AM,1.9,77.72,,,,
199,11/14/22 11:16:30 AM,1.1,77.72,,,,
200,11/14/22 11:16:35 AM,15.8,77.72,,,,
201,11/14/22 11:16:40 AM,1.1,77.72,,,,
202,11/14/22 11:16:45 AM,-1.7,77.74,,,,
203,11/14/22 11:16:50 AM,1.9,77.74,,,,
204,11/14/22 11:16:55 AM,15.8,77.74,,,,
205,11/14/22 11:17:00 AM,1.9,77.74,,,,
206,11/14/22 11:17:05 AM,15.8,77.74,,,,
207,11/14/22 11:17:10 AM,1.9,77.76,,,,
208,11/14/22 11:17:15 AM,1.9,77.76,,,,
209,11/14/22 11:17:20 AM,15.8,77.76,,,,
210,11/14/22 11:17:25 AM,15.8,77.76,,,,
211,11/14/22 11:17:30 AM,1.9,77.76,,,,
212,11/14/22 11:17:35 AM,1.9,77.76,,,,
213,11/14/22 11:17:40 AM,1.9,77.76,,,,
214,11/14/22 11:17:45 AM,1.9,77.76,,,,
215,11/14/22 11:17:50 AM,15.8,77.76,,,,
216,11/14/22 11:17:55 AM,-1.7,77.76,,,,
217,11/14/22 11:18:00 AM,15.8,77.79,,,,
218,11/14/22 11:18:05 AM,1.9,77.79,,,,
219,11/14/22 11:18:10 AM,15.8,77.79,,,,
220,11/14/22 11:18:15 AM,15.8,77.79,,,,
221,11/14/22 11:18:20 AM,1.9,77.81,,,,
222,11/14/22 11:18:25 AM,1.9,77.79,,,,
223,11/14/22 11:18:30 AM,1.9,77.79,,,,
224,11/14/22 11:18:35 AM,15.8,77.81,,,,
225,11/14/22 11:18:40 AM,1.1,77.81,,,,
226,11/14/22 11:18:45 AM,1.9,77.81,,,,
227,11/14/22 11:18:50 AM,1.9,77.81,,,,
228,11/14/22 11:18:55 AM,15.8,77.81,,,,
229,11/14/22 11:19:00 AM,15.8,77.81,,,,
230,11/14/22 11:19:05 AM,1.9,77.81,,,,
231,11/14/22 11:19:10 AM,15.8,77.81,,,,
232,11/14/22 11:19:15 AM,15.8,77.81,,,,
233,11/14/22 11:19:20 AM,15.8,77.83,,,,
234,11/14/22 11:19:25 AM,1.9,77.81,,,,
235,11/14/22 11:19:30 AM,15.8,77.83,,,,
236,11/14/22 11:19:35 AM,1.9,77.83,,,,
237,11/14/22 11:19:40 AM,1.9,77.83,,,,
238,11/14/22 11:19:45 AM,15.8,77.83,,,,
239,11/14/22 11:19:50 AM,15.8,77.83,,,,
240,11/14/22 11:19:55 AM,-1.7,77.83,,,,
241,11/14/22 11:20:00 AM,1.9,77.83,,,,
242,11/14/22 11:20:05 AM,1.9,77.83,,,,
243,11/14/22 11:20:10 AM,15.8,77.83,,,,
244,11/14/22 11:20:15 AM,15.8,77.83,,,,
245,11/14/22 11:20:20 AM,15.8,77.83,,,,
246,11/14/22 11:20:25 AM,1.9,77.83,,,,
247,11/14/22 11:20:30 AM,15.8,77.83,,,,
248,11/14/22 11:20:35 AM,15.8,77.83,,,,
249,11/14/22 11:20:40 AM,1.9,77.83,,,,
250,11/14/22 11:20:45 AM,15.8,77.83,,,,
251,11/14/22 11:20:50 AM,1.9,77.83,,,,
252,11/14/22 11:20:55 AM,1.9,77.86,,,,
253,11/14/22 11:21:00 AM,15.8,77.86,,,,
254,11/14/22 11:21:05 AM,15.8,77.83,,,,
255,11/14/22 11:21:10 AM,1.9,77.83,,,,
256,11/14/22 11:21:15 AM,15.8,77.86,,,,
257,11/14/22 11:21:20 AM,1.9,77.86,,,,
258,11/14/22 11:21:25 AM,1.9,77.86,,,,
259,11/14/22 11:21:30 AM,1.9,77.86,,,,
260,11/14/22 11:21:35 AM,15.8,77.86,,,,
261,11/14/22 11:21:40 AM,1.9,77.86,,,,
262,11/14/22 11:21:45 AM,1.9,77.86,,,,
263,11/14/22 11:21:50 AM,1.9,77.86,,,,
264,11/14/22 11:21:55 AM,15.8,77.86,,,,
265,11/14/22 11:22:00 AM,1.9,77.86,,,,
266,11/14/22 11:22:05 AM,1.9,77.86,,,,
267,11/14/22 11:22:10 AM,-1.7,77.86,,,,
268,11/14/22 11:22:15 AM,1.9,77.86,,,,
269,11/14/22 11:22:20 AM,15.8,77.86,,,,
270,11/14/22 11:22:25 AM,1.9,77.86,,,,
271,11/14/22 11:22:30 AM,1.9,77.86,,,,
272,11/14/22 11:22:35 AM,15.8,77.86,,,,
273,11/14/22 11:22:40 AM,-1.7,77.86,,,,
274,11/14/22 11:22:45 AM,-1.7,77.86,,,,
275,11/14/22 11:22:50 AM,15.8,77.86,,,,
276,11/14/22 11:22:55 AM,1.9,77.86,,,,
277,11/14/22 11:23:00 AM,1.9,77.86,,,,
278,11/14/22 11:23:05 AM,1.9,77.86,,,,
279,11/14/22 11:23:10 AM,15.8,77.86,,,,
280,11/14/22 11:23:15 AM,1.9,77.86,,,,
281,11/14/22 11:23:20 AM,15.8,77.86,,,,
282,11/14/22 11:23:25 AM,15.8,77.86,,,,
283,11/14/22 11:23:30 AM,15.8,77.86,,,,
284,11/14/22 11:23:35 AM,15.8,77.86,,,,
285,11/14/22 11:23:40 AM,15.8,77.86,,,,
286,11/14/22 11:23:45 AM,15.8,77.86,,,,
287,11/14/22 11:23:50 AM,1.9,77.86,,,,
288,11/14/22 11:23:55 AM,1.9,77.83,,,,
289,11/14/22 11:24:00 AM,-1.7,77.86,,,,
290,11/14/22 11:24:05 AM,1.9,77.86,,,,
291,11/14/22 11:24:10 AM,15.8,77.86,,,,
292,11/14/22 11:24:15 AM,-1.7,77.83,,,,
293,11/14/22 11:24:20 AM,1.9,77.86,,,,
294,11/14/22 11:24:25 AM,1.9,77.86,,,,
295,11/14/22 11:24:30 AM,15.8,77.86,,,,
296,11/14/22 11:24:35 AM,15.8,77.86,,,,
297,11/14/22 11:24:40 AM,1.9,77.86,,,,
298,11/14/22 11:24:45 AM,1.9,77.86,,,,
299,11/14/22 11:24:50 AM,15.8,77.86,,,,
300,11/14/22 11:24:55 AM,1.9,77.83,,,,
301,11/14/22 11:25:00 AM,1.9,77.86,,,,
302,11/14/22 11:25:05 AM,15.8,77.86,,,,
303,11/14/22 11:25:10 AM,1.9,77.86,,,,
304,11/14/22 11:25:15 AM,1.9,77.86,,,,
305,11/14/22 11:25:20 AM,1.9,77.86,,,,
306,11/14/22 11:25:25 AM,15.8,77.86,,,,
307,11/14/22 11:25:30 AM,15.8,77.83,,,,
308,11/14/22 11:25:35 AM,1.9,77.86,,,,
309,11/14/22 11:25:40 AM,15.8,77.86,,,,
310,11/14/22 11:25:45 AM,1.9,77.83,,,,
311,11/14/22 11:25:50 AM,1.9,77.83,,,,
312,11/14/22 11:25:55 AM,1.9,77.83,,,,
313,11/14/22 11:26:00 AM,1.9,77.83,,,,
314,11/14/22 11:26:05 AM,1.1,77.83,,,,
315,11/14/22 11:26:10 AM,-1.7,77.83,,,,
316,11/14/22 11:26:15 AM,15.8,77.86,,,,
317,11/14/22 11:26:20 AM,1.9,77.83,,,,
318,11/14/22 11:26:25 AM,1.9,77.86,,,,
319,11/14/22 11:26:30 AM,15.8,77.83,,,,
320,11/14/22 11:26:35 AM,1.9,77.86,,,,
321,11/14/22 11:26:40 AM,1.9,77.83,,,,
322,11/14/22 11:26:45 AM,1.9,77.86,,,,
323,11/14/22 11:26:50 AM,1.9,77.86,,,,
324,11/14/22 11:26:55 AM,1.9,77.83,,,,
325,11/14/22 11:27:00 AM,1.1,77.83,,,,
326,11/14/22 11:27:05 AM,15.8,77.83,,,,
327,11/14/22 11:27:10 AM,1.9,77.86,,,,
328,11/14/22 11:27:15 AM,1.9,77.83,,,,
329,11/14/22 11:27:20 AM,15.8,77.83,,,,
330,11/14/22 11:27:25 AM,15.8,77.83,,,,
331,11/14/22 11:27:30 AM,1.9,77.86,,,,
332,11/14/22 11:27:35 AM,1.1,77.86,,,,
333,11/14/22 11:27:40 AM,1.9,77.83,,,,
334,11/14/22 11:27:45 AM,1.9,77.83,,,,
335,11/14/22 11:27:50 AM,15.8,77.86,,,,
336,11/14/22 11:27:55 AM,1.9,77.86,,,,
337,11/14/22 11:28:00 AM,1.9,77.83,,,,
338,11/14/22 11:28:05 AM,1.9,77.86,,,,
339,11/14/22 11:28:10 AM,1.9,77.86,,,,
340,11/14/22 11:28:15 AM,15.8,77.86,,,,
341,11/14/22 11:28:20 AM,-1.7,77.83,,,,
342,11/14/22 11:28:25 AM,1.9,77.83,,,,
343,11/14/22 11:28:30 AM,1.9,77.86,,,,
344,11/14/22 11:28:35 AM,1.9,77.83,,,,
345,11/14/22 11:28:40 AM,1.9,77.83,,,,
346,11/14/22 11:28:45 AM,1.9,77.86,,,,
347,11/14/22 11:28:50 AM,15.8,77.86,,,,
348,11/14/22 11:28:55 AM,1.9,77.83,,,,
349,11/14/22 11:29:00 AM,15.8,77.86,,,,
350,11/14/22 11:29:05 AM,1.9,77.83,,,,
351,11/14/22 11:29:10 AM,15.8,77.83,,,,
352,11/14/22 11:29:15 AM,15.8,77.86,,,,
353,11/14/22 11:29:20 AM,15.8,77.86,,,,
354,11/14/22 11:29:25 AM,15.8,77.86,,,,
355,11/14/22 11:29:30 AM,1.9,77.86,,,,
356,11/14/22 11:29:35 AM,15.8,77.86,,,,
357,11/14/22 11:29:40 AM,1.9,77.86,,,,
358,11/14/22 11:29:45 AM,15.8,77.86,,,,
359,11/14/22 11:29:50 AM,1.9,77.86,,,,
360,11/14/22 11:29:55 AM,1.9,77.86,,,,
361,11/14/22 11:30:00 AM,15.8,77.86,,,,
362,11/14/22 11:30:05 AM,1.9,77.86,,,,
363,11/14/22 11:30:10 AM,1.9,77.86,,,,
364,11/14/22 11:30:15 AM,1.9,77.86,,,,
365,11/14/22 11:30:20 AM,15.8,77.86,,,,
366,11/14/22 11:30:25 AM,1.9,77.86,,,,
367,11/14/22 11:30:30 AM,1.9,77.86,,,,
368,11/14/22 11:30:35 AM,1.1,77.86,,,,
369,11/14/22 11:30:40 AM,15.8,77.86,,,,
370,11/14/22 11:30:45 AM,1.9,77.86,,,,
371,11/14/22 11:30:50 AM,1.9,77.86,,,,
372,11/14/22 11:30:55 AM,1.1,77.86,,,,
373,11/14/22 11:31:00 AM,1.9,77.86,,,,
374,11/14/22 11:31:05 AM,1.9,77.86,,,,
375,11/14/22 11:31:10 AM,15.8,77.86,,,,
376,11/14/22 11:31:15 AM,1.9,77.86,,,,
377,11/14/22 11:31:20 AM,1.9,77.88,,,,
378,11/14/22 11:31:25 AM,-1.7,77.86,,,,
379,11/14/22 11:31:30 AM,1.9,77.86,,,,
380,11/14/22 11:31:35 AM,1.9,77.86,,,,
381,11/14/22 11:31:40 AM,1.9,77.86,,,,
382,11/14/22 11:31:45 AM,1.9,77.88,,,,
383,11/14/22 11:31:50 AM,1.9,77.86,,,,
384,11/14/22 11:31:55 AM,1.1,77.86,,,,
385,11/14/22 11:32:00 AM,1.9,77.86,,,,
386,11/14/22 11:32:05 AM,1.9,77.86,,,,
387,11/14/22 11:32:10 AM,1.9,77.86,,,,
388,11/14/22 11:32:15 AM,1.9,77.86,,,,
389,11/14/22 11:32:20 AM,1.9,77.88,,,,
390,11/14/22 11:32:25 AM,1.9,77.88,,,,
391,11/14/22 11:32:30 AM,15.8,77.86,,,,
392,11/14/22 11:32:35 AM,1.9,77.86,,,,
393,11/14/22 11:32:40 AM,1.9,77.86,,,,
394,11/14/22 11:32:45 AM,15.8,77.86,,,,
395,11/14/22 11:32:50 AM,1.1,77.86,,,,
396,11/14/22 11:32:55 AM,15.8,77.88,,,,
397,11/14/22 11:33:00 AM,1.9,77.88,,,,
398,11/14/22 11:33:05 AM,15.8,77.88,,,,
399,11/14/22 11:33:10 AM,1.9,77.88,,,,
400,11/14/22 11:33:15 AM,1.9,77.88,,,,
401,11/14/22 11:33:20 AM,1.9,77.88,,,,
402,11/14/22 11:33:25 AM,1.9,77.88,,,,
403,11/14/22 11:33:30 AM,15.8,77.86,,,,
404,11/14/22 11:33:35 AM,1.9,77.86,,,,
405,11/14/22 11:33:40 AM,1.9,77.88,,,,
406,11/14/22 11:33:45 AM,1.9,77.88,,,,
407,11/14/22 11:33:50 AM,15.8,77.88,,,,
408,11/14/22 11:33:55 AM,1.9,77.88,,,,
409,11/14/22 11:34:00 AM,1.9,77.88,,,,
410,11/14/22 11:34:05 AM,1.1,77.88,,,,
411,11/14/22 11:34:10 AM,1.9,77.88,,,,
412,11/14/22 11:34:15 AM,1.9,77.88,,,,
413,11/14/22 11:34:20 AM,15.8,77.88,,,,
414,11/14/22 11:34:25 AM,1.9,77.88,,,,
415,11/14/22 11:34:30 AM,1.9,77.88,,,,
416,11/14/22 11:34:35 AM,15.8,77.88,,,,
417,11/14/22 11:34:40 AM,15.8,77.88,,,,
418,11/14/22 11:34:45 AM,1.9,77.88,,,,
419,11/14/22 11:34:50 AM,15.8,77.88,,,,
420,11/14/22 11:34:55 AM,15.8,77.88,,,,
421,11/14/22 11:35:00 AM,1.9,77.88,,,,
422,11/14/22 11:35:05 AM,15.8,77.88,,,,
423,11/14/22 11:35:10 AM,1.9,77.88,,,,
424,11/14/22 11:35:15 AM,15.8,77.88,,,,
425,11/14/22 11:35:20 AM,1.9,77.88,,,,
426,11/14/22 11:35:25 AM,15.8,77.88,,,,
427,11/14/22 11:35:30 AM,1.9,77.88,,,,
428,11/14/22 11:35:35 AM,1.9,77.88,,,,
429,11/14/22 11:35:40 AM,1.9,77.88,,,,
430,11/14/22 11:35:45 AM,1.9,77.88,,,,
431,11/14/22 11:35:50 AM,1.9,77.88,,,,
432,11/14/22 11:35:55 AM,1.9,77.88,,,,
433,11/14/22 11:36:00 AM,15.8,77.88,,,,
434,11/14/22 11:36:05 AM,15.8,77.88,,,,
435,11/14/22 11:36:10 AM,15.8,77.88,,,,
436,11/14/22 11:36:15 AM,1.9,77.88,,,,
437,11/14/22 11:36:20 AM,-1.7,77.88,,,,
438,11/14/22 11:36:25 AM,1.9,77.90,,,,
439,11/14/22 11:36:30 AM,1.1,77.88,,,,
440,11/14/22 11:36:35 AM,1.9,77.90,,,,
441,11/14/22 11:36:40 AM,15.8,77.90,,,,
442,11/14/22 11:36:45 AM,15.8,77.90,,,,
443,11/14/22 11:36:50 AM,15.8,77.90,,,,
444,11/14/22 11:36:55 AM,1.9,77.90,,,,
445,11/14/22 11:37:00 AM,15.8,77.90,,,,
446,11/14/22 11:37:05 AM,15.8,77.90,,,,
447,11/14/22 11:37:10 AM,1.9,77.90,,,,
448,11/14/22 11:37:15 AM,1.9,77.90,,,,
449,11/14/22 11:37:20 AM,1.1,77.90,,,,
450,11/14/22 11:37:25 AM,1.9,77.90,,,,
451,11/14/22 11:37:30 AM,15.8,77.90,,,,
452,11/14/22 11:37:35 AM,1.9,77.90,,,,
453,11/14/22 11:37:40 AM,1.9,77.95,,,,
454,11/14/22 11:37:45 AM,1.9,78.04,,,,
455,11/14/22 11:37:50 AM,1.9,78.12,,,,
456,11/14/22 11:37:55 AM,15.8,78.19,,,,
457,11/14/22 11:38:00 AM,1.9,78.21,,,,
458,11/14/22 11:38:05 AM,1.9,78.24,,,,
459,11/14/22 11:38:10 AM,15.8,78.26,,,,
460,11/14/22 11:38:15 AM,1.9,77.86,,,,
461,11/14/22 11:38:20 AM,15.8,77.61,,,,
462,11/14/22 11:38:25 AM,1.9,77.72,,,,
463,11/14/22 11:38:30 AM,15.8,77.74,,,,
464,11/14/22 11:38:35 AM,-1.7,77.79,,,,
465,11/14/22 11:38:40 AM,15.8,77.79,,,,
466,11/14/22 11:38:45 AM,1.9,77.79,,,,
467,11/14/22 11:38:50 AM,15.8,77.86,,,,
468,11/14/22 11:38:55 AM,1.1,77.90,,,,
469,11/14/22 11:39:00 AM,15.8,77.95,,,,
