"Plot Title: Brad_DG_2023-06-01"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20342070, SEN S/N: 20342070)","Full Range, μS/cm (LGR S/N: 20342070, SEN S/N: 20342070)","Temp, °F (LGR S/N: 20342070, SEN S/N: 20342070)","Host Connected (LGR S/N: 20342070)","Coupler Detached (LGR S/N: 20342070)","Coupler Attached (LGR S/N: 20342070)","End Of File (LGR S/N: 20342070)"
372,06/01/23 10:49:21 AM,201.4,200.6,72.28,,,,
373,06/01/23 10:49:26 AM,201.4,200.6,72.28,,,,
374,06/01/23 10:49:31 AM,201.3,200.6,72.28,,,,
375,06/01/23 10:49:36 AM,201.3,200.6,72.30,,,,
376,06/01/23 10:49:41 AM,201.1,200.6,72.30,,,,
377,06/01/23 10:49:46 AM,201.1,200.6,72.32,,,,
378,06/01/23 10:49:51 AM,201.1,200.6,72.32,,,,
379,06/01/23 10:49:56 AM,201.0,200.6,72.30,,,,
380,06/01/23 10:50:01 AM,201.1,200.6,72.30,,,,
381,06/01/23 10:50:06 AM,201.1,200.6,72.32,,,,
382,06/01/23 10:50:11 AM,201.1,200.6,72.32,,,,
383,06/01/23 10:50:16 AM,201.0,200.6,72.32,,,,
384,06/01/23 10:50:21 AM,201.1,200.6,72.32,,,,
385,06/01/23 10:50:26 AM,201.0,200.6,72.32,,,,
386,06/01/23 10:50:31 AM,200.9,200.6,72.32,,,,
387,06/01/23 10:50:36 AM,201.0,200.6,72.36,,,,
388,06/01/23 10:50:41 AM,200.9,200.2,72.32,,,,
389,06/01/23 10:50:46 AM,201.0,200.6,72.36,,,,
390,06/01/23 10:50:51 AM,201.0,200.2,72.36,,,,
391,06/01/23 10:50:56 AM,200.9,200.2,72.36,,,,
392,06/01/23 10:51:01 AM,201.0,200.6,72.36,,,,
393,06/01/23 10:51:06 AM,200.9,200.2,72.36,,,,
394,06/01/23 10:51:11 AM,200.9,200.2,72.36,,,,
395,06/01/23 10:51:16 AM,200.8,199.9,72.36,,,,
396,06/01/23 10:51:21 AM,200.7,199.9,72.37,,,,
397,06/01/23 10:51:26 AM,200.9,200.6,72.37,,,,
398,06/01/23 10:51:31 AM,200.8,200.2,72.36,,,,
399,06/01/23 10:51:36 AM,200.9,200.2,72.37,,,,
400,06/01/23 10:51:41 AM,200.8,199.9,72.37,,,,
401,06/01/23 10:51:46 AM,200.8,200.2,72.37,,,,
402,06/01/23 10:51:51 AM,200.7,199.9,72.37,,,,
403,06/01/23 10:51:56 AM,200.7,199.9,72.37,,,,
404,06/01/23 10:52:01 AM,200.8,200.2,72.37,,,,
405,06/01/23 10:52:06 AM,200.7,199.9,72.37,,,,
406,06/01/23 10:52:11 AM,200.8,199.9,72.37,,,,
407,06/01/23 10:52:16 AM,200.7,199.9,72.37,,,,
408,06/01/23 10:52:21 AM,200.7,199.9,72.37,,,,
409,06/01/23 10:52:26 AM,200.6,199.9,72.37,,,,
410,06/01/23 10:52:31 AM,200.6,200.2,72.37,,,,
411,06/01/23 10:52:36 AM,200.6,200.2,72.39,,,,
412,06/01/23 10:52:41 AM,200.7,199.5,72.39,,,,
413,06/01/23 10:52:46 AM,200.7,199.5,72.39,,,,
414,06/01/23 10:52:51 AM,200.6,199.9,72.37,,,,
415,06/01/23 10:52:56 AM,200.6,199.9,72.39,,,,
416,06/01/23 10:53:01 AM,200.6,199.5,72.39,,,,
417,06/01/23 10:53:06 AM,200.6,199.9,72.39,,,,
418,06/01/23 10:53:11 AM,200.6,199.5,72.39,,,,
419,06/01/23 10:53:16 AM,200.7,200.2,72.39,,,,
420,06/01/23 10:53:21 AM,200.6,199.9,72.39,,,,
421,06/01/23 10:53:26 AM,200.6,199.9,72.41,,,,
422,06/01/23 10:53:31 AM,200.6,199.9,72.41,,,,
423,06/01/23 10:53:36 AM,200.6,199.5,72.39,,,,
424,06/01/23 10:53:41 AM,200.6,199.9,72.39,,,,
425,06/01/23 10:53:46 AM,200.6,199.5,72.39,,,,
426,06/01/23 10:53:51 AM,200.6,199.5,72.39,,,,
427,06/01/23 10:53:56 AM,200.6,200.2,72.41,,,,
428,06/01/23 10:54:01 AM,200.5,199.9,72.39,,,,
429,06/01/23 10:54:06 AM,200.6,199.5,72.39,,,,
430,06/01/23 10:54:11 AM,200.5,199.9,72.39,,,,
431,06/01/23 10:54:16 AM,200.6,199.9,72.39,,,,
432,06/01/23 10:54:21 AM,200.6,200.2,72.39,,,,
433,06/01/23 10:54:26 AM,200.5,199.9,72.41,,,,
434,06/01/23 10:54:31 AM,200.5,199.5,72.41,,,,
435,06/01/23 10:54:36 AM,200.6,199.9,72.41,,,,
436,06/01/23 10:54:41 AM,200.4,199.5,72.41,,,,
437,06/01/23 10:54:46 AM,200.6,199.9,72.41,,,,
438,06/01/23 10:54:51 AM,200.5,199.5,72.41,,,,
439,06/01/23 10:54:56 AM,200.5,199.5,72.41,,,,
440,06/01/23 10:55:01 AM,200.5,199.9,72.41,,,,
441,06/01/23 10:55:06 AM,200.6,199.5,72.43,,,,
442,06/01/23 10:55:11 AM,200.5,199.9,72.43,,,,
443,06/01/23 10:55:16 AM,200.6,199.5,72.43,,,,
444,06/01/23 10:55:21 AM,200.5,199.9,72.43,,,,
445,06/01/23 10:55:26 AM,200.6,199.5,72.43,,,,
446,06/01/23 10:55:31 AM,200.6,199.9,72.45,,,,
447,06/01/23 10:55:36 AM,200.5,199.9,72.43,,,,
448,06/01/23 10:55:41 AM,200.6,199.9,72.45,,,,
449,06/01/23 10:55:46 AM,200.5,199.5,72.43,,,,
450,06/01/23 10:55:51 AM,200.6,199.5,72.45,,,,
451,06/01/23 10:55:56 AM,200.6,199.9,72.45,,,,
452,06/01/23 10:56:01 AM,200.6,199.9,72.46,,,,
453,06/01/23 10:56:06 AM,200.6,199.9,72.46,,,,
454,06/01/23 10:56:11 AM,200.6,199.9,72.45,,,,
455,06/01/23 10:56:16 AM,200.6,199.5,72.45,,,,
456,06/01/23 10:56:21 AM,200.6,199.9,72.45,,,,
457,06/01/23 10:56:26 AM,200.6,199.9,72.46,,,,
458,06/01/23 10:56:31 AM,200.6,199.9,72.50,,,,
459,06/01/23 10:56:36 AM,200.6,199.9,72.46,,,,
460,06/01/23 10:56:41 AM,200.6,199.9,72.46,,,,
461,06/01/23 10:56:46 AM,200.6,199.5,72.50,,,,
462,06/01/23 10:56:51 AM,200.6,199.9,72.46,,,,
463,06/01/23 10:56:56 AM,200.6,199.9,72.50,,,,
464,06/01/23 10:57:01 AM,200.6,199.5,72.50,,,,
465,06/01/23 10:57:06 AM,200.6,199.9,72.50,,,,
466,06/01/23 10:57:11 AM,200.6,199.5,72.50,,,,
467,06/01/23 10:57:16 AM,200.6,199.5,72.50,,,,
468,06/01/23 10:57:21 AM,200.6,199.9,72.52,,,,
469,06/01/23 10:57:26 AM,200.6,199.5,72.50,,,,
470,06/01/23 10:57:31 AM,200.6,199.5,72.50,,,,
471,06/01/23 10:57:36 AM,200.6,199.5,72.50,,,,
472,06/01/23 10:57:41 AM,200.6,199.9,72.52,,,,
473,06/01/23 10:57:46 AM,200.6,199.9,72.50,,,,
474,06/01/23 10:57:51 AM,200.6,199.9,72.54,,,,
475,06/01/23 10:57:56 AM,200.6,199.9,72.52,,,,
476,06/01/23 10:58:01 AM,200.6,199.5,72.52,,,,
477,06/01/23 10:58:06 AM,200.6,199.9,72.52,,,,
478,06/01/23 10:58:11 AM,200.6,199.9,72.52,,,,
479,06/01/23 10:58:16 AM,200.6,199.9,72.52,,,,
480,06/01/23 10:58:21 AM,200.6,199.9,72.54,,,,
481,06/01/23 10:58:26 AM,200.6,199.9,72.54,,,,
482,06/01/23 10:58:31 AM,200.7,199.9,72.54,,,,
483,06/01/23 10:58:36 AM,200.6,199.5,72.54,,,,
484,06/01/23 10:58:41 AM,200.6,199.9,72.54,,,,
485,06/01/23 10:58:46 AM,200.6,199.9,72.54,,,,
486,06/01/23 10:58:51 AM,200.7,199.9,72.54,,,,
487,06/01/23 10:58:56 AM,200.6,199.9,72.54,,,,
488,06/01/23 10:59:01 AM,200.6,199.9,72.54,,,,
489,06/01/23 10:59:06 AM,200.6,199.9,72.54,,,,
490,06/01/23 10:59:11 AM,200.6,199.9,72.54,,,,
491,06/01/23 10:59:16 AM,200.6,199.9,72.52,,,,
492,06/01/23 10:59:21 AM,200.6,199.9,72.52,,,,
493,06/01/23 10:59:26 AM,200.6,199.9,72.52,,,,
494,06/01/23 10:59:31 AM,200.6,199.9,72.52,,,,
495,06/01/23 10:59:36 AM,200.6,199.9,72.50,,,,
496,06/01/23 10:59:41 AM,200.5,200.2,72.50,,,,
497,06/01/23 10:59:46 AM,200.6,199.9,72.52,,,,
498,06/01/23 10:59:51 AM,200.6,199.9,72.52,,,,
499,06/01/23 10:59:56 AM,200.6,199.5,72.50,,,,
500,06/01/23 11:00:01 AM,200.6,199.9,72.50,,,,
501,06/01/23 11:00:06 AM,200.5,199.9,72.50,,,,
502,06/01/23 11:00:11 AM,200.6,199.5,72.50,,,,
503,06/01/23 11:00:16 AM,200.5,199.5,72.50,,,,
504,06/01/23 11:00:21 AM,200.5,199.5,72.50,,,,
505,06/01/23 11:00:26 AM,200.5,199.9,72.50,,,,
506,06/01/23 11:00:31 AM,200.4,199.9,72.50,,,,
507,06/01/23 11:00:36 AM,200.5,199.9,72.46,,,,
508,06/01/23 11:00:41 AM,200.5,199.5,72.46,,,,
509,06/01/23 11:00:46 AM,200.4,199.5,72.46,,,,
510,06/01/23 11:00:51 AM,200.5,199.5,72.45,,,,
511,06/01/23 11:00:56 AM,200.4,199.5,72.45,,,,
512,06/01/23 11:01:01 AM,200.4,199.5,72.46,,,,
513,06/01/23 11:01:06 AM,200.4,199.5,72.46,,,,
514,06/01/23 11:01:11 AM,200.4,199.5,72.45,,,,
515,06/01/23 11:01:16 AM,200.3,199.5,72.43,,,,
516,06/01/23 11:01:21 AM,200.3,199.5,72.45,,,,
517,06/01/23 11:01:26 AM,200.4,199.5,72.43,,,,
518,06/01/23 11:01:31 AM,200.4,199.5,72.43,,,,
519,06/01/23 11:01:36 AM,200.3,199.5,72.41,,,,
520,06/01/23 11:01:41 AM,200.3,199.5,72.41,,,,
521,06/01/23 11:01:46 AM,200.3,199.5,72.41,,,,
522,06/01/23 11:01:51 AM,200.3,199.5,72.39,,,,
523,06/01/23 11:01:56 AM,200.4,199.5,72.39,,,,
524,06/01/23 11:02:01 AM,200.3,199.5,72.39,,,,
525,06/01/23 11:02:06 AM,200.3,199.5,72.39,,,,
526,06/01/23 11:02:11 AM,200.2,199.5,72.39,,,,
527,06/01/23 11:02:16 AM,200.2,199.1,72.39,,,,
528,06/01/23 11:02:21 AM,200.2,199.1,72.39,,,,
529,06/01/23 11:02:26 AM,200.1,199.5,72.39,,,,
530,06/01/23 11:02:31 AM,200.2,199.5,72.37,,,,
531,06/01/23 11:02:36 AM,200.2,199.5,72.39,,,,
532,06/01/23 11:02:41 AM,200.1,199.1,72.39,,,,
533,06/01/23 11:02:46 AM,200.3,199.5,72.39,,,,
534,06/01/23 11:02:51 AM,200.2,199.5,72.41,,,,
535,06/01/23 11:02:56 AM,200.2,199.5,72.39,,,,
536,06/01/23 11:03:01 AM,200.3,199.5,72.41,,,,
537,06/01/23 11:03:06 AM,200.3,199.1,72.41,,,,
538,06/01/23 11:03:11 AM,200.3,199.5,72.41,,,,
539,06/01/23 11:03:16 AM,200.2,199.5,72.39,,,,
540,06/01/23 11:03:21 AM,200.2,199.1,72.39,,,,
541,06/01/23 11:03:26 AM,200.1,199.5,72.39,,,,
542,06/01/23 11:03:31 AM,200.1,199.5,72.39,,,,
543,06/01/23 11:03:36 AM,200.2,199.5,72.39,,,,
544,06/01/23 11:03:41 AM,200.1,199.5,72.39,,,,
545,06/01/23 11:03:46 AM,200.2,199.5,72.39,,,,
546,06/01/23 11:03:51 AM,200.2,199.5,72.37,,,,
547,06/01/23 11:03:56 AM,200.2,199.5,72.37,,,,
548,06/01/23 11:04:01 AM,200.2,199.5,72.37,,,,
549,06/01/23 11:04:06 AM,200.2,199.1,72.37,,,,
550,06/01/23 11:04:11 AM,200.2,199.1,72.36,,,,
551,06/01/23 11:04:16 AM,200.1,199.1,72.37,,,,
552,06/01/23 11:04:21 AM,200.2,199.1,72.37,,,,
553,06/01/23 11:04:26 AM,200.2,199.1,72.39,,,,
554,06/01/23 11:04:31 AM,200.1,199.5,72.37,,,,
555,06/01/23 11:04:36 AM,200.1,199.1,72.37,,,,
556,06/01/23 11:04:41 AM,200.1,199.5,72.37,,,,
557,06/01/23 11:04:46 AM,200.2,199.1,72.37,,,,
558,06/01/23 11:04:51 AM,200.2,199.5,72.37,,,,
559,06/01/23 11:04:56 AM,200.2,199.5,72.37,,,,
560,06/01/23 11:05:01 AM,200.2,199.5,72.39,,,,
561,06/01/23 11:05:06 AM,200.2,199.5,72.37,,,,
562,06/01/23 11:05:11 AM,200.2,199.1,72.37,,,,
563,06/01/23 11:05:16 AM,200.2,199.5,72.37,,,,
564,06/01/23 11:05:21 AM,200.1,199.1,72.37,,,,
565,06/01/23 11:05:26 AM,200.2,199.5,72.36,,,,
566,06/01/23 11:05:31 AM,200.2,199.5,72.36,,,,
567,06/01/23 11:05:36 AM,200.1,199.1,72.37,,,,
568,06/01/23 11:05:41 AM,200.2,199.5,72.36,,,,
569,06/01/23 11:05:46 AM,200.1,199.1,72.37,,,,
570,06/01/23 11:05:51 AM,200.1,199.1,72.37,,,,
571,06/01/23 11:05:56 AM,200.2,199.1,72.36,,,,
572,06/01/23 11:06:01 AM,200.2,199.1,72.36,,,,
573,06/01/23 11:06:06 AM,200.2,199.1,72.36,,,,
574,06/01/23 11:06:11 AM,200.2,199.1,72.36,,,,
575,06/01/23 11:06:16 AM,200.1,199.1,72.36,,,,
576,06/01/23 11:06:21 AM,200.1,199.5,72.36,,,,
577,06/01/23 11:06:26 AM,200.1,199.1,72.32,,,,
578,06/01/23 11:06:31 AM,200.1,199.1,72.36,,,,
579,06/01/23 11:06:36 AM,200.1,199.1,72.32,,,,
580,06/01/23 11:06:41 AM,200.1,199.1,72.32,,,,
581,06/01/23 11:06:46 AM,200.1,199.1,72.32,,,,
582,06/01/23 11:06:51 AM,200.1,199.1,72.36,,,,
583,06/01/23 11:06:56 AM,200.1,199.1,72.36,,,,
584,06/01/23 11:07:01 AM,200.1,199.1,72.36,,,,
585,06/01/23 11:07:06 AM,200.1,199.1,72.36,,,,
586,06/01/23 11:07:11 AM,200.1,199.1,72.36,,,,
587,06/01/23 11:07:16 AM,200.1,199.1,72.36,,,,
588,06/01/23 11:07:21 AM,200.1,199.1,72.36,,,,
589,06/01/23 11:07:26 AM,200.2,199.1,72.36,,,,
590,06/01/23 11:07:31 AM,200.2,199.1,72.36,,,,
591,06/01/23 11:07:36 AM,200.1,199.5,72.37,,,,
592,06/01/23 11:07:41 AM,200.1,199.1,72.36,,,,
593,06/01/23 11:07:46 AM,200.1,199.5,72.36,,,,
594,06/01/23 11:07:51 AM,200.1,199.5,72.36,,,,
595,06/01/23 11:07:56 AM,200.1,199.1,72.37,,,,
596,06/01/23 11:08:01 AM,200.1,199.5,72.37,,,,
597,06/01/23 11:08:06 AM,200.1,199.5,72.37,,,,
598,06/01/23 11:08:11 AM,200.1,199.1,72.37,,,,
599,06/01/23 11:08:16 AM,200.1,199.5,72.37,,,,
600,06/01/23 11:08:21 AM,200.2,199.1,72.36,,,,
601,06/01/23 11:08:26 AM,200.1,199.1,72.37,,,,
602,06/01/23 11:08:31 AM,0.3,-2.3,72.54,,,,
603,06/01/23 11:08:36 AM,0.4,-2.3,72.66,,,,
604,06/01/23 11:08:41 AM,0.3,-3.4,72.73,,,,
605,06/01/23 11:08:46 AM,0.2,-3.4,72.84,,,,
606,06/01/23 11:08:51 AM,0.2,-2.3,72.93,,,,
607,06/01/23 11:08:56 AM,0.3,4.2,72.95,,,,
608,06/01/23 11:09:01 AM,0.3,-3.4,73.09,,,,
609,06/01/23 11:09:06 AM,0.3,-3.4,73.63,,,,
610,06/01/23 11:09:11 AM,0.2,4.2,74.17,,,,
611,06/01/23 11:09:16 AM,0.2,-3.4,74.07,,,,
612,06/01/23 11:09:21 AM,0.2,4.2,74.17,,,,
613,06/01/23 11:09:26 AM,0.1,4.2,74.34,,,,
614,06/01/23 11:09:28 AM,,,,,,Logged,
615,06/01/23 11:09:31 AM,0.3,4.2,74.34,,,,
616,06/01/23 11:09:36 AM,0.3,4.2,74.19,,,,
617,06/01/23 11:09:41 AM,0.3,-3.4,74.10,,,,
618,06/01/23 11:09:46 AM,0.2,-3.4,73.96,Logged,,,
619,06/01/23 11:09:51 AM,0.3,4.2,73.90,,,,
620,06/01/23 11:09:56 AM,0.3,3.1,73.94,,,,
621,06/01/23 11:10:01 AM,0.3,-3.4,74.03,,,,
622,06/01/23 11:10:06 AM,0.3,4.2,74.05,,,,Logged
