"Plot Title: Bradford_cond_2021-11-10_site15mixed"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10778444, SEN S/N: 10778444)","Full Range, μS/cm (LGR S/N: 10778444, SEN S/N: 10778444)","Temp, °F (LGR S/N: 10778444, SEN S/N: 10778444)","Coupler Detached (LGR S/N: 10778444)","Coupler Attached (LGR S/N: 10778444)","Host Connected (LGR S/N: 10778444)","End Of File (LGR S/N: 10778444)"
76,11/10/21 11:45:36 AM,2.5,5.5,79.36,,,,
77,11/10/21 11:45:41 AM,2.5,5.5,79.30,,,,
78,11/10/21 11:45:46 AM,3.7,5.5,79.30,,,,
79,11/10/21 11:45:51 AM,2.4,5.5,79.36,,,,
80,11/10/21 11:45:56 AM,3.7,5.5,79.39,,,,
81,11/10/21 11:46:01 AM,2.5,5.5,79.41,,,,
82,11/10/21 11:46:06 AM,3.7,5.5,79.39,,,,
83,11/10/21 11:46:11 AM,3.7,5.5,79.36,,,,
84,11/10/21 11:46:16 AM,3.7,5.5,79.41,,,,
85,11/10/21 11:46:21 AM,3.7,5.5,79.48,,,,
86,11/10/21 11:46:26 AM,3.7,5.5,79.41,,,,
87,11/10/21 11:46:31 AM,2.5,5.5,79.41,,,,
88,11/10/21 11:46:36 AM,2.4,5.5,79.41,,,,
89,11/10/21 11:46:41 AM,2.5,5.5,79.41,,,,
90,11/10/21 11:46:46 AM,2.5,5.5,79.43,,,,
91,11/10/21 11:46:51 AM,2.5,5.5,79.41,,,,
92,11/10/21 11:46:56 AM,2.5,5.5,79.41,,,,
93,11/10/21 11:47:01 AM,3.7,5.5,79.43,,,,
94,11/10/21 11:47:06 AM,2.5,5.5,79.45,,,,
95,11/10/21 11:47:11 AM,3.7,5.5,79.48,,,,
96,11/10/21 11:47:16 AM,3.7,5.5,79.48,,,,
97,11/10/21 11:47:21 AM,3.7,5.5,79.50,,,,
98,11/10/21 11:47:26 AM,3.7,5.5,79.52,,,,
99,11/10/21 11:47:31 AM,2.5,5.5,79.52,,,,
100,11/10/21 11:47:36 AM,2.5,5.5,79.52,,,,
101,11/10/21 11:47:41 AM,3.7,5.5,79.50,,,,
102,11/10/21 11:47:46 AM,2.4,5.5,79.50,,,,
103,11/10/21 11:47:51 AM,3.7,5.5,79.52,,,,
104,11/10/21 11:47:56 AM,2.5,5.5,79.56,,,,
105,11/10/21 11:48:01 AM,2.5,3.2,79.56,,,,
106,11/10/21 11:48:06 AM,2.5,5.5,79.57,,,,
107,11/10/21 11:48:11 AM,2.5,5.5,79.57,,,,
108,11/10/21 11:48:16 AM,2.5,5.5,79.43,,,,
109,11/10/21 11:48:21 AM,3.7,5.5,79.30,,,,
110,11/10/21 11:48:26 AM,2.5,5.5,79.25,,,,
111,11/10/21 11:48:31 AM,2.5,5.5,79.14,,,,
112,11/10/21 11:48:36 AM,3.7,5.5,79.05,,,,
113,11/10/21 11:48:41 AM,3.7,5.5,79.02,,,,
114,11/10/21 11:48:46 AM,94.2,92.5,65.23,,,,
115,11/10/21 11:48:51 AM,93.7,91.5,61.74,,,,
116,11/10/21 11:48:56 AM,42.9,45.2,61.56,,,,
117,11/10/21 11:49:01 AM,93.7,92.0,61.11,,,,
118,11/10/21 11:49:06 AM,93.7,92.0,60.91,,,,
119,11/10/21 11:49:11 AM,93.8,92.0,60.87,,,,
120,11/10/21 11:49:16 AM,93.7,92.0,60.51,,,,
121,11/10/21 11:49:21 AM,93.6,92.0,60.62,,,,
122,11/10/21 11:49:26 AM,93.7,92.0,60.46,,,,
123,11/10/21 11:49:31 AM,93.5,92.0,60.30,,,,
124,11/10/21 11:49:36 AM,93.6,91.6,60.28,,,,
125,11/10/21 11:49:41 AM,93.5,91.6,60.28,,,,
126,11/10/21 11:49:46 AM,93.6,91.6,60.31,,,,
127,11/10/21 11:49:51 AM,93.7,92.0,60.42,,,,
128,11/10/21 11:49:56 AM,93.4,91.6,60.21,,,,
129,11/10/21 11:50:01 AM,93.4,91.6,59.97,,,,
130,11/10/21 11:50:06 AM,93.4,91.2,59.95,,,,
131,11/10/21 11:50:11 AM,93.4,91.6,59.92,,,,
132,11/10/21 11:50:16 AM,93.4,91.6,59.95,,,,
133,11/10/21 11:50:21 AM,93.3,91.6,59.88,,,,
134,11/10/21 11:50:26 AM,93.3,91.6,59.86,,,,
135,11/10/21 11:50:31 AM,93.4,91.6,60.01,,,,
136,11/10/21 11:50:36 AM,93.3,91.6,59.88,,,,
137,11/10/21 11:50:41 AM,93.4,91.6,59.94,,,,
138,11/10/21 11:50:46 AM,93.3,91.6,59.88,,,,
139,11/10/21 11:50:51 AM,93.3,91.6,59.88,,,,
140,11/10/21 11:50:56 AM,93.3,91.6,59.86,,,,
141,11/10/21 11:51:01 AM,93.3,91.6,59.79,,,,
142,11/10/21 11:51:06 AM,93.2,91.6,59.81,,,,
143,11/10/21 11:51:11 AM,93.2,91.6,59.86,,,,
144,11/10/21 11:51:16 AM,93.3,91.2,59.79,,,,
145,11/10/21 11:51:21 AM,93.2,91.6,59.77,,,,
146,11/10/21 11:51:26 AM,93.2,91.2,59.72,,,,
147,11/10/21 11:51:31 AM,93.2,91.2,59.77,,,,
148,11/10/21 11:51:36 AM,93.2,91.6,59.81,,,,
149,11/10/21 11:51:41 AM,93.1,91.3,59.68,,,,
150,11/10/21 11:51:46 AM,93.1,91.3,59.67,,,,
151,11/10/21 11:51:51 AM,93.1,91.3,59.67,,,,
152,11/10/21 11:51:56 AM,93.1,91.3,59.67,,,,
153,11/10/21 11:52:01 AM,93.1,91.3,59.63,,,,
154,11/10/21 11:52:06 AM,93.1,91.3,59.59,,,,
155,11/10/21 11:52:11 AM,93.1,91.3,59.63,,,,
156,11/10/21 11:52:16 AM,93.1,91.3,59.63,,,,
157,11/10/21 11:52:21 AM,93.1,91.3,59.59,,,,
158,11/10/21 11:52:26 AM,93.1,91.3,59.59,,,,
159,11/10/21 11:52:31 AM,93.0,91.3,59.59,,,,
160,11/10/21 11:52:36 AM,93.0,91.3,59.59,,,,
161,11/10/21 11:52:41 AM,93.0,91.3,59.56,,,,
162,11/10/21 11:52:46 AM,93.0,90.9,59.56,,,,
163,11/10/21 11:52:51 AM,93.0,91.3,59.61,,,,
164,11/10/21 11:52:56 AM,93.0,90.9,59.54,,,,
165,11/10/21 11:53:01 AM,93.0,91.3,59.56,,,,
166,11/10/21 11:53:06 AM,93.0,90.5,59.56,,,,
167,11/10/21 11:53:11 AM,93.0,91.3,59.59,,,,
168,11/10/21 11:53:16 AM,93.0,90.9,59.56,,,,
169,11/10/21 11:53:21 AM,93.0,91.3,59.56,,,,
170,11/10/21 11:53:26 AM,93.0,91.3,59.59,,,,
171,11/10/21 11:53:31 AM,93.0,90.9,59.54,,,,
172,11/10/21 11:53:36 AM,93.0,91.3,59.56,,,,
173,11/10/21 11:53:41 AM,93.0,90.9,59.56,,,,
174,11/10/21 11:53:46 AM,93.0,91.3,59.54,,,,
175,11/10/21 11:53:51 AM,93.0,90.9,59.56,,,,
176,11/10/21 11:53:56 AM,93.0,91.3,59.56,,,,
177,11/10/21 11:54:01 AM,93.0,90.9,59.56,,,,
178,11/10/21 11:54:06 AM,93.0,91.3,59.54,,,,
179,11/10/21 11:54:11 AM,93.0,90.9,59.54,,,,
180,11/10/21 11:54:16 AM,93.0,91.3,59.56,,,,
181,11/10/21 11:54:21 AM,93.0,91.3,59.56,,,,
182,11/10/21 11:54:26 AM,93.0,90.9,59.54,,,,
183,11/10/21 11:54:31 AM,93.0,90.9,59.56,,,,
184,11/10/21 11:54:36 AM,93.0,90.9,59.54,,,,
185,11/10/21 11:54:41 AM,93.0,91.3,59.54,,,,
186,11/10/21 11:54:46 AM,93.0,90.9,59.56,,,,
187,11/10/21 11:54:51 AM,93.0,91.3,59.56,,,,
188,11/10/21 11:54:56 AM,93.0,91.3,59.54,,,,
189,11/10/21 11:55:01 AM,93.0,90.9,59.59,,,,
190,11/10/21 11:55:06 AM,93.0,91.3,59.59,,,,
191,11/10/21 11:55:11 AM,93.1,91.3,59.56,,,,
192,11/10/21 11:55:16 AM,93.0,91.3,59.59,,,,
193,11/10/21 11:55:21 AM,93.0,90.9,59.59,,,,
194,11/10/21 11:55:26 AM,93.0,91.3,59.59,,,,
195,11/10/21 11:55:31 AM,93.0,91.3,59.59,,,,
196,11/10/21 11:55:36 AM,93.0,91.3,59.56,,,,
197,11/10/21 11:55:41 AM,93.0,90.9,59.59,,,,
198,11/10/21 11:55:46 AM,93.0,90.9,59.59,,,,
199,11/10/21 11:55:51 AM,93.0,91.3,59.59,,,,
200,11/10/21 11:55:56 AM,93.0,90.9,59.59,,,,
201,11/10/21 11:56:01 AM,93.0,91.3,59.59,,,,
202,11/10/21 11:56:06 AM,93.0,90.9,59.59,,,,
203,11/10/21 11:56:11 AM,93.1,90.9,59.59,,,,
204,11/10/21 11:56:16 AM,93.0,91.3,59.59,,,,
205,11/10/21 11:56:21 AM,93.0,91.3,59.56,,,,
206,11/10/21 11:56:26 AM,93.1,91.3,59.59,,,,
207,11/10/21 11:56:31 AM,93.0,91.3,59.59,,,,
208,11/10/21 11:56:36 AM,93.0,90.9,59.61,,,,
209,11/10/21 11:56:41 AM,93.1,91.3,59.59,,,,
210,11/10/21 11:56:46 AM,105.0,103.3,59.59,,,,
211,11/10/21 11:56:51 AM,122.2,121.1,59.59,,,,
212,11/10/21 11:56:56 AM,208.6,207.8,59.59,,,,
213,11/10/21 11:57:01 AM,287.2,287.3,59.59,,,,
214,11/10/21 11:57:06 AM,307.7,308.3,59.59,,,,
215,11/10/21 11:57:11 AM,317.9,318.6,59.59,,,,
216,11/10/21 11:57:16 AM,311.8,312.7,59.59,,,,
217,11/10/21 11:57:21 AM,299.4,300.4,59.59,,,,
218,11/10/21 11:57:26 AM,286.4,286.9,59.59,,,,
219,11/10/21 11:57:31 AM,265.2,265.6,59.59,,,,
220,11/10/21 11:57:36 AM,254.8,255.0,59.59,,,,
221,11/10/21 11:57:41 AM,237.9,238.1,59.67,,,,
222,11/10/21 11:57:46 AM,216.0,216.1,59.67,,,,
223,11/10/21 11:57:51 AM,202.8,202.7,59.67,,,,
224,11/10/21 11:57:56 AM,193.3,193.3,59.67,,,,
225,11/10/21 11:58:01 AM,181.7,181.6,59.67,,,,
226,11/10/21 11:58:06 AM,166.8,166.3,59.67,,,,
227,11/10/21 11:58:11 AM,158.8,158.1,59.67,,,,
228,11/10/21 11:58:16 AM,150.0,148.8,59.67,,,,
229,11/10/21 11:58:21 AM,146.1,145.3,59.67,,,,
230,11/10/21 11:58:26 AM,139.8,138.7,59.67,,,,
231,11/10/21 11:58:31 AM,133.7,132.0,59.67,,,,
232,11/10/21 11:58:36 AM,128.8,127.4,59.67,,,,
233,11/10/21 11:58:41 AM,128.3,127.0,59.68,,,,
234,11/10/21 11:58:46 AM,121.9,120.0,59.68,,,,
235,11/10/21 11:58:51 AM,118.1,116.9,59.67,,,,
236,11/10/21 11:58:56 AM,113.3,111.4,59.67,,,,
237,11/10/21 11:59:01 AM,113.6,112.2,59.68,,,,
238,11/10/21 11:59:06 AM,112.7,111.0,59.67,,,,
239,11/10/21 11:59:11 AM,111.7,109.9,59.68,,,,
240,11/10/21 11:59:16 AM,108.3,106.8,59.67,,,,
241,11/10/21 11:59:21 AM,107.6,105.6,59.68,,,,
242,11/10/21 11:59:26 AM,105.3,104.1,59.67,,,,
243,11/10/21 11:59:31 AM,104.3,102.5,59.68,,,,
244,11/10/21 11:59:36 AM,103.6,101.7,59.68,,,,
245,11/10/21 11:59:41 AM,102.5,100.9,59.68,,,,
246,11/10/21 11:59:46 AM,101.8,100.2,59.68,,,,
247,11/10/21 11:59:51 AM,101.1,99.4,59.68,,,,
248,11/10/21 11:59:56 AM,100.8,99.0,59.67,,,,
249,11/10/21 12:00:01 PM,100.4,99.0,59.68,,,,
250,11/10/21 12:00:06 PM,99.9,98.2,59.68,,,,
251,11/10/21 12:00:11 PM,99.8,97.8,59.68,,,,
252,11/10/21 12:00:16 PM,99.6,97.8,59.68,,,,
253,11/10/21 12:00:21 PM,99.1,97.1,59.68,,,,
254,11/10/21 12:00:26 PM,98.8,97.1,59.68,,,,
255,11/10/21 12:00:31 PM,98.2,96.3,59.68,,,,
256,11/10/21 12:00:36 PM,98.1,96.3,59.68,,,,
257,11/10/21 12:00:41 PM,97.7,95.9,59.68,,,,
258,11/10/21 12:00:46 PM,97.8,95.9,59.68,,,,
259,11/10/21 12:00:51 PM,97.3,95.5,59.70,,,,
260,11/10/21 12:00:56 PM,97.2,95.1,59.68,,,,
261,11/10/21 12:01:01 PM,96.7,94.7,59.70,,,,
262,11/10/21 12:01:06 PM,96.3,94.0,59.70,,,,
263,11/10/21 12:01:11 PM,96.5,94.7,59.70,,,,
264,11/10/21 12:01:16 PM,96.3,94.4,59.68,,,,
265,11/10/21 12:01:21 PM,96.0,93.6,59.68,,,,
266,11/10/21 12:01:26 PM,96.0,94.0,59.70,,,,
267,11/10/21 12:01:31 PM,95.9,93.6,59.70,,,,
268,11/10/21 12:01:36 PM,95.5,93.6,59.70,,,,
269,11/10/21 12:01:41 PM,95.4,93.6,59.70,,,,
270,11/10/21 12:01:46 PM,95.3,93.2,59.68,,,,
271,11/10/21 12:01:51 PM,95.3,93.2,59.70,,,,
272,11/10/21 12:01:56 PM,95.2,92.8,59.70,,,,
273,11/10/21 12:02:01 PM,95.0,92.8,59.70,,,,
274,11/10/21 12:02:06 PM,94.9,92.8,59.72,,,,
275,11/10/21 12:02:11 PM,94.9,92.8,59.70,,,,
276,11/10/21 12:02:16 PM,94.8,92.4,59.70,,,,
277,11/10/21 12:02:21 PM,94.7,92.4,59.70,,,,
278,11/10/21 12:02:26 PM,94.7,92.4,59.70,,,,
279,11/10/21 12:02:31 PM,94.5,92.4,59.70,,,,
280,11/10/21 12:02:36 PM,94.6,92.4,59.70,,,,
281,11/10/21 12:02:41 PM,94.5,92.4,59.70,,,,
282,11/10/21 12:02:46 PM,94.4,92.0,59.72,,,,
283,11/10/21 12:02:51 PM,94.4,92.0,59.72,,,,
284,11/10/21 12:02:56 PM,94.4,92.4,59.70,,,,
285,11/10/21 12:03:01 PM,94.3,92.0,59.72,,,,
286,11/10/21 12:03:06 PM,94.2,92.0,59.72,,,,
287,11/10/21 12:03:11 PM,94.2,92.0,59.72,,,,
288,11/10/21 12:03:16 PM,94.1,92.0,59.70,,,,
289,11/10/21 12:03:21 PM,94.2,92.0,59.72,,,,
290,11/10/21 12:03:26 PM,94.1,92.0,59.72,,,,
291,11/10/21 12:03:31 PM,94.1,91.6,59.72,,,,
292,11/10/21 12:03:36 PM,94.1,92.0,59.72,,,,
293,11/10/21 12:03:41 PM,94.0,91.6,59.72,,,,
294,11/10/21 12:03:46 PM,94.0,91.6,59.72,,,,
295,11/10/21 12:03:51 PM,94.0,91.6,59.70,,,,
296,11/10/21 12:03:56 PM,94.0,91.6,59.72,,,,
297,11/10/21 12:04:01 PM,93.9,91.6,59.72,,,,
298,11/10/21 12:04:06 PM,93.9,91.6,59.72,,,,
299,11/10/21 12:04:11 PM,93.9,91.6,59.72,,,,
300,11/10/21 12:04:16 PM,93.8,91.6,59.72,,,,
301,11/10/21 12:04:21 PM,93.9,91.6,59.72,,,,
302,11/10/21 12:04:26 PM,93.9,91.6,59.72,,,,
303,11/10/21 12:04:31 PM,93.8,91.6,59.72,,,,
304,11/10/21 12:04:36 PM,93.8,91.6,59.72,,,,
305,11/10/21 12:04:41 PM,93.8,91.6,59.72,,,,
306,11/10/21 12:04:46 PM,93.8,91.6,59.72,,,,
307,11/10/21 12:04:51 PM,93.8,91.6,59.72,,,,
308,11/10/21 12:04:56 PM,93.7,91.6,59.72,,,,
309,11/10/21 12:05:01 PM,93.7,91.6,59.72,,,,
310,11/10/21 12:05:06 PM,93.7,91.6,59.76,,,,
311,11/10/21 12:05:11 PM,93.8,91.6,59.76,,,,
312,11/10/21 12:05:16 PM,93.7,91.6,59.72,,,,
313,11/10/21 12:05:21 PM,93.7,91.6,59.76,,,,
314,11/10/21 12:05:26 PM,93.6,91.6,59.72,,,,
315,11/10/21 12:05:31 PM,93.6,91.6,59.76,,,,
316,11/10/21 12:05:36 PM,93.5,91.6,59.76,,,,
317,11/10/21 12:05:41 PM,93.6,91.6,59.72,,,,
318,11/10/21 12:05:46 PM,93.6,91.6,59.76,,,,
319,11/10/21 12:05:51 PM,93.6,91.2,59.76,,,,
320,11/10/21 12:05:56 PM,93.5,91.6,59.76,,,,
321,11/10/21 12:06:01 PM,93.6,91.2,59.76,,,,
322,11/10/21 12:06:06 PM,93.6,91.2,59.76,,,,
323,11/10/21 12:06:11 PM,93.5,91.2,59.76,,,,
324,11/10/21 12:06:16 PM,93.5,91.6,59.76,,,,
325,11/10/21 12:06:21 PM,93.5,91.6,59.76,,,,
326,11/10/21 12:06:26 PM,93.6,91.6,59.76,,,,
327,11/10/21 12:06:31 PM,93.5,91.6,59.76,,,,
328,11/10/21 12:06:36 PM,93.5,91.2,59.72,,,,
329,11/10/21 12:06:41 PM,93.5,91.6,59.76,,,,
330,11/10/21 12:06:46 PM,93.5,91.2,59.72,,,,
331,11/10/21 12:06:51 PM,93.5,91.2,59.76,,,,
332,11/10/21 12:06:56 PM,93.5,91.2,59.76,,,,
333,11/10/21 12:07:01 PM,93.5,91.2,59.76,,,,
334,11/10/21 12:07:06 PM,93.5,91.6,59.76,,,,
335,11/10/21 12:07:11 PM,93.5,91.2,59.76,,,,
336,11/10/21 12:07:16 PM,93.5,91.6,59.76,,,,
337,11/10/21 12:07:21 PM,93.5,91.6,59.76,,,,
338,11/10/21 12:07:26 PM,93.5,91.2,59.76,,,,
339,11/10/21 12:07:31 PM,93.5,91.6,59.77,,,,
340,11/10/21 12:07:36 PM,93.5,91.2,59.76,,,,
341,11/10/21 12:07:41 PM,93.5,91.2,59.77,,,,
342,11/10/21 12:07:46 PM,93.5,91.2,59.77,,,,
343,11/10/21 12:07:51 PM,93.5,91.2,59.77,,,,
344,11/10/21 12:07:56 PM,93.5,91.2,59.77,,,,
345,11/10/21 12:08:01 PM,93.5,91.2,59.77,,,,
346,11/10/21 12:08:06 PM,93.4,91.2,59.77,,,,
347,11/10/21 12:08:11 PM,93.4,91.2,59.76,,,,
348,11/10/21 12:08:16 PM,93.5,91.2,59.76,,,,
349,11/10/21 12:08:21 PM,93.5,91.2,59.77,,,,
350,11/10/21 12:08:26 PM,93.5,91.6,59.76,,,,
351,11/10/21 12:08:31 PM,93.4,91.2,59.77,,,,
352,11/10/21 12:08:36 PM,93.4,91.2,59.77,,,,
353,11/10/21 12:08:41 PM,93.5,91.2,59.77,,,,
354,11/10/21 12:08:46 PM,93.5,91.2,59.77,,,,
355,11/10/21 12:08:51 PM,93.4,91.2,59.77,,,,
356,11/10/21 12:08:56 PM,93.4,91.2,59.77,,,,
357,11/10/21 12:09:01 PM,93.5,91.2,59.77,,,,
358,11/10/21 12:09:06 PM,93.4,91.2,59.77,,,,
359,11/10/21 12:09:11 PM,93.4,91.6,59.77,,,,
360,11/10/21 12:09:16 PM,93.5,91.2,59.77,,,,
361,11/10/21 12:09:21 PM,93.5,91.2,59.77,,,,
362,11/10/21 12:09:26 PM,93.4,91.2,59.77,,,,
363,11/10/21 12:09:31 PM,93.5,91.2,59.77,,,,
364,11/10/21 12:09:36 PM,93.4,91.2,59.77,,,,
365,11/10/21 12:09:41 PM,93.5,91.2,59.77,,,,
366,11/10/21 12:09:46 PM,93.4,91.2,59.77,,,,
367,11/10/21 12:09:51 PM,93.4,91.2,59.77,,,,
368,11/10/21 12:09:56 PM,93.4,91.2,59.79,,,,
369,11/10/21 12:10:01 PM,93.4,91.2,59.77,,,,
370,11/10/21 12:10:06 PM,93.4,91.2,59.79,,,,
371,11/10/21 12:10:11 PM,93.5,91.2,59.79,,,,
372,11/10/21 12:10:16 PM,93.4,91.2,59.79,,,,
373,11/10/21 12:10:21 PM,93.4,91.2,59.79,,,,
374,11/10/21 12:10:26 PM,93.4,91.2,59.79,,,,
375,11/10/21 12:10:31 PM,93.4,91.2,59.79,,,,
376,11/10/21 12:10:36 PM,93.4,91.2,59.79,,,,
377,11/10/21 12:10:41 PM,93.5,91.2,59.79,,,,
378,11/10/21 12:10:46 PM,93.3,91.2,59.79,,,,
379,11/10/21 12:10:51 PM,93.4,91.2,59.79,,,,
380,11/10/21 12:10:56 PM,93.5,91.2,59.79,,,,
381,11/10/21 12:11:01 PM,93.4,91.2,59.79,,,,
382,11/10/21 12:11:06 PM,93.4,91.6,59.79,,,,
383,11/10/21 12:11:11 PM,93.4,91.2,59.79,,,,
384,11/10/21 12:11:16 PM,93.4,91.2,59.79,,,,
385,11/10/21 12:11:21 PM,93.4,91.2,59.81,,,,
386,11/10/21 12:11:26 PM,93.4,91.2,59.79,,,,
387,11/10/21 12:11:31 PM,36.0,35.6,59.85,,,,
388,11/10/21 12:11:36 PM,41.5,41.4,60.12,,,,
389,11/10/21 12:11:41 PM,42.4,42.1,60.37,,,,
390,11/10/21 12:11:46 PM,42.5,42.5,60.53,,,,
391,11/10/21 12:11:51 PM,42.5,42.5,60.80,,,,
392,11/10/21 12:11:56 PM,43.1,42.9,60.98,,,,
393,11/10/21 12:12:01 PM,43.2,42.9,61.12,,,,
394,11/10/21 12:12:06 PM,43.3,43.3,61.21,,,,
395,11/10/21 12:12:11 PM,43.3,43.3,61.41,,,,
396,11/10/21 12:12:16 PM,43.4,43.3,61.63,,,,
397,11/10/21 12:12:21 PM,43.7,44.0,61.81,,,,
398,11/10/21 12:12:26 PM,43.6,43.3,61.90,,,,
399,11/10/21 12:12:31 PM,43.8,44.0,62.13,,,,
400,11/10/21 12:12:36 PM,43.8,44.0,62.33,,,,
401,11/10/21 12:12:41 PM,44.0,44.0,62.38,,,,
402,11/10/21 12:12:46 PM,44.1,44.0,62.65,,,,
403,11/10/21 12:12:51 PM,43.9,44.0,62.58,,,,
404,11/10/21 12:12:56 PM,44.1,44.0,62.80,,,,
405,11/10/21 12:13:01 PM,43.8,44.0,62.98,,,,
406,11/10/21 12:13:06 PM,44.3,44.0,63.09,,,,
407,11/10/21 12:13:11 PM,44.6,44.4,63.25,,,,
408,11/10/21 12:13:16 PM,44.6,44.8,63.46,,,,
409,11/10/21 12:13:21 PM,44.7,44.7,63.72,,,,
410,11/10/21 12:13:26 PM,44.6,44.7,63.84,,,,
