Plot Title: Bradford_streams_6-24-21,,,,,,,,
#,"Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 20342068, SEN S/N: 20342068)","Full Range, μS/cm (LGR S/N: 20342068, SEN S/N: 20342068)","Temp, °F (LGR S/N: 20342068, SEN S/N: 20342068)",Coupler Detached (LGR S/N: 20342068),Coupler Attached (LGR S/N: 20342068),Host Connected (LGR S/N: 20342068),End Of File (LGR S/N: 20342068)
443,6/24/2021 11:36:50,83.7,80.2,76.44,,,,
444,6/24/2021 11:36:55,83.7,80.2,76.44,,,,
445,6/24/2021 11:37:00,83.6,80.2,76.46,,,,
446,6/24/2021 11:37:05,83.8,80.2,76.44,,,,
447,6/24/2021 11:37:10,83.8,80.2,76.44,,,,
448,6/24/2021 11:37:15,83.8,80.2,76.44,,,,
449,6/24/2021 11:37:20,83.6,80.2,76.44,,,,
450,6/24/2021 11:37:25,83.6,80.2,76.44,,,,
451,6/24/2021 11:37:30,83.8,80.2,76.44,,,,
452,6/24/2021 11:37:35,84,80.2,76.44,,,,
453,6/24/2021 11:37:40,83.8,80.6,76.44,,,,
454,6/24/2021 11:37:45,83.8,80.2,76.44,,,,
455,6/24/2021 11:37:50,83.8,80.2,76.44,,,,
456,6/24/2021 11:37:55,84,80.6,76.44,,,,
457,6/24/2021 11:38:00,85,81.3,76.42,,,,
458,6/24/2021 11:38:05,86.6,83.5,76.44,,,,
459,6/24/2021 11:38:10,88.5,85.3,76.44,,,,
460,6/24/2021 11:38:15,93.4,90.1,76.42,,,,
461,6/24/2021 11:38:20,103.5,100.3,76.42,,,,
462,6/24/2021 11:38:25,107.3,104.3,76.44,,,,
463,6/24/2021 11:38:30,109.6,106.5,76.44,,,,
464,6/24/2021 11:38:35,119,116,76.42,,,,
465,6/24/2021 11:38:40,126.8,124,76.44,,,,
466,6/24/2021 11:38:45,142.7,139.7,76.42,,,,
467,6/24/2021 11:38:50,153.7,151,76.44,,,,
468,6/24/2021 11:38:55,169.8,167.8,76.42,,,,
469,6/24/2021 11:39:00,179.7,177.3,76.42,,,,
470,6/24/2021 11:39:05,179.1,176.9,76.44,,,,
471,6/24/2021 11:39:10,201.9,199.6,76.44,,,,
472,6/24/2021 11:39:15,217.4,215.6,76.44,,,,
473,6/24/2021 11:39:20,215.3,213.8,76.44,,,,
474,6/24/2021 11:39:25,211.4,209.4,76.42,,,,
475,6/24/2021 11:39:30,220.7,218.9,76.42,,,,
476,6/24/2021 11:39:35,220.4,218.5,76.42,,,,
477,6/24/2021 11:39:40,218.4,216.3,76.42,,,,
478,6/24/2021 11:39:45,219.7,218.2,76.42,,,,
479,6/24/2021 11:39:50,212.9,211.2,76.42,,,,
480,6/24/2021 11:39:55,209.1,207.2,76.44,,,,
481,6/24/2021 11:40:00,211.7,209.4,76.44,,,,
482,6/24/2021 11:40:05,209.4,207.2,76.42,,,,
483,6/24/2021 11:40:10,205.3,203.6,76.42,,,,
484,6/24/2021 11:40:15,195.8,193.7,76.42,,,,
485,6/24/2021 11:40:20,195.6,193.7,76.42,,,,
486,6/24/2021 11:40:25,186.5,184.2,76.42,,,,
487,6/24/2021 11:40:30,183.5,181.3,76.42,,,,
488,6/24/2021 11:40:35,182.7,180.2,76.42,,,,
489,6/24/2021 11:40:40,182.4,180.2,76.42,,,,
490,6/24/2021 11:40:45,185.4,183.1,76.42,,,,
491,6/24/2021 11:40:50,178.7,176.6,76.42,,,,
492,6/24/2021 11:40:55,162.2,159.8,76.42,,,,
493,6/24/2021 11:41:00,160.2,157.6,76.42,,,,
494,6/24/2021 11:41:05,161.1,158.3,76.42,,,,
495,6/24/2021 11:41:10,157.9,155.4,76.42,,,,
496,6/24/2021 11:41:15,148.3,145.6,76.44,,,,
497,6/24/2021 11:41:20,149.6,147,76.44,,,,
498,6/24/2021 11:41:25,148.6,146.3,76.42,,,,
499,6/24/2021 11:41:30,147.3,144.8,76.42,,,,
500,6/24/2021 11:41:35,143.1,140.5,76.42,,,,
501,6/24/2021 11:41:40,143.5,140.8,76.44,,,,
502,6/24/2021 11:41:45,136.2,133.5,76.44,,,,
503,6/24/2021 11:41:50,136.1,133.5,76.44,,,,
504,6/24/2021 11:41:55,129.2,126.2,76.44,,,,
505,6/24/2021 11:42:00,126.6,123.7,76.44,,,,
506,6/24/2021 11:42:05,126.2,123.7,76.44,,,,
507,6/24/2021 11:42:10,129.6,126.9,76.44,,,,
508,6/24/2021 11:42:15,121.2,118.2,76.46,,,,
509,6/24/2021 11:42:20,121.2,118.5,76.44,,,,
510,6/24/2021 11:42:25,117.5,114.9,76.44,,,,
511,6/24/2021 11:42:30,115.3,112.3,76.44,,,,
512,6/24/2021 11:42:35,110.6,107.6,76.44,,,,
513,6/24/2021 11:42:40,113.5,110.9,76.44,,,,
514,6/24/2021 11:42:45,113.9,110.9,76.44,,,,
515,6/24/2021 11:42:50,108.4,105.4,76.44,,,,
516,6/24/2021 11:42:55,104.3,101.4,76.44,,,,
517,6/24/2021 11:43:00,105.9,103.2,76.44,,,,
518,6/24/2021 11:43:05,108.6,105.8,76.44,,,,
519,6/24/2021 11:43:10,109.2,106.5,76.42,,,,
520,6/24/2021 11:43:15,105.5,102.5,76.44,,,,
521,6/24/2021 11:43:20,106.1,103.2,76.44,,,,
522,6/24/2021 11:43:25,102.7,99.6,76.44,,,,
523,6/24/2021 11:43:30,101.6,98.5,76.44,,,,
524,6/24/2021 11:43:35,100.6,97.7,76.44,,,,
525,6/24/2021 11:43:40,100.9,97.7,76.44,,,,
526,6/24/2021 11:43:45,101.7,98.5,76.44,,,,
527,6/24/2021 11:43:50,98.9,95.5,76.44,,,,
528,6/24/2021 11:43:55,96.2,93.4,76.44,,,,
529,6/24/2021 11:44:00,97,93.7,76.44,,,,
530,6/24/2021 11:44:05,97.6,94.4,76.44,,,,
531,6/24/2021 11:44:10,95.7,92.3,76.46,,,,
532,6/24/2021 11:44:15,95.9,93,76.46,,,,
533,6/24/2021 11:44:20,95,91.9,76.46,,,,
534,6/24/2021 11:44:25,94.5,91.2,76.46,,,,
535,6/24/2021 11:44:30,96.8,93.7,76.46,,,,
536,6/24/2021 11:44:35,94.6,91.2,76.46,,,,
537,6/24/2021 11:44:40,94.4,91.2,76.46,,,,
538,6/24/2021 11:44:45,94.8,91.5,76.46,,,,
539,6/24/2021 11:44:50,91.2,88.2,76.48,,,,
540,6/24/2021 11:44:55,92,88.6,76.46,,,,
541,6/24/2021 11:45:00,92.1,89.3,76.46,,,,
542,6/24/2021 11:45:05,91.2,88.2,76.48,,,,
543,6/24/2021 11:45:10,91.4,88.2,76.46,,,,
544,6/24/2021 11:45:15,89.9,86.8,76.48,,,,
545,6/24/2021 11:45:20,89.4,86,76.48,,,,
546,6/24/2021 11:45:25,90.1,86.8,76.48,,,,
547,6/24/2021 11:45:30,89.9,86.8,76.48,,,,
548,6/24/2021 11:45:35,89.1,85.7,76.48,,,,
549,6/24/2021 11:45:40,89.4,86,76.48,,,,
550,6/24/2021 11:45:45,89.6,86,76.46,,,,
551,6/24/2021 11:45:50,89.4,86,76.48,,,,
552,6/24/2021 11:45:55,88.6,85.3,76.48,,,,
553,6/24/2021 11:46:00,88.2,84.9,76.5,,,,
554,6/24/2021 11:46:05,88.5,84.9,76.48,,,,
555,6/24/2021 11:46:10,87.8,84.6,76.48,,,,
556,6/24/2021 11:46:15,87.8,84.6,76.5,,,,
557,6/24/2021 11:46:20,87.4,83.8,76.5,,,,
558,6/24/2021 11:46:25,87.6,84.2,76.48,,,,
559,6/24/2021 11:46:30,87.2,83.8,76.53,,,,
560,6/24/2021 11:46:35,86.8,83.8,76.5,,,,
561,6/24/2021 11:46:40,86.9,83.8,76.5,,,,
562,6/24/2021 11:46:45,87,83.5,76.5,,,,
563,6/24/2021 11:46:50,87,83.8,76.5,,,,
564,6/24/2021 11:46:55,86.4,83.5,76.53,,,,
565,6/24/2021 11:47:00,86,82.8,76.53,,,,
566,6/24/2021 11:47:05,86.2,82.8,76.5,,,,
567,6/24/2021 11:47:10,86,82.8,76.53,,,,
568,6/24/2021 11:47:15,86,82.8,76.53,,,,
569,6/24/2021 11:47:20,86.5,83.5,76.5,,,,
570,6/24/2021 11:47:25,86.4,82.8,76.5,,,,
571,6/24/2021 11:47:30,86.1,82.8,76.5,,,,
572,6/24/2021 11:47:35,86,82.8,76.53,,,,
573,6/24/2021 11:47:40,85.8,82.8,76.53,,,,
574,6/24/2021 11:47:45,85.6,82.4,76.53,,,,
575,6/24/2021 11:47:50,85.4,82.4,76.55,,,,
576,6/24/2021 11:47:55,85.5,82.4,76.53,,,,
577,6/24/2021 11:48:00,85.7,82.8,76.5,,,,
578,6/24/2021 11:48:05,85.6,82.8,76.55,,,,
579,6/24/2021 11:48:10,85.4,82.4,76.53,,,,
580,6/24/2021 11:48:15,85.4,82.4,76.57,,,,
581,6/24/2021 11:48:20,85.5,82,76.53,,,,
582,6/24/2021 11:48:25,85.5,82.4,76.53,,,,
583,6/24/2021 11:48:30,85.4,82,76.57,,,,
584,6/24/2021 11:48:35,85.4,81.7,76.53,,,,
585,6/24/2021 11:48:40,85.3,82.4,76.55,,,,
586,6/24/2021 11:48:45,85.2,81.7,76.57,,,,
587,6/24/2021 11:48:50,85.2,81.7,76.55,,,,
588,6/24/2021 11:48:55,85.2,81.7,76.55,,,,
589,6/24/2021 11:49:00,85.2,81.7,76.57,,,,
590,6/24/2021 11:49:05,85.1,81.7,76.57,,,,
591,6/24/2021 11:49:10,85,81.7,76.55,,,,
592,6/24/2021 11:49:15,85.2,81.7,76.55,,,,
593,6/24/2021 11:49:20,85,81.3,76.57,,,,
594,6/24/2021 11:49:25,85,81.7,76.57,,,,
595,6/24/2021 11:49:30,84.9,81.3,76.57,,,,
596,6/24/2021 11:49:35,85,81.7,76.55,,,,
597,6/24/2021 11:49:40,84.8,81.7,76.57,,,,
598,6/24/2021 11:49:45,84.8,81.3,76.57,,,,
599,6/24/2021 11:49:50,84.8,81.7,76.57,,,,
600,6/24/2021 11:49:55,84.8,81.3,76.57,,,,
601,6/24/2021 11:50:00,84.8,81.3,76.57,,,,
602,6/24/2021 11:50:05,84.8,81.3,76.57,,,,
603,6/24/2021 11:50:10,84.8,81.3,76.57,,,,
604,6/24/2021 11:50:15,84.7,81.3,76.59,,,,
605,6/24/2021 11:50:20,84.7,81.3,76.57,,,,
606,6/24/2021 11:50:25,84.7,81.3,76.59,,,,
607,6/24/2021 11:50:30,84.8,81.3,76.59,,,,
608,6/24/2021 11:50:35,84.7,81.3,76.57,,,,
609,6/24/2021 11:50:40,84.7,81.3,76.59,,,,
610,6/24/2021 11:50:45,84.5,81.3,76.59,,,,
611,6/24/2021 11:50:50,84.7,81.7,76.57,,,,
612,6/24/2021 11:50:55,84.7,81.3,76.59,,,,
613,6/24/2021 11:51:00,84.6,81.3,76.59,,,,
614,6/24/2021 11:51:05,84.6,81.3,76.59,,,,
615,6/24/2021 11:51:10,84.5,81.3,76.59,,,,
616,6/24/2021 11:51:15,84.5,81.3,76.59,,,,
617,6/24/2021 11:51:20,84.7,81.3,76.59,,,,
618,6/24/2021 11:51:25,84.6,81.3,76.57,,,,
619,6/24/2021 11:51:30,84.5,81.3,76.59,,,,
620,6/24/2021 11:51:35,84.5,81.3,76.59,,,,
621,6/24/2021 11:51:40,84.5,81.3,76.6,,,,
622,6/24/2021 11:51:45,84.5,81.3,76.6,,,,
623,6/24/2021 11:51:50,84.5,81.3,76.59,,,,
624,6/24/2021 11:51:55,84.4,81.3,76.57,,,,
625,6/24/2021 11:52:00,84.5,81.3,76.59,,,,
626,6/24/2021 11:52:05,84.5,81.3,76.57,,,,
627,6/24/2021 11:52:10,84.4,80.9,76.59,,,,
628,6/24/2021 11:52:15,84.5,81.3,76.59,,,,
629,6/24/2021 11:52:20,84.4,81.3,76.59,,,,
630,6/24/2021 11:52:25,84.5,81.3,76.59,,,,
631,6/24/2021 11:52:30,84.3,81.3,76.59,,,,
632,6/24/2021 11:52:35,84.3,81.3,76.59,,,,
633,6/24/2021 11:52:40,84.4,81.3,76.59,,,,
634,6/24/2021 11:52:45,84.4,81.3,76.59,,,,
635,6/24/2021 11:52:50,84.4,81.3,76.57,,,,
636,6/24/2021 11:52:55,84.4,81.3,76.57,,,,
637,6/24/2021 11:53:00,84.5,81.3,76.59,,,,
638,6/24/2021 11:53:05,84.4,81.3,76.57,,,,
639,6/24/2021 11:53:10,84.3,80.9,76.57,,,,
640,6/24/2021 11:53:15,84.3,81.3,76.59,,,,
641,6/24/2021 11:53:20,84.5,81.3,76.59,,,,
642,6/24/2021 11:53:25,84.3,81.3,76.59,,,,
643,6/24/2021 11:53:30,84.4,81.3,76.57,,,,
644,6/24/2021 11:53:35,84.4,81.3,76.57,,,,
645,6/24/2021 11:53:40,84.4,81.3,76.57,,,,
646,6/24/2021 11:53:45,84.4,80.9,76.57,,,,
647,6/24/2021 11:53:50,84.4,81.3,76.59,,,,
648,6/24/2021 11:53:55,84.5,81.3,76.57,,,,
649,6/24/2021 11:54:00,84.4,81.3,76.57,,,,
650,6/24/2021 11:54:05,84.4,81.3,76.57,,,,
651,6/24/2021 11:54:10,84.3,80.9,76.59,,,,
652,6/24/2021 11:54:15,84.4,81.3,76.59,,,,
653,6/24/2021 11:54:20,84.3,81.3,76.59,,,,
654,6/24/2021 11:54:25,84.2,81.3,76.59,,,,
655,6/24/2021 11:54:30,84.3,81.3,76.59,,,,
656,6/24/2021 11:54:35,84.4,80.9,76.59,,,,
657,6/24/2021 11:54:40,84.4,81.3,76.59,,,,
658,6/24/2021 11:54:45,84.3,80.9,76.57,,,,
659,6/24/2021 11:54:50,84.3,81.3,76.59,,,,
660,6/24/2021 11:54:55,84.3,81.3,76.59,,,,
661,6/24/2021 11:55:00,84.3,80.9,76.57,,,,
662,6/24/2021 11:55:05,84.3,81.3,76.59,,,,
663,6/24/2021 11:55:10,84.2,81.3,76.59,,,,
664,6/24/2021 11:55:15,84.3,81.3,76.59,,,,
665,6/24/2021 11:55:20,84.3,81.3,76.59,,,,
666,6/24/2021 11:55:25,84.3,80.9,76.59,,,,
667,6/24/2021 11:55:30,84.3,81.3,76.59,,,,
668,6/24/2021 11:55:35,84.2,80.9,76.59,,,,
669,6/24/2021 11:55:40,84.3,81.3,76.59,,,,
670,6/24/2021 11:55:45,84.4,81.3,76.57,,,,
671,6/24/2021 11:55:50,84.3,81.3,76.59,,,,
672,6/24/2021 11:55:55,84.2,81.3,76.57,,,,
673,6/24/2021 11:56:00,84.3,80.9,76.59,,,,
674,6/24/2021 11:56:05,84.2,80.9,76.57,,,,
675,6/24/2021 11:56:10,84.3,81.3,76.59,,,,
676,6/24/2021 11:56:15,84.2,81.3,76.57,,,,
677,6/24/2021 11:56:20,84.3,80.9,76.59,,,,
678,6/24/2021 11:56:25,84.2,80.9,76.59,,,,
679,6/24/2021 11:56:30,84.2,81.3,76.59,,,,
680,6/24/2021 11:56:35,84.3,81.3,76.59,,,,
681,6/24/2021 11:56:40,84.3,81.3,76.57,,,,
682,6/24/2021 11:56:45,84.4,81.3,76.57,,,,
683,6/24/2021 11:56:50,84.3,80.9,76.57,,,,
684,6/24/2021 11:56:55,84.3,80.9,76.59,,,,
685,6/24/2021 11:57:00,84.3,81.3,76.59,,,,
686,6/24/2021 11:57:05,84.2,81.3,76.59,,,,
687,6/24/2021 11:57:10,84.3,80.9,76.59,,,,
688,6/24/2021 11:57:15,84.2,81.3,76.57,,,,
689,6/24/2021 11:57:20,84.3,80.9,76.6,,,,
690,6/24/2021 11:57:25,84.1,81.3,76.59,,,,
691,6/24/2021 11:57:30,84.2,81.3,76.59,,,,
692,6/24/2021 11:57:35,84.1,80.9,76.59,,,,
693,6/24/2021 11:57:40,84.1,81.3,76.6,,,,
694,6/24/2021 11:57:45,84.3,80.9,76.59,,,,
695,6/24/2021 11:57:50,84.2,80.6,76.59,,,,
696,6/24/2021 11:57:55,84.2,81.3,76.59,,,,
697,6/24/2021 11:58:00,84.1,80.9,76.59,,,,
698,6/24/2021 11:58:05,84.1,80.9,76.59,,,,
699,6/24/2021 11:58:10,84.1,80.9,76.59,,,,
700,6/24/2021 11:58:15,84.2,81.3,76.59,,,,
701,6/24/2021 11:58:20,84.1,80.9,76.59,,,,
702,6/24/2021 11:58:25,84.1,80.9,76.59,,,,
703,6/24/2021 11:58:30,84.1,80.9,76.59,,,,
704,6/24/2021 11:58:35,84.1,81.3,76.6,,,,
705,6/24/2021 11:58:40,84.2,80.6,76.57,,,,
706,6/24/2021 11:58:45,84.1,81.3,76.59,,,,
707,6/24/2021 11:58:50,84.2,80.9,76.57,,,,
708,6/24/2021 11:58:55,84.1,80.9,76.57,,,,
709,6/24/2021 11:59:00,84.1,81.3,76.59,,,,
710,6/24/2021 11:59:05,84,80.9,76.59,,,,
711,6/24/2021 11:59:10,84.2,80.9,76.57,,,,
712,6/24/2021 11:59:15,84.1,80.9,76.57,,,,
713,6/24/2021 11:59:20,84.1,81.3,76.57,,,,
714,6/24/2021 11:59:25,84.2,80.9,76.57,,,,
715,6/24/2021 11:59:30,84.2,80.9,76.57,,,,
716,6/24/2021 11:59:35,84.2,80.9,76.57,,,,
717,6/24/2021 11:59:40,84.2,80.9,76.57,,,,
718,6/24/2021 11:59:45,84,80.6,76.57,,,,
719,6/24/2021 11:59:50,84.1,81.3,76.57,,,,
720,6/24/2021 11:59:55,84.1,81.3,76.57,,,,
721,6/24/2021 12:00:00,84.1,80.6,76.57,,,,
722,6/24/2021 12:00:05,84.1,80.6,76.57,,,,
723,6/24/2021 12:00:10,84.1,81.3,76.57,,,,
724,6/24/2021 12:00:15,84.2,80.9,76.57,,,,
725,6/24/2021 12:00:20,84.2,80.9,76.57,,,,
726,6/24/2021 12:00:25,84.1,80.9,76.57,,,,
727,6/24/2021 12:00:30,84.1,80.9,76.55,,,,
728,6/24/2021 12:00:35,84.2,80.9,76.57,,,,
729,6/24/2021 12:00:40,84,80.6,76.57,,,,
730,6/24/2021 12:00:45,84.2,80.6,76.55,,,,
731,6/24/2021 12:00:50,84.2,80.9,76.57,,,,
732,6/24/2021 12:00:55,84.2,81.3,76.57,,,,
733,6/24/2021 12:01:00,84.1,80.6,76.57,,,,
734,6/24/2021 12:01:05,84.1,81.3,76.57,,,,
735,6/24/2021 12:01:10,84.1,80.9,76.55,,,,
736,6/24/2021 12:01:15,84,80.9,76.57,,,,
737,6/24/2021 12:01:20,84.1,81.3,76.55,,,,
738,6/24/2021 12:01:25,84.1,80.6,76.57,,,,
739,6/24/2021 12:01:30,84,80.9,76.57,,,,
740,6/24/2021 12:01:35,84,80.9,76.57,,,,
741,6/24/2021 12:01:40,84,80.6,76.57,,,,
742,6/24/2021 12:01:45,84.2,81.3,76.57,,,,
743,6/24/2021 12:01:50,84.1,80.9,76.57,,,,
744,6/24/2021 12:01:55,84.2,80.9,76.57,,,,
745,6/24/2021 12:02:00,84,80.9,76.57,,,,
746,6/24/2021 12:02:05,84,80.6,76.57,,,,
747,6/24/2021 12:02:10,83.9,80.6,76.57,,,,
748,6/24/2021 12:02:15,84,80.9,76.55,,,,
749,6/24/2021 12:02:20,6.8,3,76.73,,,,
750,6/24/2021 12:02:25,4.1,0.1,76.84,,,,
751,6/24/2021 12:02:30,3.7,0.1,76.93,,,,
752,6/24/2021 12:02:35,2.2,-1.7,77.31,,,,
753,6/24/2021 12:02:40,2.2,-1.7,77.56,,,,
754,6/24/2021 12:02:45,2.1,-1.7,77.63,,,,
755,6/24/2021 12:02:50,3.3,-0.6,77.79,,,,
756,6/24/2021 12:02:55,1.4,-2.1,77.83,,,,
757,6/24/2021 12:03:00,1.9,-2.1,77.85,,,,
758,6/24/2021 12:03:05,3.3,-0.3,77.83,,,,
759,6/24/2021 12:03:10,3.7,-0.3,77.81,,,,
760,6/24/2021 12:03:15,3.7,-0.3,77.83,,,,
761,6/24/2021 12:03:20,3.7,-0.3,77.83,,,,
762,6/24/2021 12:03:25,8.5,4.5,77.94,,,,
763,6/24/2021 12:03:30,4.5,0.5,77.94,,,,
764,6/24/2021 12:03:35,4.9,0.8,77.83,,,,
765,6/24/2021 12:03:40,4,0.5,77.79,,,,
766,6/24/2021 12:03:45,4.1,0.5,77.88,,,,
767,6/24/2021 12:03:50,3.5,-0.6,77.92,,,,
768,6/24/2021 12:03:55,3.4,-0.6,77.94,,,,
769,6/24/2021 12:04:00,2.9,-1.4,77.92,,,,
770,6/24/2021 12:04:05,11.4,7.4,77.99,,,,
771,6/24/2021 12:04:10,8.8,4.5,78.08,,,,
772,6/24/2021 12:04:15,8.1,4.1,78.22,,,,
773,6/24/2021 12:04:20,7.9,4.1,78.31,,,,
774,6/24/2021 12:04:25,7.7,3.7,78.42,,,,
775,6/24/2021 12:04:30,7.6,3.7,78.48,,,,
776,6/24/2021 12:04:35,7.5,3.4,78.55,,,,
777,6/24/2021 12:04:40,7.3,3,78.62,,,,
778,6/24/2021 12:04:45,6.6,3,78.67,,,,
779,6/24/2021 12:04:50,3.6,-0.3,78.89,,,,
780,6/24/2021 12:04:55,3.6,-0.3,78.89,,,,
781,6/24/2021 12:05:00,3.6,-0.3,78.87,,,,
782,6/24/2021 12:05:05,3.5,-0.3,78.85,,,,
783,6/24/2021 12:05:10,3.5,-0.3,78.84,,,,
784,6/24/2021 12:05:15,1.3,-1.7,78.96,,,,
785,6/24/2021 12:05:20,1,-2.1,79.57,,,,
786,6/24/2021 12:05:25,1.2,-2.5,79.75,,,,
787,6/24/2021 12:05:30,1.2,-2.5,79.65,,Logged,Logged,
788,6/24/2021 12:05:35,1.4,-2.1,79.59,,,,
789,6/24/2021 12:05:40,1.5,-2.1,79.54,,,,
790,6/24/2021 12:05:45,1.5,-2.1,79.48,,,,
791,6/24/2021 12:05:50,1.6,-2.1,79.48,,,,
792,6/24/2021 12:05:55,1.4,-2.5,79.38,,,,
793,6/24/2021 12:06:00,1.2,-2.5,79.32,,,,
794,6/24/2021 12:06:05,1.4,-1.7,79.36,,,,
795,6/24/2021 12:06:10,1.4,-1.7,79.38,,,,
796,6/24/2021 12:06:15,1.4,-2.5,79.38,,,,
797,6/24/2021 12:06:20,1.2,-1.7,79.36,,,,
798,6/24/2021 12:06:25,0.9,-1.4,79.45,,,,
799,6/24/2021 12:06:30,0.8,-1.7,79.48,,,,
800,6/24/2021 12:06:35,0.9,-2.1,79.59,,,,
801,6/24/2021 12:06:40,0.8,-2.1,79.57,,,,Logged
