"Plot Title: bBrad_DG_2023-02-09_7"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10778437, SEN S/N: 10778437)","Full Range, μS/cm (LGR S/N: 10778437, SEN S/N: 10778437)","Temp, °F (LGR S/N: 10778437, SEN S/N: 10778437)","Coupler Detached (LGR S/N: 10778437)","Coupler Attached (LGR S/N: 10778437)","Host Connected (LGR S/N: 10778437)","Stopped (LGR S/N: 10778437)","End Of File (LGR S/N: 10778437)"
35,02/09/23 10:42:25 AM,114.1,112.8,73.60,,,,,
36,02/09/23 10:42:30 AM,108.4,106.4,67.19,,,,,
37,02/09/23 10:42:35 AM,108.5,106.1,66.33,,,,,
38,02/09/23 10:42:40 AM,108.8,106.5,65.77,,,,,
39,02/09/23 10:42:45 AM,109.0,106.5,65.98,,,,,
40,02/09/23 10:42:50 AM,110.6,108.7,67.03,,,,,
41,02/09/23 10:42:55 AM,109.9,107.6,66.56,,,,,
42,02/09/23 10:43:00 AM,110.2,108.0,65.59,,,,,
43,02/09/23 10:43:05 AM,109.2,106.9,65.41,,,,,
44,02/09/23 10:43:10 AM,109.9,107.6,65.86,,,,,
45,02/09/23 10:43:15 AM,110.6,108.4,66.34,,,,,
46,02/09/23 10:43:20 AM,111.3,109.1,66.85,,,,,
47,02/09/23 10:43:25 AM,111.7,109.5,67.32,,,,,
48,02/09/23 10:43:30 AM,111.9,109.8,67.57,,,,,
49,02/09/23 10:43:35 AM,111.9,109.4,67.51,,,,,
50,02/09/23 10:43:40 AM,111.7,109.4,67.57,,,,,
51,02/09/23 10:43:45 AM,111.5,109.4,67.51,,,,,
52,02/09/23 10:43:50 AM,111.3,109.1,67.32,,,,,
53,02/09/23 10:43:55 AM,110.9,108.7,67.24,,,,,
54,02/09/23 10:44:00 AM,110.8,108.7,67.12,,,,,
55,02/09/23 10:44:05 AM,110.5,108.3,66.99,,,,,
56,02/09/23 10:44:10 AM,110.1,108.0,66.78,,,,,
57,02/09/23 10:44:15 AM,109.7,107.6,66.52,,,,,
58,02/09/23 10:44:20 AM,109.6,107.6,66.40,,,,,
59,02/09/23 10:44:25 AM,109.7,107.6,66.33,,,,,
60,02/09/23 10:44:30 AM,109.3,107.2,66.16,,,,,
61,02/09/23 10:44:35 AM,109.1,106.5,65.89,,,,,
62,02/09/23 10:44:40 AM,108.9,106.5,65.75,,,,,
63,02/09/23 10:44:45 AM,108.8,106.5,65.57,,,,,
64,02/09/23 10:44:50 AM,108.7,106.2,65.43,,,,,
65,02/09/23 10:44:55 AM,108.7,106.2,65.34,,,,,
66,02/09/23 10:45:00 AM,108.5,106.2,65.14,,,,,
67,02/09/23 10:45:05 AM,108.4,106.2,64.98,,,,,
68,02/09/23 10:45:10 AM,108.4,106.2,64.81,,,,,
69,02/09/23 10:45:15 AM,108.5,106.2,64.74,,,,,
70,02/09/23 10:45:20 AM,108.5,106.2,64.69,,,,,
71,02/09/23 10:45:25 AM,108.5,106.2,64.63,,,,,
72,02/09/23 10:45:30 AM,108.4,106.2,64.51,,,,,
73,02/09/23 10:45:35 AM,108.4,106.2,64.42,,,,,
74,02/09/23 10:45:40 AM,108.4,106.2,64.36,,,,,
75,02/09/23 10:45:45 AM,108.2,106.2,64.31,,,,,
76,02/09/23 10:45:50 AM,108.2,105.8,64.22,,,,,
77,02/09/23 10:45:55 AM,108.1,105.5,64.15,,,,,
78,02/09/23 10:46:00 AM,108.1,105.9,64.02,,,,,
79,02/09/23 10:46:05 AM,108.1,105.9,63.97,,,,,
80,02/09/23 10:46:10 AM,108.0,105.5,63.90,,,,,
81,02/09/23 10:46:15 AM,108.0,105.5,63.82,,,,,
82,02/09/23 10:46:20 AM,108.0,105.5,63.77,,,,,
83,02/09/23 10:46:25 AM,107.9,105.5,63.72,,,,,
84,02/09/23 10:46:30 AM,107.9,105.5,63.64,,,,,
85,02/09/23 10:46:35 AM,107.9,105.5,63.59,,,,,
86,02/09/23 10:46:40 AM,107.9,105.5,63.52,,,,,
87,02/09/23 10:46:45 AM,107.9,105.5,63.50,,,,,
88,02/09/23 10:46:50 AM,107.8,105.5,63.46,,,,,
89,02/09/23 10:46:55 AM,107.8,105.1,63.43,,,,,
90,02/09/23 10:47:00 AM,107.7,105.1,63.36,,,,,
91,02/09/23 10:47:05 AM,107.7,105.1,63.36,,,,,
92,02/09/23 10:47:10 AM,107.5,105.1,63.34,,,,,
93,02/09/23 10:47:15 AM,107.6,105.1,63.32,,,,,
94,02/09/23 10:47:20 AM,107.5,105.1,63.27,,,,,
95,02/09/23 10:47:25 AM,107.4,104.8,63.25,,,,,
96,02/09/23 10:47:30 AM,107.4,104.8,63.23,,,,,
97,02/09/23 10:47:35 AM,107.5,105.1,63.23,,,,,
98,02/09/23 10:47:40 AM,107.5,104.8,63.21,,,,,
99,02/09/23 10:47:45 AM,107.5,105.2,63.18,,,,,
100,02/09/23 10:47:50 AM,107.5,104.8,63.16,,,,,
101,02/09/23 10:47:55 AM,107.5,104.8,63.16,,,,,
102,02/09/23 10:48:00 AM,107.5,104.8,63.14,,,,,
103,02/09/23 10:48:05 AM,107.5,105.2,63.10,,,,,
104,02/09/23 10:48:10 AM,107.5,104.8,63.10,,,,,
105,02/09/23 10:48:15 AM,107.5,104.8,63.10,,,,,
106,02/09/23 10:48:20 AM,107.5,104.8,63.09,,,,,
107,02/09/23 10:48:25 AM,107.5,104.8,63.09,,,,,
108,02/09/23 10:48:30 AM,107.5,104.8,63.07,,,,,
109,02/09/23 10:48:35 AM,107.4,104.8,63.07,,,,,
110,02/09/23 10:48:40 AM,107.5,105.2,63.07,,,,,
111,02/09/23 10:48:45 AM,107.5,104.8,63.05,,,,,
112,02/09/23 10:48:50 AM,107.5,104.8,63.05,,,,,
113,02/09/23 10:48:55 AM,107.4,104.8,63.05,,,,,
114,02/09/23 10:49:00 AM,107.4,104.8,63.01,,,,,
115,02/09/23 10:49:05 AM,107.5,104.8,63.01,,,,,
116,02/09/23 10:49:10 AM,107.4,104.8,63.01,,,,,
117,02/09/23 10:49:15 AM,107.5,104.8,63.01,,,,,
118,02/09/23 10:49:20 AM,107.5,104.8,63.01,,,,,
119,02/09/23 10:49:25 AM,107.3,104.8,63.01,,,,,
120,02/09/23 10:49:30 AM,107.4,104.8,63.00,,,,,
121,02/09/23 10:49:35 AM,107.4,104.8,63.01,,,,,
122,02/09/23 10:49:40 AM,107.4,104.8,63.01,,,,,
123,02/09/23 10:49:45 AM,107.4,104.8,63.01,,,,,
124,02/09/23 10:49:50 AM,107.4,104.8,63.00,,,,,
125,02/09/23 10:49:55 AM,107.4,104.8,63.00,,,,,
126,02/09/23 10:50:00 AM,107.3,104.8,63.00,,,,,
127,02/09/23 10:50:05 AM,107.4,104.8,63.00,,,,,
128,02/09/23 10:50:10 AM,107.4,104.8,63.00,,,,,
129,02/09/23 10:50:15 AM,107.3,104.8,63.00,,,,,
130,02/09/23 10:50:20 AM,107.3,104.8,63.00,,,,,
131,02/09/23 10:50:25 AM,107.4,104.8,63.00,,,,,
132,02/09/23 10:50:30 AM,107.4,104.8,63.00,,,,,
133,02/09/23 10:50:35 AM,107.3,104.8,63.00,,,,,
134,02/09/23 10:50:40 AM,107.4,104.8,63.00,,,,,
135,02/09/23 10:50:45 AM,107.4,104.8,63.00,,,,,
136,02/09/23 10:50:50 AM,107.5,104.8,63.00,,,,,
137,02/09/23 10:50:55 AM,107.5,104.8,63.00,,,,,
138,02/09/23 10:51:00 AM,107.5,104.8,63.00,,,,,
139,02/09/23 10:51:05 AM,107.5,104.8,62.98,,,,,
140,02/09/23 10:51:10 AM,107.5,104.8,63.00,,,,,
141,02/09/23 10:51:15 AM,107.5,104.8,63.00,,,,,
142,02/09/23 10:51:20 AM,107.5,104.8,63.00,,,,,
143,02/09/23 10:51:25 AM,107.5,104.8,63.01,,,,,
144,02/09/23 10:51:30 AM,107.5,104.8,63.00,,,,,
145,02/09/23 10:51:35 AM,107.5,104.8,63.01,,,,,
146,02/09/23 10:51:40 AM,107.5,104.8,63.01,,,,,
147,02/09/23 10:51:45 AM,107.5,105.2,63.01,,,,,
148,02/09/23 10:51:50 AM,107.5,104.8,63.01,,,,,
149,02/09/23 10:51:55 AM,107.5,104.8,63.01,,,,,
150,02/09/23 10:52:00 AM,107.5,104.8,63.05,,,,,
151,02/09/23 10:52:05 AM,107.5,105.2,63.05,,,,,
152,02/09/23 10:52:10 AM,107.5,104.8,63.05,,,,,
153,02/09/23 10:52:15 AM,107.5,104.8,63.05,,,,,
154,02/09/23 10:52:20 AM,107.5,105.2,63.05,,,,,
155,02/09/23 10:52:25 AM,107.5,104.8,63.05,,,,,
156,02/09/23 10:52:30 AM,107.5,104.8,63.05,,,,,
157,02/09/23 10:52:35 AM,107.5,104.8,63.07,,,,,
158,02/09/23 10:52:40 AM,107.5,104.8,63.05,,,,,
159,02/09/23 10:52:45 AM,107.5,104.8,63.07,,,,,
160,02/09/23 10:52:50 AM,107.5,104.8,63.07,,,,,
161,02/09/23 10:52:55 AM,107.5,105.2,63.07,,,,,
162,02/09/23 10:53:00 AM,107.6,104.8,63.07,,,,,
163,02/09/23 10:53:05 AM,107.5,104.8,63.07,,,,,
164,02/09/23 10:53:10 AM,107.6,104.8,63.09,,,,,
165,02/09/23 10:53:15 AM,107.6,104.8,63.09,,,,,
166,02/09/23 10:53:20 AM,107.5,104.8,63.09,,,,,
167,02/09/23 10:53:25 AM,107.6,104.8,63.09,,,,,
168,02/09/23 10:53:30 AM,107.5,104.8,63.09,,,,,
169,02/09/23 10:53:35 AM,107.7,105.2,63.10,,,,,
170,02/09/23 10:53:40 AM,107.6,104.8,63.09,,,,,
171,02/09/23 10:53:45 AM,107.7,104.8,63.10,,,,,
172,02/09/23 10:53:50 AM,107.7,105.2,63.10,,,,,
173,02/09/23 10:53:55 AM,107.7,105.5,63.10,,,,,
174,02/09/23 10:54:00 AM,107.7,104.8,63.14,,,,,
175,02/09/23 10:54:05 AM,107.7,105.5,63.14,,,,,
176,02/09/23 10:54:10 AM,107.7,105.2,63.14,,,,,
177,02/09/23 10:54:15 AM,107.8,105.2,63.14,,,,,
178,02/09/23 10:54:20 AM,107.8,105.2,63.16,,,,,
179,02/09/23 10:54:25 AM,107.8,105.5,63.16,,,,,
180,02/09/23 10:54:30 AM,107.9,105.5,63.14,,,,,
181,02/09/23 10:54:35 AM,107.8,105.5,63.16,,,,,
182,02/09/23 10:54:40 AM,107.9,105.5,63.16,,,,,
183,02/09/23 10:54:45 AM,107.9,105.2,63.16,,,,,
184,02/09/23 10:54:50 AM,107.9,105.9,63.16,,,,,
185,02/09/23 10:54:55 AM,108.0,105.5,63.16,,,,,
186,02/09/23 10:55:00 AM,108.0,105.5,63.16,,,,,
187,02/09/23 10:55:05 AM,108.2,105.5,63.16,,,,,
188,02/09/23 10:55:10 AM,108.2,105.9,63.16,,,,,
189,02/09/23 10:55:15 AM,108.2,105.9,63.16,,,,,
190,02/09/23 10:55:20 AM,108.3,105.9,63.18,,,,,
191,02/09/23 10:55:25 AM,108.4,105.9,63.18,,,,,
192,02/09/23 10:55:30 AM,108.4,105.9,63.18,,,,,
193,02/09/23 10:55:35 AM,108.5,106.3,63.18,,,,,
194,02/09/23 10:55:40 AM,108.5,106.3,63.18,,,,,
195,02/09/23 10:55:45 AM,108.7,106.3,63.18,,,,,
196,02/09/23 10:55:50 AM,108.8,106.3,63.21,,,,,
197,02/09/23 10:55:55 AM,108.9,106.3,63.21,,,,,
198,02/09/23 10:56:00 AM,109.0,106.3,63.21,,,,,
199,02/09/23 10:56:05 AM,109.2,106.7,63.21,,,,,
200,02/09/23 10:56:10 AM,109.3,107.1,63.23,,,,,
201,02/09/23 10:56:15 AM,109.4,107.1,63.23,,,,,
202,02/09/23 10:56:20 AM,109.4,107.1,63.23,,,,,
203,02/09/23 10:56:25 AM,109.6,107.1,63.23,,,,,
204,02/09/23 10:56:30 AM,109.6,107.1,63.23,,,,,
205,02/09/23 10:56:35 AM,109.8,107.0,63.25,,,,,
206,02/09/23 10:56:40 AM,109.9,107.4,63.25,,,,,
207,02/09/23 10:56:45 AM,110.0,107.4,63.25,,,,,
208,02/09/23 10:56:50 AM,110.1,107.4,63.25,,,,,
209,02/09/23 10:56:55 AM,110.4,107.8,63.27,,,,,
210,02/09/23 10:57:00 AM,110.6,107.8,63.27,,,,,
211,02/09/23 10:57:05 AM,110.7,108.2,63.27,,,,,
212,02/09/23 10:57:10 AM,110.9,108.2,63.27,,,,,
213,02/09/23 10:57:15 AM,111.0,108.2,63.27,,,,,
214,02/09/23 10:57:20 AM,111.2,108.6,63.30,,,,,
215,02/09/23 10:57:25 AM,111.4,109.0,63.27,,,,,
216,02/09/23 10:57:30 AM,111.6,109.3,63.30,,,,,
217,02/09/23 10:57:35 AM,111.7,109.3,63.30,,,,,
218,02/09/23 10:57:40 AM,112.0,109.3,63.32,,,,,
219,02/09/23 10:57:45 AM,112.2,110.1,63.32,,,,,
220,02/09/23 10:57:50 AM,112.3,109.7,63.32,,,,,
221,02/09/23 10:57:55 AM,112.4,110.1,63.32,,,,,
222,02/09/23 10:58:00 AM,112.6,110.1,63.32,,,,,
223,02/09/23 10:58:05 AM,112.6,110.5,63.32,,,,,
224,02/09/23 10:58:10 AM,112.8,110.5,63.32,,,,,
225,02/09/23 10:58:15 AM,113.0,110.5,63.34,,,,,
226,02/09/23 10:58:20 AM,113.2,110.9,63.34,,,,,
227,02/09/23 10:58:25 AM,113.3,111.2,63.34,,,,,
228,02/09/23 10:58:30 AM,113.6,111.2,63.34,,,,,
229,02/09/23 10:58:35 AM,113.8,111.2,63.36,,,,,
230,02/09/23 10:58:40 AM,114.0,111.6,63.36,,,,,
231,02/09/23 10:58:45 AM,114.0,111.6,63.34,,,,,
232,02/09/23 10:58:50 AM,114.2,112.0,63.36,,,,,
233,02/09/23 10:58:55 AM,114.4,112.0,63.36,,,,,
234,02/09/23 10:59:00 AM,114.6,112.4,63.36,,,,,
235,02/09/23 10:59:05 AM,114.8,112.8,63.36,,,,,
236,02/09/23 10:59:10 AM,115.0,112.8,63.39,,,,,
237,02/09/23 10:59:15 AM,115.2,113.1,63.36,,,,,
238,02/09/23 10:59:20 AM,115.3,113.1,63.39,,,,,
239,02/09/23 10:59:25 AM,115.5,113.5,63.39,,,,,
240,02/09/23 10:59:30 AM,115.7,113.5,63.39,,,,,
241,02/09/23 10:59:35 AM,115.9,113.9,63.39,,,,,
242,02/09/23 10:59:40 AM,116.0,113.9,63.39,,,,,
243,02/09/23 10:59:45 AM,116.2,114.3,63.41,,,,,
244,02/09/23 10:59:50 AM,116.4,114.3,63.41,,,,,
245,02/09/23 10:59:55 AM,116.6,114.7,63.41,,,,,
246,02/09/23 11:00:00 AM,116.9,115.0,63.43,,,,,
247,02/09/23 11:00:05 AM,117.0,115.0,63.43,,,,,
248,02/09/23 11:00:10 AM,117.2,115.4,63.43,,,,,
249,02/09/23 11:00:15 AM,117.4,115.4,63.43,,,,,
250,02/09/23 11:00:20 AM,117.6,115.8,63.43,,,,,
251,02/09/23 11:00:25 AM,117.7,115.8,63.43,,,,,
252,02/09/23 11:00:30 AM,117.9,115.8,63.43,,,,,
253,02/09/23 11:00:35 AM,117.9,115.8,63.46,,,,,
254,02/09/23 11:00:40 AM,118.1,116.2,63.43,,,,,
255,02/09/23 11:00:45 AM,118.3,116.2,63.46,,,,,
256,02/09/23 11:00:50 AM,118.4,116.2,63.46,,,,,
257,02/09/23 11:00:55 AM,118.5,116.6,63.46,,,,,
258,02/09/23 11:01:00 AM,118.7,116.6,63.43,,,,,
259,02/09/23 11:01:05 AM,118.7,116.6,63.46,,,,,
260,02/09/23 11:01:10 AM,118.9,116.6,63.46,,,,,
261,02/09/23 11:01:15 AM,119.1,116.9,63.46,,,,,
262,02/09/23 11:01:20 AM,119.1,117.3,63.48,,,,,
263,02/09/23 11:01:25 AM,119.2,116.9,63.48,,,,,
264,02/09/23 11:01:30 AM,119.4,117.3,63.48,,,,,
265,02/09/23 11:01:35 AM,119.5,117.7,63.48,,,,,
266,02/09/23 11:01:40 AM,119.6,117.7,63.48,,,,,
267,02/09/23 11:01:45 AM,119.7,117.7,63.46,,,,,
268,02/09/23 11:01:50 AM,119.9,117.7,63.48,,,,,
269,02/09/23 11:01:55 AM,119.9,118.1,63.48,,,,,
270,02/09/23 11:02:00 AM,120.1,118.5,63.48,,,,,
271,02/09/23 11:02:05 AM,120.1,118.1,63.48,,,,,
272,02/09/23 11:02:10 AM,120.3,118.1,63.48,,,,,
273,02/09/23 11:02:15 AM,120.4,118.5,63.48,,,,,
274,02/09/23 11:02:20 AM,120.5,118.5,63.48,,,,,
275,02/09/23 11:02:25 AM,120.6,118.5,63.48,,,,,
276,02/09/23 11:02:30 AM,120.6,118.8,63.48,,,,,
277,02/09/23 11:02:35 AM,120.8,118.8,63.50,,,,,
278,02/09/23 11:02:40 AM,120.8,118.8,63.48,,,,,
279,02/09/23 11:02:45 AM,120.9,118.8,63.48,,,,,
280,02/09/23 11:02:50 AM,120.9,118.8,63.48,,,,,
281,02/09/23 11:02:55 AM,121.0,119.2,63.50,,,,,
282,02/09/23 11:03:00 AM,121.1,118.8,63.50,,,,,
283,02/09/23 11:03:05 AM,121.1,118.8,63.48,,,,,
284,02/09/23 11:03:10 AM,121.1,119.2,63.48,,,,,
285,02/09/23 11:03:15 AM,121.2,119.2,63.48,,,,,
286,02/09/23 11:03:20 AM,121.3,119.2,63.50,,,,,
287,02/09/23 11:03:25 AM,121.4,119.2,63.50,,,,,
288,02/09/23 11:03:30 AM,121.4,119.2,63.50,,,,,
289,02/09/23 11:03:35 AM,121.4,119.2,63.50,,,,,
290,02/09/23 11:03:40 AM,121.5,119.2,63.50,,,,,
291,02/09/23 11:03:45 AM,121.5,119.6,63.48,,,,,
292,02/09/23 11:03:50 AM,121.6,119.2,63.50,,,,,
293,02/09/23 11:03:55 AM,121.6,119.6,63.50,,,,,
294,02/09/23 11:04:00 AM,121.6,119.6,63.50,,,,,
295,02/09/23 11:04:05 AM,121.7,119.6,63.48,,,,,
296,02/09/23 11:04:10 AM,121.7,119.6,63.50,,,,,
297,02/09/23 11:04:15 AM,121.8,119.6,63.50,,,,,
298,02/09/23 11:04:20 AM,121.9,119.6,63.50,,,,,
299,02/09/23 11:04:25 AM,121.9,119.6,63.52,,,,,
300,02/09/23 11:04:30 AM,122.0,119.6,63.52,,,,,
301,02/09/23 11:04:35 AM,121.9,120.0,63.52,,,,,
302,02/09/23 11:04:40 AM,122.0,120.0,63.52,,,,,
303,02/09/23 11:04:45 AM,122.1,120.0,63.52,,,,,
304,02/09/23 11:04:50 AM,122.1,120.0,63.52,,,,,
305,02/09/23 11:04:55 AM,122.1,120.0,63.55,,,,,
306,02/09/23 11:05:00 AM,122.1,120.0,63.55,,,,,
307,02/09/23 11:05:05 AM,122.2,120.0,63.55,,,,,
308,02/09/23 11:05:10 AM,122.2,120.0,63.55,,,,,
309,02/09/23 11:05:15 AM,122.2,120.0,63.55,,,,,
310,02/09/23 11:05:20 AM,122.3,120.0,63.55,,,,,
311,02/09/23 11:05:25 AM,122.3,120.0,63.57,,,,,
312,02/09/23 11:05:30 AM,122.3,120.0,63.57,,,,,
313,02/09/23 11:05:35 AM,122.3,120.0,63.57,,,,,
314,02/09/23 11:05:40 AM,122.3,120.0,63.57,,,,,
315,02/09/23 11:05:45 AM,122.3,120.4,63.57,,,,,
316,02/09/23 11:05:50 AM,122.3,120.0,63.57,,,,,
317,02/09/23 11:05:55 AM,122.3,120.0,63.59,,,,,
318,02/09/23 11:06:00 AM,122.3,120.0,63.59,,,,,
319,02/09/23 11:06:05 AM,122.4,120.0,63.59,,,,,
320,02/09/23 11:06:10 AM,122.4,120.4,63.59,,,,,
321,02/09/23 11:06:15 AM,122.4,120.4,63.59,,,,,
322,02/09/23 11:06:20 AM,122.4,120.0,63.59,,,,,
323,02/09/23 11:06:25 AM,122.4,120.4,63.59,,,,,
324,02/09/23 11:06:30 AM,122.5,120.4,63.59,,,,,
325,02/09/23 11:06:35 AM,122.4,120.4,63.59,,,,,
326,02/09/23 11:06:40 AM,122.4,120.4,63.59,,,,,
327,02/09/23 11:06:45 AM,122.5,120.0,63.59,,,,,
328,02/09/23 11:06:50 AM,122.4,120.4,63.59,,,,,
329,02/09/23 11:06:55 AM,122.4,120.4,63.59,,,,,
330,02/09/23 11:07:00 AM,122.4,120.0,63.59,,,,,
331,02/09/23 11:07:05 AM,122.4,120.4,63.59,,,,,
332,02/09/23 11:07:10 AM,122.5,120.4,63.59,,,,,
333,02/09/23 11:07:15 AM,122.5,120.4,63.59,,,,,
334,02/09/23 11:07:20 AM,122.5,120.4,63.57,,,,,
335,02/09/23 11:07:25 AM,122.4,120.4,63.57,,,,,
336,02/09/23 11:07:30 AM,122.4,120.0,63.59,,,,,
337,02/09/23 11:07:35 AM,122.4,120.7,63.57,,,,,
338,02/09/23 11:07:40 AM,122.4,120.4,63.59,,,,,
339,02/09/23 11:07:45 AM,122.4,120.0,63.57,,,,,
340,02/09/23 11:07:50 AM,122.5,120.0,63.59,,,,,
341,02/09/23 11:07:55 AM,122.4,120.4,63.59,,,,,
342,02/09/23 11:08:00 AM,122.4,120.4,63.57,,,,,
343,02/09/23 11:08:05 AM,122.4,120.4,63.59,,,,,
344,02/09/23 11:08:10 AM,122.4,120.4,63.59,,,,,
345,02/09/23 11:08:15 AM,122.4,120.4,63.59,,,,,
346,02/09/23 11:08:20 AM,122.4,120.4,63.59,,,,,
347,02/09/23 11:08:25 AM,122.4,120.3,63.61,,,,,
348,02/09/23 11:08:30 AM,122.4,120.3,63.61,,,,,
349,02/09/23 11:08:35 AM,122.3,120.0,63.61,,,,,
350,02/09/23 11:08:40 AM,122.4,120.0,63.61,,,,,
351,02/09/23 11:08:45 AM,122.4,120.3,63.61,,,,,
352,02/09/23 11:08:50 AM,122.4,120.3,63.61,,,,,
353,02/09/23 11:08:55 AM,122.4,120.3,63.64,,,,,
354,02/09/23 11:09:00 AM,122.3,120.0,63.64,,,,,
355,02/09/23 11:09:05 AM,122.4,120.0,63.64,,,,,
356,02/09/23 11:09:10 AM,122.4,120.0,63.66,,,,,
357,02/09/23 11:09:15 AM,122.4,120.0,63.66,,,,,
358,02/09/23 11:09:20 AM,122.3,120.3,63.66,,,,,
359,02/09/23 11:09:25 AM,122.3,120.3,63.66,,,,,
360,02/09/23 11:09:30 AM,122.3,120.0,63.66,,,,,
361,02/09/23 11:09:35 AM,122.3,120.0,63.68,,,,,
362,02/09/23 11:09:40 AM,122.3,120.0,63.68,,,,,
363,02/09/23 11:09:45 AM,122.3,120.0,63.68,,,,,
364,02/09/23 11:09:50 AM,122.3,120.0,63.68,,,,,
365,02/09/23 11:09:55 AM,122.3,120.0,63.68,,,,,
366,02/09/23 11:10:00 AM,122.3,120.0,63.72,,,,,
367,02/09/23 11:10:05 AM,122.3,120.0,63.72,,,,,
368,02/09/23 11:10:10 AM,122.3,120.0,63.72,,,,,
369,02/09/23 11:10:15 AM,122.3,120.3,63.72,,,,,
370,02/09/23 11:10:20 AM,122.2,120.0,63.72,,,,,
371,02/09/23 11:10:25 AM,122.2,120.0,63.72,,,,,
372,02/09/23 11:10:30 AM,122.2,120.0,63.72,,,,,
373,02/09/23 11:10:35 AM,122.3,120.0,63.72,,,,,
374,02/09/23 11:10:40 AM,122.2,120.0,63.72,,,,,
375,02/09/23 11:10:45 AM,122.2,120.0,63.72,,,,,
376,02/09/23 11:10:50 AM,122.2,120.0,63.73,,,,,
377,02/09/23 11:10:55 AM,122.1,120.0,63.72,,,,,
378,02/09/23 11:11:00 AM,122.2,120.0,63.72,,,,,
379,02/09/23 11:11:05 AM,122.2,120.0,63.73,,,,,
380,02/09/23 11:11:10 AM,122.1,120.0,63.73,,,,,
381,02/09/23 11:11:15 AM,122.1,120.0,63.73,,,,,
382,02/09/23 11:11:20 AM,122.2,120.0,63.73,,,,,
383,02/09/23 11:11:25 AM,122.1,120.0,63.73,,,,,
384,02/09/23 11:11:30 AM,122.1,120.0,63.73,,,,,
385,02/09/23 11:11:35 AM,122.2,120.0,63.75,,,,,
386,02/09/23 11:11:40 AM,122.1,120.0,63.75,,,,,
387,02/09/23 11:11:45 AM,122.1,120.0,63.75,,,,,
388,02/09/23 11:11:50 AM,122.1,120.0,63.75,,,,,
389,02/09/23 11:11:55 AM,122.1,120.0,63.77,,,,,
390,02/09/23 11:12:00 AM,122.0,120.0,63.77,,,,,
391,02/09/23 11:12:05 AM,122.0,120.0,63.77,,,,,
392,02/09/23 11:12:10 AM,122.0,120.0,63.77,,,,,
393,02/09/23 11:12:15 AM,122.1,120.0,63.81,,,,,
394,02/09/23 11:12:20 AM,122.0,120.0,63.81,,,,,
395,02/09/23 11:12:25 AM,122.0,119.6,63.81,,,,,
396,02/09/23 11:12:30 AM,122.0,120.0,63.82,,,,,
397,02/09/23 11:12:35 AM,122.0,120.0,63.82,,,,,
