Plot Title: Brad_DG_08.04.23_13_1,,,,,,,,,
#,"Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20342070, SEN S/N: 20342070)","Full Range, μS/cm (LGR S/N: 20342070, SEN S/N: 20342070)","Temp, °F (LGR S/N: 20342070, SEN S/N: 20342070)",Coupler Detached (LGR S/N: 20342070),Coupler Attached (LGR S/N: 20342070),Host Connected (LGR S/N: 20342070),Stopped (LGR S/N: 20342070),End Of File (LGR S/N: 20342070)
421,8/4/2023 9:35:29,84.4,81.2,77.7,,,,,
422,8/4/2023 9:35:34,84.4,81.5,77.7,,,,,
423,8/4/2023 9:35:39,84.4,81.2,77.72,,,,,
424,8/4/2023 9:35:44,84.4,81.2,77.72,,,,,
425,8/4/2023 9:35:49,84.4,81.2,77.72,,,,,
426,8/4/2023 9:35:54,84.4,81.2,77.7,,,,,
427,8/4/2023 9:35:59,84.5,81.2,77.72,,,,,
428,8/4/2023 9:36:04,84.5,81.2,77.72,,,,,
429,8/4/2023 9:36:09,84.5,81.5,77.72,,,,,
430,8/4/2023 9:36:14,84.4,81.2,77.72,,,,,
431,8/4/2023 9:36:19,84.5,81.5,77.72,,,,,
432,8/4/2023 9:36:24,84.4,81.2,77.72,,,,,
433,8/4/2023 9:36:29,84.5,81.2,77.7,,,,,
434,8/4/2023 9:36:34,84.4,81.2,77.72,,,,,
435,8/4/2023 9:36:39,84.5,81.5,77.72,,,,,
436,8/4/2023 9:36:44,84.5,81.2,77.7,,,,,
437,8/4/2023 9:36:49,84.5,81.2,77.72,,,,,
438,8/4/2023 9:36:54,84.4,81.2,77.72,,,,,
439,8/4/2023 9:36:59,84.4,81.2,77.72,,,,,
440,8/4/2023 9:37:04,84.4,81.2,77.72,,,,,
441,8/4/2023 9:37:09,84.5,81.2,77.72,,,,,
442,8/4/2023 9:37:14,84.4,81.2,77.74,,,,,
443,8/4/2023 9:37:19,84.4,81.2,77.72,,,,,
444,8/4/2023 9:37:24,84.4,81.5,77.72,,,,,
445,8/4/2023 9:37:29,84.5,81.2,77.72,,,,,
446,8/4/2023 9:37:34,84.5,81.2,77.72,,,,,
447,8/4/2023 9:37:39,84.5,81.2,77.74,,,,,
448,8/4/2023 9:37:44,3.2,-2.3,78.03,,,,,
449,8/4/2023 9:37:49,4,-1.2,78.04,,,,,
450,8/4/2023 9:37:54,2.8,-3,78.15,,,,,
451,8/4/2023 9:37:59,1.8,-3.4,78.22,,,,,
452,8/4/2023 9:38:04,1.6,-4.1,78.26,,,,,
453,8/4/2023 9:38:09,1.4,-4.1,78.31,,,,,
454,8/4/2023 9:38:14,1.4,-4.1,78.37,,,,,
455,8/4/2023 9:38:19,1.2,-4.5,78.4,,,,,
456,8/4/2023 9:38:24,1.2,-4.5,78.42,,,,,
457,8/4/2023 9:38:29,1.1,-4.5,78.44,,,,,
458,8/4/2023 9:38:34,1,-4.5,78.48,,,,,
459,8/4/2023 9:38:39,1,-4.5,78.55,,,,,
460,8/4/2023 9:38:44,1.3,-4.5,78.78,,,,,
461,8/4/2023 9:38:49,1.2,-4.5,78.69,,,,,
462,8/4/2023 9:38:54,1.2,-4.5,78.67,,,,,
463,8/4/2023 9:38:59,1.2,-4.5,78.71,,,,,
464,8/4/2023 9:39:04,16,13.5,81.07,,,,,
465,8/4/2023 9:39:07,,,,,Logged,,,
466,8/4/2023 9:39:09,14.5,12.5,80.26,,,,,
467,8/4/2023 9:39:14,12.3,10.3,79.77,,,,,
468,8/4/2023 9:39:19,10.7,8.9,79.48,,,,,
469,8/4/2023 9:39:20,,,,,,Logged,,
470,8/4/2023 9:39:24,9.3,7.4,79.29,,,,,
471,8/4/2023 9:39:29,8.6,6,79.23,,,,,
472,8/4/2023 9:39:33,,,,,,,Logged,Logged
