#,Date,DO,Temp
1,9/13/2023 12:00,7.25,97.56
2,9/13/2023 13:00,0.21,77.72
3,9/13/2023 14:00,0.2,77.9
4,9/13/2023 15:00,0.2,78.12
5,9/13/2023 16:00,0.19,78.51
6,9/13/2023 17:00,0.18,78.8
7,9/13/2023 18:00,0.18,78.94
8,9/13/2023 19:00,0.18,79.12
9,9/13/2023 20:00,0.18,79.23
10,9/13/2023 21:00,0.17,79.3
11,9/13/2023 22:00,0.15,79.41
12,9/13/2023 23:00,0.16,79.45
13,9/14/2023 0:00,0.13,79.41
14,9/14/2023 1:00,0.15,79.27
15,9/14/2023 2:00,0.13,79.05
16,9/14/2023 3:00,0.13,78.76
17,9/14/2023 4:00,0.12,78.4
18,9/14/2023 5:00,0.11,78.08
19,9/14/2023 6:00,0.1,77.76
20,9/14/2023 7:00,0.1,77.43
21,9/14/2023 8:00,0.08,77.22
22,9/14/2023 9:00,0.07,77.22
23,9/14/2023 10:00,0.07,77.43
24,9/14/2023 11:00,0.07,77.79
25,9/14/2023 12:00,0.03,78.3
26,9/14/2023 13:00,0.03,78.8
27,9/14/2023 14:00,0.03,79.09
28,9/14/2023 15:00,0.02,79.34
29,9/14/2023 16:00,0.02,79.48
30,9/14/2023 17:00,0,79.63
31,9/14/2023 18:00,0,79.52
32,9/14/2023 19:00,-0.01,79.41
33,9/14/2023 20:00,-0.01,79.3
34,9/14/2023 21:00,-0.01,79.23
35,9/14/2023 22:00,-0.02,79.23
36,9/14/2023 23:00,-0.02,79.23
37,9/15/2023 0:00,-0.02,79.2
38,9/15/2023 1:00,-0.02,79.09
39,9/15/2023 2:00,0.87,78.73
40,9/15/2023 3:00,0.74,78.37
41,9/15/2023 4:00,0.57,77.9
42,9/15/2023 5:00,0.3,77.68
43,9/15/2023 6:00,0.22,77.36
44,9/15/2023 7:00,0.19,77.04
45,9/15/2023 8:00,0.17,76.78
46,9/15/2023 9:00,0.12,76.68
47,9/15/2023 10:00,0.11,76.82
48,9/15/2023 11:00,0.11,77.07
49,9/15/2023 12:00,0.11,77.47
50,9/15/2023 13:00,0.12,77.86
51,9/15/2023 14:00,0.15,78.26
52,9/15/2023 15:00,0.17,78.58
53,9/15/2023 16:00,0.16,78.94
54,9/15/2023 17:00,0.18,79.23
55,9/15/2023 18:00,0.18,79.3
56,9/15/2023 19:00,0.17,79.38
57,9/15/2023 20:00,0.17,79.45
58,9/15/2023 21:00,0.16,79.45
59,9/15/2023 22:00,0.13,79.34
60,9/15/2023 23:00,0.12,79.09
61,9/16/2023 0:00,0.11,78.76
62,9/16/2023 1:00,0.07,78.44
63,9/16/2023 2:00,0.05,78.12
64,9/16/2023 3:00,0.03,77.76
65,9/16/2023 4:00,0.02,77.43
66,9/16/2023 5:00,0,77.11
67,9/16/2023 6:00,-0.01,76.75
68,9/16/2023 7:00,-0.01,76.46
69,9/16/2023 8:00,-0.02,76.28
70,9/16/2023 9:00,-0.02,76.24
71,9/16/2023 10:00,-0.02,76.39
72,9/16/2023 11:00,0,76.64
73,9/16/2023 12:00,0.01,77
74,9/16/2023 13:00,0.05,77.29
75,9/16/2023 14:00,0.05,77.5
76,9/16/2023 15:00,0.06,77.76
77,9/16/2023 16:00,0.07,77.94
78,9/16/2023 17:00,0.08,78.15
79,9/16/2023 18:00,0.08,78.3
80,9/16/2023 19:00,0.07,78.37
81,9/16/2023 20:00,0.07,78.44
82,9/16/2023 21:00,0.08,78.44
83,9/16/2023 22:00,0.06,78.4
84,9/16/2023 23:00,0.03,78.26
85,9/17/2023 0:00,0.02,78.08
86,9/17/2023 1:00,0.02,77.83
87,9/17/2023 2:00,0.01,77.58
88,9/17/2023 3:00,0,77.29
89,9/17/2023 4:00,-0.02,77
90,9/17/2023 5:00,-0.02,76.75
91,9/17/2023 6:00,-0.02,76.5
92,9/17/2023 7:00,-0.02,76.24
93,9/17/2023 8:00,-0.02,76.14
94,9/17/2023 9:00,-0.02,76.17
95,9/17/2023 10:00,-0.02,76.35
96,9/17/2023 11:00,-0.02,76.68
97,9/17/2023 12:00,-0.01,77.07
98,9/17/2023 13:00,0,77.54
99,9/17/2023 14:00,-0.01,77.9
100,9/17/2023 15:00,0.48,77.94
101,9/17/2023 16:00,0.36,78.08
102,9/17/2023 17:00,0.24,78.22
103,9/17/2023 18:00,0.16,78.55
104,9/17/2023 19:00,0.16,78.69
105,9/17/2023 20:00,0.13,78.8
106,9/17/2023 21:00,0.13,78.87
107,9/17/2023 22:00,0.12,78.8
108,9/17/2023 23:00,0.12,78.73
109,9/18/2023 0:00,0.11,78.55
110,9/18/2023 1:00,0.09,78.3
111,9/18/2023 2:00,0.07,77.97
112,9/18/2023 3:00,0.05,77.61
113,9/18/2023 4:00,0.01,77.25
114,9/18/2023 5:00,-0.01,76.86
115,9/18/2023 6:00,-0.02,76.53
116,9/18/2023 7:00,-0.02,76.17
117,9/18/2023 8:00,-0.02,75.92
118,9/18/2023 9:00,-0.02,75.74
119,9/18/2023 10:00,-0.02,75.74
120,9/18/2023 11:00,-0.02,75.88
121,9/18/2023 12:00,-0.01,76.28
122,9/18/2023 13:00,0.01,76.89
123,9/18/2023 14:00,0.02,77.04
124,9/18/2023 15:00,0.06,77.14
125,9/18/2023 16:00,0.07,77.18
126,9/18/2023 17:00,0.09,77.29
127,9/18/2023 18:00,0.09,77.18
128,9/18/2023 19:00,0.09,76.96
129,9/18/2023 20:00,0.08,76.75
130,9/18/2023 21:00,0.08,76.5
131,9/18/2023 22:00,0.07,76.32
132,9/18/2023 23:00,0.07,76.14
133,9/19/2023 0:00,0.07,75.96
134,9/19/2023 1:00,0.06,75.67
135,9/19/2023 2:00,0.03,75.34
136,9/19/2023 3:00,0.02,74.95
137,9/19/2023 4:00,0,74.52
138,9/19/2023 5:00,-0.02,74.05
139,9/19/2023 6:00,-0.02,73.58
140,9/19/2023 7:00,-0.02,73.08
141,9/19/2023 8:00,-0.02,72.68
142,9/19/2023 9:00,-0.02,72.54
143,9/19/2023 10:00,-0.02,72.68
144,9/19/2023 11:00,-0.02,73
145,9/19/2023 12:00,0,73.54
146,9/19/2023 13:00,0.03,74.41
147,9/19/2023 14:00,0.08,74.77
148,9/19/2023 15:00,0.09,75.02
149,9/19/2023 16:00,0.11,75.16
150,9/19/2023 17:00,0.12,75.24
151,9/19/2023 18:00,0.15,75.31
152,9/19/2023 19:00,0.16,75.24
153,9/19/2023 20:00,0.17,75.06
154,9/19/2023 21:00,0.19,74.88
155,9/19/2023 22:00,0.17,74.7
156,9/19/2023 23:00,0.16,74.59
157,9/20/2023 0:00,0.17,74.48
158,9/20/2023 1:00,0.16,74.37
159,9/20/2023 2:00,0.16,74.23
160,9/20/2023 3:00,0.16,73.98
161,9/20/2023 4:00,0.13,73.72
162,9/20/2023 5:00,0.12,73.4
163,9/20/2023 6:00,0.11,73.11
164,9/20/2023 7:00,0.09,72.79
165,9/20/2023 8:00,0.07,72.54
166,9/20/2023 9:00,0.08,72.5
167,9/20/2023 10:00,0.07,72.68
168,9/20/2023 11:00,0.09,73.04
169,9/20/2023 12:00,0.1,73.62
170,9/20/2023 13:00,0.13,74.37
171,9/20/2023 14:00,0.16,74.84
172,9/20/2023 15:00,0.16,75.06
173,9/20/2023 16:00,0.18,75.2
174,9/20/2023 17:00,0.19,75.27
175,9/20/2023 18:00,0.19,75.31
176,9/20/2023 19:00,0.19,75.31
177,9/20/2023 20:00,0.18,75.34
178,9/20/2023 21:00,0.18,75.38
179,9/20/2023 22:00,0.18,75.45
180,9/20/2023 23:00,0.18,75.49
181,9/21/2023 0:00,0.18,75.52
182,9/21/2023 1:00,0.16,75.56
183,9/21/2023 2:00,0.16,75.52
184,9/21/2023 3:00,0.15,75.49
185,9/21/2023 4:00,0.15,75.38
186,9/21/2023 5:00,0.13,75.2
187,9/21/2023 6:00,0.13,74.98
188,9/21/2023 7:00,0.13,74.77
189,9/21/2023 8:00,0.12,74.62
190,9/21/2023 9:00,0.1,74.62
191,9/21/2023 10:00,0.09,74.77
192,9/21/2023 11:00,0.11,75.09
193,9/21/2023 12:00,0.1,75.52
194,9/21/2023 13:00,0.1,76.32
195,9/21/2023 14:00,0.11,76.68
196,9/21/2023 15:00,0.16,76.86
197,9/21/2023 16:00,0.27,76.78
198,9/21/2023 17:00,0.21,76.64
199,9/21/2023 18:00,0.22,76.5
200,9/21/2023 19:00,0.18,76.35
201,9/21/2023 20:00,0.17,76.17
202,9/21/2023 21:00,0.17,75.96
203,9/21/2023 22:00,0.16,75.74
204,9/21/2023 23:00,0.16,75.52
205,9/22/2023 0:00,0.15,75.31
206,9/22/2023 1:00,0.13,75.13
207,9/22/2023 2:00,0.12,74.98
208,9/22/2023 3:00,0.1,74.84
209,9/22/2023 4:00,0.1,74.7
210,9/22/2023 5:00,0.1,74.55
211,9/22/2023 6:00,0.11,74.41
212,9/22/2023 7:00,0.09,74.26
213,9/22/2023 8:00,0.07,74.16
214,9/22/2023 9:00,0.07,74.08
215,9/22/2023 10:00,0.07,74.12
216,9/22/2023 11:00,0.07,74.26
217,9/22/2023 12:00,0.08,74.55
218,9/22/2023 13:00,0.08,75.2
219,9/22/2023 14:00,0.11,75.81
220,9/22/2023 15:00,0.11,75.96
221,9/22/2023 16:00,0.13,76.06
222,9/22/2023 17:00,0.13,75.99
223,9/22/2023 18:00,0.13,75.92
224,9/22/2023 19:00,0.16,75.52
225,9/22/2023 20:00,0.15,75.02
226,9/22/2023 21:00,0.13,74.55
227,9/22/2023 22:00,0.12,74.05
228,9/22/2023 23:00,0.13,73.54
229,9/23/2023 0:00,0.12,73.08
230,9/23/2023 1:00,0.12,72.61
231,9/23/2023 2:00,0.12,72.14
