#,Date,DO,Temp
1,6/2/2023 13:00,-0.04,71.24
2,6/2/2023 14:00,-0.04,71.46
3,6/2/2023 15:00,-0.04,71.74
4,6/2/2023 16:00,-0.04,72
5,6/2/2023 17:00,-0.04,72.21
6,6/2/2023 18:00,-0.04,72.28
7,6/2/2023 19:00,-0.04,72.32
8,6/2/2023 20:00,-0.04,72.28
9,6/2/2023 21:00,-0.04,72.03
10,6/2/2023 22:00,-0.04,71.6
11,6/2/2023 23:00,0.03,71.13
12,6/3/2023 0:00,-0.03,70.7
13,6/3/2023 1:00,-0.04,70.27
14,6/3/2023 2:00,-0.04,69.87
15,6/3/2023 3:00,-0.04,69.55
16,6/3/2023 4:00,-0.04,69.22
17,6/3/2023 5:00,-0.04,68.94
18,6/3/2023 6:00,-0.03,68.68
19,6/3/2023 7:00,-0.04,68.61
20,6/3/2023 8:00,-0.04,68.68
21,6/3/2023 9:00,-0.04,68.79
22,6/3/2023 10:00,-0.04,69.04
23,6/3/2023 11:00,-0.04,69.44
24,6/3/2023 12:00,-0.04,69.76
25,6/3/2023 13:00,-0.04,70.27
26,6/3/2023 14:00,-0.04,70.99
27,6/3/2023 15:00,-0.04,71.6
28,6/3/2023 16:00,-0.04,72
29,6/3/2023 17:00,-0.04,72.25
30,6/3/2023 18:00,-0.04,72.39
31,6/3/2023 19:00,-0.04,72.5
32,6/3/2023 20:00,-0.04,72.5
33,6/3/2023 21:00,-0.04,72.43
34,6/3/2023 22:00,-0.04,72.21
35,6/3/2023 23:00,-0.04,71.82
36,6/4/2023 0:00,0.11,71.35
37,6/4/2023 1:00,-0.01,70.92
38,6/4/2023 2:00,-0.04,70.59
39,6/4/2023 3:00,-0.04,70.23
40,6/4/2023 4:00,-0.04,70.09
41,6/4/2023 5:00,-0.04,70.05
42,6/4/2023 6:00,-0.04,70.02
43,6/4/2023 7:00,-0.04,70.02
44,6/4/2023 8:00,-0.04,70.09
45,6/4/2023 9:00,-0.04,70.27
46,6/4/2023 10:00,-0.04,70.52
47,6/4/2023 11:00,-0.04,70.88
48,6/4/2023 12:00,-0.04,71.56
49,6/4/2023 13:00,-0.04,71.56
50,6/4/2023 14:00,-0.04,71.74
51,6/4/2023 15:00,-0.04,71.96
52,6/4/2023 16:00,-0.04,72.1
53,6/4/2023 17:00,-0.04,72.1
54,6/4/2023 18:00,-0.04,72.1
55,6/4/2023 19:00,-0.04,71.96
56,6/4/2023 20:00,-0.04,71.78
57,6/4/2023 21:00,-0.04,71.53
58,6/4/2023 22:00,-0.04,71.31
59,6/4/2023 23:00,-0.04,71.1
60,6/5/2023 0:00,-0.01,70.95
61,6/5/2023 1:00,0,70.81
62,6/5/2023 2:00,-0.04,70.66
63,6/5/2023 3:00,-0.04,70.52
64,6/5/2023 4:00,-0.04,70.34
65,6/5/2023 5:00,-0.04,70.2
66,6/5/2023 6:00,-0.04,70.09
67,6/5/2023 7:00,-0.04,70.05
68,6/5/2023 8:00,-0.04,70.12
69,6/5/2023 9:00,-0.04,70.16
70,6/5/2023 10:00,-0.04,70.34
71,6/5/2023 11:00,-0.04,70.59
72,6/5/2023 12:00,-0.04,70.81
73,6/5/2023 13:00,-0.04,71.17
74,6/5/2023 14:00,-0.04,71.82
75,6/5/2023 15:00,-0.04,72.25
76,6/5/2023 16:00,-0.04,72.54
77,6/5/2023 17:00,-0.04,72.68
78,6/5/2023 18:00,-0.04,72.79
79,6/5/2023 19:00,-0.04,72.79
80,6/5/2023 20:00,-0.04,72.64
81,6/5/2023 21:00,0.76,72.03
82,6/5/2023 22:00,0.11,71.38
83,6/5/2023 23:00,-0.04,70.74
84,6/6/2023 0:00,-0.04,70.16
85,6/6/2023 1:00,-0.04,69.51
86,6/6/2023 2:00,-0.04,68.9
87,6/6/2023 3:00,-0.04,68.25
88,6/6/2023 4:00,-0.04,67.68
89,6/6/2023 5:00,-0.04,67.1
90,6/6/2023 6:00,-0.04,66.56
91,6/6/2023 7:00,-0.04,66.24
92,6/6/2023 8:00,-0.04,66.31
93,6/6/2023 9:00,-0.04,66.56
94,6/6/2023 10:00,-0.04,67.03
95,6/6/2023 11:00,-0.04,67.6
96,6/6/2023 12:00,-0.04,68.11
97,6/6/2023 13:00,-0.04,68.94
98,6/6/2023 14:00,-0.04,70.02
99,6/6/2023 15:00,-0.04,70.81
100,6/6/2023 16:00,-0.04,71.31
101,6/6/2023 17:00,-0.04,71.71
102,6/6/2023 18:00,-0.04,71.96
103,6/6/2023 19:00,-0.04,72.1
104,6/6/2023 20:00,-0.04,72.18
105,6/6/2023 21:00,-0.04,72.18
106,6/6/2023 22:00,-0.04,72.14
107,6/6/2023 23:00,-0.04,72.03
108,6/7/2023 0:00,-0.04,71.96
109,6/7/2023 1:00,-0.04,71.67
110,6/7/2023 2:00,0.2,71.28
111,6/7/2023 3:00,0.24,70.88
112,6/7/2023 4:00,-0.02,70.52
113,6/7/2023 5:00,-0.03,70.27
114,6/7/2023 6:00,-0.04,70.09
115,6/7/2023 7:00,-0.04,70.02
116,6/7/2023 8:00,-0.04,70.05
117,6/7/2023 9:00,-0.04,70.16
118,6/7/2023 10:00,-0.04,70.41
119,6/7/2023 11:00,-0.04,70.7
120,6/7/2023 12:00,-0.04,71.1
121,6/7/2023 13:00,-0.04,71.53
122,6/7/2023 14:00,-0.04,72.14
123,6/7/2023 15:00,-0.04,72.68
124,6/7/2023 16:00,-0.04,73.04
125,6/7/2023 17:00,-0.04,73.26
126,6/7/2023 18:00,-0.04,73.36
127,6/7/2023 19:00,-0.04,73.4
128,6/7/2023 20:00,-0.04,73.36
129,6/7/2023 21:00,-0.04,73.26
130,6/7/2023 22:00,-0.04,73.08
131,6/7/2023 23:00,-0.04,72.82
132,6/8/2023 0:00,0.49,72.5
133,6/8/2023 1:00,0.81,72.07
134,6/8/2023 2:00,0.26,71.67
135,6/8/2023 3:00,-0.04,71.31
136,6/8/2023 4:00,-0.04,71.06
137,6/8/2023 5:00,-0.04,70.92
138,6/8/2023 6:00,-0.04,70.7
139,6/8/2023 7:00,-0.04,70.59
140,6/8/2023 8:00,-0.04,70.81
141,6/8/2023 9:00,-0.04,71.02
142,6/8/2023 10:00,-0.04,71.49
143,6/8/2023 11:00,-0.04,72.03
144,6/8/2023 12:00,-0.04,72.46
145,6/8/2023 13:00,-0.04,73.18
146,6/8/2023 14:00,-0.04,74.16
147,6/8/2023 15:00,-0.04,74.88
148,6/8/2023 16:00,-0.04,75.24
149,6/8/2023 17:00,-0.04,75.42
150,6/8/2023 18:00,-0.04,75.45
151,6/8/2023 19:00,-0.04,75.38
152,6/8/2023 20:00,-0.04,75.24
153,6/8/2023 21:00,-0.01,74.88
154,6/8/2023 22:00,0.88,74.3
155,6/8/2023 23:00,0.04,73.83
156,6/9/2023 0:00,-0.03,73.4
157,6/9/2023 1:00,-0.01,73.11
158,6/9/2023 2:00,-0.03,72.9
159,6/9/2023 3:00,-0.03,72.72
160,6/9/2023 4:00,-0.03,72.57
161,6/9/2023 5:00,0.03,72.39
162,6/9/2023 6:00,-0.02,72.18
163,6/9/2023 7:00,-0.04,72.14
164,6/9/2023 8:00,-0.04,72.39
165,6/9/2023 9:00,-0.04,72.82
166,6/9/2023 10:00,-0.04,73.54
167,6/9/2023 11:00,-0.04,74.3
168,6/9/2023 12:00,-0.03,74.91
169,6/9/2023 13:00,-0.03,75.96
170,6/9/2023 14:00,-0.03,76.24
171,6/9/2023 15:00,-0.03,75.96
172,6/9/2023 16:00,0.04,75.24
173,6/9/2023 17:00,1,74.41
174,6/9/2023 18:00,0.82,73.83
175,6/9/2023 19:00,0.5,73.36
176,6/9/2023 20:00,0.03,72.93
177,6/9/2023 21:00,-0.03,72.57
178,6/9/2023 22:00,-0.04,72.18
179,6/9/2023 23:00,-0.04,71.78
180,6/10/2023 0:00,-0.04,71.35
181,6/10/2023 1:00,-0.04,70.95
182,6/10/2023 2:00,-0.04,70.48
183,6/10/2023 3:00,-0.04,70.09
184,6/10/2023 4:00,-0.04,69.76
185,6/10/2023 5:00,-0.04,69.4
186,6/10/2023 6:00,-0.04,69.08
187,6/10/2023 7:00,-0.04,68.97
188,6/10/2023 8:00,-0.04,69.26
189,6/10/2023 9:00,-0.04,69.76
190,6/10/2023 10:00,-0.04,70.7
191,6/10/2023 11:00,-0.04,71.67
192,6/10/2023 12:00,-0.04,72.43
193,6/10/2023 13:00,-0.04,73.36
194,6/10/2023 14:00,-0.04,74.26
195,6/10/2023 15:00,-0.03,75.02
196,6/10/2023 16:00,-0.03,74.84
197,6/10/2023 17:00,-0.03,74.3
198,6/10/2023 18:00,-0.03,74.23
199,6/10/2023 19:00,-0.03,74.12
200,6/10/2023 20:00,-0.04,73.9
201,6/10/2023 21:00,-0.03,73.51
202,6/10/2023 22:00,0.34,73.11
203,6/10/2023 23:00,0.05,72.9
204,6/11/2023 0:00,0.28,72.61
205,6/11/2023 1:00,-0.04,72.25
206,6/11/2023 2:00,-0.04,71.89
207,6/11/2023 3:00,-0.04,71.49
208,6/11/2023 4:00,-0.04,71.13
209,6/11/2023 5:00,-0.04,70.77
210,6/11/2023 6:00,-0.04,70.41
211,6/11/2023 7:00,-0.04,70.27
212,6/11/2023 8:00,-0.04,70.66
213,6/11/2023 9:00,-0.04,71.46
214,6/11/2023 10:00,-0.04,72.61
215,6/11/2023 11:00,-0.04,73.87
216,6/11/2023 12:00,-0.04,74.52
217,6/11/2023 13:00,-0.03,75.56
218,6/11/2023 14:00,-0.03,76.78
219,6/11/2023 15:00,-0.03,77.72
220,6/11/2023 16:00,-0.03,77.61
221,6/11/2023 17:00,-0.03,77.14
222,6/11/2023 18:00,-0.03,76.78
223,6/11/2023 19:00,-0.03,76.64
224,6/11/2023 20:00,-0.03,76.21
225,6/11/2023 21:00,1.28,75.45
226,6/11/2023 22:00,-0.02,74.62
227,6/11/2023 23:00,0.94,73.69
228,6/12/2023 0:00,-0.04,73
229,6/12/2023 1:00,-0.04,72.43
230,6/12/2023 2:00,-0.04,71.85
231,6/12/2023 3:00,-0.04,71.35
232,6/12/2023 4:00,-0.04,70.92
233,6/12/2023 5:00,-0.04,70.7
234,6/12/2023 6:00,-0.04,70.41
235,6/12/2023 7:00,-0.04,70.52
236,6/12/2023 8:00,-0.04,71.38
