"TOA5","Matts Wetlands","CR1000X","22890","CR1000X.Std.04.02","CPU:Testing CO2 sensors_15min.CR1X","34981","Test"
"TIMESTAMP","RECORD","BattV_Min","Eosense","Vaisala","K30"
"2024-06-16 05:30:00",247,12.46,2166.935,549.9758,149.3246
"2024-06-16 05:45:00",248,12.46,2152.066,527.7662,135.1683
"2024-06-16 06:00:00",249,12.46,2151.897,529.3561,135.6373
"2024-06-16 06:15:00",250,12.46,2151.701,549.4579,135.4209
"2024-06-16 06:30:00",251,12.45,2152.118,548.2084,135.4411
"2024-06-16 06:45:00",252,12.46,2137.112,551.6769,135.7314
"2024-06-16 07:00:00",253,12.46,2152.148,546.9759,135.5298
"2024-06-16 07:15:00",254,12.45,2136.714,527.0179,135.1659
"2024-06-16 07:30:00",255,12.46,2136.722,544.8791,135.4311
"2024-06-16 07:45:00",256,12.45,2137.119,545.6522,135.6944
"2024-06-16 08:00:00",257,12.45,2137.206,527.1163,135.5111
"2024-06-16 08:15:00",258,12.46,2137.136,547.7268,135.7453
"2024-06-16 08:30:00",259,12.45,2136.998,541.283,135.589
"2024-06-16 08:45:00",260,12.45,2137.043,516.8962,135.4787
"2024-06-16 09:00:00",261,12.44,2136.994,527.6613,135.501
"2024-06-16 09:15:00",262,12.45,2151.76,550.3815,135.6834
"2024-06-16 09:30:00",263,12.45,2136.674,519.3352,135.4048
"2024-06-16 09:45:00",264,12.45,2151.973,515.3362,135.3444
"2024-06-16 10:00:00",265,12.45,2151.932,539.7797,135.4581
"2024-06-16 10:15:00",266,12.44,2151.921,514.5624,135.1977
"2024-06-16 10:30:00",267,12.45,2151.999,504.6863,135.344
"2024-06-16 10:45:00",268,12.44,2166.646,520.2144,135.7635
"2024-06-16 11:00:00",269,12.45,2152.134,496.6096,135.492
"2024-06-16 11:15:00",270,12.45,2167.125,519.2589,135.4792
"2024-06-16 11:30:00",271,12.45,2166.874,510.7274,135.7834
"2024-06-16 11:45:00",272,12.45,2182.17,487.9973,135.5045
"2024-06-16 12:00:00",273,12.45,2182.067,484.7712,135.222
"2024-06-16 12:15:00",274,12.45,2197.531,509.8857,135.4921
"2024-06-16 12:30:00",275,12.44,2197.299,484.9363,135.198
"2024-06-16 12:45:00",276,12.45,2212.555,503.6609,135.4767
"2024-06-16 13:00:00",277,12.44,2227.591,502.8869,135.2436
"2024-06-16 13:15:00",278,12.45,2242.674,520.5463,135.782
"2024-06-16 13:30:00",279,12.45,2242.632,516.5358,135.6187
"2024-06-16 13:45:00",280,12.45,2257.812,501.9703,135.5112
"2024-06-16 14:00:00",281,12.44,2257.988,485.8479,135.2596
"2024-06-16 14:15:00",282,12.44,2273.31,497.3517,135.5743
"2024-06-16 14:30:00",283,12.45,2272.762,501.4814,135.4814
"2024-06-16 14:45:00",284,12.45,2272.791,485.0637,135.2486
"2024-06-16 15:00:00",285,12.44,2303.089,495.1695,135.2543
"2024-06-16 15:15:00",286,12.45,2318.821,521.6869,135.7846
"2024-06-16 15:30:00",287,12.45,2334.003,504.1081,135.5619
"2024-06-16 15:45:00",288,12.44,2348.922,509.9147,135.6161
"2024-06-16 16:00:00",289,12.44,2348.825,509.4741,135.5201
"2024-06-16 16:15:00",290,12.45,2348.716,487.2243,135.763
"2024-06-16 16:30:00",291,12.45,2363.613,485.8868,135.5329
"2024-06-16 16:45:00",292,12.45,2378.851,474.4545,135.2821
"2024-06-16 17:00:00",293,12.44,2379.19,476.1333,135.4861
"2024-06-16 17:15:00",294,12.44,2394.273,476.9937,135.5595
"2024-06-16 17:30:00",295,12.44,2393.93,476.6746,135.2533
"2024-06-16 17:45:00",296,12.41,2394.255,490.7725,135.8517
"2024-06-16 18:00:00",297,12.44,2409.07,490.5671,135.8486
"2024-06-16 18:15:00",298,12.41,2424.307,474.1979,136.0564
"2024-06-16 18:30:00",299,12.43,2440.162,465.413,135.2578
"2024-06-16 18:45:00",300,12.4,2454.686,500.636,139.9873
"2024-06-16 19:00:00",301,12.43,2469.531,498.3833,135.2957
"2024-06-16 19:15:00",302,12.39,2485.122,494.1573,147.2928
"2024-06-16 19:30:00",303,12.43,2499.902,475.1126,135.2496
"2024-06-16 19:45:00",304,12.43,2514.975,491.1747,150.5094
"2024-06-16 20:00:00",305,12.43,2514.85,465.058,135.4321
"2024-06-16 20:15:00",306,12.43,2530.495,505.6164,151.868
"2024-06-16 20:30:00",307,12.42,2545.462,474.7691,135.2261
"2024-06-16 20:45:00",308,12.42,2545.285,489.1492,135.4191
"2024-06-16 21:00:00",309,12.42,2560.59,489.1207,135.5506
"2024-06-16 21:15:00",310,12.42,2575.528,499.4202,135.4943
"2024-06-16 21:30:00",311,12.43,2575.183,489.0181,135.7806
"2024-06-16 21:45:00",312,12.42,2590.965,465.6175,135.542
"2024-06-16 22:00:00",313,12.42,2605.922,481.1885,135.7222
"2024-06-16 22:15:00",314,12.41,2621.102,484.721,145.1066
"2024-06-16 22:30:00",315,12.41,2636.181,464.2617,145.0383
"2024-06-16 22:45:00",316,12.42,2636.008,486.1936,145.3144
"2024-06-16 23:00:00",317,12.41,2651.639,469.2383,145.3149
"2024-06-16 23:15:00",318,12.41,2665.776,488.393,145.3145
"2024-06-16 23:30:00",319,12.41,2681.987,497.9687,145.6143
"2024-06-16 23:45:00",320,12.4,2681.485,482.9693,145.047
"2024-06-17 00:00:00",321,12.4,2696.846,476.1308,145.1493
"2024-06-17 00:15:00",322,12.41,2696.732,496.3314,145.5378
"2024-06-17 00:30:00",323,12.4,2696.863,497.8597,145.1001
"2024-06-17 00:45:00",324,12.4,2712.104,475.9839,145.3741
"2024-06-17 01:00:00",325,12.4,2711.796,498.8741,145.2915
"2024-06-17 01:15:00",326,12.4,2727.221,499.5909,145.2155
"2024-06-17 01:30:00",327,12.4,2742.439,476.1324,145.3236
"2024-06-17 01:45:00",328,12.4,2726.9,495.7218,145.2795
"2024-06-17 02:00:00",329,12.4,2742.506,501.1452,145.4353
"2024-06-17 02:15:00",330,12.39,2742.086,474.276,145.0162
"2024-06-17 02:30:00",331,12.4,2727.137,499.4152,145.5841
"2024-06-17 02:45:00",332,12.39,2696.747,477.4779,144.9925
"2024-06-17 03:00:00",333,12.39,2666.685,476.2637,145.2421
"2024-06-17 03:15:00",334,12.4,2636.483,500.9912,145.5954
"2024-06-17 03:30:00",335,12.39,2620.782,475.7642,145.0045
"2024-06-17 03:45:00",336,12.39,2606.025,477.3788,145.3114
"2024-06-17 04:00:00",337,12.39,2591.052,511.4875,145.5908
"2024-06-17 04:15:00",338,12.38,2575.414,474.7654,145.0111
"2024-06-17 04:30:00",339,12.39,2560.931,507.5844,145.534
"2024-06-17 04:45:00",340,12.38,2545.475,487.9006,144.9865
"2024-06-17 05:00:00",341,12.38,2530.216,509.7469,145.2718
"2024-06-17 05:15:00",342,12.38,2529.989,486.1521,145.2975
"2024-06-17 05:30:00",343,12.38,2500.032,509.6847,145.1467
"2024-06-17 05:45:00",344,12.38,2499.998,509.595,145.282
"2024-06-17 06:00:00",345,12.38,2484.736,484.8269,145.1126
"2024-06-17 06:15:00",346,12.38,2470.14,511.1508,145.3224
"2024-06-17 06:30:00",347,12.38,2470.014,487.1304,145.2836
"2024-06-17 06:45:00",348,12.37,2469.708,486.2328,145.2864
"2024-06-17 07:00:00",349,12.37,2454.457,516.0774,145.2689
"2024-06-17 07:15:00",350,12.37,2454.711,519.8701,145.2645
"2024-06-17 07:30:00",351,12.37,2454.577,507.5691,145.3184
"2024-06-17 07:45:00",352,12.37,2439.431,499.3077,145.2228
"2024-06-17 08:00:00",353,12.37,2439.799,520.1219,145.1544
"2024-06-17 08:15:00",354,12.37,2424.369,505.6437,145.3495
"2024-06-17 08:30:00",355,12.37,2424.235,496.9843,145.3187
"2024-06-17 08:45:00",356,12.37,2408.726,403.9095,66.45344
"2024-06-17 09:00:00",357,12.37,2393.921,386.9305,76.25452
"2024-06-17 09:15:00",358,12.37,2348.43,371.7235,76.24398
"2024-06-17 09:30:00",359,12.36,2318.228,372.2148,86.35978
"2024-06-17 09:45:00",360,12.37,2258.09,355.8938,86.37469
"2024-06-17 10:00:00",361,12.36,2212.344,354.6989,86.17088
"2024-06-17 10:15:00",362,12.37,2167.235,342.476,86.5015
"2024-06-17 10:30:00",363,12.37,2091.335,368.7497,86.19592
"2024-06-17 10:45:00",364,12.36,2030.818,389.3325,86.13529
"2024-06-17 11:00:00",365,12.37,1985.697,405.0995,86.59702
"2024-06-17 11:15:00",366,12.37,1909.914,440.0136,86.71381
"2024-06-17 11:30:00",367,12.37,1849.238,437.9708,86.39549
"2024-06-17 11:45:00",368,12.37,1803.548,448.3974,76.52615
"2024-06-17 12:00:00",369,12.36,1728.4,416.3565,76.34787
"2024-06-17 12:15:00",370,12.37,1667.837,414.429,76.36169
"2024-06-17 12:30:00",371,12.37,1607.38,423.2663,76.62302
"2024-06-17 12:45:00",372,12.37,1546.59,412.9606,76.62255
"2024-06-17 13:00:00",373,12.37,1485.854,411.3575,76.62773
"2024-06-17 13:15:00",374,12.37,1440.361,440.5572,76.58801
"2024-06-17 13:30:00",375,12.37,1379.857,447.5524,76.89305
"2024-06-17 13:45:00",376,12.36,1319.247,436.5542,76.58997
"2024-06-17 14:00:00",377,12.36,1289.454,447.0814,66.72962
"2024-06-17 14:15:00",378,12.37,1243.831,412.6115,66.78983
"2024-06-17 14:30:00",379,12.36,1198.37,447.0152,66.82035
"2024-06-17 14:45:00",380,12.36,1183.131,424.943,66.94416
"2024-06-17 15:00:00",381,12.34,1183.422,450.5371,67.13065
"2024-06-17 15:15:00",382,12.36,1168.016,423.3341,66.49668
"2024-06-17 15:30:00",383,12.34,1167.895,437.7699,67.15333
"2024-06-17 15:45:00",384,12.36,1168.319,460.0776,66.87966
"2024-06-17 16:00:00",385,12.33,1152.754,81.54045,69.61501
"2024-06-17 16:15:00",386,12.36,1153.282,48.26775,66.87422
"2024-06-17 16:30:00",387,12.32,1153.177,84.08074,78.13213
"2024-06-17 16:45:00",388,12.36,1153.149,50.45222,66.79826
"2024-06-17 17:00:00",389,12.36,1152.873,87.17382,81.77348
"2024-06-17 17:15:00",390,12.36,1152.691,52.25139,66.77766
"2024-06-17 17:30:00",391,12.35,1138.031,83.06259,82.73858
"2024-06-17 17:45:00",392,12.35,1137.633,71.68443,66.71162
"2024-06-17 18:00:00",393,12.35,1122.556,48.15605,66.74454
